"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Coriariaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Malvaceae"	"Myrtaceae"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tamarix"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
2968	3868	"Algendar"	39.94056	3.95861	840	"AWI"	840	4841	5653	5325	0	7	3	82	0	7	0	2	0	0	29	0	0	0	0	0	0	9	0	1	30	18	0	0	0	0	0	45	0	0	0	0	0	28	0	4	7	2	3	0	0	0	6	17	1	0	0	0	0	0	0	0	5	3	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	860	"AWI"	860	5003	5681	5393	0	5	5	59	0	0	0	1	0	0	26	0	0	0	0	0	0	14	0	0	10	25	0	0	0	0	0	38	0	0	0	0	0	10	0	3	8	0	4	0	2	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	880	"AWI"	880	5168	5701	5462	0	8	0	71	0	0	0	1	0	0	6	0	0	0	0	0	0	15	0	1	46	15	0	0	0	1	0	13	0	0	0	0	0	2	1	0	5	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	3	2	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	900	"AWI"	900	5318	5737	5533	0	0	2	30	0	2	0	0	0	0	26	0	0	0	0	0	0	6	0	1	16	18	0	0	0	0	0	34	3	0	0	0	0	3	0	0	14	1	2	0	0	0	0	2	2	0	1	0	0	0	0	0	3	0	1	0	0
2968	3868	"Algendar"	39.94056	3.95861	920	"AWI"	920	5434	5798	5601	0	5	0	28	1	2	0	0	0	0	22	0	0	0	0	0	0	8	0	2	27	10	0	0	0	0	0	27	7	0	0	0	0	8	0	0	16	3	0	0	2	0	3	0	3	0	0	0	0	0	0	0	2	2	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	935	"AWI"	935	5490	5852	5653	0	4	0	83	0	1	0	1	0	0	17	0	0	0	0	0	0	9	0	3	61	22	1	0	0	0	0	14	0	0	0	0	0	0	0	0	9	0	3	0	0	0	2	6	0	0	0	0	0	0	0	0	12	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	950	"AWI"	950	5517	5884	5689	0	4	1	49	0	4	0	0	0	0	15	0	0	0	0	0	0	8	0	1	32	24	0	0	0	0	0	54	0	0	0	1	0	0	0	0	11	1	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	965	"AWI"	965	5542	5916	5722	0	4	2	71	0	0	0	1	0	0	13	1	0	0	0	0	0	12	0	0	34	32	0	0	0	0	0	48	3	0	0	0	0	1	0	1	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	2	1	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	980	"AWI"	980	5568	5987	5753	0	0	2	43	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	42	28	0	0	0	0	0	18	0	0	0	0	0	0	0	0	5	0	0	0	2	0	2	8	0	0	0	0	0	1	0	0	10	0	2	0	0
2968	3868	"Algendar"	39.94056	3.95861	995	"AWI"	995	5591	6055	5784	0	7	1	43	0	3	0	0	0	0	14	0	0	0	0	0	0	10	0	1	28	23	0	0	0	0	0	53	4	0	0	0	0	0	0	0	7	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1010	"AWI"	1010	5602	6134	5813	0	6	2	30	2	4	0	1	0	0	13	0	0	0	0	0	0	4	0	2	29	10	0	0	0	0	0	39	4	0	0	0	0	0	0	0	13	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	2	0	0	1
2968	3868	"Algendar"	39.94056	3.95861	1025	"AWI"	1025	5613	6221	5843	0	4	0	52	0	0	0	1	0	0	40	0	0	0	0	0	0	6	0	5	33	14	0	0	0	0	0	38	0	0	0	0	0	3	0	0	11	1	0	0	0	0	2	12	0	0	0	0	0	0	0	0	2	1	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1040	"AWI"	1040	5644	6252	5877	0	2	0	26	0	0	0	0	0	0	18	0	0	1	0	0	0	2	0	1	15	19	0	0	0	0	0	41	0	0	0	0	0	0	0	0	17	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1055	"AWI"	1055	5669	6280	5912	0	2	0	31	0	0	0	0	0	0	19	0	0	1	0	0	1	5	0	0	19	12	0	0	0	0	0	61	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1070	"AWI"	1070	5689	6321	5946	0	3	0	49	0	9	0	1	0	1	52	0	0	0	0	0	0	2	0	7	43	12	0	0	0	0	0	51	5	0	0	0	0	0	0	0	20	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	4	1	1	0	3
2968	3868	"Algendar"	39.94056	3.95861	1085	"AWI"	1085	5706	6362	5982	0	3	0	42	0	6	0	0	0	0	28	0	0	0	0	0	0	7	0	1	24	9	0	0	0	0	0	43	4	0	0	0	0	2	0	0	14	4	0	0	0	1	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1100	"AWI"	1100	5716	6411	6013	0	11	0	40	0	2	0	0	0	0	35	0	0	0	0	0	0	8	0	3	33	19	0	0	0	0	1	63	1	0	0	0	0	2	0	0	19	0	0	0	1	1	2	8	0	0	0	0	0	0	0	0	3	0	1	0	0
2968	3868	"Algendar"	39.94056	3.95861	1115	"AWI"	1115	5731	6475	6047	0	2	0	14	0	1	0	0	0	0	33	0	0	0	0	0	0	6	0	1	36	14	0	0	0	0	0	44	0	0	0	0	0	0	0	1	19	0	1	0	0	0	4	2	0	1	0	0	0	0	0	0	0	1	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1130	"AWI"	1130	5762	6507	6079	0	1	3	21	0	2	0	0	0	0	35	0	0	0	0	0	0	11	0	0	15	12	0	0	0	0	1	38	0	0	0	0	0	4	0	1	8	4	0	0	1	0	2	4	0	0	0	2	0	0	0	0	1	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1145	"AWI"	1145	5794	6528	6113	1	2	5	24	0	2	0	1	0	1	62	0	0	0	0	0	0	10	0	0	33	8	0	0	0	0	0	32	2	0	0	0	1	1	0	1	16	0	5	0	1	0	2	5	0	0	0	0	0	0	0	0	2	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1160	"AWI"	1160	5821	6555	6151	0	3	0	56	0	3	0	2	0	0	46	0	0	0	0	0	0	3	0	6	15	12	0	0	0	0	0	50	2	0	0	0	1	0	0	0	4	0	3	0	1	0	0	6	0	0	0	0	0	0	0	0	12	4	1	0	0
2968	3868	"Algendar"	39.94056	3.95861	1175	"AWI"	1175	5844	6591	6189	0	6	1	21	0	0	0	0	0	1	42	0	0	2	0	0	0	21	0	0	34	11	0	0	0	0	0	57	2	0	0	0	0	0	0	0	11	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	11	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1190	"AWI"	1190	5865	6628	6223	0	1	4	39	0	2	0	0	0	0	46	0	1	0	0	0	0	14	0	1	25	17	0	0	0	0	0	67	1	0	0	0	0	0	0	1	3	2	11	0	1	0	4	10	1	0	0	0	0	0	0	0	6	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1210	"AWI"	1210	5884	6688	6269	0	5	4	101	0	4	0	1	0	0	55	0	0	0	0	0	0	1	0	2	32	24	0	0	0	0	0	84	1	0	0	0	1	0	0	0	0	0	2	0	4	0	6	14	0	0	0	0	0	0	0	0	2	2	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1220	"AWI"	1220	5912	6707	6290	0	3	0	38	0	1	0	0	0	3	49	0	0	0	0	0	0	11	0	3	57	23	0	0	0	0	1	66	1	0	0	0	0	0	0	1	12	0	0	0	1	0	0	12	1	0	0	2	0	0	0	0	4	1	0	1	0
2968	3868	"Algendar"	39.94056	3.95861	1232	"AWI"	1232	5945	6721	6316	0	0	0	64	0	10	0	0	0	0	21	0	0	0	0	0	0	21	3	0	38	8	0	0	0	0	1	55	3	0	0	0	0	4	0	0	2	1	1	0	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1244	"AWI"	1244	5972	6737	6343	0	0	0	66	0	3	0	0	0	0	16	0	0	0	0	0	0	15	0	1	38	5	0	0	0	0	1	64	6	0	0	0	0	3	0	1	7	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1256	"AWI"	1256	5993	6753	6371	0	1	0	21	0	2	0	0	1	2	33	0	0	0	0	0	0	19	0	12	29	9	0	0	0	0	0	12	1	0	0	0	0	0	0	1	31	0	3	0	0	0	6	8	0	0	0	0	0	1	0	0	0	0	1	2	0
2968	3868	"Algendar"	39.94056	3.95861	1268	"AWI"	1268	6016	6777	6400	0	0	0	49	0	6	0	0	0	0	45	0	0	0	0	0	0	14	2	3	29	18	0	0	0	0	0	82	2	0	0	0	1	0	0	0	8	0	14	0	3	0	0	7	1	0	0	0	0	0	0	0	4	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1280	"AWI"	1280	6035	6802	6426	0	2	2	47	2	3	0	1	0	0	34	0	0	0	0	0	0	9	0	1	52	31	0	0	0	0	0	40	5	0	0	0	1	0	0	0	2	0	4	0	1	0	1	5	0	0	0	0	0	0	0	0	2	3	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1292	"AWI"	1292	6048	6837	6454	0	1	2	74	0	2	0	0	0	0	22	0	0	0	0	0	0	11	0	2	55	11	0	0	0	0	0	62	0	0	0	0	1	3	0	0	4	0	5	0	0	0	10	7	0	0	0	0	0	0	0	0	5	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1304	"AWI"	1304	6062	6871	6481	0	5	2	31	0	0	0	0	0	0	24	1	0	3	0	0	0	11	0	2	31	10	0	0	0	0	0	38	2	0	0	0	0	0	0	1	3	4	8	0	0	0	2	1	1	0	0	0	0	0	0	0	7	0	0	0	1
2968	3868	"Algendar"	39.94056	3.95861	1316	"AWI"	1316	6100	6885	6507	0	2	8	32	0	3	0	0	0	0	17	0	0	0	0	0	0	0	0	2	36	17	0	0	0	0	0	35	0	0	0	2	0	0	0	2	15	1	5	0	0	0	4	4	0	0	0	0	0	0	0	0	3	1	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1328	"AWI"	1328	6135	6898	6535	0	0	0	25	0	2	0	1	0	0	27	0	3	0	0	0	0	17	0	1	40	18	0	0	0	0	0	33	2	0	0	0	0	0	0	0	11	0	15	0	1	0	1	4	0	0	0	0	0	0	0	0	4	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1340	"AWI"	1340	6164	6915	6563	0	1	5	52	0	4	0	0	0	0	27	0	3	0	0	0	0	19	0	2	69	29	0	0	0	0	0	23	0	0	0	0	0	1	0	0	23	1	15	0	3	0	10	8	0	0	0	0	0	0	0	0	11	0	1	0	1
2968	3868	"Algendar"	39.94056	3.95861	1352	"AWI"	1352	6191	6929	6593	0	1	3	37	0	2	0	0	0	0	22	0	0	0	0	0	0	6	0	1	34	18	0	0	0	0	0	32	0	0	0	0	0	0	0	0	11	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1364	"AWI"	1364	6215	6950	6623	0	6	2	58	0	4	0	1	0	0	26	0	0	0	0	0	0	14	1	4	63	11	0	0	0	0	0	38	0	0	0	0	0	4	0	0	28	1	11	0	1	0	4	7	0	0	0	0	0	0	0	0	9	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1376	"AWI"	1376	6231	6978	6650	0	2	2	43	0	2	0	0	0	0	21	0	0	0	0	0	0	8	0	2	61	14	0	0	0	0	0	36	0	0	0	0	0	0	0	0	11	2	10	0	0	0	5	3	0	0	0	0	0	0	0	0	13	1	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1388	"AWI"	1388	6251	7015	6678	0	0	0	39	0	0	0	0	0	0	23	0	0	0	0	0	0	19	0	1	31	12	0	0	0	0	0	29	1	0	0	0	0	0	0	0	3	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1400	"AWI"	1400	6279	7041	6703	0	3	0	130	0	0	0	1	0	0	51	0	0	0	0	0	0	11	0	3	43	6	0	0	0	0	0	47	0	0	0	0	2	0	0	0	18	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	5	1	1	0	0
2968	3868	"Algendar"	39.94056	3.95861	1415	"AWI"	1415	6342	7053	6734	0	10	2	153	0	0	0	0	0	0	51	0	0	0	0	0	0	5	1	10	59	29	0	0	0	0	0	41	4	0	0	0	0	0	0	0	21	0	18	42	1	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	1
2968	3868	"Algendar"	39.94056	3.95861	1430	"AWI"	1430	6407	7069	6767	0	0	0	54	0	0	0	0	0	1	9	1	0	0	0	0	0	8	0	3	41	27	0	0	0	0	0	23	2	0	0	1	0	0	0	0	5	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	7	0	0	0	0
2968	3868	"Algendar"	39.94056	3.95861	1445	"AWI"	1445	6455	7087	6800	0	6	0	68	0	2	0	1	0	0	17	2	3	0	0	0	0	7	0	2	53	23	0	0	0	0	0	62	4	0	0	0	0	0	0	0	21	0	27	0	0	0	4	12	0	0	0	0	0	1	0	0	3	1	1	0	0
