"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Liquidambar"	"Lythraceae"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
23884	41419	"Endinger Bruch"	54.245314	12.886618	1270	"AWI"	1270	12860	13313	13085	0	0	0	1	0	0	2	0	131	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	925	"AWI"	925	10621	11382	10984	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	266.5	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	935	"AWI"	935	10694	11434	11047	0	0	0	0	0	0	2	0	479	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	895	"AWI"	895	10474	11196	10791	0	0	0	0	0	0	3	0	555	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	1280	"AWI"	1280	12899	13455	13152	0	0	0	0	0	0	4	0	160	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	1335	"AWI"	1335	13358	13767	13578	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0.5	100.5	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	1275	"AWI"	1275	12876	13385	13118	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	203.5	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	955	"AWI"	955	10809	11540	11180	0	0	0	0	0	0	1	0	254	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	845	"AWI"	845	10227	10860	10477	0	0	0	1	0	0	1	0	378	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	900	"AWI"	900	10493	11239	10824	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401.5	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	4	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	910	"AWI"	910	10553	11295	10888	0	0	0	0	0	0	5	0	715	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	337.5	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	2	0	0	5	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	950	"AWI"	950	10771	11509	11148	0	0	0	0	0	0	7	0	422	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0
23884	41419	"Endinger Bruch"	54.245314	12.886618	985	"AWI"	985	11048	11697	11358	0	0	0	0	0	0	4	0	449	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	217	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0
