"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fraxinus"	"Juniperus"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	91.3	"AWI"	91.3	10942.1	11030.8	11000.2	0	0	0	0	3	2	31	0	0	0	0	0	1	18	1	0	0	1	0	0	0	396	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	94.3	"AWI"	94.3	11123.9	11214.6	11183.5	0	0	0	0	3	0	20	1	0	0	0	0	0	87	0	0	0	0	0	0	0	732	0	0	10	0	0	0	0	1	0	0	1	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	97.3	"AWI"	97.3	11161	11221.9	11198.2	0	0	0	0	0	0	20	0	0	0	0	0	0	46	1	0	0	2	0	0	0	362	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	100.3	"AWI"	100.3	11186.5	11233.8	11213.5	0	0	1	0	1	0	28	0	0	0	0	0	0	65	2	0	0	0	0	0	1	435	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	101.8	"AWI"	101.8	11193.2	11243.6	11221	0	0	0	0	0	0	19	1	0	0	1	0	0	47	0	0	0	2	0	0	0	492	0	0	16	0	0	0	0	1	0	0	2	0	0	0	1
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	104.8	"AWI"	104.8	11220	11278	11249.6	0	0	0	0	0	0	23	9	0	0	0	0	0	155	2	0	0	8	0	0	0	801	0	0	18	0	0	0	0	4	1	0	5	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	107.8	"AWI"	107.8	11242.8	11333.2	11288.4	0	0	0	0	1	0	20	9	0	0	0	0	0	342	1	0	0	5	0	0	0	935	0	0	34	0	0	0	0	2	0	0	2	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	109.3	"AWI"	109.3	11251.5	11363	11307.6	0	0	0	0	2	0	6	13	0	1	0	0	0	290	0	0	0	5	1	1	0	448	0	0	21	0	0	0	0	0	0	0	2	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	110.8	"AWI"	110.8	11258.2	11393.8	11326.4	0	0	3	0	2	0	3	36	0	0	0	0	0	662	0	0	0	5	0	0	0	561	0	0	34	0	0	0	0	0	0	0	4	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	113.8	"AWI"	113.8	11279.8	11450	11362.8	0	0	1	0	9	0	33	7	0	0	0	0	0	1109	3	0	0	7	0	1	0	539	0	0	58	1	0	0	0	2	2	0	4	2	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	115.3	"AWI"	115.3	11298	11474.7	11376	0	0	3	0	3	0	3	0	0	0	0	0	0	481	1	0	0	3	0	0	0	284	0	0	25	0	2	0	0	2	3	0	1	0	0	0	1
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	118.3	"AWI"	118.3	11325.4	11538.5	11427.7	0	0	1	0	4	0	8	0	0	0	0	0	0	540	1	0	0	0	0	0	0	366	0	0	28	0	0	0	0	2	1	0	1	3	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	121.3	"AWI"	121.3	11346.8	11612.5	11469.6	0	0	0	0	8	0	11	0	0	0	1	0	0	801	0	0	0	0	0	0	0	448	0	0	27	0	0	0	0	0	0	0	0	1	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	124.3	"AWI"	124.3	11372.6	11670.3	11513.5	0	0	3	0	7	0	7	1	0	0	2	0	0	450	0	1	0	0	0	0	0	446	0	0	37	0	0	0	0	2	1	0	3	3	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	127.3	"AWI"	127.3	11411.3	11715.4	11550.6	0	0	0	0	4	0	7	0	0	0	0	0	0	74	1	0	0	0	0	0	0	283	0	0	26	0	0	0	0	0	0	0	3	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	130.3	"AWI"	130.3	11440.7	11778.7	11590.8	3	0	2	0	11	4	14	1	1	0	0	0	1	154	0	0	0	2	0	0	0	460	1	0	47	0	0	0	0	1	1	1	0	1	1	2	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	133.3	"AWI"	133.3	11469.5	11881.9	11648.8	0	0	0	0	4	3	30	2	1	0	0	0	0	133	1	0	0	1	0	0	0	570	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	136.3	"AWI"	136.3	11523.9	12130	11765.9	5	5	0	0	0	0	6	1	0	0	0	0	8	57	1	0	2	1	0	0	0	69	0	0	8	0	0	0	0	1	0	0	1	0	0	3	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	137.8	"AWI"	137.8	11541	12304.6	11814.6	8	6	0	0	2	0	4	0	0	0	0	0	5	111	1	0	0	0	0	0	0	23	0	0	8	0	0	0	3	1	1	0	1	0	0	1	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	140.8	"AWI"	140.8	11572.2	12658.6	11907.8	0	0	0	0	8	4	57	0	0	0	1	0	0	560	5	1	0	7	0	0	0	9	0	1	57	0	0	0	0	0	7	0	20	4	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	143.8	"AWI"	143.8	11618.6	12959	12007.6	0	0	1	0	19	0	84	0	0	0	0	0	0	704	1	0	0	79	0	0	0	7	0	0	112	0	0	1	0	4	9	2	48	5	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	145.3	"AWI"	145.3	11660.1	13013.8	12070.6	0	0	2	7	10	7	89	1	0	1	0	0	0	741	10	0	0	50	0	0	0	8	0	0	89	0	0	0	0	5	8	2	38	3	0	0	0
