"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Malvaceae"	"Nartheciaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prosopis"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"	"Vitex"
3181	4137	"Kararmik Batakligi"	38.425	30.8	1	"AWI"	1	-109	308	-6	0.220264317180617	0	0	0	0	0	0	0	6.38766519823788	0	0	0	0.110132158590308	0	0	0	0	0	0.110132158590308	0	0.110132158590308	21.4757709251101	0	0	0	0.110132158590308	8.03964757709251	0	0	0	0	0	0.770925110132159	0.110132158590308	0	0	0	0	0.110132158590308	0.220264317180617	0	0.110132158590308	0	0.110132158590308	0	0	0	0	0	0	0	47.4669603524229	0	0	12.2246696035242	0	0	0	0	0.220264317180617	0	0	0	0	1.76211453744493	0	0.110132158590308	0.220264317180617	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	5	"AWI"	5	-74	1699	118	0.122549019607843	0	0	0.122549019607843	0	0	0	0	4.04411764705882	0	0	0	0.122549019607843	0	4.28921568627451	0	0	0	0	0	0.122549019607843	26.9607843137255	0	0.122549019607843	0	0.122549019607843	6.12745098039216	0	0	0	0	0	0.367647058823529	0	0	0	0	0	0.122549019607843	0.245098039215686	0	0	0	0	0.367647058823529	0	0	0	0	0	0	47.4264705882353	0	0	6.98529411764706	0	0	0	0.122549019607843	0.122549019607843	0	0	0	0	1.22549019607843	0	0.122549019607843	0.490196078431373	0	0	0	0	0	0	0.245098039215686	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	20	"AWI"	20	-24	6932	606	0	0	0	0.430570505920344	0	0	0	0	6.35091496232508	0	0	0	0	0	0	0	0	0	0	0	0.215285252960172	28.0947255113025	0	0.215285252960172	0	0.107642626480086	7.64262648008611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.968783638320775	0	0	0	0	0	0	43.0570505920344	0	0	12.5941872981701	0	0	0	0	0	0	0	0	0	0	0	0	0.322927879440258	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	40	"AWI"	40	154	11583	1325	0	0	0	0.38860103626943	0	0	0	0	4.53367875647668	0	0	0	0.129533678756477	0	0	0	0	0	0.259067357512953	0	0	38.60103626943	0	0	0	0.38860103626943	5.05181347150259	0	0	0.259067357512953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2279792746114	0.38860103626943	0	7.64248704663212	0	0	0	0	0.129533678756477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	60	"AWI"	60	383	15320	1957	0.192678227360308	0	0	0.385356454720617	0	0	0	0	1.34874759152216	0	0	0	0.385356454720617	0	0	0	0	0	0.192678227360308	0	0	51.0597302504817	0	0	0	0.192678227360308	0.770712909441233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7649325626204	0	0	5.00963391136801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69749518304432
3181	4137	"Kararmik Batakligi"	38.425	30.8	80	"AWI"	80	653	18987	2395	1.04166666666667	0	0	0.260416666666667	0	0	0	0	1.82291666666667	0	0	0	0	0	0	0	0	0	0.260416666666667	0	0	50.9114583333333	0	0.130208333333333	0	0	2.86458333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.4322916666667	0	0	15.8854166666667	0	0	0	0	0.130208333333333	0	0	0	0	0	0	0	0	0	0	0	0.260416666666667	0	0	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	100	"AWI"	100	975	22388	2842	1.03305785123967	0	0	0.206611570247934	0	0	0	0	0.413223140495868	0	0	0	0.206611570247934	0	0	0	0	0	0	0	0	23.1404958677686	0	0	0	0	0.206611570247934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.7603305785124	0	0	0.826446280991736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206611570247934	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	120	"AWI"	120	1249	25778	3317	0.587371512481645	0	0	0	0	0	0	0	0.293685756240822	0	0	0	0.146842878120411	0	0	0	0	0	0	0	0	36.417033773862	0	0	0	0	2.05580029368576	0	0	0	0	0	0	0.146842878120411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.2055800293686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146842878120411	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	140	"AWI"	140	1542	29005	3722	1.62866449511401	0	0	0	0	0	0	0	0.162866449511401	0	0	0	0.162866449511401	0	0.325732899022801	0	0	0	0	0	0	51.7915309446254	0	0	0	0.162866449511401	0.325732899022801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7882736156352	0	0	0	0	0	0	0	0.325732899022801	0	0	0	0	0	0	0	0	0	0	0	0	0.162866449511401	0.162866449511401	0	0	0	0
3181	4137	"Kararmik Batakligi"	38.425	30.8	160	"AWI"	160	1875	32156	4130	2.54872563718141	0	0	0.299850074962519	0	0	0	0	0.299850074962519	0	0	0	0	0	0	0	0	0	0.599700149925038	0	0	70.0149925037481	0	0	0	0	0.299850074962519	0	0	0	0.149925037481259	0.149925037481259	0	0	0	0	0	0	0.149925037481259	0.149925037481259	0	0	0	0	0	0	0	0	0	0	0	23.8380809595202	0	0	1.04947526236882	0	0	0	0	0.149925037481259	0	0	0.149925037481259	0	0	0	0	0	0	0	0	0.149925037481259	0	0	0	0	0	0
