"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1350	"AWI"	1350	7589	9559	8589	0	0	0	0	0	1	0	1	0	0	0	1	0	290	6	0	0	1	0	0	1	0	0	0	0	11	0	0	8	0	53	1	0	0	0	0	0	0	0	0	0	1	30
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1355	"AWI"	1355	7821	9784	8815	0	0	0	0	1	2	0	5	0	0	0	0	0	301	1	0	0	1	0	0	0	2	0	0	0	4	0	0	7	0	33	0	3	0	0	0	0	0	0	1	0	4	21
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1360	"AWI"	1360	8040	10013	9044	0	0	0	0	0	1	0	2	0	0	0	0	0	300	3	0	0	0	0	0	0	0	0	0	0	6	0	0	14	0	40	0	1	0	0	1	0	0	0	0	0	5	30
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1365	"AWI"	1365	8293	10247	9269	0	0	0	0	2	3	0	4	0	0	0	0	0	298	4	0	0	0	0	0	0	0	0	0	0	7	0	0	16	0	70	1	2	0	0	2	0	0	0	0	0	6	67
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1370	"AWI"	1370	8510	10485	9497	1	0	0	0	2	2	0	6	0	0	0	0	0	306	9	0	0	0	0	0	0	0	0	0	0	8	0	0	12	0	75	0	0	0	0	1	0	0	0	0	0	10	75
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1375	"AWI"	1375	8742	10705	9722	0	0	0	0	0	1	0	4	0	0	0	0	0	308	3	0	0	0	0	0	0	0	0	0	0	12	0	0	21	0	64	0	0	0	0	1	3	0	0	0	0	3	47
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1380	"AWI"	1380	8983	10917	9945	1	1	0	0	0	1	0	5	0	0	0	0	0	318	4	0	0	0	0	0	0	1	0	0	0	11	0	0	7	0	78	0	0	0	0	0	0	0	0	0	0	4	58
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1385	"AWI"	1385	9191	11149	10175	0	0	0	0	1	2	0	8	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	13	0	0	10	0	34	0	0	0	0	1	0	0	0	0	0	0	67
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1388	"AWI"	1388	9349	11270	10307	0	0	0	0	4	0	0	10	0	0	0	0	0	309	3	0	0	0	0	0	0	2	0	0	0	3	0	0	11	0	53	1	0	0	1	2	0	0	0	0	1	1	72
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1390	"AWI"	1390	9442	11351	10398	0	1	0	0	0	0	0	9	0	0	0	0	0	310	3	0	0	0	0	0	0	1	0	0	0	15	0	1	14	0	64	0	0	0	0	0	1	0	0	0	0	1	112
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1395	"AWI"	1395	9671	11570	10619	0	0	0	0	1	2	0	15	0	0	0	0	0	307	3	0	0	0	0	0	0	2	0	0	0	25	0	0	16	0	58	0	0	0	0	3	2	0	0	0	0	0	95
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1400	"AWI"	1400	9920	11766	10838	1	2	0	0	0	1	0	5	0	0	0	0	0	290	1	0	0	0	0	0	0	4	0	0	0	17	0	0	10	0	55	1	0	0	0	1	1	0	0	0	1	0	84
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1405	"AWI"	1405	10155	11975	11064	0	4	0	0	4	1	0	7	0	0	0	0	0	277	1	0	0	0	0	0	0	4	0	0	0	20	0	0	10	0	60	1	0	0	0	2	1	0	0	0	0	0	105
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1410	"AWI"	1410	10409	12183	11289	1	0	0	0	2	1	0	10	0	0	0	0	0	300	1	0	0	0	0	0	0	1	0	0	0	24	0	0	25	0	55	0	0	0	0	0	1	0	0	0	0	0	98
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1415	"AWI"	1415	10669	12361	11505	1	0	0	0	0	0	0	21	0	0	0	0	0	376	4	0	0	0	0	0	0	3	0	0	0	27	0	0	30	0	36	2	0	0	0	1	3	0	0	0	1	0	80
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1420	"AWI"	1420	10901	12551	11725	0	0	0	0	0	3	0	24	0	0	0	0	0	320	1	0	0	0	0	0	0	3	0	0	0	28	0	0	14	0	29	0	0	0	0	8	7	0	0	0	0	0	34
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1425	"AWI"	1425	11178	12777	11974	2	2	0	0	0	6	0	85	0	0	0	0	0	110	9	0	0	0	0	0	0	0	0	0	0	83	0	0	35	0	30	1	0	0	0	7	12	0	0	0	0	0	3
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1430	"AWI"	1430	11418	13121	12269	0	2	1	0	0	8	0	137	0	0	0	0	0	2	6	0	0	0	3	0	0	0	0	0	0	198	0	0	47	0	12	0	2	0	1	6	7	0	0	0	1	0	1
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1435	"AWI"	1435	11661	13447	12547	0	1	2	0	0	13	0	120	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	211	0	0	76	0	3	0	2	0	3	4	7	0	0	0	1	0	1
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1437	"AWI"	1437	11755	13575	12665	0	1	0	0	0	11	0	91	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	197	0	0	38	0	5	1	1	0	0	2	2	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1440	"AWI"	1440	11890	13760	12829	0	0	0	0	0	17	0	95	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	183	0	0	55	0	5	0	2	0	3	3	8	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1443	"AWI"	1443	12069	13944	13005	0	1	0	0	0	11	0	110	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	188	0	0	92	0	3	0	1	0	1	8	14	0	0	0	3	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1445	"AWI"	1445	12176	14054	13123	0	0	0	0	0	17	0	83	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	192	0	0	76	0	2	0	0	0	2	8	6	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1447	"AWI"	1447	12288	14169	13234	0	1	1	0	0	12	0	90	0	0	0	0	4	0	10	0	0	0	0	0	0	1	0	0	0	212	0	0	91	0	1	0	2	0	4	11	3	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1450	"AWI"	1450	12437	14352	13402	0	0	0	0	0	60	0	40	0	0	0	0	2	0	6	0	0	0	0	0	0	8	0	0	0	182	0	0	64	0	0	0	0	0	2	8	3	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1452	"AWI"	1452	12541	14478	13510	0	0	2	0	0	58	0	40	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	163	0	0	56	0	0	0	1	0	3	10	2	0	0	0	3	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1453	"AWI"	1453	12598	14530	13564	0	0	4	0	0	60	0	53	0	0	0	0	2	0	14	0	3	0	0	0	0	5	0	0	0	215	0	0	94	0	0	0	0	0	2	6	3	0	0	0	2	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1454	"AWI"	1454	12657	14578	13617	0	1	0	0	0	66	0	41	0	0	0	0	1	0	18	1	1	0	0	0	0	10	0	0	0	190	0	0	60	0	2	0	0	0	0	1	5	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1455	"AWI"	1455	12694	14640	13674	0	0	2	0	0	70	0	23	0	0	0	0	1	2	12	0	1	0	0	0	0	2	0	0	0	137	0	0	63	0	0	0	0	0	1	3	6	0	0	0	2	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1456	"AWI"	1456	12766	14689	13730	0	0	3	0	0	57	0	12	0	0	0	1	0	0	15	1	1	0	0	0	0	4	0	0	0	223	0	0	64	0	1	0	1	0	4	2	4	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1457	"AWI"	1457	12810	14746	13788	0	0	3	0	0	46	0	15	0	0	0	1	0	0	11	1	1	0	0	0	0	3	0	0	0	218	0	0	81	0	0	0	2	0	2	5	8	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1458	"AWI"	1458	12867	14807	13844	0	0	3	0	0	37	0	18	0	0	0	0	0	0	9	1	1	0	0	0	0	7	0	0	0	137	0	0	60	0	2	0	0	4	0	1	0	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1460	"AWI"	1460	12979	14911	13958	0	1	6	0	0	77	0	24	0	0	0	1	0	0	5	1	0	0	0	0	0	8	0	0	0	205	0	0	60	0	0	0	0	0	2	3	1	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1463	"AWI"	1463	13154	15062	14127	0	0	3	0	0	77	0	35	0	1	0	0	2	0	12	0	1	0	0	0	0	1	0	0	0	183	0	0	76	0	2	0	1	0	1	2	2	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1465	"AWI"	1465	13263	15167	14237	0	0	7	0	0	77	0	43	0	3	0	0	5	1	22	1	2	0	0	0	0	14	0	0	0	191	0	0	102	0	0	0	2	0	4	12	5	0	0	0	6	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1467	"AWI"	1467	13379	15269	14347	0	0	4	0	0	70	0	38	0	0	0	0	5	2	13	4	1	0	0	0	0	11	0	0	0	221	0	0	52	0	0	0	2	0	0	9	1	0	0	0	2	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1470	"AWI"	1470	13552	15409	14517	0	0	2	0	0	45	0	35	0	0	0	0	1	2	17	1	0	0	0	0	0	4	0	0	0	237	0	0	81	0	2	0	1	0	1	6	2	0	1	0	4	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1473	"AWI"	1473	13720	15581	14688	0	0	4	0	0	64	0	32	0	0	0	0	1	0	18	3	1	0	0	0	0	5	0	0	0	135	0	0	97	0	0	0	1	0	2	7	2	0	0	0	3	0	0
