"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1475	"AWI"	1475	13834	15684	14799	0	0	5	0	0	63	0	38	0	0	0	2	2	0	13	1	4	0	0	0	0	1	0	0	0	174	0	0	60	0	1	0	0	0	2	5	5	0	0	0	2	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1477	"AWI"	1477	13961	15782	14909	0	0	2	0	0	37	0	86	0	0	0	0	0	0	14	1	1	0	0	0	0	3	0	0	0	228	0	0	97	0	4	0	0	0	5	5	6	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1480	"AWI"	1480	14143	15957	15076	0	0	2	0	0	22	0	168	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	1	345	0	0	42	0	1	0	1	0	2	3	9	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1483	"AWI"	1483	14316	16097	15239	0	0	1	0	0	15	0	120	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	298	0	0	51	0	0	0	2	0	0	2	5	0	0	0	2	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1485	"AWI"	1485	14449	16193	15352	0	0	1	0	0	14	0	133	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	1	292	0	0	33	0	0	0	0	0	1	6	9	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1487	"AWI"	1487	14573	16294	15467	0	0	2	0	0	15	0	117	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	311	0	0	36	0	0	0	1	0	0	1	4	0	0	0	2	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1490	"AWI"	1490	14752	16447	15632	0	0	0	0	0	13	0	67	0	0	0	1	1	0	5	0	0	0	0	0	0	2	0	0	0	267	0	0	30	0	0	0	0	0	0	5	0	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1493	"AWI"	1493	14945	16581	15805	0	0	0	0	0	4	0	94	0	0	0	0	0	0	7	1	0	0	0	0	0	8	0	0	0	192	0	0	30	0	0	0	0	0	1	4	2	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1495	"AWI"	1495	15075	16680	15914	0	0	0	0	0	19	0	58	0	0	0	0	2	0	11	1	0	0	0	0	0	13	0	0	0	147	0	0	54	0	3	0	2	11	1	2	11	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1497	"AWI"	1497	15183	16787	16028	0	0	1	0	0	20	0	80	0	0	0	0	1	0	9	0	1	0	0	0	0	6	0	0	0	215	0	0	63	0	2	0	1	0	2	0	4	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1500	"AWI"	1500	15364	16925	16185	0	0	0	0	0	23	0	76	0	0	0	0	2	0	14	1	0	0	0	0	0	18	0	0	0	143	0	0	104	0	0	0	1	0	1	1	8	0	0	0	3	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1503	"AWI"	1503	15538	17090	16341	0	0	0	0	0	54	0	110	0	0	0	0	2	0	6	1	0	0	0	0	0	50	0	0	0	21	0	0	112	0	0	0	0	0	5	2	9	0	0	0	3	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1504	"AWI"	1504	15588	17162	16395	0	0	0	0	0	26	0	92	0	1	0	0	0	0	6	0	0	0	0	0	0	11	0	0	0	22	0	0	63	0	0	0	0	0	4	2	8	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1505	"AWI"	1505	15634	17208	16444	0	0	0	0	0	31	0	165	0	0	0	0	3	0	3	5	0	0	0	0	0	16	0	0	0	9	0	0	80	0	0	0	0	0	0	3	12	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1507	"AWI"	1507	15708	17331	16542	0	0	1	0	0	18	0	60	0	0	0	0	2	0	12	5	0	0	0	0	0	32	0	0	0	3	0	0	78	0	0	0	1	0	0	1	5	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1510	"AWI"	1510	15830	17526	16690	0	0	0	0	0	40	0	61	0	0	0	0	7	0	11	4	0	0	0	0	0	77	0	0	0	16	0	0	143	0	0	0	0	0	6	4	4	0	0	0	3	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1513	"AWI"	1513	15956	17714	16832	0	0	5	0	0	61	0	12	0	0	0	0	10	0	0	0	1	0	0	0	0	38	0	0	0	53	0	0	85	0	0	0	1	0	4	5	0	0	0	0	4	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1515	"AWI"	1515	16042	17849	16926	0	0	10	0	0	83	0	32	0	0	0	4	20	0	4	4	0	0	0	0	0	36	0	0	0	62	0	0	104	0	2	0	0	0	2	4	2	0	0	0	8	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1517	"AWI"	1517	16119	17976	17022	0	0	4	0	0	37	0	26	0	0	0	0	3	38	5	0	4	0	0	0	0	15	0	0	0	74	0	0	76	0	10	0	1	0	1	2	4	0	0	0	0	1	11
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1520	"AWI"	1520	16251	18163	17172	0	0	4	0	0	48	0	22	0	0	0	0	13	12	4	1	2	0	0	0	0	12	0	0	0	47	0	0	50	0	2	0	1	0	0	1	2	0	0	0	6	0	2
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1523	"AWI"	1523	16375	18340	17319	0	0	6	0	0	124	0	22	0	0	0	4	22	1	6	2	1	0	0	0	0	26	0	1	0	40	0	0	84	0	0	0	2	0	2	4	6	0	1	0	20	0	2
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1525	"AWI"	1525	16459	18481	17414	0	0	10	0	0	64	0	14	0	0	0	6	12	0	6	0	0	2	0	0	0	20	0	0	0	22	0	1	110	0	0	0	2	0	2	0	2	0	0	0	6	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1528	"AWI"	1528	16566	18663	17565	0	0	20	0	0	106	0	30	7	1	0	0	34	8	4	0	0	0	0	0	0	60	0	0	0	54	0	0	130	0	0	0	1	0	0	4	6	0	0	0	20	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1530	"AWI"	1530	16658	18778	17662	0	0	5	0	0	70	0	11	0	0	0	3	10	0	0	0	2	0	0	0	0	12	0	0	0	9	0	0	117	0	0	0	2	0	2	2	0	0	0	0	3	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1535	"AWI"	1535	16859	19080	17908	0	0	12	0	0	46	0	6	0	0	0	2	4	0	20	2	2	0	0	0	0	0	0	0	0	30	0	0	61	0	0	0	0	0	2	2	2	0	0	0	6	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1537	"AWI"	1537	16941	19186	18008	0	0	5	0	0	60	0	2	0	0	0	2	13	0	16	2	0	0	0	0	0	13	0	0	0	26	0	0	95	0	0	0	4	0	1	0	5	0	0	0	10	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1540	"AWI"	1540	17074	19382	18152	0	0	13	0	0	84	0	2	2	0	0	3	10	2	6	0	1	0	0	0	0	12	0	0	0	30	0	0	115	0	0	0	1	0	1	2	1	0	1	0	4	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1542	"AWI"	1542	17152	19499	18255	0	0	10	0	0	48	0	3	0	0	0	2	11	0	7	0	1	0	0	0	0	22	0	0	0	21	0	0	110	0	0	0	2	0	2	2	0	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1543	"AWI"	1543	17192	19558	18304	0	0	5	0	0	48	0	3	0	0	0	3	4	0	3	0	2	0	0	0	0	14	0	0	0	17	0	0	81	0	0	0	1	0	4	1	3	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1545	"AWI"	1545	17281	19688	18401	0	0	12	0	0	40	0	5	0	0	0	0	11	0	4	0	0	0	0	0	0	6	0	0	0	9	0	0	86	0	0	0	6	0	1	1	5	0	0	0	3	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1547	"AWI"	1547	17360	19817	18497	0	0	10	0	0	45	0	2	0	0	0	2	12	0	4	0	4	0	0	0	0	10	0	0	0	18	0	0	100	0	0	0	2	0	4	2	6	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1548	"AWI"	1548	17407	19870	18549	0	0	15	0	0	61	0	4	0	0	0	4	6	0	4	2	4	0	0	0	0	7	0	0	0	23	0	0	103	0	0	0	4	0	2	3	1	0	0	0	5	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1550	"AWI"	1550	17487	19990	18646	0	0	13	0	0	84	0	3	0	0	0	5	18	0	14	0	3	0	0	0	0	15	0	0	0	35	0	0	92	0	0	0	3	0	5	3	4	0	0	0	8	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1553	"AWI"	1553	17597	20170	18792	0	0	12	0	0	70	0	5	3	0	0	11	6	0	2	1	2	0	2	0	0	5	0	0	0	21	0	0	111	0	0	0	4	0	1	2	4	0	0	0	1	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1555	"AWI"	1555	17689	20269	18890	0	0	13	0	0	42	0	2	0	0	0	13	6	0	14	2	6	0	0	0	0	2	0	0	0	30	0	0	102	0	0	0	0	0	0	2	0	0	0	0	2	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1557	"AWI"	1557	17774	20386	18993	0	0	4	0	0	14	0	2	0	0	0	0	13	0	12	0	2	0	0	0	0	0	0	0	0	15	0	0	90	0	0	0	2	0	0	4	0	0	0	0	0	0	0
3233	4199	"Le Grand Lemps"	45.47333	5.41667	1560	"AWI"	1560	17885	20580	19136	0	0	7	0	0	27	0	2	0	0	0	1	3	0	8	0	2	0	0	0	0	4	0	0	0	6	0	0	68	0	0	0	0	0	2	2	2	0	0	0	4	0	0
