"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14286	48358	"Popradské  pleso"	49.153142	20.079368	1100	"AWI"	1100	-71	-63	-69	4.26008968609865	0	7.62331838565022	0.448430493273543	0	0	0.896860986547085	0	12.1076233183857	0	0.224215246636771	0	0	0	0	0.224215246636771	0	2.91479820627803	0.448430493273543	0	0	0	4.03587443946188	0	0	0	0	0	0	0	0	0	0	0	0	1.79372197309417	17.4887892376682	41.0313901345291	0	0	0	0	0	3.36322869955157	0	0	0	0	0.448430493273543	0.224215246636771	0	0	0	0	0.448430493273543	0.672645739910314	0.672645739910314	0.672645739910314	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1101	"AWI"	1101	-55	-47	-52	8.94308943089431	0	8.53658536585366	0.40650406504065	0	0	3.65853658536585	0	12.1951219512195	0	0.813008130081301	0	0	0	0	1.21951219512195	0	8.13008130081301	1.21951219512195	0	0	0	6.50406504065041	0	0.40650406504065	0	0	0	0	0	0	0	0.40650406504065	0	0	4.0650406504065	35.7723577235772	0	0	0	0	0	0	4.8780487804878	0	0	0	0	0.813008130081301	0.40650406504065	0	0	0	0	0	1.21951219512195	0.40650406504065	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1102	"AWI"	1102	-40	-29	-35	4.43458980044346	0	5.32150776053215	0.665188470066519	0	0	1.10864745011086	0	5.98669623059867	0	0.221729490022173	0	0	0	0	0	0	6.65188470066519	1.10864745011086	0	0	0	5.54323725055432	0	1.10864745011086	0	0	0	0.221729490022173	0	0	0	0.443458980044346	0	0	0.886917960088692	15.9645232815965	37.6940133037694	0	9.31263858093126	0	0	0	1.77383592017738	0	0	0	0	0.221729490022173	0	0	0	0	0	0	0.665188470066519	0.665188470066519	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1103	"AWI"	1103	-26	-10	-18	13.1578947368421	0	7.01754385964912	0	0	0	1.75438596491228	0	11.8421052631579	0	0.87719298245614	0	0	0	0	0	0	14.4736842105263	0	0.43859649122807	0	0	3.94736842105263	0	0	0	0	0	0	0.43859649122807	0	0.43859649122807	0	0	0	5.26315789473684	28.9473684210526	0	0	0	0	0	0	4.3859649122807	0	0	0	0	0.87719298245614	0.87719298245614	0	0	0	0	0	1.75438596491228	2.63157894736842	0.87719298245614	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1104	"AWI"	1104	-12	10	-1	15.3225806451613	0	11.6935483870968	0.403225806451613	0	0	2.82258064516129	0	12.5	0	0	0	0	0	0	0	0	12.5	1.20967741935484	0	0	0	6.85483870967742	0	0.403225806451613	0	0	0	0	0	0	0	0.403225806451613	0	0	4.83870967741935	20.9677419354839	0	0	0	0	0	0	2.01612903225806	0	0	0	0	0.806451612903226	0	0	0	0	0	0	1.20967741935484	5.64516129032258	0.403225806451613	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1105	"AWI"	1105	7	31	19	11.2359550561798	0	11.2359550561798	0.749063670411985	0	0	2.24719101123596	0	11.9850187265918	0	0	0	0	0	0	0	0	11.9850187265918	0.749063670411985	0	0	0	7.86516853932584	0	0.749063670411985	0	0	0	0	0	0	0	0.374531835205993	0	0	3.37078651685393	28.4644194756554	0	0	0	0	0	0	3.74531835205993	0	0	0	0	0.374531835205993	0.749063670411985	0	0	0	0	0.749063670411985	1.12359550561798	2.24719101123596	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1106	"AWI"	1106	26	65	45	8.31024930747922	0	12.4653739612188	0.831024930747922	0	0	1.38504155124654	0	9.97229916897507	0	0	0	0	0	0	0	0	10.5263157894737	0.554016620498615	0	0	0	7.4792243767313	0	0.554016620498615	0	0	0	0	0.277008310249307	0	0.277008310249307	0.554016620498615	0.277008310249307	0	1.38504155124654	19.6675900277008	0	0	19.3905817174515	0	0	0	1.66204986149584	0	0	0	0.277008310249307	0.277008310249307	0	0	0	0	0	0	0.554016620498615	3.04709141274238	0.277008310249307	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1107	"AWI"	1107	38	107	71	14.5833333333333	0.416666666666667	10.4166666666667	0.833333333333333	0	0	4.16666666666667	0	14.5833333333333	0	0.833333333333333	0	0	0	0	0	0	9.58333333333333	1.66666666666667	0	0	0	6.25	0	0	0	0	0	0	0.416666666666667	0	0	0	0	0	2.5	21.6666666666667	0	0	0	0	0	0	4.58333333333333	0	0	0	0	2.08333333333333	0.833333333333333	0	0	0	0.416666666666667	0.416666666666667	0.416666666666667	2.08333333333333	1.25	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1108	"AWI"	1108	50	150	98	12.890625	0	12.890625	1.171875	0	0	0.78125	0	13.28125	0	0	0	0	0	0	0	0	7.421875	1.5625	0	0	0	10.9375	0	0.390625	0	0	0	0	1.171875	0	0	0	0	0	2.734375	25.390625	0	0	0	0	0	0	3.90625	0	0	0	0.390625	0.78125	0.390625	0	0	0	0.78125	0	1.171875	1.953125	0	0
14286	48358	"Popradské  pleso"	49.153142	20.079368	1109	"AWI"	1109	60	193	124	6.96969696969697	0	8.78787878787879	0	0	0	3.33333333333333	0	11.8181818181818	0	0.303030303030303	0	0	0	0	0.303030303030303	0	8.48484848484849	0.606060606060606	0	0	0	5.45454545454545	0	0.606060606060606	0	0	0	0	0	0	0	0.303030303030303	0	0	3.63636363636364	18.4848484848485	0	0	21.2121212121212	0	0	0	5.15151515151515	0	0	0	0	1.21212121212121	0	0	0	0	0	0.606060606060606	0.909090909090909	1.81818181818182	0	0
