"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cucurbitaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Genista"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16095	24850	"Changeon"	47.27611	0.13194	70	"AWI"	70	284	468	388	0	8	4	3	0	2	0	1	0	14	0	2	0	0	0	0	1	0	0	103	0	0	2	0	0	0	0	0	4	0	0	0	0	5	5	40	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
16095	24850	"Changeon"	47.27611	0.13194	73	"AWI"	73	301	483	404	0	12	20	8	1	4	53	1	0	12	0	2	0	2	0	0	4	1	0	83	0	6	4	0	1	0	0	1	3	0	0	0	0	9	11	69	7	2	0	0	0	0	1	0	0	0	0	0	2	1	1
16095	24850	"Changeon"	47.27611	0.13194	76	"AWI"	76	318	498	420	0	6	26	11	0	5	30	2	0	8	0	12	0	1	0	0	5	1	0	86	0	0	3	0	0	1	0	2	6	0	0	1	0	7	9	62	0	10	0	2	0	0	0	0	3	0	1	2	0	10	0
16095	24850	"Changeon"	47.27611	0.13194	79	"AWI"	79	335	513	436	0	16	12	9	0	7	41	3	0	22	0	13	15	2	0	0	1	2	0	56	0	0	7	1	0	1	0	2	2	0	1	0	0	3	5	61	5	8	0	2	0	0	1	1	3	0	4	1	0	1	1
16095	24850	"Changeon"	47.27611	0.13194	82	"AWI"	82	351	529	452	2	20	14	7	2	2	56	1	1	12	2	18	0	3	1	2	5	1	1	50	4	26	3	0	0	0	0	5	2	0	0	1	0	7	8	80	7	29	1	3	0	3	0	5	3	1	1	0	1	0	1
16095	24850	"Changeon"	47.27611	0.13194	117	"AWI"	117	541	713	636	0	37	8	4	0	8	13	1	0	6	0	6	0	1	0	0	11	0	0	27	0	10	6	2	2	2	1	0	3	0	0	1	0	1	1	156	0	14	0	7	0	0	3	2	0	0	0	1	3	2	1
16095	24850	"Changeon"	47.27611	0.13194	120	"AWI"	120	556	729	652	0	48	1	7	1	4	17	1	0	5	1	5	0	1	0	0	9	1	0	19	0	0	4	1	0	0	0	0	1	0	0	1	0	1	2	168	0	2	0	4	0	0	4	2	0	0	0	0	3	3	2
16095	24850	"Changeon"	47.27611	0.13194	132	"AWI"	132	614	794	712	0	36	5	5	0	10	0	1	0	6	1	7	0	1	0	0	2	0	0	22	0	0	3	2	0	0	0	0	6	4	0	2	0	1	14	144	0	18	0	7	0	0	3	6	2	1	0	0	1	0	1
16095	24850	"Changeon"	47.27611	0.13194	135	"AWI"	135	629	811	727	0	74	11	9	0	19	0	2	0	7	0	4	0	1	0	0	6	0	0	50	0	5	8	3	0	0	1	0	4	0	1	2	1	3	10	233	0	12	0	8	0	0	9	5	0	1	1	1	4	4	1
