"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15979	24645	"Ancenis"	47.3825	-1.165	110	"AWI"	110	920	1229	1035	0	0	25	0	5	0	1	0	13	0	0	0	0	2	0	0	0	0	0	0	0	15	0	25	0	0	0	1	0	0	0	0	0	6	1	0	0	0	0	1	0	1	1	10	0	0	0	1	41	1	0	0	0	0	12	1	0	1	0	0	0	14	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	114	"AWI"	114	938	1271	1059	0	0	25	0	14	0	0	0	4	1	2	0	0	5	0	2	0	0	0	0	0	12	0	41	0	0	0	9	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	34	8	6	0	0	0	4	2	0	0	0	0	0	8	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	118	"AWI"	118	967	1320	1100	0	0	29	3	44	1	2	0	22	0	3	0	0	1	0	8	0	0	1	0	0	58	0	14	0	0	0	4	1	0	0	0	1	2	0	0	0	0	0	2	8	1	0	9	0	0	0	1	64	2	32	0	0	0	2	1	0	0	0	0	1	14	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	126	"AWI"	126	1007	1509	1201	0	1	25	2	27	2	2	9	19	0	9	0	1	3	0	3	0	0	0	0	0	33	0	51	0	0	0	9	1	0	0	0	0	5	0	0	0	1	0	1	4	1	1	6	0	0	0	0	58	0	19	0	0	0	2	9	0	1	0	0	2	10	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	135	"AWI"	135	1079	1669	1323	0	0	12	2	17	0	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	10	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	0	0	0	0	17	0	23	0	0	0	10	1	0	0	0	0	0	1	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	140	"AWI"	140	1121	1762	1387	0	0	11	3	24	1	2	0	0	0	1	0	2	0	0	1	0	0	0	0	0	17	0	8	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	1	1	1	21	0	0	0	0	19	0	26	0	0	0	4	0	0	2	0	0	0	1	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	145	"AWI"	145	1170	1829	1454	0	0	22	4	16	0	3	0	2	0	3	0	1	0	0	1	0	0	0	0	0	8	0	19	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	18	0	0	0	0	15	0	23	0	0	0	6	1	0	0	0	0	0	1	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	150	"AWI"	150	1200	1921	1518	0	0	15	2	113	1	1	0	0	0	5	0	0	0	0	8	0	0	0	0	0	9	0	21	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	10	0	0	0	0	16	0	9	0	0	0	8	1	0	0	0	0	1	1	1	0	1
15979	24645	"Ancenis"	47.3825	-1.165	155	"AWI"	155	1263	1975	1582	0	0	14	1	149	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	7	0	16	0	0	0	3	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	8	0	0	0	0	10	0	2	0	0	0	5	0	0	0	0	0	0	1	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	160	"AWI"	160	1306	2055	1654	1	0	26	4	13	1	1	0	4	0	3	0	0	0	0	8	0	0	1	0	0	20	0	75	0	0	0	7	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	20	0	0	0	1	50	0	5	0	0	0	14	4	0	1	0	0	0	8	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	165	"AWI"	165	1369	2117	1721	0	0	36	1	5	1	1	0	17	0	0	0	0	3	0	3	0	0	0	1	0	40	0	77	0	0	0	32	2	0	0	0	1	3	0	3	0	1	0	0	0	1	1	12	0	0	0	1	74	0	4	0	0	0	6	2	0	1	0	0	2	8	0	1	1
15979	24645	"Ancenis"	47.3825	-1.165	175	"AWI"	175	1466	2249	1853	0	0	36	2	14	0	1	0	16	0	0	0	0	0	0	1	0	0	0	0	0	37	0	77	0	0	0	19	14	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	55	0	1	0	0	0	2	0	0	0	0	0	4	20	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	185	"AWI"	185	1570	2378	1987	0	0	17	1	59	1	0	0	12	0	2	0	0	0	0	4	0	0	0	0	0	23	0	22	0	0	0	6	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	0	0	0	35	0	2	0	0	0	1	1	0	0	0	0	2	10	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	190	"AWI"	190	1652	2420	2055	0	0	26	3	64	1	0	0	12	0	2	0	0	0	0	9	0	0	0	0	0	7	0	33	0	0	0	5	0	0	0	0	1	5	0	1	0	1	0	0	0	0	0	20	0	0	0	1	44	0	3	0	0	0	4	3	0	0	0	0	0	2	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	195	"AWI"	195	1709	2492	2123	0	1	21	1	9	1	0	0	8	0	1	0	2	0	0	3	0	0	1	0	0	9	0	62	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	12	0	0	0	0	42	0	9	0	0	0	7	0	0	0	0	0	0	3	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	205	"AWI"	205	1866	2589	2262	0	0	25	1	3	1	1	0	12	0	0	0	0	1	0	1	0	0	0	0	0	27	0	9	0	0	0	5	0	0	1	0	0	2	0	0	0	0	0	1	0	2	1	19	0	0	0	1	38	0	56	0	0	0	3	0	0	2	0	0	0	6	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	215	"AWI"	215	2017	2682	2400	1	1	18	1	7	0	2	0	6	0	1	0	1	0	0	1	0	0	0	0	0	13	0	21	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	1	0	1	10	0	0	0	0	50	0	66	0	0	0	7	0	0	0	0	0	1	3	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	225	"AWI"	225	2188	2768	2539	0	0	8	4	8	0	0	0	3	0	1	0	1	1	0	1	0	0	0	0	0	12	0	9	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	16	0	0	0	0	16	0	55	0	0	0	2	2	0	0	0	0	0	1	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	232	"AWI"	232	2291	2839	2640	0	0	15	1	9	1	3	0	10	0	1	0	0	0	0	0	0	0	0	0	0	19	0	14	0	0	0	2	1	0	0	1	1	3	1	0	0	0	0	1	0	0	1	12	0	0	0	0	28	0	75	0	0	0	3	0	0	1	0	0	0	3	0	1	1
15979	24645	"Ancenis"	47.3825	-1.165	236	"AWI"	236	2386	2865	2691	0	0	13	2	7	1	4	0	10	0	1	0	0	0	0	0	0	0	0	0	0	19	0	17	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	11	0	0	0	0	29	0	112	0	0	0	2	0	0	0	0	0	1	1	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	240	"AWI"	240	2460	2904	2738	0	0	34	1	10	1	1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	50	0	12	0	0	0	3	1	0	0	0	0	4	0	0	0	1	0	0	0	0	1	27	0	0	0	0	20	0	106	0	0	0	4	1	0	1	0	0	3	7	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	244	"AWI"	244	2514	2952	2787	1	0	25	1	8	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	17	0	12	0	0	0	9	0	0	0	1	0	3	0	0	0	0	0	1	0	1	1	15	0	0	0	0	35	0	64	0	0	0	9	1	0	2	0	0	1	5	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	252	"AWI"	252	2577	3135	2869	0	1	38	5	24	1	1	0	13	0	0	0	0	0	0	1	0	0	0	0	0	46	0	12	0	0	0	6	2	0	0	0	0	4	0	0	0	0	0	1	1	1	2	18	0	0	0	1	40	1	59	0	0	0	6	6	0	2	0	0	2	5	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	265	"AWI"	265	2686	3392	3022	0	0	31	1	16	5	2	0	10	0	0	0	0	0	0	3	0	0	0	0	0	30	0	13	0	0	0	2	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	7	0	0	0	0	32	0	20	0	0	0	2	0	0	1	0	0	11	3	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	275	"AWI"	275	2793	3534	3145	0	0	60	3	31	4	2	0	13	0	1	0	0	0	0	6	0	0	0	0	0	58	0	32	0	0	0	13	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	16	0	0	0	1	69	5	34	0	0	0	8	0	0	0	0	0	6	10	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	285	"AWI"	285	2905	3677	3272	0	1	35	4	20	1	1	0	2	0	1	0	1	0	0	3	0	0	0	0	0	47	0	45	0	0	0	4	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	16	0	0	0	0	63	0	22	0	0	0	3	2	0	0	0	0	11	3	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	295	"AWI"	295	3013	3812	3398	0	1	25	2	66	1	1	0	8	0	1	0	0	1	0	3	0	0	0	0	0	29	0	41	0	0	0	6	8	0	0	0	0	1	0	1	0	0	0	0	1	0	2	4	0	0	0	1	108	1	6	0	0	0	2	0	0	1	0	0	5	4	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	305	"AWI"	305	3123	3940	3518	0	0	29	1	48	1	1	0	8	0	1	0	0	0	0	5	0	0	0	0	0	44	0	28	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	0	0	0	83	1	13	0	0	0	1	1	0	0	0	0	3	4	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	315	"AWI"	315	3235	4057	3645	1	0	53	1	27	1	1	0	13	0	1	0	0	0	0	3	0	0	0	0	0	56	0	21	0	0	0	6	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	10	0	0	0	0	97	1	26	0	0	0	2	0	0	0	0	0	3	7	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	323	"AWI"	323	3318	4146	3745	0	0	46	1	20	1	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	41	0	7	0	0	0	5	6	0	0	0	0	1	0	0	0	2	0	0	0	0	1	5	0	0	0	0	105	0	7	0	0	0	1	1	0	0	0	0	5	4	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	333	"AWI"	333	3459	4258	3874	0	0	40	2	40	1	1	0	3	1	1	0	0	0	0	4	0	0	1	0	0	68	0	10	0	0	0	1	6	0	0	1	0	1	0	0	0	0	0	0	0	0	1	15	0	0	0	0	72	2	9	0	0	0	4	0	0	2	0	0	8	1	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	339	"AWI"	339	3546	4312	3950	0	1	70	1	20	1	5	0	4	1	5	0	0	0	0	10	0	0	0	0	0	78	0	5	0	0	0	2	2	0	0	1	0	2	0	0	0	2	0	0	1	0	1	9	0	0	0	1	78	5	16	0	0	0	1	1	0	0	0	0	7	7	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	343	"AWI"	343	3597	4348	3999	0	1	51	1	11	1	1	0	5	0	2	0	1	0	0	4	0	0	0	0	0	50	0	17	0	0	0	4	10	0	0	1	0	4	0	0	0	4	0	0	1	1	1	6	0	0	0	0	122	2	5	0	0	0	1	1	0	0	0	0	4	8	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	347	"AWI"	347	3644	4395	4050	0	1	44	1	4	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	96	0	16	0	0	0	2	9	0	0	0	0	0	0	0	0	3	0	0	1	0	1	9	0	0	0	0	109	2	7	1	0	0	1	0	0	0	0	0	8	6	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	355	"AWI"	355	3772	4473	4150	0	1	77	1	4	1	2	0	5	0	1	0	0	0	0	1	0	0	1	0	0	169	0	4	0	0	0	2	11	0	0	1	0	1	0	0	0	1	0	0	0	0	3	8	0	0	0	1	150	3	32	0	0	0	1	0	0	1	0	0	16	7	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	365	"AWI"	365	3933	4572	4275	1	1	59	2	2	1	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	161	0	9	0	0	0	4	12	0	0	0	0	3	0	0	0	2	0	1	1	1	1	5	0	0	0	0	137	1	36	0	0	0	1	0	0	0	0	0	9	5	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	370	"AWI"	370	3992	4627	4338	1	0	39	1	4	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	145	0	4	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	1	104	3	16	0	0	0	1	0	0	0	0	0	5	7	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	375	"AWI"	375	4127	4668	4392	0	0	42	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	165	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	51	2	9	0	0	0	0	0	0	0	0	0	7	13	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	385	"AWI"	385	4267	4775	4505	1	1	26	1	16	1	0	0	5	0	1	0	0	1	0	7	0	0	0	0	0	125	0	8	0	0	0	1	8	0	0	0	0	1	0	0	0	2	0	2	0	1	1	7	0	0	0	0	187	3	40	0	0	0	1	0	0	0	0	0	8	5	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	390	"AWI"	390	4309	4826	4558	1	1	40	1	16	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	114	0	18	0	0	0	1	8	0	0	0	0	2	0	0	0	1	0	0	0	0	1	6	0	0	0	0	153	1	23	0	0	0	2	2	0	0	0	0	10	6	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	395	"AWI"	395	4350	4891	4610	0	0	58	1	29	0	2	0	4	0	1	0	0	0	0	1	0	0	0	0	0	137	0	8	0	0	0	1	1	0	0	0	0	5	0	0	0	2	0	2	0	0	1	3	0	0	0	0	93	4	26	0	0	0	1	0	0	1	0	0	5	1	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	400	"AWI"	400	4394	4949	4662	0	0	40	0	28	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	89	0	4	0	0	0	1	10	0	0	0	0	3	0	0	0	3	0	1	0	0	1	4	0	0	0	2	124	7	23	0	0	0	2	0	0	0	0	0	7	1	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	405	"AWI"	405	4437	5029	4712	1	1	34	0	15	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	74	0	12	0	0	0	2	3	0	0	0	0	1	0	0	0	1	0	0	0	0	1	4	0	0	0	0	110	3	23	0	0	0	1	1	0	0	0	0	3	5	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	410	"AWI"	410	4484	5071	4768	0	0	71	1	15	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	153	0	7	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	190	0	39	0	0	2	1	0	0	0	0	0	11	4	0	1	0
15979	24645	"Ancenis"	47.3825	-1.165	415	"AWI"	415	4523	5136	4822	0	0	72	1	33	1	0	0	22	0	1	0	1	0	0	0	0	0	0	0	0	209	0	14	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	1	300	0	37	0	0	3	1	0	0	0	0	0	5	4	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	418	"AWI"	418	4556	5167	4853	0	0	42	1	30	1	0	0	27	0	0	1	0	0	0	1	0	0	0	0	0	150	0	12	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	185	0	24	0	0	0	3	1	0	0	0	0	8	8	0	1	0
15979	24645	"Ancenis"	47.3825	-1.165	425	"AWI"	425	4618	5234	4932	1	0	29	1	40	3	1	0	21	0	1	0	0	0	0	2	0	0	0	0	0	74	0	19	0	0	0	2	7	0	0	0	0	2	0	0	0	0	0	1	1	2	3	1	0	0	0	0	236	3	13	0	0	0	1	1	0	0	0	0	5	7	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	435	"AWI"	435	4726	5327	5040	0	0	38	2	80	1	2	0	33	0	1	0	0	0	0	2	0	0	0	0	0	83	0	33	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	157	0	47	0	0	4	1	0	0	0	0	1	4	6	0	0	2
15979	24645	"Ancenis"	47.3825	-1.165	443	"AWI"	443	4817	5397	5123	1	1	21	1	29	0	1	0	15	0	2	0	0	1	0	1	0	0	1	0	0	40	0	61	0	0	0	3	6	0	0	0	0	1	0	0	0	1	0	0	1	1	3	5	0	0	0	0	147	1	35	0	0	0	0	1	0	0	0	0	2	6	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	446	"AWI"	446	4854	5415	5156	0	0	46	1	33	0	3	0	35	0	0	0	1	0	0	0	0	0	0	0	0	73	0	36	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	6	0	0	0	0	197	0	81	0	0	3	4	3	0	0	0	2	8	5	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	448	"AWI"	448	4870	5435	5178	0	0	59	3	27	0	1	0	42	0	3	0	0	0	0	0	0	0	0	0	0	83	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	155	0	91	0	0	3	3	3	0	0	0	0	5	9	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	455	"AWI"	455	4965	5483	5249	0	0	44	1	46	1	2	0	39	0	1	0	0	0	0	0	0	0	0	0	0	68	0	20	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	9	0	0	0	0	135	0	94	2	0	4	1	0	0	0	0	0	6	8	0	0	3
15979	24645	"Ancenis"	47.3825	-1.165	465	"AWI"	465	5087	5558	5350	0	1	20	0	3	1	2	0	2	0	2	0	1	0	0	1	0	0	0	0	0	42	0	45	0	0	0	0	4	0	0	0	0	3	0	1	0	1	0	1	0	0	3	3	0	4	0	0	152	2	15	0	0	0	0	1	0	0	0	0	8	5	0	1	2
15979	24645	"Ancenis"	47.3825	-1.165	475	"AWI"	475	5189	5643	5453	0	0	62	1	15	1	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	139	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	22	0	0	0	0	206	0	97	0	0	5	3	2	0	0	0	3	7	4	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	485	"AWI"	485	5280	5865	5565	0	1	35	2	1	2	1	0	10	0	0	0	0	0	0	1	0	0	0	0	0	81	0	17	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	11	0	0	0	2	161	0	87	0	0	1	4	0	0	0	0	0	13	3	0	1	0
15979	24645	"Ancenis"	47.3825	-1.165	495	"AWI"	495	5387	6016	5678	0	0	25	1	5	1	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	71	0	16	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	14	0	0	0	0	157	0	111	0	0	2	1	1	0	0	0	1	9	1	0	0	1
15979	24645	"Ancenis"	47.3825	-1.165	505	"AWI"	505	5481	6161	5793	0	0	20	3	10	2	1	0	15	0	2	0	0	0	0	2	0	0	0	1	0	65	0	10	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	4	23	0	0	0	1	189	0	105	0	0	1	1	1	0	2	0	0	10	1	0	1	0
15979	24645	"Ancenis"	47.3825	-1.165	515	"AWI"	515	5575	6290	5910	0	0	35	0	15	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	81	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	23	0	0	0	0	233	0	150	0	0	4	0	4	0	0	0	2	15	4	0	0	0
15979	24645	"Ancenis"	47.3825	-1.165	525	"AWI"	525	5683	6420	6029	0	0	21	0	34	3	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	51	0	48	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	8	0	0	0	1	278	0	64	0	0	0	2	1	0	0	0	0	19	3	0	2	1
15979	24645	"Ancenis"	47.3825	-1.165	535	"AWI"	535	5790	6549	6146	0	0	30	0	40	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	53	0	51	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	133	0	57	1	0	1	0	0	0	0	0	1	5	2	0	3	0
15979	24645	"Ancenis"	47.3825	-1.165	545	"AWI"	545	5890	6671	6262	0	0	25	1	9	2	1	0	2	0	1	0	0	0	0	3	0	0	0	0	0	32	0	41	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	9	11	0	0	0	0	150	0	41	0	0	2	0	3	0	0	0	0	8	1	0	0	0
