"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	7.5	"AWI"	7.5	7777	9754	8913	0	29.4117647058824	0	2.94117647058824	0	0	0	2.68542199488491	0	0	0	0	0	32.6086956521739	0.895140664961637	0	0	0	0.127877237851662	0	0	2.55754475703325	0	0	0	12.1483375959079	0	2.42966751918159	0	0	11.1253196930946	0.127877237851662	0	0	0	0.383631713554987	0	0	2.55754475703325	0
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	17.5	"AWI"	17.5	7905.5	9870	9039.5	0	38.1136950904393	0.516795865633075	3.48837209302326	0	0	0	1.29198966408269	0.645994832041344	0.129198966408269	0	0	0	17.4418604651163	4.1343669250646	0	0	2.19638242894057	0	0	0	0	0	0	0.129198966408269	8.78552971576227	0.258397932816538	12.2739018087855	0	0	7.36434108527132	1.42118863049096	0	0.387596899224806	0	0.258397932816538	0	0	1.16279069767442	0
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	27.5	"AWI"	27.5	8086	9942.5	9164.5	0	17.1339563862928	0.467289719626168	7.3208722741433	0	0	0	0.934579439252336	4.20560747663551	0.155763239875389	0	0	0	4.98442367601246	4.20560747663551	0	0	0.467289719626168	0	0.155763239875389	0	0	0.155763239875389	0	0	1.24610591900312	0.467289719626168	52.9595015576324	0	0	2.18068535825545	1.24610591900312	0	1.4018691588785	0	0.311526479750779	0	0	0	0
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	37.5	"AWI"	37.5	8266.5	10050	9291	0	13.1016042780749	0.53475935828877	8.28877005347594	0	0	4.14438502673797	0.802139037433155	3.47593582887701	0	1.20320855614973	0	0	5.74866310160428	4.41176470588235	0	0.53475935828877	1.20320855614973	0	0	0	0	0	0	0	1.60427807486631	0.401069518716578	47.192513368984	0	0	4.27807486631016	1.60427807486631	0	1.20320855614973	0	0	0	0	0.267379679144385	0
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	47.5	"AWI"	47.5	8410.5	10134	9422	0.110864745011086	49.8891352549889	0.221729490022173	2.88248337028825	0	0.221729490022173	0	0.665188470066519	0.110864745011086	0	0	0	0	20.509977827051	1.21951219512195	0	0	4.1019955654102	0.221729490022173	0	0	0	0	0	0.332594235033259	2.10643015521064	0	5.54323725055432	0	0	10.6430155210643	0	0	0	0	0.110864745011086	0	0	1.10864745011086	0
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	57.5	"AWI"	57.5	8579.5	10235.5	9541.5	0	53.9443155452436	0	1.74013921113689	0.232018561484919	0.116009280742459	0	0.348027842227378	0.232018561484919	0	0	0	0	25.2900232018561	0.232018561484919	0	0	2.32018561484919	0.232018561484919	0	0	0	0	0	0.116009280742459	1.74013921113689	0	1.39211136890951	0	0	11.0208816705336	0	0	0	0	0.116009280742459	0	0	0.696055684454756	0.232018561484919
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	67.5	"AWI"	67.5	8737.5	10330.5	9670	0	76.741440377804	0	0.354191263282172	0	0	0	0.236127508854782	0	0.118063754427391	0	0	0	11.2160566706021	0.354191263282172	0	0	1.53482880755608	0.236127508854782	0	0	0	0	0	0.118063754427391	1.65289256198347	0	0.944510035419126	0	0	5.90318772136954	0.354191263282172	0	0	0	0	0	0	0.236127508854782	0
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	77.5	"AWI"	77.5	8912.5	10411.5	9793	0	58.3623693379791	0	1.39372822299652	0	0.174216027874564	0	0.696864111498258	0.174216027874564	0	0	0	0	17.4216027874564	0.522648083623693	0	0	1.21951219512195	0.174216027874564	0	0	0	0	0	0	4.35540069686411	0	2.78745644599303	0	0	10.801393728223	0	0	0	0	0.174216027874564	0	1.21951219512195	0.522648083623693	0
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	87.5	"AWI"	87.5	9061	10506.5	9919.5	0	48.3162518301611	0	0.146412884333821	0	0.146412884333821	0	0	0	0	0	0	0	34.407027818448	0.146412884333821	0	0	0.292825768667643	0	0	0	0	0	0	0	6.58857979502196	0	0	0	0	9.66325036603221	0	0	0	0	0	0	0	0.292825768667643	0
23751	41102	"Vinderhoute-Kale"	51.07917	3.62278	95	"AWI"	95	9166	10561	10011	0	49.4505494505495	0	0.659340659340659	0.43956043956044	0	0	0.21978021978022	0	0	0	0	0	16.2637362637363	1.31868131868132	0	0	0	0	0	0	0	0	0	0	15.6043956043956	0	0	0	0	13.8461538461538	0	0	0	0	0	0	0	2.1978021978022	0
