"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15806	24302	"Aletschwald"	46.38972	8.02556	5	"AWI"	5	-74	164	43	1.43198090692124	0	19.8090692124105	0.238663484486874	0	0	0	3.10262529832936	0	0	2.62529832935561	0	0	0	0	0	0	1.43198090692124	3.5799522673031	0	0	0	0	0.715990453460621	0	0	0	0	3.5799522673031	0	0	0	8.35322195704057	44.3914081145585	0	9.30787589498807	0	0.477326968973747	0	0	0	0	0.477326968973747	0	0	0	0	0.238663484486874	0	0.238663484486874	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	15	"AWI"	15	-23	536	239	1.97183098591549	0	21.1267605633803	0.140845070422535	0	0	0	1.54929577464789	0	0	1.12676056338028	0	0.140845070422535	0.422535211267606	0	0.28169014084507	0	0.422535211267606	3.80281690140845	0	0	0	0	1.54929577464789	0	0	0	0	6.33802816901408	0	0	0.140845070422535	11.5492957746479	35.7746478873239	0	11.6901408450704	0	1.54929577464789	0	0	0	0.140845070422535	0.140845070422535	0.140845070422535	0	0	0	0	0	0	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	25	"AWI"	25	9	920	437	1.27041742286751	0.362976406533575	32.486388384755	0.181488203266788	0	0	0	1.08892921960073	0	0	1.27041742286751	0	0	0	0	0.181488203266788	0	1.4519056261343	2.17785843920145	0	0	0	0	0.544464609800363	0	0	0	0	1.63339382940109	0	0	0	9.25589836660617	43.1941923774955	0	3.62976406533575	0	1.27041742286751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	35	"AWI"	35	390	1200	728	1.30718954248366	0	6.97167755991285	0	0	0	0	0	0	0	2.17864923747277	0	0	0.435729847494553	0	0	0	0.65359477124183	6.97167755991285	0	0	0	0	0.65359477124183	0	0	0	0	3.05010893246187	0	0	0.217864923747277	20.2614379084967	56.6448801742919	0	0	0	0.435729847494553	0	0	0	0	0	0	0	0	0	0	0	0.217864923747277	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	45	"AWI"	45	683	1741	1126	1.31926121372032	1.05540897097625	12.9287598944591	0	0	0.263852242744063	0	0.527704485488127	0	0	2.63852242744063	0	0	0.527704485488127	0	0	0	1.58311345646438	5.27704485488127	0	0	0	0	0.527704485488127	0	0	0	0	5.54089709762533	0	0	0	15.0395778364116	49.868073878628	0	0	0	1.84696569920844	0	0	0	0.263852242744063	0.263852242744063	0.527704485488127	0	0	0	0	0	0	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	55	"AWI"	55	814	2601	1490	3.63128491620112	0.558659217877095	0	0	0	0.279329608938547	0	1.67597765363128	0	0	2.79329608938547	0	0	0	0	0.279329608938547	0	1.67597765363128	15.3631284916201	0	0	0	0	0.558659217877095	0	0	0.279329608938547	0	2.23463687150838	0	0	0	18.1564245810056	42.7374301675978	0	4.18994413407821	0	4.18994413407821	0	0.279329608938547	0	0.279329608938547	0.837988826815642	0	0	0	0	0	0	0	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	65	"AWI"	65	1102	3191	1994	2.74914089347079	0	19.2439862542955	0	0	0	0	1.3745704467354	0	0	1.71821305841924	0	0	0	0	0	0	0	8.24742268041237	0	0	0	0	1.03092783505155	0	0	0	0	5.84192439862543	0	0	0	10.9965635738832	40.5498281786942	0	5.49828178694158	0.343642611683849	2.06185567010309	0	0	0	0	0.343642611683849	0	0	0	0	0	0	0	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	75	"AWI"	75	1361	3702	2592	1.61054172767204	0.292825768667643	12.4450951683748	0	0	0.146412884333821	0	2.0497803806735	0	0	1.46412884333821	0	0.292825768667643	0	0	0	0	1.02489019033675	8.78477306002928	0	0	0	0	0.439238653001464	0	0	0.292825768667643	0	2.0497803806735	0	0	0.146412884333821	13.0307467057101	48.9019033674963	0	3.22108345534407	0	2.48901903367496	0	0	0	0	0.732064421669107	0.292825768667643	0	0	0	0.146412884333821	0	0.146412884333821	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	85	"AWI"	85	1547	4446	3134	3.58974358974359	0	12.8205128205128	0	0	0	0	0.769230769230769	0	0	3.58974358974359	0	0	0	0	0	0	0.256410256410256	12.3076923076923	0	0	0	0	0	0	0	0	0.256410256410256	3.07692307692308	0	0	0.256410256410256	9.48717948717949	43.5897435897436	0	7.43589743589744	0	1.79487179487179	0	0	0	0	0.769230769230769	0	0	0	0	0	0	0	0	0
15806	24302	"Aletschwald"	46.38972	8.02556	95	"AWI"	95	2307	4818	3650	2.97397769516729	0	6.13382899628253	0	0	0.185873605947955	0	1.30111524163569	0	0	3.53159851301115	0	0	0.185873605947955	0	0	0	0.929368029739777	15.7992565055762	0	0	0	0	1.11524163568773	0	0	0	0	0.557620817843866	0	0.185873605947955	0	8.36431226765799	49.814126394052	0	7.80669144981413	0	0.929368029739777	0	0	0	0	0.185873605947955	0	0	0	0	0	0	0	0	0
