"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26218	45722	"Reiersdalvann"	58.325934	7.784902	834	"AWI"	834	-151	19	-58	1	63	1	0	0	0	0	151	0	0	0	0	0	0	0	13	0	10	0	0	0	0	0	0	0	0	0	18	0	0	20	0	0	3	0	0	0	0	3	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	0	1	1	8	0
26218	45722	"Reiersdalvann"	58.325934	7.784902	836	"AWI"	836	-128	55	-33	0	79	0	0	0	0	0	116	0	0	0	0	0	0	0	17	0	17	0	0	0	0	1	0	0	0	0	12	0	0	6	0	0	4	0	0	0	0	4	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	7	9	1
26218	45722	"Reiersdalvann"	58.325934	7.784902	840	"AWI"	840	-101	178	8	0	118	0	0	0	0	0	183	0	0	0	0	0	0	0	37	0	17	0	0	0	0	0	0	0	0	0	12	0	0	15	0	0	2	0	0	0	1	4	0	0	0	0	1	1	35	0	0	1	0	0	0	0	0	0	0	3	2	2	1
26218	45722	"Reiersdalvann"	58.325934	7.784902	844	"AWI"	844	-83	327	49	0	61	0	0	0	0	0	138	0	0	0	0	0	0	0	28	0	23	0	0	0	0	0	1	1	0	0	7	0	0	28	0	0	5	0	0	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	1	1	0
26218	45722	"Reiersdalvann"	58.325934	7.784902	848	"AWI"	848	-52	400	97	0	91	0	0	0	0	0	137	0	0	0	0	0	0	0	47	0	17	0	0	0	0	0	4	0	0	0	19	0	0	26	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	4	2	2	1
26218	45722	"Reiersdalvann"	58.325934	7.784902	852	"AWI"	852	-23	448	149	0	106	0	0	0	0	0	220	0	0	0	0	0	0	0	28	1	27	0	0	0	0	2	1	0	0	0	13	0	0	55	0	0	13	0	0	0	1	2	0	0	0	0	0	0	20	0	0	2	12	0	0	0	0	0	0	2	2	2	1
26218	45722	"Reiersdalvann"	58.325934	7.784902	856	"AWI"	856	-7	524	199	1	73	1	0	0	0	0	144	0	0	0	0	0	0	0	28	0	28	0	0	0	0	0	1	1	0	0	10	0	1	27	0	0	7	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	3	0	0	0
26218	45722	"Reiersdalvann"	58.325934	7.784902	860	"AWI"	860	32	573	250	0	83	0	0	0	0	0	152	0	0	0	0	0	0	0	29	0	17	0	0	0	0	2	0	2	0	0	8	0	0	25	0	0	14	1	0	0	1	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1	1	4	0
26218	45722	"Reiersdalvann"	58.325934	7.784902	864	"AWI"	864	61	623	304	0	73	0	0	0	0	0	154	0	0	0	0	0	0	0	27	0	19	0	0	0	0	0	0	0	0	0	7	0	0	26	0	0	11	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	2	0	0
26218	45722	"Reiersdalvann"	58.325934	7.784902	868	"AWI"	868	73	709	356	0	95	2	0	0	0	0	222	0	0	0	0	0	0	0	42	0	23	0	0	0	0	2	1	0	0	0	13	0	0	34	0	0	2	0	0	0	0	1	0	0	0	0	2	0	47	0	0	0	0	0	0	0	0	0	0	5	1	3	0
