"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Olea"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Taxus"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24032	41746	"Peña Negra"	40.33472	-5.79222	0	"AWI"	0	-140	33	-42	0	8	5	2	0	0	0	0	7	8	0	0	19	6	3	24	0	74	0	0	7	0	0	0	0	0	3	0	40	0	98	0	0	0	0	5	72	15	2	12	1	13	5	3	3	0	0	1	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	4	"AWI"	4	-107	94	-4	0	6	7	2	0	0	0	0	4	7	0	0	14	4	2	31	0	65	0	0	5	0	0	0	0	0	2	0	47	0	111	0	0	0	0	5	48	12	1	14	0	20	3	1	6	0	0	0	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	8	"AWI"	8	-85	190	31	0	9	6	1	0	0	0	0	3	6	0	0	18	5	3	50	0	68	0	0	6	0	0	2	0	0	3	0	38	0	67	0	1	0	0	6	50	15	1	8	0	28	1	1	8	0	0	2	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	12	"AWI"	12	-57	257	67	0	10	2	0	0	0	0	0	1	14	0	1	15	4	4	33	0	65	1	0	5	0	0	2	0	0	2	0	55	0	54	0	0	0	0	3	57	11	1	4	0	22	2	2	8	0	0	1	0	1
24032	41746	"Peña Negra"	40.33472	-5.79222	16	"AWI"	16	-26	305	111	0	13	2	0	0	0	0	0	10	7	0	0	16	3	3	93	28	70	2	0	0	0	0	3	0	0	6	0	40	0	25	0	0	0	0	3	58	12	2	2	0	27	1	1	8	0	0	0	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	20	"AWI"	20	-9	371	150	0	8	0	2	0	1	0	0	2	3	0	2	23	4	3	47	0	65	1	0	4	0	0	1	0	0	4	0	34	0	0	0	0	0	0	2	55	16	1	9	0	27	4	1	7	0	0	0	1	0
24032	41746	"Peña Negra"	40.33472	-5.79222	24	"AWI"	24	41	401	187	0	9	1	2	0	0	0	0	1	2	0	3	14	2	7	32	0	59	0	0	3	0	0	2	0	0	3	0	36	0	0	0	0	0	0	4	63	15	1	8	0	23	1	2	9	0	0	1	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	28	"AWI"	28	69	438	227	0	7	2	1	0	0	0	0	0	4	0	4	21	3	9	40	0	86	0	0	4	0	0	2	0	0	3	0	17	0	0	0	0	0	0	8	85	16	0	11	0	25	3	0	6	0	0	1	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	32	"AWI"	32	129	512	297	0	4	1	2	0	0	0	0	0	6	0	1	17	2	5	53	43	72	0	0	3	0	1	1	0	0	5	0	10	0	0	0	0	0	0	6	78	20	0	10	0	16	0	0	4	1	0	1	0	0
24032	41746	"Peña Negra"	40.33472	-5.79222	34	"AWI"	34	160	575	347	0	4	1	1	0	0	0	0	1	8	0	5	24	0	5	44	0	56	0	0	3	0	0	1	0	0	5	0	16	0	0	0	0	0	0	4	65	16	0	13	0	14	2	1	2	0	0	0	0	0
