"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
3337	4330	"Lago Padule"	44.29861	10.21472	311	"AWI"	311	-91	84	-11	43.1893687707641	0.664451827242525	6.31229235880399	0	0	0.996677740863787	0	0.664451827242525	0	0	0	0	0.664451827242525	0	0	2.99003322259136	0	0.664451827242525	1.32890365448505	0	25.9136212624585	0.664451827242525	0	0	0	0	0	0	0	0	0.996677740863787	0	2.32558139534884	0	0	11.6279069767442	0	0	0	0.664451827242525	0	0.332225913621262	0	0	0	0	0
3337	4330	"Lago Padule"	44.29861	10.21472	325	"AWI"	325	-13	700	252	9.45945945945946	0.337837837837838	4.72972972972973	0.337837837837838	0.337837837837838	2.36486486486486	1.01351351351351	0.337837837837838	1.01351351351351	0	0	0.675675675675676	0	0	0	6.41891891891892	0	4.72972972972973	0.675675675675676	0	32.7702702702703	0.675675675675676	0	0.337837837837838	0	0	0.337837837837838	0	0	1.01351351351351	1.68918918918919	0	10.472972972973	0.337837837837838	0	13.5135135135135	3.04054054054054	0	0	2.7027027027027	0	0	0	0	0	0	0.675675675675676
3337	4330	"Lago Padule"	44.29861	10.21472	345	"AWI"	345	361	1001	696	5.70469798657718	0	9.39597315436242	0	0	0.671140939597315	0	0	0	0	0	0.335570469798658	0.671140939597315	0	0	5.36912751677852	0	1.00671140939597	1.67785234899329	0	56.7114093959732	0	0	0	0	0	0.671140939597315	0	0	0	0	0	3.69127516778524	0	0	10.738255033557	0	0	0	1.67785234899329	1.67785234899329	0	0	0	0	0	0
3337	4330	"Lago Padule"	44.29861	10.21472	365	"AWI"	365	835	1221	1033	43.8485804416404	0	5.04731861198738	0	0.315457413249211	1.26182965299685	0	0.315457413249211	0	0	0	0	0	0	0	6.94006309148265	0.315457413249211	2.52365930599369	0.946372239747634	0	20.820189274448	0.630914826498423	0	0	0	0	0	0	0	0	0.315457413249211	0	4.41640378548896	0	0	9.77917981072555	0	0	0	1.89274447949527	0	0.315457413249211	0	0	0	0	0.315457413249211
3337	4330	"Lago Padule"	44.29861	10.21472	385	"AWI"	385	1007	1582	1264	28.8461538461538	0	16.3461538461538	0	0.641025641025641	1.92307692307692	0	1.28205128205128	0	0	0	0	0.641025641025641	0	0	5.12820512820513	0	1.28205128205128	1.92307692307692	0	18.9102564102564	0.641025641025641	0	0	0	0	0	0	0	0	0.641025641025641	0	7.37179487179487	0	0	11.8589743589744	0	0	0	1.6025641025641	0.32051282051282	0	0	0	0	0	0.641025641025641
3337	4330	"Lago Padule"	44.29861	10.21472	405	"AWI"	405	1139	1871	1462	28.1456953642384	0.662251655629139	10.2649006622517	0	0	0	0.662251655629139	0.993377483443709	0	0	0	0.993377483443709	0	0	0	4.96688741721854	0	1.32450331125828	0.993377483443709	0	28.8079470198675	0	0	0.662251655629139	0	0	0	0	0	0	0	0	4.3046357615894	0	0	12.2516556291391	0	0	0	4.3046357615894	0	0	0	0	0	0	0.662251655629139
3337	4330	"Lago Padule"	44.29861	10.21472	425	"AWI"	425	1278	2077	1656	17	0.333333333333333	4.33333333333333	0	0	0	0	0.666666666666667	0	0	0	0	0	0.333333333333333	0	5.33333333333333	0	0.666666666666667	1	0	47.6666666666667	0.666666666666667	0	1.33333333333333	0	0	0	0	0	0.333333333333333	1	0	2.66666666666667	0	0	14.3333333333333	0	0	0	1.66666666666667	0.333333333333333	0	0	0	0	0	0.333333333333333
3337	4330	"Lago Padule"	44.29861	10.21472	445	"AWI"	445	1432	2286	1857	24.3243243243243	0.337837837837838	2.7027027027027	0	0.337837837837838	1.01351351351351	0	0	0	0	0	0.337837837837838	0	0	0	6.08108108108108	0	2.36486486486486	1.68918918918919	0	44.2567567567568	0.337837837837838	0	0	0	0	0	0	0	0	1.35135135135135	0	2.36486486486486	0	0	10.8108108108108	0	0	0	1.01351351351351	0	0	0	0	0	0	0.675675675675676
3337	4330	"Lago Padule"	44.29861	10.21472	465	"AWI"	465	1608	2479	2053	21.9594594594595	0.337837837837838	6.41891891891892	0	0	0.337837837837838	0	0.337837837837838	0	0	0	0	0	0	0	5.06756756756757	0	0	1.68918918918919	0	50.3378378378378	0	0	0	0	0	0.337837837837838	0	0	0	1.35135135135135	0	0.675675675675676	0	0	11.1486486486486	0	0	0	0	0	0	0	0	0	0	0
3337	4330	"Lago Padule"	44.29861	10.21472	485	"AWI"	485	1810	2657	2249	12.8289473684211	0	6.57894736842105	0	0	0	0	0	0	0	0	1.31578947368421	0	0.328947368421053	0	5.26315789473684	0	2.30263157894737	0.328947368421053	0	50.328947368421	0.328947368421053	0	0	0	0	0.328947368421053	0	0	0.657894736842105	0.328947368421053	0	1.97368421052632	0	0	15.1315789473684	0	0	0	1.31578947368421	0.328947368421053	0	0	0	0	0	0.328947368421053
3337	4330	"Lago Padule"	44.29861	10.21472	505	"AWI"	505	2020	2806	2455	14.4736842105263	0.986842105263158	6.90789473684211	0	0	0.328947368421053	0	0.986842105263158	0	0	0	0.328947368421053	0	0	0	6.90789473684211	0	1.97368421052632	1.97368421052632	0	37.828947368421	0.986842105263158	0	0	0	0	0	0	0	0.328947368421053	0	0	3.28947368421053	0	0	18.75	0	0	0	1.64473684210526	0.657894736842105	0.657894736842105	0	0	0	0	0.986842105263158
3337	4330	"Lago Padule"	44.29861	10.21472	525	"AWI"	525	2230	2965	2657	22.9773462783171	0.970873786407767	6.14886731391586	0.323624595469256	0.970873786407767	0.323624595469256	0	0.970873786407767	0	0	0	0	0	0	0	3.55987055016181	0.323624595469256	2.26537216828479	0.647249190938511	0	38.8349514563107	0	0	0	0	0	0.647249190938511	0	0	0.323624595469256	0.647249190938511	0	4.20711974110032	0	0	14.2394822006472	0	0	0	0.970873786407767	0	0	0	0	0	0	0.647249190938511
