"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Violaceae"
23781	41189	"Gallanech Beg"	56.38444	-5.50139	4	"AWI"	4	-103	67	-15	5.37084398976982	0	1.27877237851662	0	0	0.767263427109974	0	3.58056265984655	0.51150895140665	0	0	0	0	2.55754475703325	0	28.9002557544757	0	0	0	0	0	0.255754475703325	0	0	0	0	0	0	0	0.255754475703325	0.767263427109974	0	18.4143222506394	0	0	4.34782608695652	0	28.9002557544757	0	3.83631713554987	0.255754475703325	0	0	0	0	0	0	0	0
23781	41189	"Gallanech Beg"	56.38444	-5.50139	16	"AWI"	16	-66	225	56	2.41448692152917	0.201207243460765	0.201207243460765	0	0	0.201207243460765	0	1.20724346076459	0.201207243460765	0	0	0	0	0.603621730382294	0.201207243460765	39.2354124748491	0.402414486921529	0	0	0	0	0.201207243460765	0	0	0	0	0	0	0	0	1.00603621730382	0	42.2535211267606	0	0	4.62776659959759	0	5.23138832997988	0	1.60965794768612	0.201207243460765	0	0	0	0	0	0	0	0
23781	41189	"Gallanech Beg"	56.38444	-5.50139	32	"AWI"	32	2	347	161	2.10772833723653	0.468384074941452	0.702576112412178	0	0	0.702576112412178	0	0.468384074941452	0	0	0	0	0	0.936768149882904	0	62.0608899297424	0	0	0	0	0	0.234192037470726	0	0	0	0	0	0	0	0.234192037470726	0.702576112412178	0	22.9508196721311	0	0	3.27868852459016	0	1.87353629976581	0	1.63934426229508	0.468384074941452	0	0.936768149882904	0	0	0	0	0	0.234192037470726
23781	41189	"Gallanech Beg"	56.38444	-5.50139	48	"AWI"	48	103	441	269	2.25563909774436	0.50125313283208	0.75187969924812	0	0	1.00250626566416	0	1.2531328320802	0	0	0.25062656641604	1.00250626566416	0	3.00751879699248	0	54.3859649122807	0.75187969924812	0	0	0.25062656641604	0	0	0.25062656641604	0	0	0.25062656641604	0	1.2531328320802	0	0	0.25062656641604	0	19.5488721804511	0	0.25062656641604	2.75689223057644	0	7.01754385964912	0	1.75438596491228	0.25062656641604	0	0	0	0.25062656641604	0.50125313283208	0	0.25062656641604	0
23781	41189	"Gallanech Beg"	56.38444	-5.50139	64	"AWI"	64	226	543	392	0.217864923747277	0	0	0	0.217864923747277	0	0	0.217864923747277	0	0	0	0	0	0.217864923747277	0	79.520697167756	0	0	0	0.217864923747277	0	0	0	0	0	0	0	0	0	0	0.871459694989107	0	14.3790849673203	0	0	0.871459694989107	0	1.96078431372549	0	0.871459694989107	0.435729847494553	0	0	0	0	0	0	0	0
23781	41189	"Gallanech Beg"	56.38444	-5.50139	96	"AWI"	96	439	918	673	1.69491525423729	0	0.242130750605327	0	0	0.968523002421308	0	2.90556900726392	0	0	0	0	0	0.726392251815981	0	59.0799031476998	0	0	0	0	0	1.69491525423729	0	0	0	0	0	0	0	0	0	0	20.8232445520581	0	0	4.84261501210654	0	3.87409200968523	0	2.90556900726392	0.242130750605327	0	0	0	0	0	0	0	0
23781	41189	"Gallanech Beg"	56.38444	-5.50139	112	"AWI"	112	613	1032	825	3.23275862068966	0	0.21551724137931	0	0	0	0	3.01724137931034	0.21551724137931	0	0	0	0	1.50862068965517	0	54.5258620689655	0	0	0	0	0	1.29310344827586	0	0	0	0	0.21551724137931	0	0	0	0.21551724137931	0	22.6293103448276	0	0	5.17241379310345	0	4.74137931034483	0	1.50862068965517	1.07758620689655	0	0	0	0	0	0.21551724137931	0.21551724137931	0
23781	41189	"Gallanech Beg"	56.38444	-5.50139	124	"AWI"	124	718	1125	932	6.59340659340659	0.274725274725275	1.37362637362637	0	0	0	0	4.94505494505495	0	0	0	0	0	3.2967032967033	0	53.5714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3956043956044	0	0	1.0989010989011	0	5.76923076923077	0	0.824175824175824	17.3076923076923	0	0	0	0	0	0	0.549450549450549	0
23781	41189	"Gallanech Beg"	56.38444	-5.50139	136	"AWI"	136	780	1262	1020	6.84647302904564	0	0	0	0.20746887966805	0.20746887966805	0	8.71369294605809	0.4149377593361	0	0	0	0	1.6597510373444	0.20746887966805	54.9792531120332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35684647302905	0	0	1.03734439834025	0	0	0	0.20746887966805	20.954356846473	0	0	0	0	0	0.20746887966805	0	0
23781	41189	"Gallanech Beg"	56.38444	-5.50139	144	"AWI"	144	823	1314	1071	0.754716981132076	0	0	0	0	0	0	0.943396226415094	0	0	0	0	0	1.13207547169811	0	82.6415094339623	0.188679245283019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0377358490566	0	0	1.50943396226415	0	4.90566037735849	0	0	1.32075471698113	0	0	0.188679245283019	0	0.377358490566038	0	0	0
