"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Laurus"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15895	24463	"Lastioulles"	45.38611	2.63611	5	"AWI"	5	474	1986	1234	0	0	8	0	2	0	0	0	7	0	0	0	0	8	0	0	1	4	0	2	45	6	0	0	0	0	39	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	94	0	0	0	0	43	0	1	0	0	0	17	1	0	0	0	0	0	0	1	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	10	"AWI"	10	643	2123	1405	1	0	19	1	1	0	2	0	12	0	0	0	0	4	0	0	0	11	0	0	20	170	0	0	0	0	61	2	0	0	0	0	4	0	0	0	0	0	0	2	0	0	2	3	0	0	0	71	0	0	0	0	29	0	0	0	0	0	11	5	1	0	0	0	0	0	0	2	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	15	"AWI"	15	844	2267	1581	2	0	35	0	0	0	4	0	81	0	0	0	0	1	0	0	0	1	0	0	23	4	0	0	0	0	70	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	72	0	1	0	0	38	0	2	0	0	0	7	0	0	0	0	0	0	0	1	2	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	20	"AWI"	20	1037	2424	1750	3	0	13	1	0	0	4	0	41	0	0	0	0	0	0	0	0	0	0	1	51	6	0	0	0	0	140	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	32	0	0	0	0	20	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	25	"AWI"	25	1242	2568	1921	8	0	85	2	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	26	1	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	31	0	0	0	0	23	0	2	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	30	"AWI"	30	1434	2723	2092	33	0	51	0	0	0	1	0	40	0	0	0	0	0	0	0	0	0	0	0	20	6	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	57	0	0	0	0	31	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	35	"AWI"	35	1635	2880	2269	29	0	44	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	42	1	0	0	0	0	69	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	40	"AWI"	40	1828	3038	2438	44	0	68	0	1	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	45	2	0	0	0	0	63	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	58	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	45	"AWI"	45	2021	3185	2609	65	0	27	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	21	12	0	0	0	0	120	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	22	0	0	0	0	50	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	50	"AWI"	50	2184	3356	2774	32	0	52	0	1	0	0	0	111	0	0	0	0	0	0	0	0	0	0	1	21	2	0	0	0	0	62	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	0	0	7	0	1	0	1	0	0	0	0	0	3	1	0	0	0
15895	24463	"Lastioulles"	45.38611	2.63611	55	"AWI"	55	2340	3530	2946	39	0	43	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	0	1	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0
