"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	5	"AWI"	5	-57	391	96	0	16.710182767624	1.30548302872063	0.261096605744125	0	3.39425587467363	0	14.621409921671	1.56657963446475	0	0.261096605744125	0	0	19.0600522193212	1.0443864229765	1.82767624020888	0	0	11.7493472584856	0	0	0	0	0	0	0.783289817232376	1.30548302872063	17.4934725848564	0	0	0	0	0	6.26631853785901	0	0	0	0	0	0.261096605744125	0	0	0.261096605744125	0	1.56657963446475	0	0.261096605744125	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	15	"AWI"	15	72	953	397	0	20.6965174129353	0.597014925373134	0.099502487562189	0.099502487562189	1.39303482587065	0	22.1890547263682	0.398009950248756	0	1.7910447761194	0	0	14.228855721393	1.09452736318408	0.796019900497512	0	0	10.1492537313433	0	0	0	0	0	0	1.59203980099502	0.298507462686567	10.7462686567164	0	0	0	0	0	11.3432835820896	0.199004975124378	0	0	0	0	0.298507462686567	0	0	0	0.796019900497512	1.19402985074627	0	0	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	25	"AWI"	25	237	1407	724	0	20.5498281786942	0.13745704467354	0.13745704467354	0.0687285223367698	1.85567010309278	0	14.5704467353952	0.206185567010309	0	0.206185567010309	0	0	13.745704467354	0.893470790378007	0.824742268041237	0	0	6.73539518900344	0	0.893470790378007	0	0	0	0	2.88659793814433	0.13745704467354	6.52920962199313	0	15.807560137457	0	0	0	10.3092783505155	0.206185567010309	0	0.756013745704467	0.274914089347079	0	0.13745704467354	0	0	0	0.412371134020619	1.64948453608247	0	0.0687285223367698	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	30	"AWI"	30	303	1699	876	0	22.3152022315202	0.418410041841004	0.278940027894003	0	1.81311018131102	0	14.2259414225941	0	0	0	0	0	19.6652719665272	1.11576011157601	0.836820083682008	0	0	8.36820083682008	0.139470013947001	1.25523012552301	0	0	0	0	4.88145048814505	0.278940027894003	6.69456066945607	0	0	0	0	0	8.08926080892608	0	0	2.51046025104602	0.139470013947001	2.78940027894003	1.53417015341702	0	0.139470013947001	0.139470013947001	0.97629009762901	1.39470013947001	0	0	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	35	"AWI"	35	483	1792	1048	0	25	0.529100529100529	0.529100529100529	0	4.1005291005291	0	14.021164021164	0.132275132275132	0	0.264550264550265	0	0	19.1798941798942	1.45502645502645	0.396825396825397	0	0	5.02645502645503	0.132275132275132	0.925925925925926	0	0	0	0	5.29100529100529	0.264550264550265	6.48148148148148	0	0	0	0	0.132275132275132	9.65608465608465	0	0	0	0.264550264550265	2.51322751322751	0.661375661375661	0	0	0	0.661375661375661	2.38095238095238	0	0	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	40	"AWI"	40	586	1952	1213	0	28.8837744533947	0.345224395857307	0.115074798619102	0	2.41657077100115	0	16.1104718066743	0.230149597238205	0	0.115074798619102	0	0	17.0310701956272	0.690448791714614	1.03567318757192	0	0	5.98388952819333	0.115074798619102	0.805523590333717	0	0	0	0	4.14269275028769	0.230149597238205	6.78941311852704	0	0	0.230149597238205	0	0	10.7019562715765	0	0	0	0.115074798619102	0	1.03567318757192	0	0	0.115074798619102	0.805523590333717	1.95627157652474	0	0	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	45	"AWI"	45	830	2013	1400	0.104931794333683	25.0786988457503	0.209863588667366	0.314795383001049	0	3.46274921301154	0	16.5792235047219	0.104931794333683	0	0	0	0	17.208814270724	2.30849947534103	0.524658971668415	0	0	5.5613850996852	0.314795383001049	0.629590766002099	0	0	0	0	3.04302203567681	0.209863588667366	5.5613850996852	0	0	0	0	0	12.8016789087093	0	0	1.78384050367261	0.209863588667366	0	0.524658971668415	0	0.209863588667366	0	1.04931794333683	1.8887722980063	0	0.314795383001049	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	50	"AWI"	50	954	2128	1585	0	21.2481426448737	0.297176820208024	0.594353640416048	0	2.08023774145617	0	15.0074294205052	0.148588410104012	0	0.297176820208024	0	0	16.0475482912333	1.63447251114413	1.1887072808321	0	0	3.12035661218425	0.445765230312036	0.742942050520059	0	0	0	0	1.04011887072808	0.148588410104012	7.13224368499257	0	14.7102526002972	0	0	0	10.9955423476969	0.148588410104012	0	0	0.148588410104012	0	0.297176820208024	0	0	0	1.1887072808321	1.33729569093611	0	0	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	55	"AWI"	55	1140	2185	1720	0	21.6450216450216	1.2987012987013	0.432900432900433	0	1.51515151515152	0	22.9437229437229	0.432900432900433	0	0	0	0	17.5324675324675	1.94805194805195	1.94805194805195	0	0	2.81385281385281	0	0.649350649350649	0	0	0	0	2.16450216450216	0.216450216450216	7.57575757575758	0	0	0	0	0	13.8528138528139	0	0	0	0	0	0.432900432900433	0	0	0	0.649350649350649	1.73160173160173	0	0.216450216450216	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	60	"AWI"	60	1290	2299	1848	0	18.4538653366584	0.997506234413965	0	0	2.7431421446384	0	18.9526184538653	0.249376558603491	0	0.748129675810474	0	0	18.7032418952618	2.7431421446384	2.7431421446384	0.249376558603491	0	2.24438902743142	0.249376558603491	1.74563591022444	0	0	0	0.249376558603491	0.748129675810474	0	10.2244389027431	0	0	0	0	0	13.9650872817955	0	0	0.997506234413965	0.249376558603491	0	0	0	0	0	0.748129675810474	1.99501246882793	0	0	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	65	"AWI"	65	1469	2345	1989	0	21.8378378378378	0.432432432432432	0.324324324324324	0	2.91891891891892	0	20.8648648648649	0	0	0.324324324324324	0	0	14.2702702702703	4.32432432432432	1.62162162162162	0	0	1.62162162162162	0.540540540540541	1.2972972972973	0	0	0	0	2.16216216216216	0	10.1621621621622	0	0	0	0	0	13.0810810810811	0.108108108108108	0	1.72972972972973	0	0	1.08108108108108	0	0	0	0.216216216216216	0.864864864864865	0	0.216216216216216	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	70	"AWI"	70	1567	2436	2138	0	19.1881918819188	0.3690036900369	0	0	2.2140221402214	0	19.7416974169742	0.18450184501845	0	0.18450184501845	0	0	16.6051660516605	1.66051660516605	1.29151291512915	0	0	1.8450184501845	0	0.3690036900369	0	0	0.18450184501845	0	2.39852398523985	0	11.4391143911439	0	0	0	0	0	15.1291512915129	0	0	1.4760147601476	0.18450184501845	1.8450184501845	0.55350553505535	0	0	0	0.738007380073801	2.2140221402214	0	0.18450184501845	0
3017	3931	"Bjärsjöholmssjön"	55.453774	13.7798	75	"AWI"	75	1962	2472	2275	0	18.5323383084577	0.995024875621891	0.124378109452736	0.124378109452736	3.48258706467662	0	22.8855721393035	0	0	0	0	0	17.7860696517413	3.35820895522388	2.23880597014925	0	0	2.48756218905473	0	1.49253731343284	0	0	0	0	2.23880597014925	0.124378109452736	10.3233830845771	0	0	0	0	0	10.0746268656716	0	0	1.24378109452736	0	0	0	0	0	0	0.497512437810945	1.99004975124378	0	0	0
