"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Malvaceae"	"Myrtus"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
3186	24356	"Lake Orestiás"	40.55194	21.32222	268	"AWI"	268	6210	7842	7173	6	0	4	0	2	6	0	0	0	0	3	0	0	0	0	0	5	1	1	3	0	0	0	0	20	0	1	0	1	3	0	1	0	0	0	1	27	0	211	0	0	36	1	126	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1
3186	24356	"Lake Orestiás"	40.55194	21.32222	271	"AWI"	271	6226	7873	7195	12	0	1	0	1	4	0	0	0	0	2	0	0	1	0	0	7	0	3	6	0	0	0	0	21	0	0	0	0	4	0	0	0	1	0	0	10	0	108.5	0	1	0	0	98	1	0	0	0	1	0	0	1	0	1	0	0	2	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	275	"AWI"	275	6258	7922	7220	7	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	0	2	3	0	0	0	0	1	8	0	156	0	0	0	0	83	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	278	"AWI"	278	6280	7959	7240	9.5	0	5	1	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	1	0	2	1	0	25	0	0	1	0	1	0	0	0	1	0	1	23	0	376	0	0	25	0	174	1	0	0	0	1	0	0	1	1	0	0	1	1	2	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	281	"AWI"	281	6303	7992	7260	18.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	1	0	0	11	0	267	1	0	0	0	110	0	0	0	0	2	0	0	0	1	0	0	0	3	1	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	285	"AWI"	285	6324	8049	7287	16.5	2	7	2	1	0	0	0	0	0	3	0	4	0	0	0	1	1	6	0	0	2	0	0	22	0	0	0	0	3	0	0	0	0	0	2	18	0	240	1	2	24	4	77	11	1	2	0	3	0	0	0	7	0	0	1	2	3	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	288	"AWI"	288	6342	8098	7304	32.5	0	2	2	3	0	1	0	1	0	2	0	6	0	0	0	1	2	7	0	0	0	0	0	18	0	0	0	0	0	3	0	0	0	2	0	16	0	301	1	0	45	6	162	10	1	0	0	0	0	0	0	4	0	1	0	2	1	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	291	"AWI"	291	6357	8141	7323	40	0	4	0	3	0	0	0	2	0	1	0	0	0	0	0	5	2	3	0	0	0	0	1	2	1	0	0	0	6	0	0	0	0	0	0	9	0	343	8	1	52	1	106	6	0	0	0	1	0	0	0	0	0	0	3	7	1	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	295	"AWI"	295	6378	8184	7347	86	4	5	1	1	0	0	0	4	0	1	0	0	0	0	1	5	3	3	0	0	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	8	0	883	0	0	41	8	119	11	0	0	0	2	0	0	0	6	0	0	1	6	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	298	"AWI"	298	6398	8202	7372	56	6	7	0	1	0	0	0	3	0	0	0	30	0	0	0	29	0	4	0	1	0	0	2	0	0	0	0	0	5	8	0	0	0	0	0	7	0	594	0	1	46	6	406	9	0	0	0	2	0	0	0	7	0	0	4	6	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	305	"AWI"	305	6457	8255	7426	30.5	0	4	0	0	12	0	0	0	0	0	0	7	0	0	0	3	0	1	2	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	285	10	1	0	3	286	13	0	0	0	2	0	0	0	2	0	0	5	6	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	311	"AWI"	311	6510	8324	7471	32.5	2	2	1	0	7	0	0	2	0	0	0	6	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	3	1	300.5	0	0	0	4	276	10	0	0	0	0	0	0	0	3	0	0	0	7	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	323	"AWI"	323	6586	8458	7553	20.5	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	2	1	0	0	0	0	0	4	0	0	0	0	0	0	5	0	284	2	0	41	3	295	8	0	0	0	1	0	0	0	0	0	0	2	7	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	340	"AWI"	340	6698	8623	7668	2.5	0	0	23	2	20	0	0	0	0	0	0	7	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	350	"AWI"	350	6766	8713	7734	5	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	380	"AWI"	380	6973	9027	7943	20	4	0	0	0	7	0	0	1	0	0	0	0	1	2	1	2	0	3	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	9	2	302	0	0	36	0	173	4	0	20	0	5	0	0	0	0	0	0	1	2	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	450	"AWI"	450	7428	9631	8436	2	0	0	20	5	20	0	0	0	0	0	0	11	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	195	0	1	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	460	"AWI"	460	7489	9708	8504	2	0	0	21	12	19	0	0	1	0	0	0	14	1	1	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	41	0	8	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	470	"AWI"	470	7544	9814	8576	1	0	0	24	0	32	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	480	"AWI"	480	7615	9917	8646	1	0	0	16	14	21	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	1	0	0	5	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	493	"AWI"	493	7721	10032	8743	0.5	0	0	45	58	21	0	0	0	0	0	0	9	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	70.5	0	4	188	0	3	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	500	"AWI"	500	7773	10078	8793	0	0	0	22	26	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	54.5	2	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	507	"AWI"	507	7824	10138	8842	0	0	0	42	35	49	0	0	2	0	0	0	16	5	0	0	0	1	2	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	132.5	0	3	0	0	15	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	515	"AWI"	515	7864	10206	8901	0	0	1	43	15	19	0	0	2	0	0	0	8	0	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1	0	0	12	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	520	"AWI"	520	7908	10246	8935	0	0	0	44	19	23	0	0	1	0	0	0	8	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	99	0	4	157	2	5	1	0	0	0	4	0	0	0	0	0	1	0	2	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	537	"AWI"	537	8028	10400	9056	0	0	1	24	15	0	0	0	0	0	0	3	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	1	6	0	0	0	5	0	0	0	0	0	0	0	5	0	0
3186	24356	"Lake Orestiás"	40.55194	21.32222	550	"AWI"	550	8103	10547	9147	0	0	6	46	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	6	0	0	7	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
