"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"
16671	26501	"Lanser Moor"	47.24028	11.42083	750	"AWI"	750	8028	10296	9476	1	68	0	0	2	3	1	0	51	0	0	0	0	0	164	75	0	0	0	0	0	36	0	1	0	0	0	17	129	98	0	69	0	0	33	0	0	0	0	2	10	0	2	0	1	0	37	0	129
16671	26501	"Lanser Moor"	47.24028	11.42083	755	"AWI"	755	8394	10362	9674	3	89	0	0	0	2	0	0	24	0	0	0	0	0	223	51	0	0	0	0	0	14	0	0	0	0	0	22	77	74	0	60	0	0	36	0	0	0	1	2	3	0	0	0	0	0	39	0	87
16671	26501	"Lanser Moor"	47.24028	11.42083	760	"AWI"	760	8681	10479	9876	0	70	0	0	0	2	0	0	28	0	0	0	0	0	221	59	0	0	0	0	0	7	0	0	0	2	0	9	160	82	0	40	0	0	40	0	0	0	1	0	1	0	0	0	0	0	104	0	77
16671	26501	"Lanser Moor"	47.24028	11.42083	765	"AWI"	765	9100	10545	10056	3	41	0	0	1	0	0	0	30	0	0	0	0	0	130	67	1	0	0	0	0	16	0	0	0	0	0	8	85	73	0	44	0	0	22	0	0	0	0	1	1	0	0	0	0	0	46	0	61
16671	26501	"Lanser Moor"	47.24028	11.42083	770	"AWI"	770	9385	10658	10267	2	82	0	0	0	1	1	0	18	0	0	0	0	0	350	38	0	0	0	0	0	17	0	0	0	2	0	26	65	85	0	50	0	0	45	0	0	0	0	0	1	0	0	0	0	1	77	0	81
16671	26501	"Lanser Moor"	47.24028	11.42083	775	"AWI"	775	9941	10716	10414	1	60	0	0	2	1	2	0	13	0	0	0	0	0	274	22	0	0	0	0	0	15	0	0	0	2	0	9	26	40	0	49	0	0	45	0	0	0	0	0	1	0	0	0	0	0	42	0	52
16671	26501	"Lanser Moor"	47.24028	11.42083	780	"AWI"	780	10304	10849	10581	2	79	0	0	0	1	0	0	39	0	0	0	0	0	447	45	0	0	0	0	0	11	0	0	0	0	0	46	19	89	0	42	0	0	121	0	0	0	1	0	1	0	2	0	0	0	59	0	107
16671	26501	"Lanser Moor"	47.24028	11.42083	785	"AWI"	785	10398	10998	10692	1	44	0	0	0	0	1	0	20	0	0	0	0	0	232	31	0	0	0	0	0	1	0	0	0	1	0	20	28	76	0	11	0	0	33	0	0	0	0	0	1	0	0	0	1	0	69	0	40
16671	26501	"Lanser Moor"	47.24028	11.42083	790	"AWI"	790	10470	11232	10789	4	77	0	0	0	0	0	0	51	0	0	0	0	0	312	35	0	0	0	0	0	3	0	0	0	0	0	17	17	126	0	10	0	0	54	0	0	0	0	0	0	0	0	0	0	0	112	0	134
16671	26501	"Lanser Moor"	47.24028	11.42083	795	"AWI"	795	10581	11313	10917	1	114	0	0	0	0	1	0	24	0	0	0	0	0	132	39	0	0	0	0	0	5	0	0	0	1	0	21	9	74	0	11	0	0	59	0	1	0	0	1	3	0	0	0	0	0	24	0	57
16671	26501	"Lanser Moor"	47.24028	11.42083	800	"AWI"	800	10651	11478	11037	2	165	0	0	1	0	1	0	66	0	0	0	0	0	362	81	0	0	0	0	0	4	0	0	0	1	0	15	10	129	1	6	0	0	89	0	0	0	0	1	1	0	0	0	0	0	112	0	215
16671	26501	"Lanser Moor"	47.24028	11.42083	805	"AWI"	805	10776	11549	11158	3	66	0	0	0	0	0	0	53	0	0	0	0	0	142	60	1	0	0	0	0	2	0	0	0	0	0	21	4	139	0	23	0	0	60	0	0	0	0	0	2	0	0	0	0	1	43	0	70
16671	26501	"Lanser Moor"	47.24028	11.42083	810	"AWI"	810	10846	11681	11278	1	88	0	0	1	0	0	0	81	0	0	0	0	0	316	58	0	0	0	0	0	4	0	1	0	1	0	8	3	141	0	11	0	0	131	0	1	0	1	0	3	0	0	0	2	0	57	1	154
16671	26501	"Lanser Moor"	47.24028	11.42083	815	"AWI"	815	11037	11749	11397	1	37	0	0	0	0	1	0	87	0	0	0	0	0	94	27	0	0	0	0	0	1	0	3	0	0	0	11	2	132	0	8	0	0	59	0	0	0	0	3	3	0	0	0	1	1	34	0	63
16671	26501	"Lanser Moor"	47.24028	11.42083	820	"AWI"	820	11146	11863	11521	2	89	0	0	2	1	1	0	132	0	0	1	0	0	59	32	0	0	0	0	0	0	0	7	0	1	0	3	2	182	0	10	0	0	72	0	0	0	0	0	1	0	0	0	0	0	51	0	149
16671	26501	"Lanser Moor"	47.24028	11.42083	825	"AWI"	825	11337	11930	11640	0	38	0	1	0	0	1	0	214	0	0	0	0	0	11	24	0	0	0	0	0	0	0	0	0	3	0	2	0	213	0	9	0	0	7	0	0	0	0	0	4	1	0	0	1	0	39	0	11
16671	26501	"Lanser Moor"	47.24028	11.42083	830	"AWI"	830	11424	12121	11752	0	24	2	0	7	0	42	0	303	0	0	0	0	0	3	11	0	0	0	0	0	1	0	4	0	0	0	0	1	80	1	43	0	0	10	0	0	0	2	3	6	0	0	0	0	8	0	0	4
16671	26501	"Lanser Moor"	47.24028	11.42083	835	"AWI"	835	11530	12316	11898	0	9	3	0	2	0	19	0	186	0	0	0	0	0	2	11	0	0	0	0	0	0	0	3	0	0	0	0	0	467	0	20	0	0	2	0	0	0	0	0	2	0	0	0	1	3	0	0	1
16671	26501	"Lanser Moor"	47.24028	11.42083	840	"AWI"	840	11588	12642	12032	0	15	4	0	10	0	29	0	84	0	0	0	0	0	0	32	3	0	0	0	0	0	0	5	0	0	0	0	0	887	0	24	0	0	8	1	0	0	7	3	3	0	0	0	0	12	0	0	1
16671	26501	"Lanser Moor"	47.24028	11.42083	845	"AWI"	845	11721	12766	12185	0	4	0	0	3	0	8	0	44	0	0	0	0	0	0	18	1	0	0	0	0	0	0	5	0	0	0	0	0	509	0	25	0	0	2	0	0	0	1	1	1	0	0	0	0	4	0	1	0
16671	26501	"Lanser Moor"	47.24028	11.42083	850	"AWI"	850	11798	12989	12330	0	11	5	0	3	0	38	0	166	0	0	0	0	0	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	200	0	31	0	0	7	2	0	0	2	2	7	0	0	0	2	4	0	0	2
16671	26501	"Lanser Moor"	47.24028	11.42083	855	"AWI"	855	11961	13104	12489	0	5	4	0	3	0	17	0	106	0	0	0	0	0	0	27	3	0	0	0	0	0	0	4	0	0	0	0	0	397	0	44	0	0	0	0	0	0	1	4	2	0	0	0	0	8	1	1	1
16671	26501	"Lanser Moor"	47.24028	11.42083	860	"AWI"	860	12051	13268	12645	0	5	0	0	2	0	26	0	92	0	0	0	0	1	2	13	1	0	0	0	0	0	0	0	0	1	0	0	0	561	0	38	0	0	2	0	0	0	1	2	1	0	0	0	0	2	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	865	"AWI"	865	12236	13370	12796	0	4	2	0	0	0	9	0	37	0	0	0	0	0	0	12	0	0	0	0	1	0	0	5	0	0	0	0	0	422	0	17	0	0	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	870	"AWI"	870	12343	13526	12953	0	7	1	0	7	0	28	0	94	0	1	0	0	0	2	16	0	0	0	0	0	0	1	1	0	0	0	0	0	366	0	37	0	1	3	1	0	6	2	8	6	0	0	0	1	15	0	0	1
16671	26501	"Lanser Moor"	47.24028	11.42083	875	"AWI"	875	12863	13649	13231	0	3	0	0	0	0	6	0	302	0	0	0	0	0	0	14	2	0	0	0	0	0	0	1	0	1	0	0	0	290	0	14	0	0	0	1	0	0	0	3	5	0	0	0	2	3	0	0	4
16671	26501	"Lanser Moor"	47.24028	11.42083	880	"AWI"	880	13165	13943	13525	0	3	0	0	0	0	6	0	547	0	0	0	0	0	3	15	2	0	0	0	0	0	0	2	0	1	0	0	0	252	0	25	0	0	1	0	0	0	0	2	5	0	0	0	0	5	0	0	2
16671	26501	"Lanser Moor"	47.24028	11.42083	885	"AWI"	885	13352	14366	13812	0	0	0	0	1	0	7	0	220	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	253	1	17	0	0	1	1	0	0	0	2	6	0	0	0	1	3	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	890	"AWI"	890	13445	15063	14072	0	2	0	0	1	0	10	0	366	0	0	0	0	1	0	7	1	0	0	0	0	0	0	2	0	0	0	0	0	614	1	38	0	0	0	0	0	0	0	2	5	0	0	0	1	6	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	895	"AWI"	895	13687	15276	14411	0	0	0	0	0	0	13	0	168	0	0	0	0	1	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	480	1	50	0	0	0	0	0	0	1	1	7	0	0	0	0	3	0	0	1
16671	26501	"Lanser Moor"	47.24028	11.42083	900	"AWI"	900	13823	15649	14739	0	0	2	0	0	0	19	0	140	0	0	0	0	0	0	12	3	0	0	0	0	0	0	11	0	0	0	0	0	576	0	27	0	0	0	1	0	0	1	2	14	0	0	0	1	3	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	905	"AWI"	905	14160	15806	15059	0	2	0	0	1	0	10	0	215	0	0	0	0	1	0	33	6	0	0	0	0	0	0	36	0	0	0	0	0	211	0	39	0	0	0	0	0	0	0	1	8	0	0	0	0	3	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	910	"AWI"	910	14361	16109	15395	0	4	2	0	2	0	17	0	129	0	0	0	0	4	0	49	22	0	0	0	0	0	0	50	0	0	0	0	0	22	0	58	0	0	0	0	0	0	3	1	16	0	0	0	1	1	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	915	"AWI"	915	14562	16300	15653	0	0	1	0	3	0	43	0	127	1	0	1	0	3	0	28	39	0	0	0	0	0	0	99	2	0	0	0	0	133	0	104	0	0	0	0	1	0	1	3	18	0	0	0	0	1	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	920	"AWI"	920	14712	16714	15888	0	0	7	0	4	0	172	0	73	0	0	0	34	13	0	50	10	0	0	0	0	0	0	71	0	0	0	0	0	353	5	243	0	1	0	0	0	0	4	6	13	0	0	5	4	4	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	925	"AWI"	925	14900	16982	16065	0	1	4	0	2	0	116	0	20	0	0	0	0	1	0	9	2	2	0	0	0	0	0	22	0	0	0	0	0	29	1	114	0	0	0	0	0	0	6	3	5	0	0	0	0	0	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	930	"AWI"	930	15056	17377	16226	0	0	1	0	0	0	23	0	7	0	0	0	0	1	0	6	1	0	0	0	0	0	0	6	0	0	0	0	0	9	0	23	0	0	0	1	0	0	2	1	3	0	0	0	1	2	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	935	"AWI"	935	15228	17625	16415	0	1	0	0	0	0	104	0	37	0	0	0	0	5	0	9	6	0	0	0	0	0	1	9	0	0	0	0	0	73	1	254	0	0	0	0	0	0	6	12	1	0	0	0	1	7	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	940	"AWI"	940	15362	18012	16590	0	0	4	0	0	0	276	0	16	0	0	0	0	6	0	25	0	0	0	0	0	0	0	3	0	0	0	0	0	22	1	77	0	3	0	0	0	0	7	2	9	0	0	0	0	3	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	945	"AWI"	945	15549	18232	16779	0	1	2	0	1	0	71	0	10	0	0	0	0	2	0	6	5	0	0	0	0	0	0	2	0	0	0	0	0	17	0	59	0	0	0	0	0	9	4	2	1	0	0	0	0	1	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	950	"AWI"	950	15672	18585	16970	0	1	5	0	1	0	91	0	13	0	0	0	0	2	0	16	3	0	0	0	0	0	0	7	0	0	0	0	0	52	0	46	0	1	0	0	0	0	1	2	10	0	0	0	2	5	0	0	0
16671	26501	"Lanser Moor"	47.24028	11.42083	955	"AWI"	955	15845	18811	17156	0	1	16	0	1	0	169	0	31	1	0	0	0	3	0	22	2	0	0	0	0	0	0	11	0	0	0	0	0	98	1	69	0	0	0	1	0	0	3	5	21	0	0	0	2	7	0	0	0
