"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Lythraceae"	"Morus"	"Myrtus"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24044	41770	"Lago di Muzzano"	45.99663	8.92794	10	"AWI"	10	-125	81	-25	0	0	8.24175824175824	0	0	0	0.32967032967033	0.549450549450549	0	0	1.86813186813187	0	0.21978021978022	0	0	10.3296703296703	0	0	33.4065934065934	0.43956043956044	0	0	0	2.63736263736264	0.10989010989011	1.86813186813187	0	0	0.659340659340659	0	0	0	0.989010989010989	0	0	0.10989010989011	0	0	0	0.659340659340659	0.989010989010989	0.989010989010989	0	0.549450549450549	0	0	0	0	0.32967032967033	0	0	0.879120879120879	0	0	0.769230769230769	0	0	0	1.97802197802198	22.1978021978022	0	0.21978021978022	0	0	2.1978021978022	0.10989010989011	0	0	0	0	0.21978021978022	2.30769230769231	1.75824175824176	0	0	0	0	0	0	0.32967032967033	0.10989010989011	0	0.32967032967033	0.769230769230769	0	0.549450549450549
24044	41770	"Lago di Muzzano"	45.99663	8.92794	50	"AWI"	50	-30	387	134	0	0.0577367205542725	4.33025404157044	0.0577367205542725	0	0	0	0.173210161662818	0	0	0.173210161662818	0	0.0577367205542725	0	0	67.4364896073903	0	0	10.2771362586605	0	0	0	0	0.92378752886836	0	1.6743648960739	0	0	0	0	0	0	0.0577367205542725	0	0.23094688221709	0	0	0	0	0.288683602771363	2.07852193995381	0.46189376443418	0	0	0	0.0577367205542725	0.0577367205542725	0	0.46189376443418	0	0	0.173210161662818	0	0	0.0577367205542725	0	0	0	0	6.69745958429561	0	0.115473441108545	0	0.0577367205542725	1.78983833718245	0.0577367205542725	0	0	0	0	0	0	0.288683602771363	0	0	0	0	0	0	0	0.115473441108545	0	0	1.55889145496536	0.0577367205542725	0.173210161662818
24044	41770	"Lago di Muzzano"	45.99663	8.92794	90	"AWI"	90	82	552	297	0	0	3.98698128559805	0	0	0	0	0.32546786004882	0	0	0.569568755085435	0	0.081366965012205	0	0.16273393002441	43.8567941415785	0	0	19.6908055329536	0	0	0	0	2.19690805532954	0	2.68510984540277	0	0	0	0	0.081366965012205	0	0.65093572009764	0	0	0.081366965012205	0	0	0	0.569568755085435	3.2546786004882	1.30187144019528	0	0	0	0.081366965012205	0	0	0.16273393002441	0	0	0.32546786004882	0	0	0.32546786004882	0	0	0	0	10.6590724165989	0	0.16273393002441	0	0	3.82424735557364	0.081366965012205	0	0	0	0	0.32546786004882	1.6273393002441	0.895036615134255	0	0	0	0	0	0.16273393002441	0	0.16273393002441	0	0.081366965012205	1.38323840520749	0	0.244100895036615
24044	41770	"Lago di Muzzano"	45.99663	8.92794	130	"AWI"	130	219	707	463	0.0925925925925926	0	1.94444444444444	0.0925925925925926	0	0	0	0.833333333333333	0	0	1.11111111111111	0	0	0	0	31.2037037037037	0	0	24.4444444444444	0	0	0	0	1.94444444444444	0	5	0	0	0	0	0	0	1.38888888888889	0	0	0	0	0	0	0.925925925925926	5.09259259259259	2.22222222222222	0	0.0925925925925926	0	0	0	0	0.462962962962963	0	0	0.462962962962963	0	0	0.462962962962963	0	0.0925925925925926	0	0	11.3888888888889	0	0.37037037037037	0	0	3.05555555555556	0.185185185185185	0	0	0.0925925925925926	0	0.0925925925925926	3.51851851851852	1.11111111111111	0	0	0	0	0	0	0.0925925925925926	0	0	0.277777777777778	1.66666666666667	0	0.277777777777778
24044	41770	"Lago di Muzzano"	45.99663	8.92794	150	"AWI"	150	294	792	545	0.0944287063267233	0	2.64400377714825	0.0944287063267233	0	0	0	0.84985835694051	0	0	1.32200188857413	0	0	0	0	28.2341831916903	0	0	24.3626062322946	0	0	0	0	4.72143531633617	0	5.00472143531634	0	0	0	0	0	0	2.17186024551464	0	0	0	0	0	0	1.13314447592068	4.81586402266289	1.32200188857413	0	0	0	0.28328611898017	0	0	0.755429650613787	0	0	0.944287063267233	0	0	0.56657223796034	0	0	0	0	13.6921624173749	0	0	0	0	4.24929178470255	0	0	0	0	0	0	0	0.944287063267233	0	0	0	0	0	0	0	0.0944287063267233	0	0.188857412653447	1.41643059490085	0	0.0944287063267233
24044	41770	"Lago di Muzzano"	45.99663	8.92794	170	"AWI"	170	375	859	626	0.218340611353712	0.109170305676856	3.16593886462882	0.109170305676856	0	0	0	0.545851528384279	0	0	1.20087336244541	0	0	0	0	18.7772925764192	0	0	23.0349344978166	0	0	0	0	4.91266375545851	0	3.93013100436681	0	0	0	0	0	0	4.47598253275109	0	0	0.109170305676856	0	0	0	0.655021834061135	6.4410480349345	2.62008733624454	0	0	0	0	0	0	0.655021834061135	0	0	1.09170305676856	0	0	0.655021834061135	0	0.109170305676856	0	0	19.2139737991266	0	0	0	0	4.6943231441048	0	0	0	0	0	0	0	1.63755458515284	0	0	0	0	0.327510917030568	0	0	0	0	0.109170305676856	0.982532751091703	0	0.218340611353712
24044	41770	"Lago di Muzzano"	45.99663	8.92794	190	"AWI"	190	474	925	704	0.347624565469293	0	5.44611819235226	0	0	0	0	0.926998841251448	0	0	1.04287369640788	0	0	0	0	9.96523754345307	0	0	30.1274623406721	0	0	0	0	4.63499420625724	0	6.25724217844728	0	0	0	0	0	0	3.12862108922364	0	0	0	0	0	0	0.463499420625724	5.09849362688297	3.93974507531866	0	0	0	0	0	0	0.115874855156431	0	0	0.347624565469293	0	0	0.579374275782155	0	0	0	0	19.2352259559676	0	0.115874855156431	0	0.115874855156431	4.17149478563152	0	0	0	0	0	0.231749710312862	0	1.5063731170336	0	0	0	0	0	0.231749710312862	0	0	0	0.231749710312862	1.39049826187717	0	0.347624565469293
24044	41770	"Lago di Muzzano"	45.99663	8.92794	210	"AWI"	210	583	990	786	0	0.0971817298347911	3.2069970845481	0.0971817298347911	0	0	0	1.0689990281827	0	0	1.26336248785228	0	0	0	0	17.5898931000972	0	0	35.8600583090379	0	0	0	0	2.04081632653061	0	6.31681243926142	0	0	0	0	0	0	1.36054421768707	0	0	0	0	0.0971817298347911	0	0.971817298347911	3.2069970845481	1.65208940719145	0	0	0	0	0	0	0.0971817298347911	0	0	0.291545189504373	0	0	0.194363459669582	0	0.0971817298347911	0	0	15.2575315840622	0	0	0	0	3.88726919339164	0	0	0	0	0	0.194363459669582	3.01263362487852	0.485908649173955	0	0	0	0	0	0	0	0	0	0.194363459669582	1.16618075801749	0	0.291545189504373
24044	41770	"Lago di Muzzano"	45.99663	8.92794	230	"AWI"	230	721	1042	872	0.334075723830735	0.111358574610245	3.78619153674833	0.334075723830735	0.111358574610245	0	0	1.0022271714922	0	0	0.22271714922049	0	0.22271714922049	0	0	15.7015590200445	0	0	37.4164810690423	0	0	0	0	2.00445434298441	0.111358574610245	5.90200445434298	0	0	0	0	0	0	2.2271714922049	0	0.334075723830735	0	0	0	0	1.11358574610245	3.67483296213808	0.779510022271715	0	0	0.111358574610245	0	0	0	0.22271714922049	0	0	0	0.111358574610245	0	0.22271714922049	0	0	0	0	18.7082405345212	0	0	0	0	3.00668151447661	0	0	0	0	0	0.22271714922049	0	0.334075723830735	0	0	0	0	0.111358574610245	0	0	0	0	0.111358574610245	1.44766146993318	0	0
24044	41770	"Lago di Muzzano"	45.99663	8.92794	250	"AWI"	250	798	1136	960	0	0.102986611740474	3.70751802265705	0	0	0	0	1.02986611740474	0	0	0.308959835221421	0	0.102986611740474	0	0	14.8300720906282	0	0	36.7662203913491	0	0	0	0	2.98661174047374	0.308959835221421	5.25231719876416	0	0	0	0	0	0	2.98661174047374	0	0	0.308959835221421	0	0	0	1.75077239958805	1.44181256436663	0.411946446961895	0	0.102986611740474	0	0	0	0	0.102986611740474	0	0	0	0	0	0.82389289392379	0	0	0	0	19.8764160659114	0	0	0	0	4.94335736354274	0.102986611740474	0	0	0	0	0	0	0.308959835221421	0	0	0	0	0	0	0	0	0	0	1.23583934088568	0	0.205973223480947
