"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Dioscoreaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15746	40452	"Etang de la Gruère"	47.24056	7.05	87	"AWI"	87	1386	2006	1701	90	0	42	3	0	0	0	1	0	0	30	0	0	0	0	2	0	0	0	0	0	0	0	39	0	8	0	0	0	0	0	0	163	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	62	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	2	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	91	"AWI"	91	1452	2116	1807	87	1	11	2	0	0	0	1	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	21	0	29	0	0	0	0	0	0	104	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	90	10	0	0	0	0	0	0	0	65	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	95	"AWI"	95	1605	2162	1887	136	0	0	2	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	20	0	14	0	0	0	0	0	0	114	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	94	0	0	0	0	0	0	0	0	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	99	"AWI"	99	1683	2229	1979	98	2	0	1	0	0	0	5	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	38	0	16	0	0	0	0	0	0	130	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	82	0	0	0	0	0	1	0	0	0	0	0	0	1	0	6	1	0	0	1
15746	40452	"Etang de la Gruère"	47.24056	7.05	103	"AWI"	103	1843	2276	2063	118	2	0	0	0	0	0	3	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	27	0	20	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	85	0	0	0	0	0	0	0	0	50	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	107	"AWI"	107	1968	2337	2157	80	1	39	0	0	0	0	4	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	28	0	6	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	70	0	0	0	0	0	3	0	0	0	0	0	0	2	0	6	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	111	"AWI"	111	2043	2466	2247	100	2	35	0	0	0	0	4	0	0	45	0	0	0	0	0	0	0	0	0	0	1	0	34	1	6	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	81	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	115	"AWI"	115	2108	2519	2326	129	2	43	1	0	0	0	5	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	32	0	15	0	1	0	0	0	0	151	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	49	0	0	0	1	0	2	0	0	0	0	0	0	0	0	7	1	0	0	1
15746	40452	"Etang de la Gruère"	47.24056	7.05	119	"AWI"	119	2143	2621	2403	148	0	36	1	0	0	0	1	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	37	0	5	0	0	0	0	0	0	122	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	94	9	0	0	0	0	0	0	0	37	0	0	0	1	0	4	0	0	0	0	1	0	0	0	6	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	123	"AWI"	123	2247	2671	2470	151	2	33	0	0	0	0	1	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	37	0	13	0	0	0	0	0	0	140	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	81	12	0	0	0	0	0	0	0	40	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	127	"AWI"	127	2342	2703	2543	138	1	0	0	0	0	0	2	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	26	0	6	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	7	0	0	0	0	0	0	0	42	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	4	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	131	"AWI"	131	2418	2774	2628	93	0	37	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	133	"AWI"	133	2465	2872	2686	150	0	24	2	0	0	0	4	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	34	0	5	0	0	0	0	0	0	127	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	87	25	0	0	0	0	0	0	0	45	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	139	"AWI"	139	2544	3253	2843	121	1	59	1	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	37	0	5	0	0	0	0	0	0	204	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59	10	0	0	0	0	0	0	0	77	0	0	0	0	0	2	0	0	0	0	1	0	0	0	6	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	143	"AWI"	143	2632	3370	2967	142	1	46	1	0	0	0	1	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	43	0	8	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	147	"AWI"	147	2687	3464	3085	106	0	59	1	0	0	0	11	0	0	45	0	0	1	0	0	0	0	0	0	0	0	0	48	0	27	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	65	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	151	"AWI"	151	2755	3621	3195	119	1	0	1	0	0	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	37	0	3	0	0	0	0	0	0	150	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	1	0	0	53	0	0	0	0	0	1	0	0	0	0	1	1	0	0	5	2	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	155	"AWI"	155	2875	3676	3312	118	0	55	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	43	0	10	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	1	0	0	0	1	0	0	37	0	0	0	1	0	2	0	0	0	0	0	1	0	0	4	2	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	159	"AWI"	159	2977	3770	3423	93	2	0	1	0	0	1	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	30	0	17	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	18	0	0	0	0	0	0	0	42	0	0	0	0	0	4	0	0	0	0	1	0	0	0	7	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	163	"AWI"	163	3150	3848	3529	91	0	90	1	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	86	1	10	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	57	0	0	0	0	0	0	0	0	57	0	0	0	0	0	2	0	0	0	0	1	0	0	0	8	4	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	167	"AWI"	167	3286	3933	3658	80	1	37	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	57	0	9	0	0	0	0	0	0	202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	72	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	171	"AWI"	171	3421	4045	3779	114	0	27	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	32	0	14	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
15746	40452	"Etang de la Gruère"	47.24056	7.05	175	"AWI"	175	3703	4124	3906	102	2	61	0	0	0	0	2	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	56	0	21	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	1	0	0	69	0	0	0	0	0	3	0	0	0	0	0	0	1	0	6	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	179	"AWI"	179	3787	4342	4043	65	1	0	0	0	0	1	2	0	0	39	0	0	1	0	0	0	0	0	1	0	0	0	61	0	45	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	5	0	0	0	0	0	0	0	57	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	183	"AWI"	183	3914	4502	4194	126	0	42	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	49	0	5	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	8	0	0	0	0	0	0	0	48	0	0	0	0	0	3	0	0	0	0	0	1	0	0	11	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	187	"AWI"	187	3990	4677	4346	129	2	45	1	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	56	0	11	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	56	0	0	0	0	0	1	0	0	0	0	0	1	0	0	6	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	191	"AWI"	191	4134	4923	4505	159	1	0	0	0	0	1	2	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	57	0	5	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	10	0	0	0	0	0	0	0	51	0	0	0	0	0	1	0	0	0	0	0	2	0	0	8	1	0	0	1
15746	40452	"Etang de la Gruère"	47.24056	7.05	195	"AWI"	195	4439	5096	4707	161	3	0	0	0	0	0	3	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	61	0	5	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	10	0	0	0	0	0	0	0	46	0	0	0	0	0	1	0	0	0	0	0	3	0	0	9	0	0	0	1
15746	40452	"Etang de la Gruère"	47.24056	7.05	199	"AWI"	199	4578	5364	4915	271	4	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	0	71	0	9	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	14	0	0	0	0	0	0	0	54	0	0	0	0	0	4	0	0	0	0	0	0	0	0	18	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	203	"AWI"	203	4881	5516	5145	249	7	55	0	0	0	0	1	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	73	0	6	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	1	2	0	0	15	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	207	"AWI"	207	5136	5646	5402	168	3	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	91	0	12	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	7	0	0	0	0	0	0	0	51	0	0	0	2	0	0	0	0	0	0	0	5	0	0	34	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	211	"AWI"	211	5327	5848	5622	90	11	0	1	2	0	0	1	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	106	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	1	0	0	0	0	0	0	58	0	0	0	0	0	1	0	0	0	0	0	5	0	0	57	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	215	"AWI"	215	5608	5928	5753	102	2	0	0	1	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	180	0	5	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	0	67	0	0	0	0	0	1	4	0	0	0	0	2	0	0	49	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	219	"AWI"	219	5660	6199	5893	63	3	0	0	0	0	0	6	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	152	0	9	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0	0	61	0	0	0	0	0	4	0	0	0	0	0	9	0	0	40	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	223	"AWI"	223	5767	6322	6003	40	4	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	85	0	17	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	3	0	0	56	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	227	"AWI"	227	5821	6380	6116	43	6	0	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	124	0	45	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	66	0	0	0	1	0	2	0	0	0	0	0	1	0	0	53	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	231	"AWI"	231	5890	6496	6210	48	7	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	124	0	15	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	9	0	0	0	0	1	0	0	66	0	0	0	0	0	4	0	0	0	0	0	3	0	0	29	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	233	"AWI"	233	5966	6516	6251	44	2	0	0	0	0	0	2	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	120	0	4	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	79	0	0	0	0	0	2	0	0	0	0	0	8	0	0	43	2	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	241	"AWI"	241	6159	6619	6421	96	5	0	0	0	0	1	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	102	0	12	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	243	"AWI"	243	6213	6633	6447	39	4	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	69	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	61	0	0	0	0	0	2	0	0	0	0	0	3	0	0	38	2	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	247	"AWI"	247	6300	6668	6500	40	5	0	0	1	0	1	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	62	0	8	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	74	0	0	0	1	0	0	0	0	0	0	1	3	0	0	36	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	249	"AWI"	249	6327	6695	6527	56	5	0	1	0	0	1	1	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	93	0	15	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	1	6	0	0	65	2	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	253	"AWI"	253	6360	6728	6562	46	4	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	95	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	76	0	0	0	0	0	2	0	0	0	0	0	4	0	0	63	2	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	255	"AWI"	255	6374	6742	6577	52	11	0	1	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	126	0	8	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	73	0	0	0	0	0	1	0	1	0	0	1	2	0	0	52	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	259	"AWI"	259	6396	6776	6602	91	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	1	0	0	69	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	263	"AWI"	263	6470	6809	6647	33	8	0	0	1	0	0	2	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	160	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	86	0	0	0	0	0	2	0	0	0	0	0	0	0	0	82	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	267	"AWI"	267	6534	6863	6707	39	10	0	1	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	122	0	7	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	1	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	7	0	0	93	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	271	"AWI"	271	6592	6928	6766	31	4	0	0	0	0	1	3	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	152	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	1	0	0	48	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	275	"AWI"	275	6684	6964	6828	28	10	0	0	0	0	1	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	108	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	65	1	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	281	"AWI"	281	6771	7083	6919	31	8	0	1	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	92	0	11	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	1	2	0	0	87	0	0	0	0
15746	40452	"Etang de la Gruère"	47.24056	7.05	285	"AWI"	285	6857	7131	6975	22	5	0	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	106	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	84	0	0	0	0	0	0	0	0	0	0	2	0	0	0	49	1	0	0	0
