"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15974	24635	"Vertonne"	46.54972	-1.76472	253	"AWI"	253	4888	6940	5997	0	0	2	96	2	1	3	0	2	0	1	0	0	0	4	0	0	2	19	0	4	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	1	0	0	1	0	2	0	2	0	0	0	0	53	2	2	0	0	0	0	1	0	0	0	1	2	1	0
15974	24635	"Vertonne"	46.54972	-1.76472	257	"AWI"	257	5015	6997	6117	0	0	7	115	3	2	2	0	2	0	1	0	0	0	6	0	0	0	37	0	4	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	32	0	2	0	0	0	0	1	0	0	1	3	2	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	262	"AWI"	262	5150	7099	6283	0	0	1	113	5	0	2	0	1	0	2	0	0	0	9	0	0	0	12	0	11	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	24	0	2	0	0	0	0	43	1	3	0	0	0	1	1	0	0	0	2	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	266	"AWI"	266	5243	7202	6417	0	1	6	31	3	3	2	29	2	0	2	0	0	0	5	0	0	0	28	0	4	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	6	11	7	0	0	1	0	59	1	2	0	0	0	1	1	0	0	1	2	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	270	"AWI"	270	5397	7306	6528	0	0	3	26	1	2	6	0	1	0	1	1	0	0	0	0	1	0	37	1	15	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	71	1	6	0	0	0	2	0	0	0	0	4	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	274	"AWI"	274	5624	7344	6629	0	0	3	33	3	1	2	0	2	0	0	0	0	0	0	0	0	0	40	0	2	0	0	0	0	0	2	0	0	1	0	0	2	0	1	0	1	0	0	1	0	4	0	4	0	0	0	0	54	1	0	0	0	1	0	1	0	0	0	2	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	278	"AWI"	278	5823	7397	6744	0	0	10	121	6	1	5	0	1	0	1	0	0	0	0	0	0	0	45	0	24	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	8	0	15	0	0	0	0	75	4	1	0	0	1	1	0	0	0	0	9	3	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	282	"AWI"	282	5988	7448	6862	0	1	5	93	2	2	2	0	1	1	1	0	0	0	4	0	0	0	23	0	7	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	1	0	0	2	0	7	0	4	0	0	0	0	44	1	2	0	0	0	0	1	0	0	0	5	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	285	"AWI"	285	6087	7493	6953	0	0	16	64	5	0	6	0	3	0	0	0	0	0	0	0	0	0	35	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	51	0	4	0	0	0	0	0	0	2	0	14	3	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	288	"AWI"	288	6170	7562	7043	0	0	23	19	3	0	1	0	4	0	1	0	0	0	0	0	0	0	40	0	25	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	51	1	2	0	0	0	0	1	0	0	0	28	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	291	"AWI"	291	6246	7633	7129	0	0	2	18	2	1	2	0	2	0	2	0	0	0	0	0	0	0	76	0	16	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	92	0	2	0	0	0	2	1	0	0	1	35	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	295	"AWI"	295	6461	7658	7206	0	0	12	13	1	1	2	0	0	0	0	0	0	0	0	0	0	0	20	0	25	0	0	0	0	0	1	0	0	0	0	0	4	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	14	1	4	0	0	0	0	0	0	0	0	12	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	300	"AWI"	300	6665	7693	7307	0	0	2	11	2	1	0	0	1	0	5	0	0	0	0	0	0	0	137	0	21	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	7	0	2	0	0	0	0	51	0	1	0	0	0	0	3	0	0	0	27	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	305	"AWI"	305	6835	7745	7411	0	0	6	67	6	1	2	0	2	0	2	0	0	0	2	0	0	0	25	0	12	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	57	0	3	0	0	0	2	1	0	0	0	9	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	310	"AWI"	310	6939	7814	7522	0	0	7	78	15	1	1	0	2	0	1	0	0	0	0	0	0	0	22	0	23	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	9	0	2	0	0	0	0	30	0	1	0	0	0	0	1	0	0	0	6	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	315	"AWI"	315	7085	7888	7609	0	0	3	3	8	2	2	0	2	0	2	0	0	0	0	0	0	0	120	0	19	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	1	0	0	0	1	11	0	0	0	0	0	0	33	0	4	0	0	0	1	4	0	0	0	24	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	320	"AWI"	320	7297	7907	7677	0	0	9	19	2	0	1	0	0	0	2	0	0	0	0	0	0	0	12	0	49	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	28	1	1	0	0	0	0	3	0	0	0	132	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	325	"AWI"	325	7488	7941	7746	0	0	3	2	12	0	2	0	2	0	2	0	0	0	0	0	1	0	107	0	16	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	2	10	0	0	0	0	0	0	27	0	4	0	0	0	2	5	0	0	0	1	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	330	"AWI"	330	7640	7997	7823	0	0	46	1	29	0	0	0	1	0	3	0	0	0	3	0	0	0	9	0	65	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	13	0	0	0	1	14	0	0	0	4	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	335	"AWI"	335	7717	8091	7902	0	0	22	8	7	1	0	0	1	0	2	0	0	0	0	0	0	0	15	0	23	0	0	0	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	4	0	0	0	0	2	0	0	0	5	0	0	0
