"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15974	24635	"Vertonne"	46.54972	-1.76472	10	"AWI"	10	-44	498	145	0	0	4	18	7	0	1	0	1	0	4	0	0	0	2	1	0	0	1	0	11	4	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	15	0	0	200	0	0	0	6	0	2	0	0	0	0	1	0	2	0	0	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	15	"AWI"	15	-26	774	241	0	0	2	66	2	1	1	33	1	0	10	0	0	0	2	2	0	0	1	0	7	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	20	"AWI"	20	-11	1050	337	0	0	4	16	2	0	1	0	1	0	3	1	0	0	0	0	0	2	1	0	8	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	4	0	3	0	0	0	1	1	0	0	0	0	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	25	"AWI"	25	46	1205	440	0	0	2	18	3	0	1	47	1	0	2	0	1	0	2	0	0	0	3	0	19	3	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	1	1	0	0	0	1	1	0	0	0	1	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	30	"AWI"	30	110	1300	553	0	0	1	19	1	0	1	0	0	0	3	0	0	0	2	0	0	0	1	0	7	8	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	35	"AWI"	35	154	1400	669	0	0	2	46	2	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	10	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	1	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	40	"AWI"	40	199	1533	784	0	0	1	26	1	0	1	0	1	0	2	0	0	0	0	0	0	2	4	0	5	4	0	0	0	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	45	"AWI"	45	241	1678	887	0	0	3	102	5	0	2	0	1	0	1	0	0	0	0	0	0	2	2	0	7	4	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	1	1	0	0	0	1	1	0	0	0	1	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	50	"AWI"	50	387	1744	996	0	0	7	2	5	0	1	16	1	0	0	0	0	0	0	0	0	0	4	0	5	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	2	0	0	0	1	0	0	0	0	0	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	55	"AWI"	55	480	1812	1103	0	0	9	124	9	0	0	0	1	0	3	0	0	0	5	1	0	0	13	0	14	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	60	"AWI"	60	561	1886	1208	1	0	12	62	7	0	0	0	3	0	0	0	0	0	0	0	0	0	19	1	11	3	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	29	0	3	0	0	0	0	0	0	0	0	3	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	65	"AWI"	65	631	2020	1314	0	0	6	65	14	1	1	0	2	0	1	0	0	0	0	1	0	0	17	0	23	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	1	0	0	0	0	1	0	0	0	1	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	70	"AWI"	70	833	2117	1430	0	0	13	39	6	0	4	0	1	0	0	0	0	0	0	0	0	0	18	0	14	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	19	0	3	0	0	0	0	0	0	0	0	1	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	75	"AWI"	75	1103	2187	1560	0	0	38	66	3	0	1	0	2	0	1	0	0	0	0	1	0	0	25	0	23	0	0	0	0	1	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	29	1	0	0	0	0	0	3	0	0	0	3	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	80	"AWI"	80	1307	2263	1700	0	0	12	45	6	0	0	0	2	0	2	0	0	0	0	0	0	0	9	0	21	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	1	0	0	0	0	1	0	0	0	1	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	85	"AWI"	85	1439	2394	1848	0	0	11	114	5	2	2	0	0	0	0	0	1	0	0	1	0	0	35	2	13	2	0	0	0	1	1	0	0	1	0	0	5	0	0	0	1	0	0	0	0	1	0	4	0	0	0	0	28	1	4	0	0	0	0	1	0	0	0	1	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	90	"AWI"	90	1547	2578	2001	0	0	18	41	2	0	1	0	2	0	0	0	0	0	2	0	0	0	29	0	17	0	0	0	0	2	3	0	0	0	0	1	6	0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	24	1	1	0	0	0	0	1	0	0	0	1	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	95	"AWI"	95	1736	2664	2177	1	0	5	42	2	0	1	18	1	0	1	0	0	0	0	1	0	0	10	0	14	3	0	2	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	15	1	5	0	0	0	2	0	0	0	0	1	1	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	100	"AWI"	100	1862	2782	2360	0	0	5	159	2	0	1	0	1	0	0	0	0	0	6	0	0	0	14	0	11	0	0	0	0	1	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	16	0	1	0	0	0	0	1	0	0	0	2	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	105	"AWI"	105	1949	2987	2534	0	0	4	105	5	1	1	11	2	0	2	0	0	0	0	0	0	0	26	0	11	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	33	0	4	0	0	0	3	0	0	0	0	2	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	110	"AWI"	110	2021	3288	2701	0	0	8	138	9	0	1	0	0	0	2	0	0	0	0	0	0	0	9	0	16	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	4	1	0	0	0	1	0	0	0	2	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	115	"AWI"	115	2122	3422	2808	0	0	3	129	3	0	2	0	1	0	2	0	0	0	0	0	0	0	4	0	4	7	0	0	0	2	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	3	0	2	0	0	0	2	0	0	0	0	1	1	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	120	"AWI"	120	2219	3489	2889	0	0	33	49	26	0	1	0	1	0	0	0	0	0	0	0	0	0	12	0	18	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	20	0	5	0	0	0	0	4	0	0	0	2	4	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	127	"AWI"	127	2338	3619	3009	0	0	67	41	2	1	0	0	0	0	2	0	0	0	0	0	0	0	29	0	58	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	20	0	1	0	0	0	0	1	0	0	0	4	1	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	131	"AWI"	131	2385	3704	3073	0	0	5	125	4	1	2	0	2	0	2	0	0	0	3	0	0	0	10	0	19	3	0	0	0	2	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	15	1	2	0	0	0	3	0	0	0	2	2	2	0	2
15974	24635	"Vertonne"	46.54972	-1.76472	135	"AWI"	135	2442	3777	3136	0	0	3	125	4	1	7	0	2	0	1	0	0	0	0	0	0	0	15	1	18	0	0	0	0	2	1	0	0	0	0	0	7	0	0	0	1	0	0	0	0	9	0	2	0	0	0	0	32	1	1	0	0	0	1	1	0	0	0	5	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	140	"AWI"	140	2558	3841	3214	0	0	6	106	4	2	2	0	2	0	2	0	0	0	4	0	0	0	21	1	15	3	0	0	0	2	2	0	0	0	0	0	2	0	0	0	2	0	0	0	1	5	0	2	0	0	0	0	48	0	2	0	0	0	2	2	0	0	1	2	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	145	"AWI"	145	2665	3911	3300	0	0	6	82	3	1	2	0	3	0	1	0	0	0	80	0	0	0	13	0	10	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	2	1	0	0	0	3	0	2	0	0	0	0	47	2	2	0	0	0	1	2	0	0	0	1	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	150	"AWI"	150	2745	4004	3382	0	1	4	85	4	1	3	0	2	0	2	0	0	0	0	0	0	0	18	2	13	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	2	0	0	1	0	13	0	3	0	0	0	0	45	1	0	0	0	0	2	2	0	0	0	2	1	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	155	"AWI"	155	2804	4111	3465	0	2	8	130	4	2	2	0	4	0	2	0	0	0	0	0	0	0	15	0	49	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	3	0	2	0	0	0	0	39	0	0	0	0	0	2	2	0	0	0	5	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	160	"AWI"	160	2956	4173	3544	0	0	7	84	5	1	3	0	2	0	2	0	0	0	0	0	0	0	18	0	28	0	0	0	0	1	1	0	0	1	0	0	7	0	0	0	2	0	0	0	0	6	0	2	0	0	0	0	40	0	0	0	0	0	1	1	0	0	0	2	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	165	"AWI"	165	3129	4217	3617	0	1	12	60	5	2	2	12	2	0	2	0	0	0	4	0	1	0	17	1	21	0	0	0	0	2	3	0	0	1	0	0	2	0	0	0	2	0	0	1	0	4	0	2	0	0	0	0	42	2	2	0	0	0	3	2	0	0	0	6	2	0	2
15974	24635	"Vertonne"	46.54972	-1.76472	170	"AWI"	170	3270	4271	3697	0	0	9	83	2	2	4	0	1	0	1	0	0	0	0	0	0	0	19	0	31	0	0	0	0	1	1	0	0	1	0	0	4	0	0	0	2	0	0	0	0	6	0	3	0	0	0	0	33	2	0	0	0	0	2	2	0	0	0	3	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	175	"AWI"	175	3370	4352	3774	0	0	5	96	8	1	2	0	2	0	1	0	0	0	4	0	1	0	22	0	26	0	0	0	0	2	2	0	0	0	0	0	6	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	33	2	2	0	0	0	1	1	0	0	0	5	2	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	180	"AWI"	180	3465	4482	3876	0	1	12	97	6	2	3	0	2	0	3	0	0	0	0	0	0	0	11	0	46	0	0	0	0	1	1	0	0	0	0	0	6	0	0	2	3	2	0	0	0	11	0	3	0	0	0	0	24	1	0	0	0	0	2	1	0	0	0	2	2	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	185	"AWI"	185	3566	4653	4020	0	0	10	84	18	1	3	0	1	0	2	0	0	0	0	0	0	0	24	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	25	0	2	0	0	0	0	0	0	0	0	3	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	190	"AWI"	190	3628	4885	4160	0	0	10	97	4	1	2	0	1	0	3	0	0	0	0	0	0	0	28	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	21	0	3	0	0	0	2	0	0	0	0	2	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	195	"AWI"	195	3683	5160	4286	0	0	9	117	6	1	2	0	1	0	0	0	0	0	0	0	0	0	29	0	18	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	32	3	4	0	0	0	0	1	0	0	0	2	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	200	"AWI"	200	3716	5458	4413	0	0	7	50	3	0	1	0	1	0	0	0	0	0	0	0	0	0	36	0	16	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	22	0	1	0	0	0	1	0	0	0	0	3	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	205	"AWI"	205	3837	5613	4564	0	0	16	116	1	0	3	0	1	0	1	0	0	0	0	0	0	0	42	0	14	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	2	0	0	0	0	2	0	0	0	2	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	210	"AWI"	210	3913	5743	4723	0	0	3	35	3	0	2	0	0	0	4	0	0	0	0	0	1	0	24	0	2	5	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	5	0	2	0	0	0	1	2	0	0	0	2	0	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	215	"AWI"	215	3987	5928	4871	0	0	13	85	5	2	0	0	1	0	6	0	0	0	0	0	0	0	53	0	17	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	54	2	0	0	0	0	0	8	0	0	0	8	0	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	220	"AWI"	220	4053	6162	5007	0	0	4	66	3	1	2	0	0	0	2	0	0	0	0	0	0	0	24	0	11	3	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	22	0	1	0	0	0	2	0	0	0	0	2	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	225	"AWI"	225	4142	6364	5151	0	0	8	116	2	2	0	0	0	0	0	0	0	0	0	0	0	0	41	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	47	1	1	0	0	0	0	0	0	0	0	2	1	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	230	"AWI"	230	4292	6468	5300	0	0	9	75	1	1	3	0	2	0	0	0	0	0	0	0	0	0	27	0	14	0	0	0	0	2	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	61	1	1	0	0	0	1	0	0	0	0	3	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	235	"AWI"	235	4393	6551	5458	0	0	9	117	1	2	1	0	1	0	0	0	0	0	2	0	0	0	57	1	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	50	1	5	0	0	0	0	0	0	0	0	1	2	0	0
15974	24635	"Vertonne"	46.54972	-1.76472	239	"AWI"	239	4458	6630	5578	0	0	11	96	3	3	4	0	2	0	2	0	0	4	0	0	0	0	41	0	4	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	69	1	2	0	0	0	2	2	0	0	0	3	2	0	1
15974	24635	"Vertonne"	46.54972	-1.76472	243	"AWI"	243	4512	6739	5704	0	2	9	91	2	2	4	0	1	0	2	0	0	0	0	0	0	0	31	0	8	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	56	2	2	0	0	0	0	0	0	0	0	2	2	1	1
15974	24635	"Vertonne"	46.54972	-1.76472	248	"AWI"	248	4678	6876	5850	0	0	7	50	5	3	3	0	2	1	2	0	0	0	5	0	0	0	20	0	6	0	0	0	0	2	0	0	0	2	0	0	6	0	0	0	1	1	0	0	0	4	0	4	0	0	0	0	38	1	3	0	0	0	1	1	0	0	0	3	3	0	2
