"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16654	26431	"Fuschlsee"	47.8042	13.27474	73	"AWI"	73	183	684	427	2	2	31	1	0	0	2	0	0	61	1	0	1	0	0	0	0	56	0	19	0	0	0	0	0	79	0	3	0	1	1	0	0	0	0	14	85	175	11	0	0	0	0	84	0	0	0	2	4	1	0	0	2	0	0	0	3	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	78	"AWI"	78	212	721	460	16	0	44	2	1	0	1	0	0	41	1	0	3	0	0	0	0	45	0	20	0	0	0	0	0	77	0	1	0	1	0	0	1	0	0	10	49	0	8	0	0	0	0	109	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	83	"AWI"	83	246	749	494	27	4	50	0	0	0	3	0	0	51	3	0	3	0	0	0	0	77	0	18	0	0	0	0	0	68	0	2	0	2	10	0	0	0	0	11	63	0	17	0	0	0	0	105	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	90	"AWI"	90	275	796	541	37	4	68	0	0	0	5	0	0	32	1	0	0	0	0	0	1	14	0	11	0	0	0	0	0	219	0	1	0	0	1	0	0	0	0	19	78	0	11	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	93	"AWI"	93	310	808	561	13	1	54	0	0	0	3	0	0	51	0	0	0	0	0	0	0	63	0	11	0	0	0	0	0	60	0	1	0	5	31	0	0	0	0	17	92	91	17	0	0	0	0	101	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	98	"AWI"	98	356	834	597	26	4	27	1	1	0	4	0	0	87	2	0	3	0	0	0	0	80	0	10	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	20	94	33	0	42	0	0	0	43	0	0	0	0	0	3	0	0	0	1	0	0	18	0	1	0
16654	26431	"Fuschlsee"	47.8042	13.27474	103	"AWI"	103	384	866	633	9	6	11	0	1	0	2	0	0	49	0	0	2	0	0	0	0	16	0	1	0	0	0	0	0	255	0	2	0	0	0	0	0	0	0	12	97	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	108	"AWI"	108	431	905	665	37	7	17	0	0	0	3	0	0	14	0	0	1	0	0	0	0	28	0	5	0	0	0	0	0	253	0	0	0	0	1	0	0	0	0	3	127	44	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	113	"AWI"	113	469	929	697	48	2	43	1	3	0	4	0	0	46	2	0	4	0	0	0	0	42	0	10	0	0	0	0	0	217	0	1	0	2	1	0	0	0	0	11	64	0	14	0	0	0	0	41	0	0	0	1	0	4	0	0	1	0	0	0	3	0	0	1
16654	26431	"Fuschlsee"	47.8042	13.27474	118	"AWI"	118	500	961	731	21	4	40	3	0	1	6	0	0	30	0	0	3	0	0	0	0	51	0	10	0	0	0	0	0	243	1	1	0	0	1	0	0	0	0	5	82	0	7	44	0	0	0	30	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	123	"AWI"	123	549	993	763	10	1	29	1	0	0	2	0	0	28	0	0	0	0	0	0	0	36	0	4	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	6	183	0	8	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	128	"AWI"	128	615	1010	795	19	0	49	0	0	0	5	0	0	21	0	0	3	0	0	0	0	47	0	18	1	0	0	0	0	141	0	0	0	2	0	0	0	0	0	11	79	0	12	0	0	0	0	107	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0
16654	26431	"Fuschlsee"	47.8042	13.27474	133	"AWI"	133	652	1034	826	9	0	37	0	0	0	3	0	0	33	0	0	2	0	0	0	0	29	0	2	2	0	0	0	0	179	0	2	0	0	0	0	0	0	0	12	136	62	9	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	138	"AWI"	138	716	1062	865	7	2	46	1	0	0	6	0	0	66	2	0	1	0	0	0	0	47	0	9	0	0	0	0	0	159	0	0	0	3	0	0	0	0	0	9	76	0	32	0	0	0	0	69	0	0	0	1	7	1	0	0	0	0	1	0	1	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	143	"AWI"	143	784	1101	915	8	1	60	2	0	0	7	0	0	30	1	0	2	0	0	0	0	54	0	13	0	0	0	0	0	136	0	2	0	1	2	0	0	0	0	4	113	101	19	0	0	0	0	49	0	0	0	2	0	3	0	0	0	0	1	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	148	"AWI"	148	816	1149	962	10	1	64	4	1	0	5	0	0	62	1	0	6	0	0	0	0	75	1	18	0	0	0	0	0	132	0	2	0	1	16	0	0	0	0	10	55	0	19	97	0	0	0	133	0	0	0	1	9	2	0	0	0	0	0	0	0	1	1	0
16654	26431	"Fuschlsee"	47.8042	13.27474	158	"AWI"	158	945	1226	1087	16	4	50	0	0	0	2	0	0	63	1	0	3	0	0	0	0	63	0	19	0	0	0	0	0	95	0	2	0	0	37	0	0	0	0	14	48	0	18	0	0	0	0	121	0	0	0	0	0	3	0	0	1	0	1	0	1	2	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	163	"AWI"	163	990	1271	1150	0	3	68	1	0	0	6	0	0	84	4	0	4	0	0	0	0	106	0	8	0	0	0	0	0	122	0	0	0	4	10	0	0	0	0	20	65	0	22	0	0	0	0	108	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	168.5	"AWI"	168.5	1026	1332.5	1201	6	1	46	0	0	0	6	0	0	83	1	0	2	0	0	0	0	64	0	27	0	0	0	0	0	95	0	4	0	1	28	0	0	0	0	16	25	0	22	70	0	0	0	88	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	193	"AWI"	193	1151	1572	1364	89	3	51	2	0	0	4	0	0	12	0	0	2	0	0	0	0	17	0	3	0	0	0	0	0	186	0	9	0	0	0	0	0	1	0	14	66	0	0	0	0	0	0	39	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	203	"AWI"	203	1213	1636	1423	11	2	42	0	1	0	1	0	0	41	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	150	0	2	0	0	0	0	0	0	0	33	137	57	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	213	"AWI"	213	1267	1700	1482	91	1	30	0	0	0	0	0	0	57	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	193	0	4	0	0	0	0	0	0	0	15	71	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	223	"AWI"	223	1315	1751	1540	10	2	67	0	0	0	3	0	0	30	0	0	0	0	0	0	0	30	0	3	0	0	0	0	0	218	0	5	0	0	0	0	0	0	0	49	106	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	233	"AWI"	233	1388	1805	1597	65	0	93	0	0	0	0	0	0	59	0	0	0	0	0	0	0	51	0	3	0	0	3	0	0	194	0	7	0	0	1	0	0	0	0	25	58	24	7	0	0	0	0	46	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	243	"AWI"	243	1453	1861	1656	5	4	95	0	0	0	3	0	0	65	0	0	0	0	0	0	0	38	0	1	0	0	0	0	0	214	0	1	0	0	0	0	0	0	0	11	54	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	252	"AWI"	252	1523	1901	1709	58	4	95	1	4	1	1	0	0	106	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	129	0	5	0	0	1	0	0	0	0	10	55	0	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	263	"AWI"	263	1619	1960	1775	6	3	76	1	0	0	5	0	0	49	0	0	1	0	0	0	0	50	0	1	0	0	0	0	0	179	0	3	0	0	1	0	0	0	0	19	100	0	10	0	0	0	0	80	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1
16654	26431	"Fuschlsee"	47.8042	13.27474	273	"AWI"	273	1674	2027	1840	14	3	62	0	0	0	3	0	0	40	1	0	1	0	0	0	0	29	0	1	0	0	0	0	0	227	0	1	0	0	0	0	0	0	0	9	82	31	13	0	0	0	0	68	0	0	0	0	0	1	0	0	1	0	0	2	5	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	283	"AWI"	283	1732	2128	1907	22	3	54	1	2	0	3	0	0	34	1	0	0	0	0	0	0	21	0	1	0	0	0	0	0	191	0	2	0	0	0	0	0	0	0	13	84	0	20	0	0	0	0	77	0	0	0	1	0	1	0	0	1	0	0	0	3	1	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	303	"AWI"	303	1841	2313	2045	20	6	64	1	0	0	2	0	0	32	1	0	0	0	0	0	0	35	0	8	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	7	52	0	12	0	0	0	0	78	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	313	"AWI"	313	1902	2389	2122	23	1	43	1	0	0	2	0	0	22	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	196	0	3	0	0	0	0	0	0	0	13	80	0	11	0	0	0	0	102	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	323	"AWI"	323	1970	2459	2190	27	2	50	1	0	0	3	0	0	32	1	0	2	0	0	0	0	42	0	2	0	0	0	0	0	206	0	1	0	0	0	0	0	0	0	18	40	0	9	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	333	"AWI"	333	2028	2543	2255	28	1	32	0	0	0	4	0	0	53	1	0	0	0	0	0	0	26	0	1	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	9	58	56	0	0	0	0	0	78	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	343	"AWI"	343	2095	2589	2322	18	0	109	0	0	2	1	0	0	99	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	216	0	2	0	0	0	0	0	0	0	4	18	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	353	"AWI"	353	2189	2634	2382	139	0	78	0	1	0	7	0	0	27	0	0	0	0	0	0	0	35	0	9	0	0	0	0	0	134	0	5	0	0	0	0	0	0	0	1	49	19	0	0	0	0	0	69	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	363	"AWI"	363	2274	2681	2448	52	6	73	0	0	0	5	0	0	32	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	156	0	1	0	0	0	0	0	0	0	5	78	0	0	0	0	0	0	78	0	0	0	1	0	0	0	0	1	0	0	0	9	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	373	"AWI"	373	2343	2768	2539	33	2	67	0	0	0	1	0	0	64	0	0	1	0	0	0	0	31	0	0	0	0	0	0	0	223	0	1	0	0	1	0	0	0	0	2	48	0	0	0	0	0	0	43	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	383	"AWI"	383	2414	2860	2625	49	0	64	0	0	0	2	0	0	39	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	238	0	2	0	0	0	0	0	0	0	2	57	0	8	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	393	"AWI"	393	2475	2946	2715	50	5	103	0	0	1	3	0	0	65	0	0	1	0	0	0	0	30	0	2	0	0	0	0	0	214	0	1	0	0	1	0	0	0	0	0	36	20	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	403	"AWI"	403	2569	3015	2800	54	3	61	0	0	0	1	0	0	53	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	248	0	1	0	0	0	0	0	0	0	4	27	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	413	"AWI"	413	2661	3086	2874	47	1	24	0	0	0	2	0	0	13	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	286	0	2	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	423	"AWI"	423	2739	3148	2949	43	0	70	1	0	1	0	0	0	68	0	0	0	0	0	0	0	34	0	1	0	0	0	0	0	201	0	2	0	0	0	0	0	0	0	4	53	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	433	"AWI"	433	2783	3198	2993	45	1	102	0	0	0	0	0	0	112	0	0	1	0	0	0	0	35	0	5	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	4	43	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	443	"AWI"	443	2821	3247	3034	40	1	72	1	0	0	6	0	0	48	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	272	0	1	0	0	0	0	0	0	0	3	57	0	7	0	0	0	0	36	0	0	0	0	0	1	2	0	1	0	0	0	9	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	455	"AWI"	455	2867	3299	3086	80	1	81	3	0	0	2	0	0	46	0	0	1	0	0	0	0	38	0	3	0	0	0	0	0	264	0	2	0	0	2	0	0	0	0	2	41	0	10	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	466	"AWI"	466	2906	3352	3134	54	1	65	1	0	0	5	0	0	44	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	223	0	1	0	0	0	0	0	0	0	1	52	0	5	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	476	"AWI"	476	2956	3392	3178	106	0	96	0	1	0	2	0	0	60	0	0	0	0	0	0	0	43	0	5	0	0	0	0	0	214	0	3	0	0	0	0	0	0	0	2	50	15	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	486	"AWI"	486	2999	3436	3222	49	1	55	0	0	0	2	0	0	43	0	0	1	0	0	0	0	33	0	0	0	0	0	0	0	283	0	1	0	0	0	0	0	0	0	4	31	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	495	"AWI"	495	3041	3473	3262	44	0	48	0	0	0	1	0	0	44	1	0	0	0	0	0	0	31	0	1	0	0	0	0	0	306	0	1	0	0	0	0	0	0	0	5	33	0	4	0	0	0	0	43	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	505	"AWI"	505	3094	3517	3306	23	1	94	1	1	0	3	0	0	57	0	0	2	0	0	0	0	53	0	1	0	0	0	0	0	294	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	515	"AWI"	515	3145	3569	3354	39	0	81	1	1	0	2	0	0	45	0	0	2	0	0	0	0	39	0	4	0	0	0	0	0	284	1	1	0	0	0	0	0	0	0	2	50	0	13	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	525	"AWI"	525	3197	3613	3398	51	2	91	0	0	1	1	0	0	51	0	0	1	0	0	0	0	54	0	2	0	0	0	0	0	238	0	4	0	0	0	0	0	0	0	3	36	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	533	"AWI"	533	3247	3640	3431	73	1	64	0	2	0	5	0	0	59	0	0	0	0	0	0	0	37	0	7	0	0	0	0	0	264	0	5	0	0	0	0	0	0	0	0	43	0	8	0	0	0	0	31	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	543	"AWI"	543	3294	3683	3474	37	0	100	1	0	0	7	0	0	23	1	0	0	0	0	0	0	49	0	2	0	0	0	0	0	259	0	2	0	0	0	0	0	0	0	0	35	0	9	0	0	0	0	38	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	553	"AWI"	553	3373	3724	3518	69	0	91	1	1	1	9	0	0	42	0	0	1	0	0	0	0	54	0	3	0	0	0	0	0	300	0	5	0	0	0	0	0	0	0	2	38	0	12	0	0	0	0	42	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	2
16654	26431	"Fuschlsee"	47.8042	13.27474	563	"AWI"	563	3435	3761	3562	68	1	68	0	0	0	9	0	0	27	0	0	0	0	0	0	0	58	0	5	0	0	0	0	0	260	0	3	0	0	0	0	0	0	0	2	32	0	5	0	0	0	0	51	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	1
16654	26431	"Fuschlsee"	47.8042	13.27474	573	"AWI"	573	3493	3810	3623	37	1	142	0	1	0	0	0	0	69	0	0	0	0	0	0	0	49	0	4	0	0	0	0	0	198	0	2	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	35	0	0	0	0	0	1	0	0	0	0	1	0	13	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	578	"AWI"	578	3573	3861	3689	52	2	117	1	0	0	3	0	0	125	0	0	1	0	0	0	0	37	0	2	0	0	0	0	0	146	0	8	0	0	1	0	0	0	0	0	7	0	0	0	0	1	0	39	0	0	0	0	0	2	0	0	0	0	0	3	14	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	583	"AWI"	583	3611	3971	3765	84	3	74	0	0	0	4	0	0	32	0	0	0	0	0	0	0	55	0	3	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	1	47	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	588	"AWI"	588	3646	4115	3840	58	1	84	1	1	0	2	0	0	10	0	0	1	0	0	0	0	50	0	2	0	0	0	0	0	250	0	5	0	0	1	0	0	0	0	0	33	0	5	0	0	0	0	36	0	0	0	1	0	0	0	0	0	1	0	3	14	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	593	"AWI"	593	3793	4184	3969	54	1	53	0	0	0	2	0	0	26	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	280	0	4	0	0	0	0	0	0	0	0	34	0	3	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	598	"AWI"	598	3872	4319	4099	52	1	119	0	0	1	3	0	0	55	0	0	0	0	0	0	0	58	0	2	0	0	0	0	0	194	0	5	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	43	0	0	0	0	0	1	0	0	0	0	0	2	6	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	603	"AWI"	603	3927	4506	4213	87	2	74	1	0	0	2	0	0	30	1	0	0	0	0	0	0	52	0	2	0	0	0	0	0	212	0	2	0	0	1	0	0	0	0	0	44	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	613	"AWI"	613	4050	4689	4372	52	2	73	0	0	0	1	0	0	24	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	269	0	2	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	623	"AWI"	623	4200	4884	4538	45	3	97	0	0	0	1	0	0	18	0	0	0	0	0	0	0	39	0	4	0	0	0	0	0	251	0	2	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	48	0	0	0	0	0	1	0	0	0	0	0	12	10	0	0	0
16654	26431	"Fuschlsee"	47.8042	13.27474	633	"AWI"	633	4323	5104	4716	56	3	127	0	0	0	0	0	0	57	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	158	0	6	0	0	0	0	0	0	0	1	36	14	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0
