"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3385	4389	"Roztoki"	49.74255	21.54422	340	"AWI"	340	6976	8969	8083	0	0.321543408360129	31.8327974276527	0	0	0	0.964630225080386	0	0	0	0	0.321543408360129	0	0	26.0450160771704	4.82315112540193	0	0	0	0	0	0	0.321543408360129	0	0	4.82315112540193	0	0	0.321543408360129	0.321543408360129	7.07395498392283	0	0	0	0	0.643086816720257	0	0	9.96784565916399	12.2186495176849	0
3385	4389	"Roztoki"	49.74255	21.54422	345	"AWI"	345	7266	9061	8286	0	0	35.8674463937622	0	0	0.194931773879142	1.364522417154	0	0	0	0	0	0	0	25.3411306042885	2.72904483430799	0	0	0	0	0	0	0	0	0.194931773879142	6.04288499025341	0	0	0.389863547758285	0	4.09356725146199	0	0	0	0	0.194931773879142	0	0	12.6705653021442	10.7212475633528	0.194931773879142
3385	4389	"Roztoki"	49.74255	21.54422	350	"AWI"	350	7442	9238	8490	0	0.344827586206897	25.5172413793103	0	0	0	1.03448275862069	0	0	0	0	0	0	0	18.9655172413793	2.06896551724138	0	0	0	0	0.344827586206897	0	0	0	0.344827586206897	13.7931034482759	0	0	0.689655172413793	0	5.51724137931035	0	0	0.344827586206897	0	0	0	0.344827586206897	20.3448275862069	10	0.344827586206897
3385	4389	"Roztoki"	49.74255	21.54422	355	"AWI"	355	7766	9307	8675	0	0	30.1694915254237	0	0	0	0	0	0	0	0	0	0	0	26.7796610169492	1.01694915254237	0	0	0	0.338983050847458	0	0	0	0	0	15.2542372881356	0	0	0.677966101694915	0	2.71186440677966	0	0	0	0	0.677966101694915	0	0	14.5762711864407	7.79661016949153	0
3385	4389	"Roztoki"	49.74255	21.54422	360	"AWI"	360	8028	9417	8880	0	0	10.2040816326531	0	0	0	0.680272108843537	0	0	0	0	0	0	0	39.7959183673469	9.18367346938776	0	0	0	0	0.680272108843537	0	0	0	0	2.72108843537415	0	0	6.80272108843537	0	3.74149659863946	0	0	1.02040816326531	0	0	0	0	10.8843537414966	14.2857142857143	0
3385	4389	"Roztoki"	49.74255	21.54422	365	"AWI"	365	8529	9502	9089	0	0	36.6336633663366	0	0	0	0.594059405940594	0	0	0	0	0	0	0	20.5940594059406	21.1881188118812	0	0	0	0	0	0	0	0	0	3.16831683168317	0	0	0.594059405940594	0	4.55445544554455	0	0	0	0	0	0	0	6.13861386138614	6.53465346534654	0
3385	4389	"Roztoki"	49.74255	21.54422	370	"AWI"	370	8781	9736	9331	0	0	45.6953642384106	0	0	0	0.662251655629139	0	0	0	0	0	0	0	33.112582781457	0.662251655629139	0	0	0	0	0	0	0	0	0	8.27814569536424	0	0	0	0	5.29801324503311	0	0	0.33112582781457	0	0	0.33112582781457	0.33112582781457	0	4.96688741721854	0.33112582781457
3385	4389	"Roztoki"	49.74255	21.54422	375	"AWI"	375	9570	10074	9696	0	0	31.1188811188811	0.34965034965035	0	0	1.04895104895105	0	0	0	0	0	0	0	20.979020979021	7.34265734265734	0	0	0	0	0	0	0	0	0	9.44055944055944	0	0	2.44755244755245	0	3.4965034965035	0	0	0	0	0.699300699300699	0	0	17.1328671328671	5.94405594405594	0
3385	4389	"Roztoki"	49.74255	21.54422	383	"AWI"	383	10135	10949	10442	0	0	12.2340425531915	0	0	0	2.12765957446809	0	0	0	0	0	0	0	55.8510638297872	4.25531914893617	0	0	0	0	0	0	0	0.531914893617021	0	9.04255319148936	0	0	2.12765957446809	0	1.59574468085106	0	0	0	0	1.06382978723404	0	0	0	11.1702127659574	0
3385	4389	"Roztoki"	49.74255	21.54422	388	"AWI"	388	10789	11212	10995	0	0	9.94475138121547	0	0	0	1.10497237569061	0	0	1.10497237569061	0	0	0	0	67.9558011049724	0	0	0	0	0	0	0	0	0	0	4.97237569060773	0	0	2.20994475138122	0	2.20994475138122	0	0	0.552486187845304	0	1.10497237569061	0	0	0	8.28729281767956	0.552486187845304
3385	4389	"Roztoki"	49.74255	21.54422	393	"AWI"	393	11134	11473	11285	0	0	0	0.277777777777778	0	0	1.94444444444444	0	67.3611111111111	0	0	0	0	0	0	0.555555555555556	0	0	0	0	0.138888888888889	0	0	0	0	4.16666666666667	0	0	8.88888888888889	0	0	0	0	0	0	0.555555555555556	0	0	0	16.1111111111111	0
3385	4389	"Roztoki"	49.74255	21.54422	398	"AWI"	398	11218	11724	11411	0	0	0.146412884333821	0.439238653001464	0	0	2.63543191800879	0	54.0263543191801	0	0	0	0	0	0	1.90336749633968	0	0	0	0	0	0	0	0.146412884333821	0	0.585651537335286	30.1610541727672	0	7.17423133235725	0	0.292825768667643	0	0	0.292825768667643	0	0.732064421669107	0	0.585651537335286	0	0.878477306002928	0
3385	4389	"Roztoki"	49.74255	21.54422	403	"AWI"	403	11281	11915	11522	0	0	0	0.408997955010225	0	0	4.39672801635992	0	48.0572597137014	0	0	0	0	0	0	1.12474437627812	0	0	0	0	0	0	0	0.613496932515337	0	0.920245398773006	35.1738241308793	0	7.56646216768916	0	0.306748466257669	0	0	0.306748466257669	0	0.511247443762781	0	0.306748466257669	0	0.306748466257669	0
3385	4389	"Roztoki"	49.74255	21.54422	408	"AWI"	408	11334	12059	11627	0	0	0	0.433839479392625	0	0	1.51843817787419	0	52.1691973969631	0	0	0	0	0	0	1.62689804772234	0	0	0	0	0	0	0	0.325379609544469	0	0.325379609544469	33.297180043384	0	8.67678958785249	0	0	0	0	0	0	0.542299349240781	0	0.433839479392625	0	0.650759219088937	0
