"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15992	24671	"Petit Rocher"	46.66306	-1.91556	3	"AWI"	3	5022	5642	5376	0	0.140845070422535	1.12676056338028	50.5633802816901	0.422535211267606	0.140845070422535	0.28169014084507	0	1.54929577464789	0.28169014084507	0	0.563380281690141	0	0	0	0	0.845070422535211	0	0	0	0	1.97183098591549	0	6.05633802816901	0	0.140845070422535	0	0	0	0.140845070422535	0.140845070422535	0	0.140845070422535	0.140845070422535	0	0	0	0	0.28169014084507	0	0	0	0	0	0.140845070422535	0	0	0	0	0.845070422535211	0	0	0	0	0	33.0985915492958	0	0	0	0	0.140845070422535	0	0.140845070422535	0	0	0	0.140845070422535	0	0	0.28169014084507	0.140845070422535	0.140845070422535	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	6	"AWI"	6	5091	5707	5446	0	0	0.688073394495413	49.7706422018349	0.458715596330275	0.229357798165138	0.229357798165138	0	2.75229357798165	0.458715596330275	0	0.229357798165138	0	0	0	0	2.06422018348624	0	0	0	0	2.06422018348624	0	1.37614678899083	0	0.229357798165138	0	0	0	0.229357798165138	0.229357798165138	0	0	0	0	0	0	0	0.688073394495413	0.229357798165138	0	0	0	0	0	0	0	0	0	0.458715596330275	0	0	0	0	0	35.5504587155963	0.229357798165138	0	0	0	0.229357798165138	0	0.229357798165138	0	0	0.229357798165138	0	0	0	0.688073394495413	0.229357798165138	0.229357798165138	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	9	"AWI"	9	5137	5795	5509	0	0	1.25523012552301	48.744769874477	0.418410041841004	0	0.104602510460251	0	0	0.104602510460251	0	0.104602510460251	0	0	0	0	2.82426778242678	0	0	0	0	1.77824267782427	0.104602510460251	3.66108786610879	0	0	0	0	0	0	0.209205020920502	0	0.104602510460251	0	0	0	0	0	0	0.104602510460251	0	0	0	0	0	0	0	0	0	0.732217573221757	0	0	0	0	0	38.0753138075314	0.941422594142259	0	0	0	0	0	0	0	0	0	0	0	0	0.104602510460251	0.313807531380753	0.104602510460251	0.104602510460251	0.104602510460251
15992	24671	"Petit Rocher"	46.66306	-1.91556	12	"AWI"	12	5179	5897	5570	0	0.316455696202532	1.58227848101266	47.7848101265823	0.316455696202532	0	0.632911392405063	0	0	0.316455696202532	0	0.316455696202532	0	0	0	0	0	0	0	0	0	1.89873417721519	0	2.84810126582278	0	0	0	0	0	0.316455696202532	0.316455696202532	0	0	0	0	0	0	0	0.632911392405063	0	0	0	0	0	0	0.316455696202532	0	0	0	0.632911392405063	0	0	0	0	0	39.5569620253165	0.632911392405063	0	0	0	0.316455696202532	0	0.316455696202532	0	0	0	0	0	0	0.316455696202532	0.316455696202532	0.316455696202532	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	15	"AWI"	15	5206	6011	5629	0	0	1.84615384615385	64.3076923076923	0.307692307692308	0.307692307692308	0.615384615384615	0	1.23076923076923	0.923076923076923	0	0	0	0	0	0	0	0	0	0	0	2.15384615384615	0	4.30769230769231	0	0	0	0	0	0	0.307692307692308	0	0	0	0	0	0	0.307692307692308	0.307692307692308	0	0.307692307692308	0	0	0	0	0.307692307692308	0	0	0	0	0	0	0	0	0	19.0769230769231	1.53846153846154	0.307692307692308	0	0	0	0	0.307692307692308	0	0	0	0	0	0.307692307692308	0.307692307692308	0.307692307692308	0.307692307692308	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	18	"AWI"	18	5255	6066	5672	0	0.552486187845304	4.41988950276243	53.5911602209945	0	0	1.10497237569061	0	0	1.10497237569061	0	0.552486187845304	0	0	0	0	0	0	0	0	0	14.3646408839779	0	3.86740331491713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10497237569061	0	0	0	0	0	0	0	0	0	15.4696132596685	1.10497237569061	0.552486187845304	0	0	0	0	0.552486187845304	0	0	0	0	0	0	1.65745856353591	0	0	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	21	"AWI"	21	5305	6088	5713	0	0	2.99003322259136	46.843853820598	0.166112956810631	0.166112956810631	1.49501661129568	0	2.82392026578073	0.996677740863787	0	0.498338870431894	0	0.332225913621262	0	0	0	0	0	0	0	4.15282392026578	0.166112956810631	6.31229235880399	0.166112956810631	0	0	0	0	0	0.166112956810631	0	0.332225913621262	0	0	0	0	0	0.498338870431894	0	0	0	0	0	0	0.166112956810631	0	13.953488372093	0	1.32890365448505	0	0	0	0	0	13.6212624584718	0.498338870431894	0.166112956810631	0	0	0	0.332225913621262	0	0	0	0	0	0	0	0.664451827242525	0.664451827242525	0.498338870431894	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	24	"AWI"	24	5343	6107	5749	0	0	1.65016501650165	63.036303630363	0.33003300330033	0	1.32013201320132	0	0	0.66006600660066	0	0.33003300330033	0	0	0	0	0	0	0	0	0	5.61056105610561	0	6.6006600660066	0	0.33003300330033	0	0	0	0.33003300330033	0	0	0	0	0	0	0	0	0.66006600660066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1716171617162	0.66006600660066	0	0	0	0	0	0	0	0	0	0	0	0	1.32013201320132	0.33003300330033	0.66006600660066	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	27	"AWI"	27	5372	6144	5785	0	0	4.68384074941452	58.3138173302108	0.702576112412178	0	1.40515222482436	0	0	0.234192037470726	0	1.87353629976581	0	0	0	0	0	0	0	0	0	3.98126463700234	0	4.91803278688525	0	0	0	0	0	0	0.468384074941452	0	0	0	0	0	0	0	1.17096018735363	0	0	0	0	0	0	0.234192037470726	0	0	0	0	0	0	0.234192037470726	0	0	18.0327868852459	0.468384074941452	0.234192037470726	0	0	0.468384074941452	0	0.234192037470726	0	0	0	0.234192037470726	0	0.234192037470726	0.936768149882904	0.234192037470726	0.702576112412178	0	0
15992	24671	"Petit Rocher"	46.66306	-1.91556	30	"AWI"	30	5397	6189	5817	0	0	2.0979020979021	64.3356643356643	0	0	1.04895104895105	0	0	0	0	0	0	0	0.34965034965035	0	0	0	0	0	0	4.1958041958042	0	4.1958041958042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34965034965035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6293706293706	0.34965034965035	0.34965034965035	0	0	0.34965034965035	0	0.34965034965035	0	0	0	0	0	0	0.34965034965035	0.34965034965035	0.34965034965035	0	0.34965034965035
