"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Droseraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3423	4436	"Sluggan Moss"	54.77694	-6.25833	2	"AWI"	2	-89	94	2	8	0.666666666666667	0	0	0.666666666666667	9.33333333333333	0	0	0	34.6666666666667	2.66666666666667	0	0	0	0	2.66666666666667	0	0	0	0	0	0	0	4.66666666666667	26	0	0	8	1.33333333333333	0	0	0.666666666666667	0	0	0	0	0	0	0.666666666666667	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	4	"AWI"	4	-72	173	36	11.8483412322275	0	0	0	0.4739336492891	4.2654028436019	0	0	0	45.0236966824645	4.02843601895735	0	0	0	0.4739336492891	1.18483412322275	0	0	0	0	0	0	0.947867298578199	2.8436018957346	18.957345971564	0	0	7.58293838862559	0	0	0	0	0.23696682464455	0	0	0	0	0	2.13270142180095	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	8	"AWI"	8	-51	357	102	16.5432098765432	0	0	0	0.493827160493827	8.14814814814815	0.246913580246914	0	0.246913580246914	31.8518518518519	10.1234567901235	0	0	0	0.246913580246914	2.22222222222222	0	0	0	0	0	0	0.987654320987654	2.96296296296296	9.62962962962963	0	0	12.8395061728395	0.740740740740741	0	0	0	1.23456790123457	0	0	0	0	0	1.48148148148148	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	12	"AWI"	12	0	443	183	2.32558139534884	0	0	0	1.16279069767442	6.68604651162791	0.290697674418605	0	0	16.8604651162791	34.593023255814	0	0	0	0	0.290697674418605	0	0	0	0	0	0.290697674418605	0.290697674418605	6.68604651162791	18.6046511627907	0	0	8.72093023255814	0.581395348837209	0	0	0.872093023255814	0.581395348837209	0	0	0.290697674418605	0	0	0.581395348837209	0	0.290697674418605
3423	4436	"Sluggan Moss"	54.77694	-6.25833	16	"AWI"	16	31	551	261	6.07210626185958	0	0	0	0.189753320683112	7.02087286527514	0	0	0	35.4838709677419	23.3396584440228	0	0	0.189753320683112	0	0.379506641366224	0	0	0	0	0	0.189753320683112	0.189753320683112	5.69259962049336	12.3339658444023	0	0	7.21062618595825	0.379506641366224	0	0	0.569259962049336	0.759013282732448	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	20	"AWI"	20	93	638	341	3.54609929078014	0	0	0	0.354609929078014	7.09219858156028	0	0	0	36.8794326241135	31.5602836879433	0	0	0	0	0.177304964539007	0	0.177304964539007	0	0.177304964539007	0	0	0.177304964539007	3.36879432624113	10.6382978723404	0	0	4.60992907801418	0.354609929078014	0	0	0.354609929078014	0.531914893617021	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	24	"AWI"	24	148	714	432	17.8841309823678	0	0	0	0.503778337531486	8.06045340050378	0	0	0	41.0579345088161	13.3501259445844	0	0	0	0	0.251889168765743	0	0	0	0	0	0	0	2.77078085642317	5.54156171284635	0	0	8.81612090680101	0	0	0	0.503778337531486	0.503778337531486	0	0	0	0	0	0.251889168765743	0.503778337531486	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	32	"AWI"	32	316	858	609	16.5775401069519	0	0	0	0	9.35828877005348	0	0	0	43.8502673796791	10.6951871657754	0	0	0	0	2.13903743315508	0	0	0	0	0	0	0	1.06951871657754	6.14973262032086	0	0	6.95187165775401	0.53475935828877	0	0	0	1.06951871657754	0	0.267379679144385	0	0	0	1.33689839572193	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	36	"AWI"	36	428	930	701	19.047619047619	0	0	0	0	7.14285714285714	0	0	0	46.2962962962963	4.23280423280423	0	0	0	0	4.23280423280423	0	0	0	0	0	0	0	1.58730158730159	7.40740740740741	0	0	7.14285714285714	0.529100529100529	0	0	0.264550264550265	0.529100529100529	0	0.264550264550265	0	0	0	0.529100529100529	0	0.793650793650794
3423	4436	"Sluggan Moss"	54.77694	-6.25833	38	"AWI"	38	531	956	740	18.7192118226601	0	0	0.246305418719212	0	5.91133004926108	0	0	0	34.7290640394089	8.62068965517241	0	0	0	0	4.1871921182266	0	0	0	0	0	0	0.492610837438424	4.92610837438424	9.60591133004926	0	0	9.35960591133005	0	0	0	1.23152709359606	1.23152709359606	0	0	0	0	0	0.246305418719212	0	0.492610837438424
3423	4436	"Sluggan Moss"	54.77694	-6.25833	40	"AWI"	40	624	985	783	17.3789173789174	0.854700854700855	0	0	0	8.54700854700855	0	0	0	45.8689458689459	3.98860398860399	0.284900284900285	0	0	0	1.13960113960114	0	0	0	0	0	0	0.56980056980057	2.27920227920228	6.26780626780627	0	0	10.8262108262108	0	0	0	0	0.854700854700855	0	0	0	0	0	1.13960113960114	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	42	"AWI"	42	696	1012	833	23.9467849223947	0.221729490022173	0	0.221729490022173	0	21.2860310421286	0	0	0.221729490022173	35.920177383592	3.54767184035477	0	0	0	0	0.665188470066519	0	0	0	0	0	0	0.443458980044346	1.33037694013304	2.4390243902439	0	0	7.98226164079823	0	0	0	0.221729490022173	1.33037694013304	0	0	0	0	0	0	0	0.221729490022173
3423	4436	"Sluggan Moss"	54.77694	-6.25833	44	"AWI"	44	766	1045	891	19.1532258064516	0	0	0	0.201612903225806	16.7338709677419	0	0	0	19.1532258064516	21.3709677419355	0	0	0	0	0.806451612903226	0	0	0	0	0	0	0.201612903225806	5.64516129032258	10.6854838709677	0	0	5.44354838709677	0	0	0	0	0.201612903225806	0	0	0	0	0	0.201612903225806	0	0.201612903225806
3423	4436	"Sluggan Moss"	54.77694	-6.25833	48	"AWI"	48	917	1162	1029	10.4631217838765	0	0	0	0.343053173241852	6.5180102915952	0.171526586620926	0	0	17.8387650085763	28.1303602058319	0	0	0	0	0.171526586620926	0	0	0	0	0	0	0.343053173241852	6.86106346483705	11.4922813036021	0	0	15.9519725557461	0.514579759862779	0	0.343053173241852	0.343053173241852	0.514579759862779	0	0	0	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	52	"AWI"	52	987	1375	1172	14.5882352941176	0.235294117647059	0.235294117647059	0	0.235294117647059	8	0.470588235294118	0	0	32.9411764705882	18.1176470588235	0	0	0.235294117647059	0	0.941176470588235	0	0	0	0	0	0	0.235294117647059	4	4.94117647058823	0.235294117647059	0	13.4117647058824	0	0	0	0	0.235294117647059	0	0	0.235294117647059	0	0	0.705882352941177	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	56	"AWI"	56	1071	1433	1251	16.1290322580645	0.268817204301075	0	0	0.268817204301075	7.79569892473118	0	0	0	40.5913978494624	4.56989247311828	0	0	0	0	1.0752688172043	0	0	0	0	0	0	0.537634408602151	4.56989247311828	5.64516129032258	0	0	17.741935483871	0	0	0	0	0.268817204301075	0	0	0.537634408602151	0	0	0	0	0
3423	4436	"Sluggan Moss"	54.77694	-6.25833	60	"AWI"	60	1119	1543	1329	8.51063829787234	0	0	0	0	6.99088145896657	0	0	0	60.1823708206687	2.73556231003039	0	0	0	0	2.73556231003039	0	0	0	0	0	0	0.303951367781155	0.911854103343465	1.51975683890578	0	0	15.1975683890577	0	0	0	0	0.911854103343465	0	0	0	0	0	0	0	0
