"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Myrica"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	1	"AWI"	1	-77	113	11	0	12.1212121212121	0	0	0	0	0	0	3.03030303030303	0	35.3535353535354	32.3232323232323	1.01010101010101	0	0	0	0	0	0	6.06060606060606	0	0	0	4.04040404040404	0	0	0	0	5.05050505050505	0	0	0	0	1.01010101010101	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	3	"AWI"	3	-44	275	86	0	12.037037037037	0	0	0.925925925925926	0.925925925925926	0	1.85185185185185	0.925925925925926	1.85185185185185	39.8148148148148	27.7777777777778	0	0	0	0	0	1.85185185185185	0	6.48148148148148	0	0	0	1.85185185185185	0	0	0	0	3.7037037037037	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	5	"AWI"	5	-25	461	160	0	9.74025974025974	1.94805194805195	1.94805194805195	0.649350649350649	0	7.14285714285714	0.649350649350649	0.649350649350649	0.649350649350649	33.1168831168831	33.7662337662338	0	0	0	0	0	0	0	5.19480519480519	0	0	0	1.2987012987013	0	0	0	0.649350649350649	2.5974025974026	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	7	"AWI"	7	-12	652	236	0	13.8461538461538	0.769230769230769	1.53846153846154	0	0.769230769230769	0	0.769230769230769	3.07692307692308	0	36.9230769230769	28.4615384615385	2.30769230769231	0	0	0	0	0	0	6.15384615384615	0	0	0.769230769230769	0	0	0	0	0	2.30769230769231	0	0	0	0	1.53846153846154	0	0	0.769230769230769
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	9	"AWI"	9	1	842	311	0	11.9047619047619	0.595238095238095	0	0	0	0	2.38095238095238	1.19047619047619	0	30.3571428571429	45.8333333333333	1.19047619047619	0.595238095238095	0	0	0	0	0	4.16666666666667	0	0	0	0.595238095238095	0	0	0	0	0.595238095238095	0	0	0	0	0.595238095238095	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	11	"AWI"	11	59	962	392	0	12.5	0.78125	1.5625	0.78125	0	0	3.90625	2.34375	0	16.40625	48.4375	0	0	0	0	0	0	0	4.6875	0	0	0	0	0	0	3.90625	0	3.125	0	0	0	0	1.5625	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	13	"AWI"	13	129	1009	483	0	25.3521126760563	0	0.704225352112676	2.11267605633803	0	0	0	1.40845070422535	0.704225352112676	14.7887323943662	47.887323943662	0	1.40845070422535	0	0	0	0	0	2.11267605633803	0	0	0	1.40845070422535	0	0	0	0	2.11267605633803	0	0	0	0	0	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	15	"AWI"	15	178	1066	578	0	35.8974358974359	0.854700854700855	0	0.854700854700855	0	0	0	0	0	11.1111111111111	36.7521367521368	0	0.854700854700855	0	0	0	0	0	1.70940170940171	0	0	0	0	0	0	2.56410256410256	0	8.54700854700855	0	0	0	0	0	0	0	0.854700854700855
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	17	"AWI"	17	221	1136	672	0	51.1811023622047	0	0.78740157480315	0	0	0	0.78740157480315	0.78740157480315	0.78740157480315	8.66141732283465	28.3464566929134	0	0.78740157480315	0	0	0	0	0	1.5748031496063	0	0	0	0	0	0	0	0	5.51181102362205	0	0	0	0	0.78740157480315	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	19	"AWI"	19	256	1229	760	0	48.9795918367347	0	1.02040816326531	1.02040816326531	0	0	0	0	0	3.06122448979592	28.5714285714286	0	0	0	0	0	0	0	0	0	0	0	1.02040816326531	0	0	0	0	11.2244897959184	0	1.02040816326531	0	0	4.08163265306122	0	0	0
16225	25110	"Marais de Marchesieux"	49.17333	-1.3	21	"AWI"	21	347	1301	840	0	41.8367346938776	0	0	3.06122448979592	0	0	1.02040816326531	1.02040816326531	1.02040816326531	2.04081632653061	34.6938775510204	0	1.02040816326531	0	0	0	0	0	0	0	0	0	0	0	0	6.12244897959184	0	5.10204081632653	0	0	0	0	2.04081632653061	0	0	1.02040816326531
