"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15686	24048	"Oberaar"	46.54722	8.25556	0	"AWI"	0	-91	75	-12	2.18978102189781	0	0	0	0	0	0	0	0	0	0	0.291970802919708	0	0	0	0	0.145985401459854	0	1.8978102189781	0	0	92.8467153284672	0	0	0	0.145985401459854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04379562043796	0	0	0	0	0	0.145985401459854	0	0	0	0	0	0.145985401459854	0	0	0	0	0	0	0	0.145985401459854	0	0
15686	24048	"Oberaar"	46.54722	8.25556	1	"AWI"	1	-21	501	139	0.747663551401869	0	0	0.186915887850467	0	0	0	0	0	0	0	0.560747663551402	0	0	0	0	0.186915887850467	0	2.05607476635514	0	0	85.7943925233645	0	0	0	0	0	0	0	0	0	0.186915887850467	0	0	0	0	0	0	0	0	9.1588785046729	0	0	0	0	0	0	0	0	0	0	0.560747663551402	0.186915887850467	0	0	0	0	0	0	0	0.373831775700935	0	0
15686	24048	"Oberaar"	46.54722	8.25556	2	"AWI"	2	7	1001	284	0.862068965517241	0	0	0.28735632183908	0	0	0	0	0	0	0	0.28735632183908	0	0	0	0	0.28735632183908	0	0.574712643678161	0	0	84.4827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0574712643678	0	0	0	0	0	0	0	0	0	0	0.28735632183908	2.58620689655172	0	0	0	0	0.28735632183908	0	0	0	0	0
15686	24048	"Oberaar"	46.54722	8.25556	3	"AWI"	3	28	1504	432	1.29449838187702	0	0	0.647249190938511	0	0	0	0	0	0	0	0.970873786407767	0	0	0.323624595469256	0	0.323624595469256	0	7.11974110032362	0	0	86.084142394822	0	0	0.323624595469256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647249190938511	1.94174757281553	0	0	0	0	0	0	0	0	0.323624595469256	0
15686	24048	"Oberaar"	46.54722	8.25556	4	"AWI"	4	46	2009	580	2.32558139534884	0	0	6.97674418604651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.953488372093	0	0	0	0	0	0	0	0	0	0	0	0	2.32558139534884	2.32558139534884	0	0	0	0	0	0	0	60.4651162790698	0	0	0	0	0	4.65116279069767	0	2.32558139534884	0	0	4.65116279069767	0	0	0	0	0	0	0	0	0	0	0
15686	24048	"Oberaar"	46.54722	8.25556	5	"AWI"	5	61	2511	727	0.99009900990099	0	0	0	0	0	0	0	0	0	0	0.99009900990099	0	0	0	0	0	0	4.95049504950495	0	0	72.2772277227723	0	0	0	0	0	0	0	0.99009900990099	0	0.99009900990099	0	0	0	0	0	0	0	0	13.8613861386139	0	0	0	0	0	0	0	0	0.99009900990099	0	0.99009900990099	2.97029702970297	0	0	0	0	0	0	0	0	0	0
15686	24048	"Oberaar"	46.54722	8.25556	6	"AWI"	6	202	2691	980	6.66666666666667	0	0	6.66666666666667	0	0	0	0	0	0	0	6.66666666666667	0	0	0	0	10	0	13.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	43.3333333333333	0	0	0	0	0	0	0	0	0	0	6.66666666666667	0	0	0	0	0	0	0	0	3.33333333333333	0	0
15686	24048	"Oberaar"	46.54722	8.25556	7	"AWI"	7	288	2894	1247	8.88888888888889	0	0	2.22222222222222	0	0	0	0	0	0	0	2.22222222222222	0	0	0	0	0	0	17.7777777777778	0	0	0	0	0	0	0	0	11.1111111111111	0	0	0	0	0	0	0	0	0	0	0	0	44.4444444444444	0	0	0	0	0	2.22222222222222	0	0	0	0	0	4.44444444444444	0	0	0	0	0	0	0	4.44444444444444	2.22222222222222	0
15686	24048	"Oberaar"	46.54722	8.25556	8	"AWI"	8	357	3153	1507	3.06122448979592	0	0	0	0	0	0	0	0	0	0	0.680272108843537	0	0	0	0	0	0	0.850340136054422	0	0	88.7755102040816	0	0	0.170068027210884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.61224489795918	0	0	0	0	0	0.170068027210884	0	0	0	0	0	0.680272108843537	0	0	0	0	0	0	0	0	0	0
15686	24048	"Oberaar"	46.54722	8.25556	9	"AWI"	9	420	3488	1731	2.31404958677686	0	0	0	0	0	0	0	0	0	0	0.330578512396694	0	0	0	0	0	0	1.48760330578512	0	0	91.404958677686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495867768595041	3.96694214876033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
