"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Pyrus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Urticaceae"
3142	4087	"Hawks Tor"	50.540892	-4.612328	3.5	"AWI"	3.5	12125.5	13362	12714.5	1	0	10	0	0	16	1	1	7	0	0	0	0	96	0	20	0	2	0	152	3	0	0	1	0	0	0	5	0	0	326	0	0	0	0	4	0	4	0	1	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	4.5	"AWI"	4.5	12202.5	13423.5	12777.5	0	1	19	0	0	33	0	1	0	0	0	0	0	190	0	0	0	0	0	78	1	0	0	0	0	0	0	2	0	0	260	0	0	0	0	15	0	1	0	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	5.5	"AWI"	5.5	12276.5	13480	12841	0	1	31	0	0	38	1	0	0	0	0	0	0	157	0	0	0	2	0	49	3	0	0	0	0	0	0	1	0	0	258	0	0	0	0	5	0	3	0	3	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	7.5	"AWI"	7.5	12418	13596.5	12970.5	0	2	1	0	0	43	2	0	0	0	0	0	0	206	0	0	0	1	0	46	10	0	0	0	0	0	0	1	0	0	154	0	0	0	0	33	0	9	0	2	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	9.5	"AWI"	9.5	12562.5	13705.5	13095	0	0	4	0	0	152	1	1	0	0	0	0	0	133	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	14	0	2	0	1	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	11.5	"AWI"	11.5	12706.5	13814	13222	0	2	1	0	0	22	3	0	0	0	0	0	0	191	0	0	0	1	0	37	14	0	0	0	0	0	0	1	0	0	121	0	0	0	0	18	0	1	0	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	13.5	"AWI"	13.5	12860.5	13921.5	13348	0	0	6	0	0	57	2	0	3	0	0	0	0	184	0	0	0	0	0	42	17	0	0	0	0	0	0	0	0	0	181	0	0	0	0	6	0	3	0	4	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	15.5	"AWI"	15.5	13006.5	14035	13473.5	0	1	4	0	0	18	3	0	0	0	0	0	0	283	0	0	0	0	0	37	10	0	0	1	1	0	0	0	0	0	140	0	0	0	0	6	0	1	0	2	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	16.5	"AWI"	16.5	13078.5	14101	13538	0	0	3	0	0	20	0	0	0	0	0	0	0	324	0	0	0	0	0	30	5	0	0	0	0	0	0	0	0	0	145	0	0	0	0	2	0	5	0	1	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	18.5	"AWI"	18.5	13212.5	14238.5	13671	0	1	0	0	0	4	0	0	0	0	0	0	0	324	0	0	0	0	0	32	11	0	2	0	0	0	0	1	0	0	103	0	0	0	0	2	0	3	0	7	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	21.5	"AWI"	21.5	13405	14439	13870	0	1	4	0	0	4	0	0	0	2	0	0	0	364	0	0	0	0	0	51	5	0	0	0	0	0	1	0	0	0	100	0	0	0	0	8	0	2	0	1	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	24.5	"AWI"	24.5	13604.5	14629	14068.5	0	1	8	0	0	12	1	0	0	0	0	0	0	251	0	0	0	1	0	21	6	0	0	0	0	0	0	1	0	0	86	0	0	0	0	13	0	2	0	7	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	25.5	"AWI"	25.5	13670.5	14694	14134.5	0	0	8	0	0	10	5	0	0	0	0	0	0	228	0	0	0	0	0	25	3	0	0	5	1	0	0	1	0	0	74	0	0	0	0	11	0	4	0	7	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	26.5	"AWI"	26.5	13739.5	14757	14199	0	1	6	0	0	2	1	0	0	0	1	0	0	240	0	0	0	1	0	32	5	0	0	0	0	0	0	1	0	0	90	0	0	0	0	12	0	3	0	5	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	27.5	"AWI"	27.5	13806.5	14820.5	14264.5	0	1	7	0	0	5	0	0	0	0	0	1	0	223	1	0	0	1	0	17	6	0	0	0	0	0	0	0	0	0	95	0	0	0	0	9	0	4	2	4	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	28.5	"AWI"	28.5	13869.5	14888	14332	0	0	23	0	0	1	0	0	0	0	0	0	0	202	1	0	0	0	0	16	1	0	0	0	0	0	0	1	0	0	92	0	0	0	0	13	0	2	0	3	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	29.5	"AWI"	29.5	13937.5	14961.5	14399	0	1	20	0	0	6	1	0	0	0	0	0	0	209	0	0	0	0	1	32	5	0	0	4	0	0	0	1	0	0	73	0	0	0	0	11	0	7	1	1	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	30.5	"AWI"	30.5	14006.5	15032	14465	0	0	9	0	0	6	1	0	0	0	0	0	0	188	0	0	0	1	0	35	3	0	1	0	0	0	0	1	0	0	117	0	0	0	0	13	0	15	1	0	0
3142	4087	"Hawks Tor"	50.540892	-4.612328	31.5	"AWI"	31.5	14070.5	15098.5	14530.5	0	0	13	0	0	5	0	0	4	0	0	1	0	81	0	12	0	0	0	110	1	0	0	4	0	0	0	4	0	0	124	0	0	0	0	4	0	19	0	3	0
