"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	0	"AWI"	0	-134	29	-47	0.410677618069815	0	2.87474332648871	2.46406570841889	0.410677618069815	0	2.46406570841889	0	1.64271047227926	0	0	0.205338809034908	0	0	0	0	0	0.205338809034908	56.6735112936345	0	0	0	0	0.410677618069815	0	0	0	0	0.205338809034908	0.205338809034908	0	0	0	2.6694045174538	25.4620123203285	0	0	0	0	2.87474332648871	0	0	0	0	0.616016427104723	0	0	0	0.205338809034908	0	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	5	"AWI"	5	-85	211	27	1.05820105820106	0	1.85185185185185	0.793650793650794	0.529100529100529	0	2.38095238095238	0	1.85185185185185	0	0	0.264550264550265	0	0	0	0	0	0	64.021164021164	0	0	0.264550264550265	0	2.38095238095238	0	0	0	0	0	0	0	0	0	5.02645502645503	16.4021164021164	0	0	0	0	2.91005291005291	0	0	0	0	0.264550264550265	0	0	0	0	0	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	10	"AWI"	10	-60	455	95	0.281293952180028	0	0.843881856540084	0.70323488045007	0.140646976090014	0	0.70323488045007	0	1.26582278481013	0	0	0	0	0	0	0	0	0.140646976090014	68.7763713080169	0	0	0.281293952180028	0	0.70323488045007	0	0	0	0	0	0	0	0	0	1.68776371308017	21.8002812939522	0	0	0	0	2.39099859353024	0	0	0	0	0.281293952180028	0	0	0	0	0	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	15	"AWI"	15	-7	555	189	1.69992609016999	0	0.886917960088692	0.73909830007391	0.221729490022173	0	0.886917960088692	0	0.147819660014782	0	0.886917960088692	0	0	0	0	0	0	0.073909830007391	62.1581670362158	0	0	0.221729490022173	0	1.18255728011826	0.147819660014782	0	0	0	0.073909830007391	0	0	0	0	1.6260162601626	25.2771618625277	0	0	0.147819660014782	0	2.80857354028086	0	0	0	0.073909830007391	0.591278640059128	0	0	0	0.073909830007391	0.073909830007391	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	20	"AWI"	20	25	709	269	0.670578373847443	0	0.922045264040235	1.17351215423303	0.502933780385583	0	0.922045264040235	0	0.922045264040235	0	0.586756077116513	0	0	0	0	0	0	0.0838222967309304	70.7460184409053	0	0	0.0838222967309304	0	1.00586756077117	0	0	0.586756077116513	0	0	0	0	0	0	2.59849119865884	16.5129924559933	0	0	0	0	1.76026823134954	0	0	0	0	0.838222967309304	0	0	0	0	0.0838222967309304	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	25	"AWI"	25	84	801	360	0	0.0943396226415094	2.07547169811321	0.566037735849057	0.660377358490566	0	1.60377358490566	0	0.943396226415094	0	0	0	0	0	0	0	0	0.377358490566038	47.6415094339623	0	0	0	0	5.37735849056604	0	0	0.377358490566038	0	0	0.0943396226415094	0	0	0	2.54716981132075	33.0188679245283	0	0	0	0	3.49056603773585	0	0	0.283018867924528	0	0.754716981132076	0	0	0	0	0.0943396226415094	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	30	"AWI"	30	120	928	438	1.62481536189069	2.06794682422452	0	1.47710487444609	0.295420974889217	0	4.28360413589365	0	2.36336779911374	0	0.738552437223043	0	0	0	0	0	0	0.147710487444609	23.6336779911374	0	0	0.590841949778434	0.295420974889217	2.36336779911374	0	0	0	0	0	0	0	0	0.443131462333826	3.69276218611521	47.7104874446086	0	0	0	0	5.46528803545052	0	0	0.443131462333826	0	2.21565731166913	0	0	0	0	0.147710487444609	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	35	"AWI"	35	199	1003	527	1.26315789473684	0	5.26315789473684	2.10526315789474	1.05263157894737	0	9.47368421052632	0	4.21052631578947	0	0	0.210526315789474	0	0	0	0	0	1.26315789473684	41.4736842105263	0	0	0	0.210526315789474	0	0	0	0.210526315789474	0	0	0	0	0	0	1.26315789473684	22.9473684210526	0	0	0	0	6.94736842105263	0	0	1.68421052631579	0	0.210526315789474	0	0	0	0	0.210526315789474	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	40	"AWI"	40	249	1111	613	0.735294117647059	0	2.20588235294118	0.919117647058824	1.47058823529412	0	4.59558823529412	0	2.38970588235294	0	0	0.183823529411765	0	0	0	0	0	0.367647058823529	47.4264705882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183823529411765	2.02205882352941	31.25	0	0	0	0	4.77941176470588	0	0	0.183823529411765	0.183823529411765	0.919117647058824	0	0	0	0	0.183823529411765	0
3452	4469	"Svatoborice-Mistrín"	48.943358	17.068908	45	"AWI"	45	331	1178	707	0.826446280991736	0	3.30578512396694	1.8595041322314	1.65289256198347	0	8.26446280991736	0	1.8595041322314	0	0	0.206611570247934	0	0	0	0	0	0	50.2066115702479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30578512396694	21.0743801652893	0	0	0	0	4.33884297520661	0	0	0.206611570247934	0.206611570247934	1.44628099173554	0	0	0.206611570247934	0.826446280991736	0.206611570247934	0
