"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24783	43513	"Lej da Champfèr"	46.46994	9.80624	446	"AWI"	446	7880	8347	8032	22	0	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	91	549	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	450	"AWI"	450	8153	8514	8293	44	1	42	0	0	1	0	37	0	0	0	0	0	0	1	0	0	0	12	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	66	590	0	0	0	0	0	31	0	0	0	0	0	1	0	0	0	0	1	5	15	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	460	"AWI"	460	8642	9013	8844	9	0	17	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	32	0	0	0	0	0	27	551	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	4	10	0	0	2
24783	43513	"Lej da Champfèr"	46.46994	9.80624	470	"AWI"	470	8978	9253	9139	4	0	5	1	0	2	0	40	0	0	0	0	0	0	1	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	33	0	0	0	0	0	3	612	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	1
24783	43513	"Lej da Champfèr"	46.46994	9.80624	480	"AWI"	480	9310	9505	9434	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	95	433	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	490	"AWI"	490	9622	9804	9724	0	1	0	1	0	4	0	39	0	0	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	533	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	2	15	13	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	495	"AWI"	495	9760	9966	9866	1	0	0	0	0	3	0	23	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	2	753	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	11	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	496	"AWI"	496	9787	10000	9895	1	0	0	0	0	5	0	11	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	4	0	0	0	0	0	1	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	498	"AWI"	498	9841	10066	9952	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	18	718	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	500	"AWI"	500	9893	10133	10010	0	1	0	3	0	8	0	38	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	638	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	1	1	8	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	502	"AWI"	502	9945	10200	10068	0	0	0	0	0	4	0	29	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	2	691	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	504	"AWI"	504	9995	10267	10128	0	0	0	1	0	5	0	22	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	712	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	506	"AWI"	506	10045	10333	10187	0	0	0	2	0	16	0	23	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	574	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0	0	1	1	2	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	508	"AWI"	508	10095	10399	10246	0	0	0	13	0	19	0	13	0	1	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	249	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	510	"AWI"	510	10145	10466	10305	0	0	0	4	0	16	0	7	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	216	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	3	1	3	1	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	520	"AWI"	520	10397	10799	10599	0	0	0	4	0	24	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	256	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	530	"AWI"	530	10643	11135	10893	0	1	0	2	0	5	0	18	0	0	0	0	0	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0	0	28	0	1	0	0	0	0	0	0	239	0	0	0	0	0	1	0	0	0	1	0	11	0	0	0	0	0	0	4	4	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	540	"AWI"	540	10782	11330	11062	0	1	0	3	0	13	0	16	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	385	0	0	0	0	0	11	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	550	"AWI"	550	10801	11339	11077	0	0	0	4	0	24	0	27	0	0	0	0	0	0	2	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	219	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	4	3	2	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	560	"AWI"	560	10815	11358	11095	0	0	0	5	0	27	0	6	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	307	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	570	"AWI"	570	10831	11375	11112	0	0	0	10	0	52	0	3	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	0	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	580	"AWI"	580	10841	11392	11129	0	0	0	8	0	30	0	9	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	281	0	0	0	0	0	1	0	0	0	3	0	4	0	0	0	0	2	0	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	590	"AWI"	590	10857	11417	11146	0	0	2	12	0	29	0	11	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0	0	0	0	0	0	0	207	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	1	0	1	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	601	"AWI"	601	10869	11444	11164	0	0	0	15	0	23	0	11	0	1	0	0	0	0	8	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	291	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	3	0	1	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	632	"AWI"	632	10916	11505	11212	0	0	0	12	0	32	0	22	0	1	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	14	0	1	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	650	"AWI"	650	10934	11539	11236	0	1	0	22	0	64	0	12	0	0	0	0	0	0	5	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	302	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	2	1	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	660	"AWI"	660	10947	11562	11248	0	0	0	5	0	74	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	3	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	670	"AWI"	670	10958	11583	11262	0	0	0	9	0	35	0	10	0	0	0	0	0	0	1	0	0	0	0	0	2	1	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	680	"AWI"	680	10968	11608	11277	0	0	0	22	0	44	0	8	0	0	0	0	0	0	5	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	215	0	0	0	0	0	1	0	0	0	2	0	0	4	0	0	0	6	1	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	690	"AWI"	690	10980	11637	11291	0	0	0	10	0	24	0	5	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	2	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	701	"AWI"	701	11001	11651	11307	0	0	0	9	0	24	0	3	0	2	0	0	0	0	2	0	0	0	1	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	229	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	5	3	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	720	"AWI"	720	11030	11677	11335	0	0	2	7	0	64	0	9	0	1	0	0	0	0	11	0	0	0	0	0	2	0	8	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	292	0	0	0	0	0	1	0	0	0	3	0	2	6	0	0	0	5	1	0	1	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	749	"AWI"	749	11071	11736	11375	0	0	0	11	0	70	0	11	0	0	0	0	0	0	11	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	770	"AWI"	770	11094	11785	11407	0	0	0	12	0	26	0	10	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	237	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	790	"AWI"	790	11130	11814	11435	1	0	0	10	0	78	0	15	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	1	0	2	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	829.5	"AWI"	829.5	11174.5	11876	11494	0	0	0	19	0	63	0	15	0	0	0	2	0	0	3	0	0	0	0	1	3	0	10	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	1	266	0	0	0	0	0	3	0	0	0	7	0	4	0	0	0	0	4	2	0	3	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	870	"AWI"	870	11239	11959	11552	0	0	0	7	0	46	0	18	0	2	0	0	0	0	1	0	0	0	0	1	3	0	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	347	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	910	"AWI"	910	11292	12025	11613	0	0	0	4	0	32	0	10	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	6	1	0	1	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	950.5	"AWI"	950.5	11369.5	12088.5	11670	0	0	0	2	0	31	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	215	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	990	"AWI"	990	11418	12158	11728	0	0	0	1	0	29	0	9	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	426	0	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	2	0	1	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	1030	"AWI"	1030	11507	12224	11786	0	0	0	0	0	29	0	12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	251	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	2	3	0	0	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	1070	"AWI"	1070	11559	12305	11844	0	0	0	7	0	45	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	0	0	0	0	0	0	0	0	259	0	0	0	0	0	2	0	0	0	3	0	6	0	0	0	0	5	0	1	2	0	0
24783	43513	"Lej da Champfèr"	46.46994	9.80624	1110	"AWI"	1110	11671	12390	11909	0	0	0	5	0	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	188	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	3	0	0
