"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Syringa"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14508	22726	"Großes Schwanental"	49.35039	7.819782	93	"AWI"	93	3374	3713	3544	0.299102691924227	0.598205383848455	41.9740777666999	0	0.199401794616152	0	0	0	0	1.29611166500499	0	0	0	0	0	0	9.67098703888335	0	0	0.498504486540379	0	0	3.2901296111665	0	2.8913260219342	0	0	0.0997008973080758	3.48953140578265	0	0	0	0	0	0	0	0	0.199401794616152	0	0	0	0	0	0.0997008973080758	0	0	28.7138584247258	0	0	0	0	0	0	0.0997008973080758	0	0	0	0	0	5.38384845463609	1.19641076769691	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	88	"AWI"	88	2975	3560	3327	0.111234705228031	0.556173526140156	51.5016685205784	0	0	0.111234705228031	0.111234705228031	0	0	0.889877641824249	0	0	0	0	0	0	10.1223581757508	0	0	0.778642936596218	0	0	6.34037819799778	0.333704115684093	1.00111234705228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111234705228031	0	0	27.2525027808676	0	0	0	0	0	0	0.111234705228031	0	0.111234705228031	0	0	0	0	0.556173526140156	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	60	"AWI"	60	1747	2310	2010	0.0658761528326746	0.0658761528326746	65.2173913043478	0	0	0	0	0	0	3.95256916996047	0	0	0	0	0	0	2.89855072463768	0	0	0.395256916996047	0	0	18.4453227931489	0	0.395256916996047	0	0	0	2.10803689064559	0	0	0	0	0	0	0.131752305665349	0	0	0	0	0	0	0	0	0	0	5.79710144927536	0	0	0	0	0.0658761528326746	0	0	0.0658761528326746	0.131752305665349	0	0	0	0	0.263504611330698	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	102	"AWI"	102	3658	4494	3942	0.107411385606874	0.322234156820623	57.6799140708915	0	0	0	0.107411385606874	0	0	0.75187969924812	0.214822771213749	0	0	0	0	0	7.5187969924812	0	0	0.322234156820623	0	0	16.8635875402793	0	1.07411385606874	0	0	0	0	0	0	0	0	0	0	0	0	0.107411385606874	0	0	0	0	0	0.107411385606874	0	0	13.9634801288937	0	0	0	0	0	0	0.107411385606874	0	0.107411385606874	0	0	0	0	0.644468313641246	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	82	"AWI"	82	2602	3401	3049	0.0997008973080758	0.299102691924227	61.6151545363908	0	0	0.199401794616152	0.0997008973080758	0	0	0.598205383848455	0	0	0	0	0	0	9.8703888334995	0	0	0.498504486540379	0	0	2.59222333000997	0	1.19641076769691	0	0	0	0	0	0	0	0	0	0	0	0	0.0997008973080758	0	0	0	0	0	0	0	0	21.9341974077767	0	0	0	0	0	0	0.0997008973080758	0	0.0997008973080758	0	0	0	0	0.498504486540379	0.199401794616152	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	72	"AWI"	72	2167	3044	2573	0.103950103950104	0.623700623700624	45.5301455301455	0	0.207900207900208	0	0.103950103950104	0	0	1.45530145530146	0	0	0.207900207900208	0	0	0	6.65280665280665	0	0	0.623700623700624	0	0	21.6216216216216	0.103950103950104	1.35135135135135	0	0	0	4.26195426195426	0	0	0	0	0	0	0	0	0.207900207900208	0	0	0	0	0	0	0	0	16.7359667359667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207900207900208	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	78	"AWI"	78	2412	3262	2854	0.22075055187638	0.33112582781457	49.1169977924945	0	0.11037527593819	0.11037527593819	0.22075055187638	0	0	0.993377483443709	0.11037527593819	0	0	0	0	0	11.3686534216336	0	0	0.11037527593819	0	0	7.50551876379691	0.11037527593819	1.65562913907285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5938189845475	0	0	0	0	0	0	0.11037527593819	0	0	0	0	0	0	0.33112582781457	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	90	"AWI"	90	3067	3638	3422	0	0.30241935483871	49.0927419354839	0	0	0	0	0	0	1.00806451612903	0.100806451612903	0	0	0	0	0	10.1814516129032	0	0	1.00806451612903	0	0	5.64516129032258	0	0.907258064516129	0	0	0	6.45161290322581	0	0	0	0	0	0	0	0	0.100806451612903	0	0	0	0	0	0.100806451612903	0	0	24.0927419354839	0	0	0.100806451612903	0	0.100806451612903	0	0	0	0	0	0	0	0	0.806451612903226	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	96	"AWI"	96	3510	3926	3677	0	0.928792569659443	46.6460268317853	0	0	0.206398348813209	0	0	0	0.825593395252838	0	0	0.103199174406605	0	0	0	8.7719298245614	0	0	0.722394220846233	0	0	8.97832817337461	0	1.54798761609907	0	0	0	6.08875128998968	0	0	0	0	0	0	0	0	0.103199174406605	0	0	0	0	0	0.103199174406605	0	0	24.1486068111455	0	0	0	0	0	0	0	0	0.103199174406605	0	0	0	0	0.722394220846233	0	0	0
14508	22726	"Großes Schwanental"	49.35039	7.819782	100	"AWI"	100	3583	4383	3842	0.204081632653061	0.612244897959184	49.3877551020408	0	0	0	0.204081632653061	0	0	1.22448979591837	0	0	0	0	0	0	8.77551020408163	0	0	0.816326530612245	0	0	10.9183673469388	0	1.22448979591837	0	0	0	4.69387755102041	0	0	0	0	0	0.306122448979592	0.102040816326531	0	0.204081632653061	0	0	0	0	0	0	0	0	20.4081632653061	0	0	0.102040816326531	0	0.102040816326531	0	0	0.102040816326531	0.204081632653061	0	0	0	0	0.408163265306122	0	0	0
