"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"	"Vitaceae"
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	0	"AWI"	0	-110	55	-31	1.88679245283019	0	0	1.9811320754717	0.0943396226415094	0	0.943396226415094	0	0	0	0.188679245283019	0	0.377358490566038	0	0	0	0	0	1.9811320754717	0	1.50943396226415	0	44.622641509434	0	0	3.58490566037736	0	0.0943396226415094	0	0	0.283018867924528	0	0	0	0	0	0	0.660377358490566	20.188679245283	0	0	18.2075471698113	0	0	0	1.69811320754717	0	0	0	0	0	0.283018867924528	0	0	0	0	0	0	0.566037735849057	0.849056603773585	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	10	"AWI"	10	-53	346	88	1.99849170437406	0	2.18702865761689	0.716440422322775	0.150829562594268	0	0.829562594268477	0	4.56259426847662	0	0.113122171945701	0	1.16892911010558	0	0	0	0	0	1.50829562594268	0	1.20663650075415	0	45.0980392156863	0	0	2.90346907993967	0	0	0	0	0.0377073906485671	0	3.77073906485671	0	0	0.0377073906485671	0	0.791855203619909	5.05279034690799	17.0814479638009	0	8.5972850678733	0	0	0	1.65912518853695	0	0	0	0.113122171945701	0	0.0754147812971342	0	0	0	0	0	0.0377073906485671	0.188536953242836	0.0754147812971342	0.0377073906485671	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	20	"AWI"	20	-28	713	199	6.62020905923345	0.0696864111498258	0	0.348432055749129	0.0696864111498258	0	1.81184668989547	0	0	0	0.139372822299652	0	0.766550522648084	0	0	0	0.0696864111498258	0	4.3205574912892	0	0.975609756097561	0	50.2439024390244	0	0	14.7038327526132	0	0.0696864111498258	0	0	0.0696864111498258	0	0	0	0	0	0	2.1602787456446	6.13240418118467	0	0	5.01742160278746	0	0	0	3.34494773519164	0	0	0	0	1.46341463414634	0.278745644599303	0	0	0	0	0	0	0.48780487804878	0.696864111498258	0.0696864111498258	0.0696864111498258	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	30	"AWI"	30	36	940	337	34.4877344877345	0	0	0.144300144300144	0.288600288600289	0	1.58730158730159	0	0	0	0.288600288600289	0	1.58730158730159	0	0	0	0.144300144300144	0	2.5974025974026	0	2.02020202020202	0	0	0	0	26.984126984127	0	0.721500721500722	0	0	0	0	0	0	0	0	0	5.33910533910534	14.4300144300144	0	0	0	0	0	0	6.63780663780664	0	0	0	0	0	0.144300144300144	0	0	0	0	0	0	0.144300144300144	2.02020202020202	0.432900432900433	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	40	"AWI"	40	87	1143	487	16.4	0.1	0	0.3	0	0	0.3	0	0	0	0	0	0.3	0	0	0	0.1	0	1	0	0.5	0	12.8	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3.3	12	32.6	0	0	0	0	0	3.4	0	0	0	0	0	0.1	0	0	0	0	0	0	0.4	0.4	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	50	"AWI"	50	131	1431	627	13.9169472502806	0.336700336700337	0	0.224466891133558	0.448933782267116	0	0.336700336700337	0	0	0	0	0	0.224466891133558	0	0	0	0	0	1.45903479236813	0	3.25476992143659	0	0	0	0	23.4567901234568	0	0.224466891133558	0	0	0	0	0	0	0	0	0	4.2648709315376	13.1313131313131	28.7317620650954	0	3.36700336700337	0	0	0	5.27497194163861	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34680134680135	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	60	"AWI"	60	236	1546	772	17.3770491803279	0.327868852459016	0	0	0.327868852459016	0	1.47540983606557	0	0	0	0	0	0.163934426229508	0	0	0	0	0	2.45901639344262	0	1.31147540983607	0	0	0	0	36.7213114754098	0	0.655737704918033	0	0	0	0	0	0	0	0	0	11.6393442622951	13.6065573770492	0	0	0	0	0	0	8.36065573770492	0	0	0	0.163934426229508	0	0.163934426229508	0	0	0	0	0	0	1.31147540983607	3.9344262295082	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	70	"AWI"	70	287	1716	911	19.3877551020408	0.170068027210884	0	0	0	0	2.38095238095238	0	0	0	0	0	0.170068027210884	0	0	0	0.170068027210884	0	4.25170068027211	0.170068027210884	0.680272108843537	0	0	0	0	33.3333333333333	0	2.2108843537415	0	0	0	0	0	0	0	0	0	5.4421768707483	11.2244897959184	0	0	0	0	0	0	13.9455782312925	0	0	0	0	0	0.170068027210884	0	0.170068027210884	0	0	0	0.170068027210884	0.340136054421769	5.61224489795918	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	80	"AWI"	80	395	1835	1035	20.3282828282828	0.252525252525253	0	0.378787878787879	0	0	1.26262626262626	0	0	0	0	0	0.252525252525253	0.126262626262626	0	0	0	0	2.14646464646465	0	2.14646464646465	0	8.96464646464646	0	0	23.7373737373737	0	1.26262626262626	0	0	0	0	0	0	0	0	0	9.09090909090909	19.4444444444444	0	0	0	0	0	0	7.44949494949495	0	0	0	0.126262626262626	0	0.378787878787879	0	0	0	0	0	0	0.378787878787879	2.27272727272727	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	90	"AWI"	90	479	1967	1171	26.207906295754	0	0	0	0.292825768667643	0	0.878477306002928	0	0	0	0	0	0	0	0	0	0	0	4.68521229868228	0	0.585651537335286	0	0	0	0	16.2518301610542	0	0.439238653001464	0	0	0	0	0	0	0	0	0	15.2269399707174	23.7188872620791	0	0	0	0	0	0	9.80966325036603	0	0	0	0	0	0.146412884333821	0	0	0	0	0	0.146412884333821	0.439238653001464	1.17130307467057	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	100	"AWI"	100	572	2101	1297	17.4560216508796	0.27063599458728	0	0	0.13531799729364	0	0.81190798376184	0	0	0	0.13531799729364	0	0.94722598105548	0	0	0	0	0	1.89445196211096	0	2.97699594046008	0	17.3207036535859	0	0	26.1163734776725	0	0.54127198917456	0	0	0	0	0	0	0	0	0	6.35994587280108	14.2083897158322	0	0	0	0	0	0	7.4424898511502	0	0	0	0.13531799729364	0	0.13531799729364	0	0	0	0	0	0.13531799729364	0.27063599458728	2.57104194857916	0.13531799729364	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	110	"AWI"	110	735	2205	1428	26.056338028169	0.234741784037559	0	0.234741784037559	0	0	1.40845070422535	0	12.4413145539906	0	0.117370892018779	0	0.117370892018779	0	0	0	0	0	2.58215962441315	0	1.05633802816901	0	0	0	0	18.8967136150235	0	0.704225352112676	0	0	0	0	0	0	0	0	0	7.62910798122066	17.6056338028169	0	0	0	0	0.117370892018779	0	8.45070422535211	0	0	0	0.117370892018779	0	0.234741784037559	0	0	0	0	0	0.117370892018779	0.117370892018779	1.64319248826291	0.117370892018779	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	120	"AWI"	120	833	2363	1563	33.205619412516	0	0	0.127713920817369	0.127713920817369	0	0.383141762452107	0	14.0485312899106	0	0.127713920817369	0	0.127713920817369	0	0	0.127713920817369	0	0	2.55427841634738	0	0.893997445721584	0	0	0	0	15.8365261813538	0	0.383141762452107	0	0	0	0	0	0	0	0	0	6.25798212005108	17.7522349936143	0	0	0	0	0	0	4.85312899106003	0	0	0	0.127713920817369	0	0.255427841634738	0	0	0	0	0	0	0.383141762452107	2.42656449553001	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	130	"AWI"	130	975	2466	1695	27.7254374158816	0	0	0.134589502018843	0.134589502018843	0	0.807537012113055	0	0	0	0.134589502018843	0	0.134589502018843	0	0	0	0	0	3.09555854643338	0	3.49932705248991	0	0	0	0	20.4576043068641	0	0.807537012113055	0	0	0	0	0	0	0	0	0	7.53701211305518	21.1305518169583	0	0	0	0	0	0	11.4401076716016	0	0	0	0	0	0.134589502018843	0	0	0	0	0	0	0.134589502018843	2.69179004037685	0	0	0
3366	4364	"Puscizna Rekowianska"	49.471458	19.809474	140	"AWI"	140	1085	2566	1843	32.6015367727772	0.329308452250274	7.79363336992316	0.21953896816685	0	0	1.53677277716795	0	9.22063666300768	0	0	0	0.21953896816685	0	0	0	0	0	1.7563117453348	0	1.42700329308452	0	1.20746432491767	0	0	14.5993413830955	0	0.878155872667398	0	0	0	0	0	0	0	0	0	6.25686059275521	17.0142700329308	0	0	0	0	0	0	3.40285400658617	0	0	0	0.109769484083425	0	0	0	0.109769484083425	0	0	0	0	0.21953896816685	0.878155872667398	0.109769484083425	0	0.109769484083425
