"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Colchicaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	110	"AWI"	110	2172	2658	2387	12.6760563380282	0	16.9014084507042	0	0	0	0	1.40845070422535	0	0	2.11267605633803	0	0	0	0	0	0	0	0.704225352112676	0	0	0	0	0	0	1.40845070422535	0	0.704225352112676	0	0	0	0	0	4.22535211267606	0	0	0	0	57.0422535211268	0	0	0	0	0	0	2.11267605633803	0	0	0	0	0	0	0	0	0	0	0	0.704225352112676	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	120	"AWI"	120	2304	2830	2551	6.62650602409639	0	12.6506024096386	0	0	0	0	0.602409638554217	0	0	12.6506024096386	0	0	0	0	0	0	0	2.40963855421687	1.20481927710843	0	0	0	0	0	0.602409638554217	0	0	0	0	0	0	0	3.01204819277108	0.602409638554217	0	0.602409638554217	0	54.8192771084337	0	0	0	0	1.20481927710843	0	2.40963855421687	0	0	0	0.602409638554217	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	130	"AWI"	130	2400	2968	2664	8.125	0.625	7.8125	0.3125	0	0	0	1.875	0	0	7.1875	0	0	0	0	0	0	0	5.3125	1.25	0	0	0	0	0.3125	0.625	0	0	0	0	0	0.9375	0	3.125	0	0	0	0	58.125	0	0	0	0	0	0	4.0625	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	140	"AWI"	140	2439	3181	2767	3.71747211895911	0	0	0	0	0	0	1.11524163568773	0	0	44.6096654275093	0	0	0	0	0	0	0	4.83271375464684	4.83271375464684	0	0	0	0	2.60223048327138	1.11524163568773	0	0	0	0	0	0	0.371747211895911	2.97397769516729	0	0	0	0	28.6245353159851	0	0	0	0	0	0	2.23048327137546	0	0	0	0.743494423791822	0.743494423791822	0	0.371747211895911	0	0	0	0	1.11524163568773	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	150	"AWI"	150	2526	3329	2872	2.75590551181102	0.393700787401575	10.4330708661417	0.196850393700787	0	0	0.590551181102362	0.984251968503937	0	0	19.488188976378	0	0	0	0	0.196850393700787	0	0	5.11811023622047	5.90551181102362	0	0	3.54330708661417	0	0.196850393700787	1.37795275590551	0	0	0	0	0	33.8582677165354	0	0.196850393700787	0	0	0	0	10.0393700787402	0	0	0	0	0	0	3.54330708661417	0	0.196850393700787	0	0.590551181102362	0	0.393700787401575	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	160	"AWI"	160	2590	3416	2999	7.19424460431655	0.719424460431655	0	0	0	0	0	4.31654676258993	0	0	24.4604316546763	0	0.719424460431655	0	0	0	0	0	15.1079136690647	2.87769784172662	0	0	0	0	0	4.31654676258993	0	0	0	0	0	0	0	1.43884892086331	0	0	0	0	23.7410071942446	0	0	0	0	0	0	12.2302158273381	0	0	0	0	0.719424460431655	0.719424460431655	0	0	0	0	0	0.719424460431655	0.719424460431655	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	170	"AWI"	170	2637	3539	3116	10.655737704918	0.819672131147541	0	0	0	0	0	1.63934426229508	0	0	13.9344262295082	0.819672131147541	0	0	0	0.819672131147541	0	0	8.19672131147541	0	0	0	0	0	0	1.63934426229508	0.819672131147541	0	0	0	0	3.27868852459016	0	0	0	0	0	0	51.6393442622951	0	0	0	0	0	0	1.63934426229508	0	0	0	1.63934426229508	0	0	0	0	0	0.819672131147541	0	1.63934426229508	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	180	"AWI"	180	2779	3626	3225	12.4137931034483	0.689655172413793	0	0	0	0.689655172413793	0	2.06896551724138	0	0	5.51724137931035	0	0.689655172413793	0	0	0	0	0	8.96551724137931	1.37931034482759	0	0	0	0	0	0.689655172413793	0	0	0	0	0	0	0	2.75862068965517	0.689655172413793	0	0	0	56.551724137931	0	0	0	0	0	0	5.51724137931035	0	0	0	0	0	0	0	0	0	0.689655172413793	0	0.689655172413793	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	190	"AWI"	190	2920	3671	3352	9.96563573883162	0.343642611683849	10.3092783505155	0.343642611683849	0	0	0	3.09278350515464	0	0	9.96563573883162	0	0	0	0	0	0	0	4.81099656357388	4.12371134020619	0	0	0	0	0	0.687285223367698	1.03092783505155	0	0	0	0	5.15463917525773	0	1.03092783505155	3.09278350515464	0	0	0	39.5189003436426	0	0	0	0	0	0	4.81099656357388	0	0	0	0.343642611683849	0	0.687285223367698	0	0	0	0.343642611683849	0	0.343642611683849	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	200	"AWI"	200	3003	3763	3477	17.741935483871	0	0	0	0	0	0	1.61290322580645	0	0	1.61290322580645	0	0	0	0	0	0	0	1.61290322580645	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0	1.61290322580645	0	1.61290322580645	0	0	0	0	69.3548387096774	0	0	0	0	0	0	1.61290322580645	0	0	0	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	210	"AWI"	210	3216	3830	3577	20.4918032786885	0.409836065573771	0	0.409836065573771	0	0	0	2.45901639344262	0	0	1.63934426229508	0	0	0	0	0	0	0	1.63934426229508	2.45901639344262	0	0	0	0	0	1.22950819672131	0	0	0	0	0	0	0	0.409836065573771	1.22950819672131	0	0	0	64.7540983606557	0	0	0	0	0	0	2.86885245901639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	220	"AWI"	220	3469	3863	3674	31.5789473684211	0	0	0	0	0	0	3.50877192982456	0	0	12.280701754386	0	0	0	0	0	0	0	3.50877192982456	3.50877192982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.859649122807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75438596491228	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	230	"AWI"	230	3625	3950	3778	26.3565891472868	0	13.953488372093	0.775193798449612	0	0	0	0	0	0	13.1782945736434	0	0	0	0	0.775193798449612	0	0	3.87596899224806	2.32558139534884	0	0.775193798449612	0	0	0	0.775193798449612	0	0	0	0	0	0.775193798449612	0	2.32558139534884	0	0	0	0	27.906976744186	0	0	0	0	0	0	3.87596899224806	0	0	0	0	0	0	0	0.775193798449612	0	0	0	1.55038759689922	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	240	"AWI"	240	3716	4100	3895	29.7619047619048	0.396825396825397	0	0	0	0	0	0.396825396825397	0	0	34.9206349206349	0	0	0	0	0	0	0	3.96825396825397	13.0952380952381	0	0	0	0	0	0.396825396825397	0	0.396825396825397	0	0	0	0.396825396825397	0.793650793650794	1.58730158730159	0	0	0	0	6.74603174603175	0	0	0	0	0	0	3.96825396825397	0	0	0	0	0	0.396825396825397	0	0	0	0	0	2.77777777777778	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	250	"AWI"	250	3754	4334	4006	22.6315789473684	0	12.3684210526316	0	0	0	0	0.789473684210526	0	0	14.7368421052632	0	0	1.05263157894737	0	0.263157894736842	0	0	2.89473684210526	14.7368421052632	0	0	0	0	0	0.263157894736842	0	0	0	0	0	0.526315789473684	0	1.05263157894737	0	0	0	0	4.73684210526316	21.0526315789474	0	0	0	0	0	2.10526315789474	0	0	0	0.263157894736842	0	0	0	0	0	0	0	0.526315789473684	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	260	"AWI"	260	3789	4603	4111	45.8715596330275	0.917431192660551	0	0	0	0	0	2.75229357798165	0	0	11.0091743119266	0	0	0	0	0	0	0	4.58715596330275	16.5137614678899	0	0	0	0	0	1.8348623853211	0	1.8348623853211	0.917431192660551	0	0	0	0	2.75229357798165	0	0	0	0	2.75229357798165	0	0	0	0	0	0	7.3394495412844	0	0	0	0	0	0	0	0	0	0	0	0.917431192660551	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	270	"AWI"	270	3892	4693	4234	33.6898395721925	1.06951871657754	0	1.06951871657754	0	0	0.53475935828877	2.13903743315508	0	0	30.4812834224599	0	0	0	0	0	0	0	2.67379679144385	20.3208556149733	0	0	0	0	0	2.67379679144385	0	0	0	0	0	0	0	0.53475935828877	0	0	0	0	2.13903743315508	0	0	0	0	0	0	1.60427807486631	0	0	0	0	0.53475935828877	0	0	0	0	0.53475935828877	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	280	"AWI"	280	3949	4788	4363	9.31098696461825	0.186219739292365	0	0	0	0	0	0.558659217877095	0	0	22.3463687150838	0	0	0	0	0	0	0	1.48975791433892	62.5698324022346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30353817504655	0	0	0	0	0	0	1.30353817504655	0	0	0	0	0	0	0	0.186219739292365	0	0	0	0.74487895716946	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	290	"AWI"	290	4001	4957	4476	37.1601208459215	0.604229607250755	5.4380664652568	0	0	0	0	5.4380664652568	0	0	5.4380664652568	0	0	0	0	0	0	0	1.20845921450151	33.2326283987915	0.302114803625378	0	0	0	0	1.20845921450151	0	0	0	0	0	0	0	1.20845921450151	0	0	0	0	2.41691842900302	0	0	0	0	0	0	4.53172205438066	0	0	0	0.604229607250755	0	0.302114803625378	0	0	0	0	0	0.906344410876133	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	300	"AWI"	300	4160	5001	4587	14.8717948717949	0.256410256410256	0	0	0	0	0	0	0	0	6.66666666666667	0	0	0	0	0	0	0	0.256410256410256	73.3333333333333	0	0	0	0	0	0.512820512820513	0	0	0	0	0	0.256410256410256	0	0.256410256410256	0	0	0	0	0.769230769230769	0	0	0	0	0	0	1.53846153846154	0	0	0	0	0	0	0	0	0	0.256410256410256	0	1.02564102564103	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	310	"AWI"	310	4255	5067	4711	5.75221238938053	0.442477876106195	0	0	0.442477876106195	0	0	1.32743362831858	0	0	5.75221238938053	0	0	0	0	0	0	0	0.442477876106195	73.8938053097345	0	0	0	0	0	0.442477876106195	0	0	0	0	0	0	0	0	0	0	0	0	1.32743362831858	7.9646017699115	0	0	0	0	0	1.32743362831858	0	0	0	0.221238938053097	0	0.442477876106195	0	0	0	0	0	0.221238938053097	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	320	"AWI"	320	4362	5166	4828	14.8809523809524	0	0	0	0	0	0	1.19047619047619	0	0	1.19047619047619	0	0	0	0	0	0	0	0.595238095238095	79.7619047619048	0	0	0	0	0	0.297619047619048	0	0	0	0	0	0	0	0.595238095238095	0	0	0	0	0.595238095238095	0	0	0	0	0	0	0.595238095238095	0	0	0	0	0	0	0	0	0	0	0	0.297619047619048	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	330	"AWI"	330	4647	5202	4920	9.02021772939347	0	0	0	0	0	0	0.46656298600311	0	0	3.1104199066874	0	0	0	0	0	0	0	0.15552099533437	85.2255054432348	0	0	0	0	0	0.15552099533437	0	0	0	0	0	0	0	0.15552099533437	0	0	0	0	0.46656298600311	0	0	0	0	0	0	0.622083981337481	0	0	0	0	0	0	0	0	0	0	0	0.622083981337481	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	340	"AWI"	340	4872	5265	5021	21.5926493108729	0.153139356814701	0	0	0	0	0	2.14395099540582	0	0	15.6202143950995	0	0	0	0	0	0	0	0.918836140888208	55.5895865237366	0	0	0	0	0	0	0.153139356814701	0	0	0	0	0	0	0.153139356814701	0	0	0	0	0.459418070444104	0	0	0	0	0	0	2.45022970903522	0	0	0	0.153139356814701	0	0	0	0	0	0	0	0.612557427258806	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	350	"AWI"	350	4925	5429	5130	8.36298932384341	0.177935943060498	0	0.177935943060498	0	0	0	4.80427046263345	0	0	38.2562277580071	0.177935943060498	0.177935943060498	0.177935943060498	0	0.177935943060498	0	0	1.06761565836299	11.2099644128114	0	0	0	0	0	0.177935943060498	0.177935943060498	0	0	0	0	0	0	0.711743772241993	0	0	0	0	1.24555160142349	27.5800711743772	0	0	0	0	0	3.55871886120996	0	0	0	0.355871886120996	0	0.355871886120996	0	0	0	0	0	1.06761565836299	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	360	"AWI"	360	4978	5525	5221	46.4912280701754	0.87719298245614	0	0	0	0	0	3.07017543859649	0	0	14.4736842105263	0	0	0	0	0.43859649122807	0	0	6.57894736842105	10.0877192982456	0	0	0	0	0	0	1.75438596491228	0	0	0	0	0	0.43859649122807	2.19298245614035	0	0	0	0	0	0	0	0	0	0	0	10.0877192982456	0	0	0	0	0	0.43859649122807	0	0	0	0	0	3.07017543859649	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	370	"AWI"	370	5012	5670	5301	44.1640378548896	2.20820189274448	0	0	0	0	0	6.62460567823344	0	0	13.5646687697161	0	0.315457413249211	0	0	0	0	0	3.47003154574132	19.2429022082019	0	0	0	0	0.315457413249211	0.315457413249211	0.315457413249211	0	0	0	0	0	0	0	0	0	0	0	0.315457413249211	0	0	0	0	0	0	7.57097791798107	0	0	0	0.315457413249211	0	0	0	0	0	0.315457413249211	0	0.946372239747634	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	380	"AWI"	380	5056	5807	5375	60.4221635883905	1.84696569920844	0	0.263852242744063	0	0	0	4.22163588390501	0	0	12.401055408971	0.263852242744063	0.263852242744063	0	0	0.263852242744063	0	0	2.11081794195251	3.95778364116095	0	0	0	0	0	0.79155672823219	1.05540897097625	0	0	0	0	0	0	0.79155672823219	0.263852242744063	0	0	0	0.527704485488127	0	0	0	0	0.263852242744063	0	6.06860158311346	0	0	0	0	0	0	0	0	0	0.263852242744063	0	3.95778364116095	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	390	"AWI"	390	5136	5865	5466	52.3668639053254	0.887573964497041	0	0	0	0	0	3.25443786982249	0	0	16.8639053254438	0	0.29585798816568	0.29585798816568	0	0	0	0	3.25443786982249	5.32544378698225	0.29585798816568	0	0	0	0	0.887573964497041	0	0	0	0	0	0	0.29585798816568	0.591715976331361	0	0	0	0	0.29585798816568	0	0	0	0	0.29585798816568	0	9.17159763313609	0	0	0	0.591715976331361	0	1.18343195266272	0	0	0	0.29585798816568	0	3.55029585798817	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	400	"AWI"	400	5185	5950	5556	43.4640522875817	0.65359477124183	0	0.326797385620915	0	0	0	6.5359477124183	0	0	19.6078431372549	0	0	0	0	0.65359477124183	0	0	5.55555555555556	5.55555555555556	0	0	0	0	0	0.65359477124183	0.65359477124183	0	0	0	0	0	0.326797385620915	2.28758169934641	0	0	0	0	0	0	0	0	0	0	0	7.18954248366013	0	0	0	0	0	0	0	0	0	0	0	6.5359477124183	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	410	"AWI"	410	5247	6052	5634	33.1444759206799	1.13314447592068	0	0.28328611898017	0	0	0	3.11614730878187	0	0	41.9263456090652	0	0.28328611898017	0	0	0	0	0	2.8328611898017	3.39943342776204	0.28328611898017	0	0	0	0	0.28328611898017	0.28328611898017	0	0	0	0	0.28328611898017	0.28328611898017	0.28328611898017	0	0	0	0.28328611898017	0	0	0	0	0	0	0	6.51558073654391	0	0	0	0.28328611898017	0	0	0	0	0	0.56657223796034	0	4.53257790368272	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	420	"AWI"	420	5320	6101	5717	44.1340782122905	1.67597765363128	0	0	0	0	0	4.74860335195531	0	0	36.5921787709497	0	0	0	0	0	0	0	1.39664804469274	1.11731843575419	0	0	0	0	0	0.558659217877095	0.279329608938547	0	0	0	0	0.279329608938547	0	1.67597765363128	0	0	0	0	0	0	0	0	0	0.279329608938547	0	3.35195530726257	0	0	0	0	0	0.837988826815642	0	0	0	0.558659217877095	0	2.51396648044693	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	430	"AWI"	430	5369	6178	5803	35.1485148514851	3.71287128712871	15.5940594059406	0	0	0	0.247524752475248	1.73267326732673	0	0	6.93069306930693	0	0	0	0	0.495049504950495	0	0	1.98019801980198	2.47524752475248	0	0	0	0	0	0.495049504950495	0.99009900990099	0	0	0	0	0	0	0	0	0.247524752475248	0.247524752475248	0	0.495049504950495	25.990099009901	0	0	0	0	0	1.98019801980198	0	0	0	0	0	0	0	0	0	0	0	1.23762376237624	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	440	"AWI"	440	5458	6253	5883	65.5172413793103	5.74712643678161	0	0.574712643678161	0	0	0	5.74712643678161	0	0	4.59770114942529	0	0	0	0	0	0	0	4.59770114942529	4.59770114942529	0	0	0	0	0	0	1.14942528735632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59770114942529	0	0	0	0.574712643678161	0	0	0	0	0	0	0	2.29885057471264	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	450	"AWI"	450	5574	6291	5970	59.8039215686275	6.37254901960784	0	0	0	0	0	5.88235294117647	0	0	8.33333333333333	0	0	0	0	0	0	0	4.41176470588235	1.96078431372549	0	0	0	0	0.490196078431373	0.490196078431373	1.96078431372549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490196078431373	7.35294117647059	0	0	0	0.490196078431373	0	0	0	0	0	0	0	1.96078431372549	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	460	"AWI"	460	5640	6363	6062	60.1532567049808	4.98084291187739	0	0.766283524904214	0	0	0	4.59770114942529	0	0	8.42911877394636	0	0	0	0	0	0	0	2.68199233716475	4.21455938697318	0	0	0	0	0	1.14942528735632	2.68199233716475	0	0	0	0	0	0	0.383141762452107	0	0	0	0	0	0	0	0	0	0	0	7.66283524904215	0	0	0	0	0	0.383141762452107	0	0	0	0	0	1.91570881226054	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	470	"AWI"	470	5785	6415	6144	31.4720812182741	0.253807106598985	0	0.50761421319797	0	0	0	1.77664974619289	0	0	10.9137055837563	0	0.126903553299492	0	0	0.126903553299492	0	0	1.39593908629442	4.18781725888325	0	0	0	0	0	0.761421319796954	1.26903553299492	0	0	0	0	0.126903553299492	0	0.761421319796954	0	0	0	0	0	40.1015228426396	0	0	0	0	0	4.56852791878173	0	0	0	0	0	0.126903553299492	0	0	0	0.126903553299492	0	1.26903553299492	0.126903553299492	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	480	"AWI"	480	5977	6455	6214	39.6923076923077	0.615384615384615	0	0.923076923076923	0	0	0	2.76923076923077	0	0	30.1538461538462	0	0.307692307692308	0	0	0.307692307692308	0	0	2.46153846153846	6.46153846153846	0	0	0	0	0	1.53846153846154	1.23076923076923	0	0	0	0	0	0	0.923076923076923	0	0	0	0	0	0	0	0	0	0	0	8.61538461538461	0	0	0	0	0	0	0	0	0	0.307692307692308	0	3.69230769230769	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	490	"AWI"	490	6091	6511	6293	27.172195892575	0.947867298578199	0	0	0	0	0	1.4218009478673	0	0	31.1216429699842	0	0.157977883096367	0	0	0	0	0	1.4218009478673	5.37124802527646	0	0	0	0	0	0.4739336492891	1.26382306477093	0	0	0	0	0.157977883096367	0	0.315955766192733	0	0	0	0	0	22.432859399684	0	0	0	0	0	4.10742496050553	0.631911532385466	0	0	0.157977883096367	0	0.631911532385466	0	0	0	0	0	2.05371248025276	0.157977883096367	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	500	"AWI"	500	6305	6609	6410	51.792828685259	1.19521912350598	0	0	0	0	0	2.78884462151394	0	0	19.9203187250996	0	0	0	0	0	0	0	0.398406374501992	7.17131474103586	0	0	0	0.398406374501992	0	2.39043824701195	3.18725099601594	0	0	0	0	0	0	0.398406374501992	0	0	0	0	0.796812749003984	0	0	0	0	0	0	3.58565737051793	0	0	0	0.796812749003984	0.398406374501992	2.39043824701195	0	0	0.398406374501992	0	0	1.99203187250996	0	0	0
