"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	0	"AWI"	0	-149	20	-68	0	0	0	65.5263157894737	0.263157894736842	0.087719298245614	0	1.14035087719298	0	0	11.9298245614035	0	0.175438596491228	0	0	0	0	0	0	0.43859649122807	0	0	0	0	0	0	0.087719298245614	0	0.87719298245614	0	0	0.263157894736842	0	0.087719298245614	0	0	0	0	0	0	0	8.7719298245614	0	0	0	0	0.175438596491228	0	8.59649122807018	0	0	0	0	0	0.350877192982456	0.263157894736842	0	0	0	0	0	0	0	0.350877192982456	0.263157894736842	0.350877192982456	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	5	"AWI"	5	-86	240	43	0	0	0	62.7376425855513	0.380228136882129	0.190114068441065	0	0.570342205323194	0	0	7.79467680608365	0	0.190114068441065	0	0	0	0	0	0	0.380228136882129	0	0.570342205323194	0	0	0	0	0.190114068441065	0	0	0	0	0.950570342205323	0	0	0	0	0	0	0	0.190114068441065	0.190114068441065	14.2585551330798	0	0.190114068441065	0	0	0.190114068441065	0	10.2661596958175	0	0	0	0	0	0.190114068441065	0	0	0	0	0	0.190114068441065	0	0	0	0.190114068441065	0.190114068441065	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	10	"AWI"	10	-63	527	148	0	0	0.177619893428064	41.0301953818828	0.532859680284192	0.177619893428064	0	0.355239786856128	0	0	22.9129662522202	0	0.532859680284192	0	0	0	0	0	0	0.177619893428064	0	4.79573712255773	0	0	0	0	0.355239786856128	0.355239786856128	0.177619893428064	0	0	3.19715808170515	0	0	0	0	0	0	0	0.177619893428064	0.177619893428064	18.2948490230906	0	0	0	0	0	0	4.26287744227353	0	0	0	0.532859680284192	0	0.710479573712256	0.177619893428064	0	0	0	0.710479573712256	0	0	0	0	0	0.177619893428064	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	15	"AWI"	15	16	675	276	0	0	0.153609831029186	17.8187403993856	0.460829493087558	0.614439324116744	0	0	0	0	9.8310291858679	0	1.22887864823349	0	0.460829493087558	0	0	0	0	0.921658986175115	0	14.900153609831	0	0	0	0	0.921658986175115	0.153609831029186	0	0	0	5.37634408602151	0	0	0.153609831029186	0	0.153609831029186	0	0	0.460829493087558	0.307219662058372	39.3241167434716	0	0	0	0	0	0	5.22273425499232	0	0	0	0	0	1.0752688172043	0	0	0	0.153609831029186	0	0	0	0	0	0.153609831029186	0.153609831029186	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	17	"AWI"	17	40	709	332	0	0	0	10.1721439749609	0.469483568075117	0.469483568075117	0	0.625978090766823	0	0	11.1111111111111	0	0.938967136150235	0	0.312989045383412	0	0	0	0	1.25195618153365	0	10.9546165884194	0	0	0	0	0.312989045383412	0	0	0	0	5.4773082942097	0	0	0	0	0	0	0	0.156494522691706	0.469483568075117	47.7308294209703	0	0	0	0	0	0	7.981220657277	0	0	0	0.469483568075117	0	0.469483568075117	0	0	0	0	0.312989045383412	0	0	0	0	0.156494522691706	0.156494522691706	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	20	"AWI"	20	72	785	410	0	0	0	5.15933232169954	0	0.455235204855842	0	1.97268588770865	0	0	8.80121396054628	0	1.66919575113809	0	0.455235204855842	0	0	0	0	1.21396054628225	0	14.5675265553869	0	0	0.303490136570561	0	0.758725341426404	0	0.151745068285281	0	0	3.03490136570561	0	0	0.151745068285281	0	0	0	0	0.758725341426404	0.303490136570561	46.7374810318665	0	0	0	0	0	0	11.9878603945372	0	0	0	0	0	0.910470409711684	0	0	0	0	0	0	0	0	0	0.151745068285281	0.455235204855842	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	25	"AWI"	25	182	908	538	0	0	0	17.5600739371534	0.369685767097967	0	0	1.84842883548983	0	0	17.1903881700555	0	1.29390018484288	0	0.369685767097967	0	0	0	0	2.77264325323475	0	1.66358595194085	0	0	0	0	3.14232902033272	0	0	0	0	1.47874306839187	0	0	0	0	0	0	0	2.58780036968577	0.184842883548983	36.0443622920518	0	0	0	0	0	0	11.275415896488	0.184842883548983	0	0	0.184842883548983	0	0.739371534195933	0.184842883548983	0	0	0	0	0.184842883548983	0	0	0	0.55452865064695	0.184842883548983	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	30	"AWI"	30	324	969	676	0	0	0	19.2789968652038	0.313479623824451	0.313479623824451	0	2.03761755485893	0	0	17.0846394984326	0	0.783699059561128	0	2.03761755485893	0	0	0	0.313479623824451	3.44827586206897	0	11.9122257053292	0	0	0	0	5.4858934169279	0	0.783699059561128	0	0	1.56739811912226	0	0	0	0	0	0	0	2.35109717868339	0.156739811912226	18.9655172413793	0	0	0	0.470219435736677	0	0	8.93416927899687	0.156739811912226	0	0	0.470219435736677	0	0.156739811912226	0	0	0	0.156739811912226	0	0	0	0	0	1.72413793103448	1.09717868338558	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	35	"AWI"	35	417	1100	821	0	0	0	7.85854616895874	0.196463654223969	0.294695481335953	0	0.294695481335953	0	0	20.3339882121807	0	0	0	0	0	0	0	0	0.392927308447937	0	0.589390962671906	0	0	0	0	1.8664047151277	0	0.0982318271119843	0	0	0.392927308447937	0	0	0	0	0	0	0	1.57170923379175	0.196463654223969	60.1178781925344	0	0	0	0	0	0	5.40275049115914	0	0	0	0	0	0.0982318271119843	0	0	0	0	0	0	0	0	0	0.294695481335953	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	40	"AWI"	40	692	1134	926	0.157232704402516	0	0	2.83018867924528	0.157232704402516	0.471698113207547	0	0	0	0	17.7672955974843	0	0	0	0	0	0	0	0	1.25786163522013	0	1.57232704402516	0	0	0	0	3.61635220125786	0	0.157232704402516	0	0	0.157232704402516	0	0	0	0	0	0	0	1.72955974842767	0.471698113207547	50.9433962264151	0	0	0	0	0.157232704402516	0	17.9245283018868	0	0	0	0	0	0.157232704402516	0	0	0	0	0	0	0	0	0	0	0.471698113207547	0	0
