"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lentibulariaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26221	45731	"Isbenttjønn"	59.76475	7.433998	936	"AWI"	936	-125	47	-45	0	2.21674876847291	0	0	0.738916256157635	0	68.2266009852217	0	0	0	0	0	0	0.985221674876847	0	15.0246305418719	0	0	0	0	0	0	0	0	0.246305418719212	0	0	0	0	0	0	4.43349753694581	0	0.246305418719212	0	0	0	0	0	0	2.95566502463054	0	0	0	0	1.23152709359606	0	0.246305418719212	0	0	3.44827586206897
26221	45731	"Isbenttjønn"	59.76475	7.433998	940	"AWI"	940	9	813	371	0	2.49110320284698	0.355871886120996	0	0.355871886120996	0	55.1601423487544	0	0	0	0	0	0	1.77935943060498	0	28.8256227758007	0	0	0.355871886120996	0	0	0.355871886120996	0	0	2.49110320284698	0	0	0	0.355871886120996	0	0	2.49110320284698	0	0.355871886120996	0	0	0	0	0	0	1.06761565836299	0	0	0	0	1.42348754448399	0	0	0.355871886120996	0	1.77935943060498
26221	45731	"Isbenttjønn"	59.76475	7.433998	944	"AWI"	944	204	1508	791	0	7.93103448275862	0	0	0.344827586206897	0	46.551724137931	0	0	0	0	0	0	1.03448275862069	0	27.2413793103448	0	0	0	0.344827586206897	0	0	0	0	3.79310344827586	0	0	0	0.344827586206897	0	0	10	0	0.344827586206897	0	0	0	0	0	0	0.344827586206897	0	0	0	0	0.344827586206897	0	0	0	0	1.37931034482759
26221	45731	"Isbenttjønn"	59.76475	7.433998	948	"AWI"	948	828	1613	1244	0.228310502283105	3.19634703196347	0	0	0.228310502283105	0	23.972602739726	0	0	0	0	0	0.228310502283105	0.228310502283105	0	16.2100456621005	0	0	0	0.228310502283105	0	0	0	0	0.684931506849315	0	0	0	0	0	0	1.36986301369863	50.4566210045662	0	0	0	0	0	0	0	1.14155251141552	0	0	0	0	0.45662100456621	0.228310502283105	0.228310502283105	0	0	0.91324200913242
26221	45731	"Isbenttjønn"	59.76475	7.433998	952	"AWI"	952	1113	1786	1569	0	3.98009950248756	0	0	0	0	30.0995024875622	0	0	0	0	0	0	0.746268656716418	0	13.681592039801	0	0	0	0	0	0	0.248756218905473	0	2.48756218905473	0	0	0	0	0	0	0.746268656716418	43.0348258706468	0.497512437810945	0	0	0	0	0	0	1.74129353233831	0	0	0	0	0.746268656716418	0	0	0.248756218905473	0.746268656716418	0.995024875621891
26221	45731	"Isbenttjønn"	59.76475	7.433998	956	"AWI"	956	1281	1873	1667	0	4.92813141683778	0	0	0.205338809034908	0	31.211498973306	0	0.205338809034908	0.205338809034908	0	0	0	3.08008213552361	0	18.0698151950719	0	0	0	0	0	0	0.205338809034908	0	1.23203285420945	0	0	0	0	0	0	0.616016427104723	35.7289527720739	0.205338809034908	0	0	0	0.205338809034908	0	0	1.23203285420945	0	0	0	0	0.82135523613963	0	0	0	0.616016427104723	1.23203285420945
26221	45731	"Isbenttjønn"	59.76475	7.433998	960	"AWI"	960	1387	1971	1740	0	6.08108108108108	0	0	1.01351351351351	0	55.7432432432432	0	0	0	0	0	0.337837837837838	2.36486486486486	0	28.3783783783784	0	0	0	0	0	0.337837837837838	0	0	1.01351351351351	0	0	0	0	0	0	1.01351351351351	0	0	0	0	0	0	0	0	1.01351351351351	0	0	0	0	1.68918918918919	0.337837837837838	0	0	0.337837837837838	0.337837837837838
26221	45731	"Isbenttjønn"	59.76475	7.433998	964	"AWI"	964	1445	2044	1799	0	6.38297872340426	0	0	0.425531914893617	0	51.063829787234	0	0	0	0	0	0	1.70212765957447	0	33.1914893617021	0	0	0	0	0	0	0	0	0.851063829787234	0	0	0	0	0	0	0.851063829787234	0	0	0	0	0	0	0	0	1.70212765957447	0	0	0	0	1.27659574468085	0	0	0.425531914893617	0.851063829787234	1.27659574468085
26221	45731	"Isbenttjønn"	59.76475	7.433998	968	"AWI"	968	1513	2092	1855	0	6	0	0	0.571428571428571	0	55.1428571428571	0	0	0	0	0	0	2.28571428571429	0	23.1428571428571	0	0	0	0	0	0	0.285714285714286	0	2.85714285714286	0	0	0	0	0	0	2.85714285714286	0	0	0	0	0	0	0	0	1.71428571428571	0	0	0	2.28571428571429	1.14285714285714	0.285714285714286	0	0	0	1.42857142857143
26221	45731	"Isbenttjønn"	59.76475	7.433998	972	"AWI"	972	1563	2153	1913	0.380228136882129	6.4638783269962	0	0	0.380228136882129	0	63.8783269961977	0	0	0	0	0	0	1.14068441064639	0	19.3916349809886	0	0	0	0.380228136882129	0	0.760456273764259	0	0	1.52091254752852	0	0	0	0	0	0	2.28136882129278	0	0	0	0	0	0	0	0	1.52091254752852	0	0	0	0	0.380228136882129	0	0	0	0	1.52091254752852
