"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
3502	4527	"Vracov"	48.977644	17.199456	15	"AWI"	15	-2	417	183	1.90839694656489	0.190839694656489	17.7480916030534	2.29007633587786	0	0	0	13.3587786259542	0	0	0	0	0	3.05343511450382	0	0	0	0	0	5.91603053435114	16.6030534351145	0	0	0	0	13.3587786259542	0	0.190839694656489	0	0	0	0	0.190839694656489	0	0	0	0	0.190839694656489	0	0	0	0	4.9618320610687	0	5.15267175572519	0	0	0	0	0	0	0	7.06106870229008	0	0	0.381679389312977	0	0.572519083969466	0	0.381679389312977	2.67175572519084	0	2.86259541984733	0.954198473282443
3502	4527	"Vracov"	48.977644	17.199456	20	"AWI"	20	32	527	275	0	0	13.216957605985	6.48379052369077	0	0	0	16.7082294264339	0	0	0	0.748129675810474	0	3.49127182044888	0	0	0	0.249376558603491	0	6.48379052369077	12.9675810473815	0	0	0	0	4.48877805486284	0	0.498753117206983	0	0	0	0	0.249376558603491	0	0	0	0.498753117206983	0	0	0	0	0	2.7431421446384	0	4.73815461346633	0	0	0	0	0	0	0.249376558603491	14.214463840399	0	0	0	0	1.49625935162095	0	0.498753117206983	0.748129675810474	0	4.73815461346633	4.48877805486284
3502	4527	"Vracov"	48.977644	17.199456	25	"AWI"	25	147	561	364	1.05263157894737	0.701754385964912	16.8421052631579	1.75438596491228	0	0	0	2.10526315789474	0	0	0	0	0	5.6140350877193	0	0	0	0	0	9.12280701754386	15.4385964912281	0	0	0	0	6.31578947368421	0	0.350877192982456	0	0	0	0	0.701754385964912	0	0	0	0	0	0	0	0	0	8.42105263157895	0	3.85964912280702	0	0	0	0	0	0	0	14.3859649122807	0	0	0.701754385964912	0	2.80701754385965	0	0.701754385964912	0.350877192982456	0	5.26315789473684	3.50877192982456
3502	4527	"Vracov"	48.977644	17.199456	35	"AWI"	35	391	649	535	0.470035252643948	0.82256169212691	11.9858989424207	1.29259694477086	0	0	0	15.2761457109283	0	0	0	0	0	3.99529964747356	0	0	0	0	0	9.87074030552291	12.1034077555817	0	0	0	0	11.6333725029377	0	0	0	0	0.352526439482961	0	0	0	0	0.117508813160987	0	0	0	0	0	0	6.46298472385429	0	3.29024676850764	0	0	0	0	0	0	0.117508813160987	6.69800235017626	0	0	0.235017626321974	0	0.705052878965923	0	0	0.352526439482961	0	10.9283196239718	3.29024676850764
3502	4527	"Vracov"	48.977644	17.199456	40	"AWI"	40	556	678	620	0.206611570247934	1.13636363636364	6.71487603305785	1.96280991735537	0	0	0	16.9421487603306	0	0	0	0	0	1.2396694214876	0	0	0	0	0	4.95867768595041	36.7768595041322	0	0	0	0	7.23140495867769	0	0.103305785123967	0	0	0.413223140495868	0	0.413223140495868	0	0	0	0.103305785123967	0	0	0	0	0	4.85537190082645	0	0.929752066115702	0	0	0	0	0	0	0	5.57851239669422	0	0	0.413223140495868	0	0.619834710743802	0	0.309917355371901	0.103305785123967	0	2.68595041322314	6.30165289256198
3502	4527	"Vracov"	48.977644	17.199456	45	"AWI"	45	580	871	681	1.34831460674157	0	11.4606741573034	7.64044943820225	0	0	0	18.2022471910112	0	0	0	0	0	1.57303370786517	0	0	0	0	0	6.06741573033708	12.8089887640449	0	0	0	0	11.685393258427	0	0.224719101123596	0	0	0	0	0.449438202247191	0.224719101123596	0	0.224719101123596	0.224719101123596	0	0	0	0	0	7.86516853932584	0	2.92134831460674	0	0	0	0	0	0	0	9.8876404494382	0	0	0	0	0.449438202247191	0	0.224719101123596	0	0	2.92134831460674	3.59550561797753
3502	4527	"Vracov"	48.977644	17.199456	49	"AWI"	49	588	1059	724	1.30246020260492	0	12.8798842257598	4.4862518089725	0	0	0	19.9710564399421	0	0	0	0	0	1.30246020260492	0	0	0	0	0	4.19681620839363	7.09117221418234	0	0	0	0	21.1287988422576	0.144717800289436	0.289435600578871	0	0	0	0	0.289435600578871	0.144717800289436	0	0	0	0	0	0	0	0	5.06512301013025	0	1.15774240231548	0	0	0	0	0	0.144717800289436	0	15.4848046309696	0	0	0.289435600578871	0	0.434153400868307	0	0	0.289435600578871	0	3.76266280752533	0.144717800289436
3502	4527	"Vracov"	48.977644	17.199456	52	"AWI"	52	615	1122	765	1.17878192534381	0	11.0019646365422	6.48330058939096	0	0	0	22.3968565815324	0	0	0	0	0	0.196463654223969	0	0	0	0	0	5.50098231827112	12.37721021611	0	0	0	0	17.2888015717092	0	0.196463654223969	0	0	0	0	0.196463654223969	0	0	0	0	0	0	0	0	0	6.09037328094303	0	2.16110019646365	0	0	0	0	0	0	0	7.85854616895874	0	0	0.196463654223969	0	0.196463654223969	0	0	0.589390962671906	0	5.89390962671906	0.196463654223969
3502	4527	"Vracov"	48.977644	17.199456	53	"AWI"	53	624	1135	780	3.33919156414763	0	9.49033391915641	2.46045694200351	0	0	0	13.884007029877	0	0	0	0	0	0.527240773286467	0	0	0	0	0	2.28471001757469	22.8471001757469	0	0	0	0	24.0773286467487	0	0	0	0	0	0	0	0	0	0	0.175746924428822	0	0	0	0	0	7.73286467486819	0	3.69068541300527	0	0	0	0	0	0	0	4.56942003514938	0	0	0.351493848857645	0	1.23022847100176	0	0.175746924428822	0.175746924428822	0	1.93321616871705	1.05448154657293
3502	4527	"Vracov"	48.977644	17.199456	56	"AWI"	56	640	1197	824	7.53424657534247	0	16.6666666666667	2.51141552511416	0	0	0	8.67579908675799	0	0	0	0	0	0.45662100456621	0	0	0	0	0	5.47945205479452	21.2328767123288	0	0	0	0	14.8401826484018	0	0	0	0	0	0	0	0	0	0.228310502283105	0	0	0	0	0	0	3.19634703196347	0	4.10958904109589	0	0	0	0	0	0	0	11.1872146118721	0	0	0.228310502283105	0	0.45662100456621	0	0	0.228310502283105	0	2.73972602739726	0.228310502283105
3502	4527	"Vracov"	48.977644	17.199456	60	"AWI"	60	657	1273	879	3.00925925925926	0	11.3425925925926	2.5462962962963	0	0	0	9.25925925925926	0	0	0	0	0	0	0	0	0	0	0	4.86111111111111	21.7592592592593	0	0	0	0	17.3611111111111	0.462962962962963	0.462962962962963	0	0	0	0	0	0	0	0	0.231481481481481	0	0	0	0	0	8.7962962962963	0	6.71296296296296	0	0	0	0	0	0	0	9.72222222222222	0	0	0.231481481481481	0	0.231481481481481	0	0	0.231481481481481	0	2.77777777777778	0
3502	4527	"Vracov"	48.977644	17.199456	62	"AWI"	62	688	1299	909	2.75229357798165	0.305810397553517	17.2782874617737	2.29357798165138	0	0	0	18.348623853211	0	0	0	0.305810397553517	0	0.458715596330275	0	0	0	0	0	7.64525993883792	4.58715596330275	0	0	0	0	15.9021406727829	0.152905198776758	0.152905198776758	0	0	0	0	0.152905198776758	0.152905198776758	0	0	0	0	0	0	0	0	8.71559633027523	0	2.75229357798165	0	0	0	0	0	0.152905198776758	0	14.0672782874618	0	0	0.305810397553517	0	0.305810397553517	0	0.152905198776758	0.152905198776758	0	2.14067278287462	0.764525993883792
3502	4527	"Vracov"	48.977644	17.199456	65	"AWI"	65	716	1337	955	6.4453125	0.1953125	15.0390625	0.5859375	0	0	0	5.46875	0	0	0	0	0	0	0	0	0	0	0	7.6171875	15.234375	0	0	0	0	17.7734375	0	0.1953125	0	0	0	0	0	0	0	0.1953125	0	0.1953125	0	0	0	0	9.5703125	0	0.390625	0	0	0	0	0	0.1953125	0	16.9921875	0	0	0.390625	0	0.1953125	0	0.390625	0.1953125	0	2.1484375	0.5859375
3502	4527	"Vracov"	48.977644	17.199456	69	"AWI"	69	749	1407	1016	3.08285163776493	0.192678227360308	21.9653179190751	0.770712909441233	0	0	0	9.82658959537572	0	0	0	0	0	0	0	0	0	0	0.385356454720617	3.46820809248555	6.9364161849711	0.192678227360308	0	0	0	23.8921001926782	0	0.192678227360308	0	0	0	0	0	0	0	0	0	0.192678227360308	0	0	0	0	6.9364161849711	0	0.578034682080925	0	0	0	0	0	0	0.192678227360308	15.4142581888247	0	0	0.578034682080925	0	1.34874759152216	0	0.192678227360308	0.192678227360308	0	3.27552986512524	0.192678227360308
