"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3006	3913	"Belle Lake"	52.18333	-7.03333	338	"AWI"	338	8572	9830	9198	0	0	0	0	0	0	0	0	0	0	0	166	14	0	0	0	0	0	3	0	0	0	0	24	0	0	6	0	0	123	0	0	0	0	6	0	0	0	0	0	20	0
3006	3913	"Belle Lake"	52.18333	-7.03333	349	"AWI"	349	8827	10070	9466	0	0	1	2	0	0	0	0	0	0	0	228	9	0	0	0	0	0	2	1	0	0	0	34	0	0	6	0	0	159	0	0	0	1	5	0	0	0	0	0	40	0
3006	3913	"Belle Lake"	52.18333	-7.03333	368	"AWI"	368	9314	10391	9945	0	0	0	3	0	0	0	0	0	0	0	178	6	0	0	0	0	0	6	0	0	0	0	41	0	0	2	0	0	150	0	0	0	0	1	0	0	3	0	0	35	0
3006	3913	"Belle Lake"	52.18333	-7.03333	380	"AWI"	380	9769	10569	10207	0	0	0	2	0	0	0	0	0	0	0	252	3	0	0	0	0	0	4	0	0	0	0	11	0	0	1	0	0	113	0	0	0	0	7	0	0	0	0	0	30	0
3006	3913	"Belle Lake"	52.18333	-7.03333	382	"AWI"	382	9821	10614	10255	0	0	0	1	0	0	0	0	0	0	0	181	3	0	0	1	0	0	3	0	0	0	0	13	0	0	2	0	0	123	0	0	0	1	5	0	0	1	0	0	14	0
3006	3913	"Belle Lake"	52.18333	-7.03333	388	"AWI"	388	10039	10717	10409	0	0	0	1	1	0	0	0	0	0	0	600	4	0	0	1	0	0	8	10	0	0	0	28	0	0	21	0	0	302	0	0	0	0	22	0	0	1	1	0	33	0
3006	3913	"Belle Lake"	52.18333	-7.03333	394	"AWI"	394	10174	10922	10569	0	0	0	0	0	0	0	0	0	0	0	418	13	0	0	2	0	0	1	56	0	1	0	15	0	0	35	0	0	27	0	0	0	9	58	0	0	6	1	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	396	"AWI"	396	10214	11018	10618	0	1	1	0	0	0	0	0	0	0	0	130	17	0	0	0	0	0	5	95	0	0	0	6	0	0	66	0	0	5	0	0	0	13	64	0	1	1	6	0	3	1
3006	3913	"Belle Lake"	52.18333	-7.03333	399	"AWI"	399	10275	11057	10681	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	1	161	0	0	0	2	0	0	45	0	0	1	0	0	0	12	40	0	0	0	3	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	402	"AWI"	402	10333	11112	10743	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	734	0	0	0	3	0	0	47	0	0	1	2	0	1	7	29	0	0	0	3	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	408	"AWI"	408	10417	11306	10854	0	0	1	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	2	83	0	0	0	8	0	0	176	0	0	0	3	0	1	27	11	1	0	0	11	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	414	"AWI"	414	10500	11414	10953	0	0	1	0	1	4	0	0	0	0	2	2	46	0	0	0	0	0	4	27	0	0	0	5	0	0	145	0	0	1	17	0	0	41	10	2	0	0	3	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	418	"AWI"	418	10541	11510	11016	0	0	0	0	4	7	0	1	0	1	0	0	51	0	0	0	0	0	4	19	0	0	0	5	0	0	123	0	0	0	0	0	2	55	8	1	0	0	5	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	436	"AWI"	436	10785	11870	11305	0	1	0	0	13	0	0	4	0	0	0	3	61	1	0	0	0	0	3	39	0	0	0	2	0	1	115	0	0	0	6	0	7	46	14	0	0	0	13	0	1	0
3006	3913	"Belle Lake"	52.18333	-7.03333	439	"AWI"	439	10833	11906	11356	0	2	0	0	9	0	0	0	0	9	0	0	49	0	0	0	0	0	4	108	0	0	0	0	0	0	93	0	0	1	6	0	4	27	25	1	0	0	13	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	448	"AWI"	448	10940	12092	11503	0	2	2	0	11	0	0	1	0	3	1	0	66	0	0	0	0	0	3	84	0	0	0	2	0	0	133	0	0	0	4	0	6	29	9	1	0	0	9	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	458	"AWI"	458	11102	12233	11668	1	1	2	0	3	4	0	0	0	4	1	0	104	0	0	0	0	0	8	17	0	0	0	6	0	0	150	0	0	1	4	0	3	24	5	0	0	0	4	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	468	"AWI"	468	11263	12394	11829	1	1	1	0	11	4	0	0	0	3	1	0	49	0	0	0	0	0	7	41	0	0	0	6	0	0	155	0	0	1	2	0	2	32	3	0	0	0	2	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	478	"AWI"	478	11419	12550	11992	0	0	1	0	4	0	0	1	0	6	0	0	39	0	0	0	1	0	3	58	0	0	1	1	0	0	128	0	0	0	3	0	3	52	9	1	0	0	10	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	488	"AWI"	488	11577	12718	12155	0	0	2	0	32	0	0	0	0	1	0	0	25	0	0	0	0	0	3	69	0	0	0	2	0	0	143	0	0	0	4	0	4	36	9	1	0	0	6	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	499	"AWI"	499	11759	12878	12336	0	0	4	0	6	3	11	9	0	7	1	1	119	0	0	0	0	0	9	2	0	0	0	3	0	0	88	0	0	0	1	0	2	35	2	0	0	0	5	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	508	"AWI"	508	11959	12996	12478	0	1	3	0	6	4	0	2	0	7	0	0	70	1	0	0	0	0	10	39	0	0	0	2	0	1	158	2	0	1	0	0	4	35	4	0	0	0	13	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	519	"AWI"	519	12197	13163	12677	0	0	6	0	1	0	11	1	0	0	1	0	62	0	0	0	1	0	9	31	0	0	0	5	0	0	201	0	0	0	0	0	2	22	1	0	0	0	0	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	529	"AWI"	529	12398	13445	12913	1	0	0	0	0	2	11	0	0	1	0	0	85	0	0	0	0	0	12	13	0	0	0	12	0	0	192	0	0	1	1	0	7	17	2	0	0	0	3	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	540	"AWI"	540	12633	13927	13203	0	0	0	0	3	0	0	0	0	0	0	0	46	0	0	0	0	0	7	47	0	0	0	1	0	0	223	0	0	0	1	0	5	16	3	0	0	0	1	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	549	"AWI"	549	12817	14207	13451	0	0	0	0	1	0	0	1	0	2	0	1	37	0	0	0	3	0	0	36	0	0	0	0	0	0	212	0	0	0	2	0	7	16	2	0	0	0	3	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	558	"AWI"	558	13102	14444	13697	1	2	1	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	4	98	0	0	0	0	0	0	134	0	0	1	3	0	4	17	13	0	0	0	4	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	560	"AWI"	560	13144	14511	13749	0	1	3	0	0	0	0	0	0	0	0	0	39	0	0	0	1	0	4	321	0	0	0	1	0	0	167	0	0	1	3	0	2	28	12	0	0	0	16	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	564	"AWI"	564	13233	14671	13854	0	0	5	0	1	0	8	0	0	0	0	0	15	0	0	0	0	0	1	335	0	0	0	1	0	0	56	0	0	0	0	0	5	15	9	0	0	0	15	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	566	"AWI"	566	13286	14706	13901	0	0	0	0	2	3	0	0	0	0	0	0	27	0	0	0	0	0	2	240	1	0	0	0	0	0	66	0	0	0	0	0	3	32	14	0	0	0	4	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	570	"AWI"	570	13375	14828	14000	0	2	1	0	24	6	0	1	0	0	1	0	22	0	0	0	0	0	11	18	1	0	2	0	0	0	92	0	0	0	3	0	1	137	16	0	0	0	1	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	572	"AWI"	572	13413	14899	14052	2	1	0	0	13	6	0	1	0	1	0	1	28	0	0	0	0	0	7	1	0	0	0	3	0	0	102	0	0	0	0	0	0	99	6	1	0	0	3	0	0	0
3006	3913	"Belle Lake"	52.18333	-7.03333	576	"AWI"	576	13465	15054	14142	2	0	0	0	25	0	16	0	0	5	4	1	29	0	0	0	0	0	10	2	0	0	0	13	0	0	74	0	0	0	0	0	0	42	11	0	0	0	1	0	0	0
