"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3233	4198	"Le Grand Lemps"	45.47333	5.41667	155	"AWI"	155	284	1229	660	0	0	5.33333333333333	0.666666666666667	0	0	0.666666666666667	0	4	0	0.666666666666667	0.666666666666667	0	0	0	0	0.666666666666667	0	13.3333333333333	2.66666666666667	0	0	0	6	0	0	7.33333333333333	2	0	0	0	5.33333333333333	0.666666666666667	1.33333333333333	3.33333333333333	13.6666666666667	0	25.3333333333333	0	0	0	0	0.333333333333333	3.33333333333333	1.33333333333333	0	0	0	0	0	0	0	1.33333333333333	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	175	"AWI"	175	361	1335	762	0	0	0.930232558139535	0	0	0	1.86046511627907	0	6.51162790697674	0	0.930232558139535	0	0	0	0	0	0.930232558139535	0	12.093023255814	2.7906976744186	0	0	0	6.51162790697674	0	0	4.65116279069767	0	0	0	0	3.72093023255814	1.86046511627907	4.65116279069767	0.930232558139535	13.0232558139535	0	35.3488372093023	0	0	0	0	0	0.930232558139535	1.3953488372093	0	0	0	0	0	0	0	0.930232558139535	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	195	"AWI"	195	428	1462	859	0	0	4.43349753694581	0.492610837438424	0	0	1.97044334975369	0	13.3004926108374	0	1.47783251231527	0	0	0	0	0	0	0	19.7044334975369	0.492610837438424	0	0	0	4.92610837438424	0	0	2.95566502463054	0	0	0	0	2.46305418719212	0.492610837438424	2.46305418719212	1.47783251231527	14.2857142857143	0	22.1674876847291	1.47783251231527	0	0	0	0	1.97044334975369	0.985221674876847	0	0	0	0	0	0	0.985221674876847	1.47783251231527	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	225	"AWI"	225	627	1603	986	0.523560209424084	0	3.1413612565445	0	0.523560209424084	0	0	0	15.7068062827225	0	0.523560209424084	0.523560209424084	0	0	0	0	0	0	16.7539267015707	0.523560209424084	0	0	0	2.09424083769634	0	0	2.09424083769634	0	0	0	0	8.37696335078534	0	1.04712041884817	2.61780104712042	13.6125654450262	0	26.1780104712042	0.523560209424084	0.523560209424084	0	0	0.523560209424084	1.04712041884817	2.61780104712042	0	0	0	0	0	0	0	0.523560209424084	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	230	"AWI"	230	648	1634	1009	0	0	7.30769230769231	0	0.384615384615385	0	0.769230769230769	0	15.3846153846154	0	0	0	0	0	0	0	0	0	13.8461538461538	2.30769230769231	0	0	0	3.07692307692308	0	0	0.769230769230769	0	0	0	0	3.07692307692308	0	1.15384615384615	1.15384615384615	13.8461538461538	0	27.3076923076923	0.384615384615385	0.769230769230769	0	0	0	3.84615384615385	1.92307692307692	0	0	0	0.384615384615385	0	0	1.15384615384615	1.15384615384615	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	235	"AWI"	235	661	1663	1031	3.73831775700935	0	2.80373831775701	0.934579439252336	0.467289719626168	0	0.467289719626168	0	7.00934579439252	0	0.467289719626168	0	0	0	0	0	0	0	12.6168224299065	1.86915887850467	0	0	0	23.3644859813084	0	0	0.467289719626168	0	0	0	0	2.33644859813084	0.934579439252336	1.4018691588785	0	22.8971962616822	0	15.8878504672897	0	0	0	0	0	0.934579439252336	1.4018691588785	0	0	0	0	0	0	0	0	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	240	"AWI"	240	676	1695	1053	0.930232558139535	0	5.11627906976744	0	0	0	0.930232558139535	0	13.0232558139535	0	0.465116279069767	0.465116279069767	0	1.3953488372093	0	0	0	0	14.4186046511628	0.465116279069767	0	0	0	5.58139534883721	0.465116279069767	0	0.465116279069767	0	0	0	0	2.7906976744186	0	0	1.3953488372093	23.2558139534884	0	20.9302325581395	0	0	0	0	0	3.25581395348837	1.86046511627907	0	0	0	0	0	0	0.930232558139535	1.86046511627907	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	242	"AWI"	242	694	1709	1066	1.18577075098814	0.790513833992095	6.71936758893281	0.395256916996047	0	0	1.58102766798419	0	16.99604743083	0	0	0	0	0.395256916996047	0	0	0	0	9.09090909090909	0.395256916996047	0	0	0	5.92885375494071	0.395256916996047	0	1.18577075098814	0	0	0	0	3.55731225296443	0	0.790513833992095	3.55731225296443	16.600790513834	0	20.9486166007905	1.18577075098814	0.395256916996047	0	0	0	3.55731225296443	1.58102766798419	0	0	0	0	0	0	0.395256916996047	2.37154150197628	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	245	"AWI"	245	804	1765	1110	1.73160173160173	0	4.32900432900433	0	0	0	0.865800865800866	0	7.35930735930736	0	0	0	0	0	0	0	0	0	10.3896103896104	0.865800865800866	0	0	0	5.19480519480519	0	0	1.73160173160173	0	0	0	0	1.73160173160173	0.865800865800866	4.32900432900433	4.32900432900433	20.7792207792208	0	31.1688311688312	0	0	0	0	0.865800865800866	1.73160173160173	0.865800865800866	0	0	0	0	0	0	0	0.865800865800866	0
3233	4198	"Le Grand Lemps"	45.47333	5.41667	246	"AWI"	246	834	1785	1126	5.03597122302158	0.719424460431655	2.87769784172662	0	0.719424460431655	0	2.15827338129496	0	5.75539568345324	0	0	0	0	0.719424460431655	0	0	0.719424460431655	0	8.63309352517986	1.43884892086331	0	0	0	5.75539568345324	0	0	0	0.719424460431655	0	0	0	3.59712230215827	0	3.59712230215827	3.59712230215827	23.7410071942446	0	27.3381294964029	0	0	0	0	0	2.15827338129496	0	0	0	0	0	0	0	0.719424460431655	0	0
