"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Ceratonia"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Datiscaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Laurus"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15838	24373	"Lake Xinias"	39.0585	22.24997	0	"AWI"	0	-147	23	-67	36	0	0	23	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	51	0	0	0	12	0	0	14	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	38	0	0	125	0	17	0	67	9	0	5	0	164	0	0	0	721	138	0	0	0	3	2	0	0	5	0	0	2	0	1	17	0	0	4
15838	24373	"Lake Xinias"	39.0585	22.24997	10	"AWI"	10	0	2003	628	14	2	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	0	27	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	53	0	0	0	51	2	0	0	0	56	0	0	0	250	76	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0
15838	24373	"Lake Xinias"	39.0585	22.24997	30	"AWI"	30	468	5305	2171	13	0	0	8	0	0	0	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	30	1	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	73	0	1	0	58	1	0	0	0	108	0	0	0	255	62	0	0	0	0	1	0	0	0	0	0	1	0	2	4	0	0	0
15838	24373	"Lake Xinias"	39.0585	22.24997	50	"AWI"	50	1174	7447	3977	57	0	0	13	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	25	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	84	0	0	0	100	0	0	0	0	108	0	0	0	352	13	0	0	0	4	0	0	0	0	0	0	0	0	7	3	0	0	1
15838	24373	"Lake Xinias"	39.0585	22.24997	73	"AWI"	73	2402	9638	5946	33	0	1	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	31	0	0	0	7	0	0	0	2	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	72	0	0	1	65	3	0	0	0	99	0	0	0	311	44	0	0	0	2	0	0	0	2	0	0	1	0	2	1	0	0	3
15838	24373	"Lake Xinias"	39.0585	22.24997	80	"AWI"	80	3176	9952	6586	23	2	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23	0	21	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	66	1	0	0	0	78	0	0	0	417	42	0	0	0	3	0	0	0	0	0	0	0	0	3	10	0	0	1
15838	24373	"Lake Xinias"	39.0585	22.24997	90	"AWI"	90	3791	10682	7553	38	3	0	12	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	17	0	0	0	12	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	82	8	0	0	0	116	0	0	0	445	30	0	0	0	7	1	0	0	0	1	0	1	0	9	22	0	0	7
15838	24373	"Lake Xinias"	39.0585	22.24997	100	"AWI"	100	4759	11402	8427	19	2	0	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	14	0	0	2	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	2	0	52	6	0	0	0	90	0	0	0	233	12	0	0	0	0	1	0	0	0	0	0	0	0	5	7	0	0	1
15838	24373	"Lake Xinias"	39.0585	22.24997	110	"AWI"	110	5908	11728	9333	41	2	0	14	0	0	0	1	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	87	0	28	0	0	0	0	0	0	2	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	66	28	0	0	0	270	0	0	0	451	16	0	0	0	0	0	0	0	0	2	0	0	0	10	25	0	0	6
15838	24373	"Lake Xinias"	39.0585	22.24997	130	"AWI"	130	8718	12377	10950	35	1	0	17	0	0	0	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	22	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	52	0	3	0	60	12	0	1	0	233	0	0	0	393	8	0	0	0	0	0	0	0	1	0	0	0	0	6	11	1	0	0
