"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3424	4437	"Moselotte"	48.03194	7	5	"AWI"	5	-25	718	176	20.8510638297872	0	5.1063829787234	2.5531914893617	0	0	1.27659574468085	0	5.53191489361702	0	0	0	0	0	0	5.53191489361702	0	3.40425531914894	0	0	19.5744680851064	1.27659574468085	0	0	5.1063829787234	1.70212765957447	14.8936170212766	0	0	0	10.2127659574468	0	0	0	1.27659574468085	0.851063829787234	0	0	0.425531914893617	0	0.425531914893617
3424	4437	"Moselotte"	48.03194	7	8	"AWI"	8	62	894	360	0	0	0	0	0	0	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.6666666666667	0	0	0	0	0	0
3424	4437	"Moselotte"	48.03194	7	10	"AWI"	10	98	1134	468	5.86666666666667	0	2.8	0.533333333333333	0	0	0.133333333333333	0	6.4	0	0.133333333333333	0	0	0	0.266666666666667	3.06666666666667	0	13.8666666666667	0	2.8	10.5333333333333	1.2	0.666666666666667	0	1.2	1.06666666666667	9.06666666666667	0	31.4666666666667	0	6.53333333333333	0	0	0.133333333333333	1.6	0.266666666666667	0	0	0	0	0.4
3424	4437	"Moselotte"	48.03194	7	13	"AWI"	13	207	1281	627	4.89417989417989	0	1.98412698412698	0.661375661375661	0	0	0.264550264550265	0	4.76190476190476	0	0.132275132275132	0	0.793650793650794	0	0.396825396825397	4.62962962962963	0	4.62962962962963	0	0	13.7566137566138	0.264550264550265	0.793650793650794	0.132275132275132	2.38095238095238	0.529100529100529	6.61375661375661	0	37.6984126984127	0	12.3015873015873	0	0	0	1.98412698412698	0.132275132275132	0	0	0	0	0.264550264550265
3424	4437	"Moselotte"	48.03194	7	15	"AWI"	15	251	1436	732	9.09090909090909	0.252525252525253	4.16666666666667	0.126262626262626	0	0	1.38888888888889	0	5.93434343434343	0	0	0	0.126262626262626	0	0.505050505050505	6.06060606060606	0	1.01010101010101	0	0	17.550505050505	0.126262626262626	0.252525252525253	0	1.76767676767677	0.505050505050505	3.40909090909091	0	35.7323232323232	0	10.2272727272727	0	0	0.252525252525253	0.631313131313131	0.378787878787879	0	0	0.126262626262626	0	0.378787878787879
3424	4437	"Moselotte"	48.03194	7	18	"AWI"	18	357	1576	905	4.82374768089054	0	7.23562152133581	0.185528756957328	0	0	1.11317254174397	0	19.4805194805195	0	0	0	0.556586270871985	0	0.742115027829314	10.760667903525	0	5.56586270871985	0	0	25.6029684601113	0.371057513914657	0.185528756957328	0.556586270871985	3.15398886827458	0	3.15398886827458	0	0	0	13.1725417439703	0	0	0.371057513914657	1.2987012987013	0.927643784786642	0	0	0	0	0.742115027829314
3424	4437	"Moselotte"	48.03194	7	20	"AWI"	20	413	1743	1013	7.74443368828654	0.580832526621491	4.35624394966118	0.290416263310745	0	0	0.968054211035818	0	12.5847047434656	0	0	0	1.25847047434656	0	0.0968054211035818	10.0677637947725	0	5.42110358180058	0	0	25.5566311713456	0.387221684414327	0.290416263310745	0	3.09777347531462	0.0968054211035818	1.25847047434656	0	16.6505324298161	0	6.58276863504356	0	0	0	1.16166505324298	0.871248789932236	0	0	0	0.0968054211035818	0.580832526621491
3424	4437	"Moselotte"	48.03194	7	23	"AWI"	23	563	1875	1178	6.59133709981168	0.376647834274953	3.38983050847458	0.376647834274953	0	0	0.753295668549906	0	12.9943502824859	0	0	0	0.753295668549906	0	0.188323917137476	9.6045197740113	0	6.59133709981168	0	0	26.1770244821092	0.188323917137476	0	0	3.38983050847458	0	0.941619585687382	0	16.5725047080979	0	8.47457627118644	0	0	0	1.12994350282486	0.753295668549906	0	0	0	0	0.753295668549906
3424	4437	"Moselotte"	48.03194	7	25	"AWI"	25	629	2003	1282	11.1459968602826	0.313971742543171	4.08163265306122	0	0	0	0.156985871271586	0	5.49450549450549	0	0	0	0.156985871271586	0	0	8.94819466248038	0	2.35478806907378	0	0	33.1240188383046	0.627943485086342	0	0	4.3956043956044	0	1.41287284144427	0	16.4835164835165	0	8.47723704866562	0	0	0	1.25588697017268	0.470957613814757	0	0	0	0	1.0989010989011
3424	4437	"Moselotte"	48.03194	7	28	"AWI"	28	777	2132	1447	11.5044247787611	0.589970501474926	13.8643067846608	0	0	0	1.47492625368732	0	4.71976401179941	0	0	0	0.294985250737463	0	0	11.2094395280236	0	4.42477876106195	0	0	29.4985250737463	0.589970501474926	0	0	5.30973451327434	0	1.17994100294985	0	0	0	13.2743362831858	0	0	0	0.884955752212389	0.294985250737463	0	0	0	0	0.884955752212389
