"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Grossulariaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Montiaceae"	"Myrica"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
14573	22849	"Lake Racze"	53.96802	14.60637	960	"AWI"	960	4589	5411	5007	0	4	201	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	313	0	4	1	0	0	0	0	0	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	119	0	0	0	0	0	1	0	248	0	0	0	0	0	0	0	1	0	0	0	0	0	0	74	17	0	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	962	"AWI"	962	4694	5448	5071	0	6	231	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	300	0	14	0	0	0	0	0	0	3	3	22	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	179	0	0	0	0	0	2	0	340	0	0	0	0	0	0	0	1	0	0	0	0	0	1	92	40	5	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	964	"AWI"	964	4784	5514	5138	0	2	164	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	166	0	8	0	0	0	0	0	0	2	1	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	94	0	0	0	0	0	4	0	324	0	0	0	0	0	0	0	0	0	0	0	0	1	0	82	56	0	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	966	"AWI"	966	4866	5587	5205	0	4	153	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	156	0	5	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	110	0	0	0	0	0	2	0	274	0	0	0	0	0	0	0	1	0	0	0	0	2	0	74	37	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	968	"AWI"	968	4915	5691	5271	0	2	161	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	121	0	10	0	0	0	0	0	0	2	2	34	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	117	0	0	0	0	0	9	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	40	0	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	970	"AWI"	970	4949	5825	5331	1	7	200	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	160	0	7	0	0	0	0	0	0	1	0	32	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	161	0	0	0	0	0	2	0	289	0	0	0	0	0	0	0	3	0	0	0	0	0	0	87	19	2	0	1
14573	22849	"Lake Racze"	53.96802	14.60637	972	"AWI"	972	5091	5893	5413	0	3	237	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	295	0	9	0	0	0	0	0	0	2	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	312	0	0	0	0	0	5	0	253	0	0	0	0	0	0	0	1	0	0	0	0	0	0	103	26	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	974	"AWI"	974	5215	6005	5495	0	4	226	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	307	0	4	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	148	0	0	0	0	0	4	0	188	0	0	0	0	0	0	0	1	0	0	0	2	0	0	107	16	6	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	976	"AWI"	976	5296	6173	5574	0	5	170	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	242	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	195	0	0	0	0	0	5	0	182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	65	14	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	978	"AWI"	978	5339	6334	5657	0	0	173	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	152	0	8	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	215	0	0	0	0	0	13	0	317	0	0	0	0	0	0	0	1	0	0	0	0	0	0	52	17	0	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	980	"AWI"	980	5375	6509	5738	0	1	200	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	145	0	10	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	255	0	0	0	0	0	14	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	1	53	44	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	982	"AWI"	982	5679	6938	6233	0	0	137	1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	101	0	8	0	0	0	0	0	0	0	1	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	325	0	0	0	0	0	5	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	47	3	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	984	"AWI"	984	5832	7543	6712	0	0	187	0	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	191	0	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	11	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	52	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	986	"AWI"	986	5941	8236	7184	0	0	173	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	157	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	8	0	71	0	0	0	0	0	0	0	1	0	0	0	0	0	1	14	30	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	988	"AWI"	988	6061	8997	7656	0	0	197	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	230	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	455	0	0	0	0	0	7	0	63	0	0	0	0	0	0	0	3	0	0	0	0	0	0	13	50	0	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	990	"AWI"	990	6163	9788	8118	0	0	149	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	197	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	992	"AWI"	992	7032	9853	8539	0	0	182	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	196	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	331	0	0	0	0	0	4	0	90	0	1	0	0	0	0	0	0	0	0	0	0	0	1	14	45	2	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	994	"AWI"	994	7897	9942	8965	0	0	71	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	202	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	6	0	36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	20	3	0	1
14573	22849	"Lake Racze"	53.96802	14.60637	996	"AWI"	996	8712	10041	9392	0	0	54	0	0	4	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	259	0	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	7	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	998	"AWI"	998	9325	10237	9816	0	1	33	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	473	0	30	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	28	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	24	3	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1000	"AWI"	1000	9598	10865	10264	0	0	2	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	168	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	704	0	0	0	0	0	18	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1006	"AWI"	1006	10287	11046	10673	0	0	1	0	0	0	0	2	3	0	257	0	0	0	0	0	0	0	0	0	0	141	0	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	24	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1008	"AWI"	1008	10454	11146	10804	0	0	0	0	0	0	0	0	3	0	464	0	0	0	0	0	0	0	0	0	0	32	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1012	"AWI"	1012	10665	11460	11058	0	0	0	0	0	1	0	0	4	0	796	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1014	"AWI"	1014	10739	11709	11168	0	0	0	1	0	3	0	0	15	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	5	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	895	0	0	0	0	0	63	0	0	0	0	0	1	0	30	0	0	0	0	0	0	0	6	0	1	16	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1016	"AWI"	1016	10786	11962	11271	0	0	0	7	0	2	0	0	37	0	526	0	0	0	0	0	0	0	0	0	0	1	0	104	0	0	37	0	0	0	0	0	0	1	0	0	136	0	0	0	0	0	0	0	0	0	0	1	466	0	0	0	0	0	7	0	0	0	1	0	6	0	23	0	0	0	0	0	0	0	0	0	0	3	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1018	"AWI"	1018	10825	12254	11368	0	0	0	8	0	3	0	0	28	0	258	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	1	0	0	0	0	0	4	0	29	0	0	0	0	0	0	0	4	0	0	0	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1020	"AWI"	1020	10857	12557	11466	0	0	0	4	0	1	0	0	47	0	302	0	0	0	0	0	0	0	0	0	0	1	0	118	0	0	0	0	0	0	0	0	0	0	0	0	241	0	1	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	1	0	35	0	0	0	0	0	0	0	3	0	0	2	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1022	"AWI"	1022	10963	12638	11595	0	0	0	10	0	11	0	0	67	0	369	0	0	0	0	0	0	0	0	0	0	2	0	108	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	1	0	0	0	0	0	4	0	45	0	0	0	0	0	0	0	4	0	0	3	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1024	"AWI"	1024	11035	12748	11724	0	0	1	8	0	2	0	1	61	0	332	0	0	0	0	0	0	1	0	0	0	5	0	90	0	1	0	0	0	0	0	0	0	1	0	0	193	0	0	0	0	0	0	0	0	0	0	2	253	0	0	0	0	0	1	0	1	0	0	0	2	0	53	0	0	0	0	0	0	0	2	0	1	2	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1026	"AWI"	1026	11091	12871	11849	0	0	1	3	0	3	0	0	56	0	227	0	1	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	1	0	0	257	0	0	0	0	0	0	0	0	0	0	1	165	0	0	0	0	0	0	0	0	0	0	0	3	0	52	0	0	0	0	0	0	0	2	0	1	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1028	"AWI"	1028	11140	13037	11975	0	0	2	4	0	2	0	0	8	0	68	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	2	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1030	"AWI"	1030	11182	13267	12093	0	0	2	2	0	2	0	0	16	0	71	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1033	"AWI"	1033	11383	13375	12286	0	0	0	0	0	0	0	0	25	0	154	0	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	3	0	0	1	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1035	"AWI"	1035	11477	13492	12407	0	0	0	0	0	0	0	0	30	0	121	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	201	0	1	0	0	0	0	0	0	0	0	1	110	0	0	0	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1037	"AWI"	1037	11538	13631	12538	0	0	0	6	0	5	0	2	35	0	212	0	1	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	1	0	0	374	0	0	0	0	0	0	0	0	0	0	2	167	0	0	0	0	0	4	0	0	0	0	0	2	0	27	0	0	0	0	0	0	0	6	0	0	4	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1039	"AWI"	1039	11588	13823	12665	0	0	0	4	0	1	0	0	19	0	114	0	0	0	0	0	0	0	0	0	1	1	0	69	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	1042	"AWI"	1042	11741	14062	12850	0	0	0	2	0	0	0	1	8	0	69	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
