"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
14514	46655	"Il Fuorn"	46.66286	10.20994	0	"AWI"	0	-125	47	-44	0	0	4.59770114942529	0	0	1.14942528735632	0	4.59770114942529	1.14942528735632	0	0	0	0	1.14942528735632	0	24.1379310344828	0	0	0	0	0	0	0	0	6.89655172413793	0	6.89655172413793	0	0	0	0	18.3908045977011	0	0	22.9885057471264	0	1.14942528735632	1.14942528735632	0	0	0	0	1.14942528735632	4.59770114942529	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	6	"AWI"	6	16	854	276	0	0	0	0	0	1.02040816326531	0	0	1.02040816326531	0	0	0	0	2.04081632653061	0	37.7551020408163	0	0	1.02040816326531	0	0	1.02040816326531	0	1.02040816326531	5.10204081632653	1.02040816326531	7.14285714285714	0	0	0	0	14.2857142857143	0	0	18.3673469387755	0	1.02040816326531	0	0	0	0	1.02040816326531	3.06122448979592	4.08163265306122	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	12	"AWI"	12	202	1351	675	0	0	0	0.69204152249135	0	0	0	1.03806228373702	0	0	0	0	0	0	0	22.4913494809689	0	0	0	0	0	0	0	0	4.84429065743945	0	3.80622837370242	0	0	0	0	3.80622837370242	51.9031141868512	0	9.68858131487889	0	1.03806228373702	0	0	0	0	0	0.346020761245675	0	0.346020761245675	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	18	"AWI"	18	477	1720	1055	0	0	9.26829268292683	0	0	0.48780487804878	0	1.95121951219512	0	0	0.975609756097561	0	2.92682926829268	0.48780487804878	0	40	0	0	0	0.48780487804878	0	0	0	0.975609756097561	9.75609756097561	0	3.90243902439024	0	0	0	0	8.78048780487805	0	0	13.1707317073171	0	1.95121951219512	0	0	0	0	0.48780487804878	1.46341463414634	1.95121951219512	0	0.48780487804878	0	0	0	0.48780487804878	0
14514	46655	"Il Fuorn"	46.66286	10.20994	24	"AWI"	24	773	2035	1432	0	0	7.58928571428571	0.446428571428571	0	0.446428571428571	0	2.23214285714286	0	0	0	0	1.78571428571429	0.892857142857143	0	48.6607142857143	0	0	0	0	0	0.446428571428571	0	0	4.91071428571429	0	5.35714285714286	0	0	0	0.892857142857143	10.2678571428571	0	0	10.7142857142857	0	2.67857142857143	0	0	0	0	0.446428571428571	0.446428571428571	1.33928571428571	0	0	0.446428571428571	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	30	"AWI"	30	1154	2314	1842	0	0	9.09090909090909	0	0	1.60427807486631	0	2.13903743315508	0	0	0	0	1.06951871657754	1.06951871657754	0.53475935828877	41.1764705882353	0	0	0	0	1.06951871657754	0.53475935828877	0	0	8.02139037433155	0	4.81283422459893	0	0	0	0	10.6951871657754	0	2.13903743315508	11.7647058823529	0	2.13903743315508	0	0	0	0	0	0	1.60427807486631	0	0	0.53475935828877	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	36	"AWI"	36	1719	2520	2210	0.65359477124183	0	15.6862745098039	0	0	0	0	3.92156862745098	0	0	0	0	0	6.5359477124183	0	19.6078431372549	0	0	0	0.65359477124183	0	0	0	0	3.26797385620915	0	5.22875816993464	0	0	0	0	24.8366013071895	0	0	10.4575163398693	0	5.88235294117647	0	0	0	0	0	1.30718954248366	1.30718954248366	0	0	0.65359477124183	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	42	"AWI"	42	2251	2748	2483	0	0	13.953488372093	2.32558139534884	0	4.65116279069767	0	2.32558139534884	0	0	0	0	0	0	0	13.953488372093	0	0	0	0	0	0	0	0	4.65116279069767	0	0	0	0	0	0	2.32558139534884	0	0	39.5348837209302	0	11.6279069767442	0	0	0	0	2.32558139534884	0	0	0	0	0	0	2.32558139534884	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	48	"AWI"	48	2420	3121	2714	0	0	0	0	0	1.16279069767442	0	2.32558139534884	0	0	0	0	0	0	0	12.7906976744186	0	0	0	0	0	0	1.16279069767442	0	5.81395348837209	0	2.32558139534884	0	0	0	0	5.81395348837209	58.1395348837209	0	9.30232558139535	0	0	0	0	0	0	1.16279069767442	0	0	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	54	"AWI"	54	2573	3419	2959	0	0	3.39622641509434	0.377358490566038	0	0.754716981132076	0	1.50943396226415	0	0	0	0	0	0	0	23.3962264150943	0	0	0	0.754716981132076	0	0.377358490566038	0	0	6.0377358490566	0	2.26415094339623	0	0	0	0	11.3207547169811	40.377358490566	0	6.41509433962264	0	1.13207547169811	0	0	0	0	0	0.377358490566038	1.50943396226415	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	84	"AWI"	84	3805	4371	4149	0.28328611898017	0	3.68271954674221	0.28328611898017	0	0.56657223796034	0	2.8328611898017	0.28328611898017	0	0	0	0	1.69971671388102	0	50.4249291784703	0.28328611898017	0	0	0.56657223796034	0	0	0	0	5.6657223796034	0	1.98300283286119	0.28328611898017	0	0	0	19.5467422096317	0	0	5.94900849858357	0	4.81586402266289	0	0	0	0	0.28328611898017	0	0.28328611898017	0	0	0	0.28328611898017	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	90	"AWI"	90	4159	4535	4355	0.793650793650794	0	15.8730158730159	0	0	0.793650793650794	0	3.96825396825397	1.58730158730159	0	0.793650793650794	0	0	0.793650793650794	0	15.0793650793651	0	0	0	1.58730158730159	0	0	0	0	4.76190476190476	0	3.96825396825397	0	0	0	0	29.3650793650794	0	0	12.6984126984127	0	6.34920634920635	0	0	0	0	0.793650793650794	0.793650793650794	0	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	96	"AWI"	96	4320	4745	4524	0	0	14.8148148148148	0	0	0.925925925925926	0	4.62962962962963	0	0	0	0	0	0	0	25.9259259259259	0	0	0	0.925925925925926	0	0	0	0	12.962962962963	0	0.925925925925926	0	0	0	0	17.5925925925926	0	0	13.8888888888889	0	5.55555555555556	0	0	0	0	0	0	1.85185185185185	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	102	"AWI"	102	4515	4885	4692	1.61290322580645	0	20.9677419354839	0	0	1.61290322580645	0	8.06451612903226	0	0	0	0	0	0	0	4.83870967741935	0	0	0	0	0	0	0	0	4.83870967741935	0	0	0	0	0	0	0	0	0	41.9354838709677	0	11.2903225806452	0	0	0	0	1.61290322580645	0	0	0	1.61290322580645	0	1.61290322580645	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	108	"AWI"	108	4661	5102	4868	0.719424460431655	0	10.7913669064748	0.719424460431655	0	10.0719424460432	0	4.31654676258993	0	0	0	0	0	0	0	22.3021582733813	0	0	0	0	0	0	0	0	7.9136690647482	0	4.31654676258993	0	0	0	0	13.6690647482014	0	0	12.9496402877698	0	7.9136690647482	0	0	0	0	0.719424460431655	0	1.43884892086331	0	0	0.719424460431655	0	1.43884892086331	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	150	"AWI"	150	5877	6255	6071	0.746268656716418	0	4.47761194029851	0	0	1.49253731343284	0	2.98507462686567	0	0	0	0	0	0.746268656716418	0	27.6119402985075	0	0	0	0	0	0	0	0	2.23880597014925	0	7.46268656716418	0	0	0	0	24.6268656716418	0	0	18.6567164179104	0	5.22388059701492	0	0	0	0	0.746268656716418	0	0	0	0	0	0	2.98507462686567	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	156	"AWI"	156	6033	6514	6249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	162	"AWI"	162	6167	6713	6424	1.36054421768707	0	2.72108843537415	0	0	1.36054421768707	0	6.12244897959184	0	0	0	0	0	1.36054421768707	0	65.9863945578231	0	0	0	0	0	0	0	0	1.36054421768707	0	2.72108843537415	0	0	0	0	5.4421768707483	0	0	6.12244897959184	0	0.680272108843537	0	0	0.680272108843537	0	0	0	3.40136054421769	0	0	0	0	0.680272108843537	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	168	"AWI"	168	6341	6904	6604	0	0	20	0	0	0	0	6.66666666666667	0	0	0	0	0	0	0	23.3333333333333	0	0	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	0	26.6666666666667	0	0	0	0	3.33333333333333	0	0	0	0	0	0	0	0	0	0	3.33333333333333	13.3333333333333	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	174	"AWI"	174	6538	7121	6800	3.7037037037037	0	11.1111111111111	0	0	0	0	5.55555555555556	0	0	0	0	0	9.25925925925926	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	7.40740740740741	0	0	0	0	18.5185185185185	0	0	5.55555555555556	0	3.7037037037037	0	0	0	0	0	0	0	0	0	1.85185185185185	0	0	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	180	"AWI"	180	6720	7428	7056	0.282485875706215	0	4.51977401129944	0	0	1.12994350282486	0	1.41242937853107	0.282485875706215	0.282485875706215	0	0	0	0.847457627118644	0	66.6666666666667	0	0	0	0	0	0	0	0	1.69491525423729	0	0.847457627118644	0	0.282485875706215	0	0	3.95480225988701	0	0	12.1468926553672	0	1.69491525423729	0	0	0	0	0.564971751412429	0	2.25988700564972	0	0	0	0	0.847457627118644	0	0.282485875706215
14514	46655	"Il Fuorn"	46.66286	10.20994	186	"AWI"	186	6955	7665	7331	0	0	0	0	0	0	0	22.2222222222222	0	0	0	0	0	11.1111111111111	0	0	0	0	0	0	0	0	0	0	22.2222222222222	0	0	0	0	0	0	11.1111111111111	0	0	22.2222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1111111111111	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	190	"AWI"	190	7121	7818	7511	1.44927536231884	0.72463768115942	10.8695652173913	0	0	0.72463768115942	0	2.89855072463768	0	0	0	0	0	5.07246376811594	0	1.44927536231884	0	0	5.07246376811594	0	0	0	0	0	1.44927536231884	0	1.44927536231884	0	0	0	0	44.2028985507246	0	0	7.2463768115942	0	7.2463768115942	0	0	0	0	1.44927536231884	1.44927536231884	0	0	0	0	1.44927536231884	5.79710144927536	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	191	"AWI"	191	7212	7830	7549	0	0	2.80373831775701	0	0	1.86915887850467	0	6.54205607476635	0	0	0	0	0	9.34579439252336	0	0	0	0	22.4299065420561	0	0	1.86915887850467	0	0	1.86915887850467	0	0	0	0	0	0	38.3177570093458	0	0	0	2.80373831775701	3.73831775700935	0	0	0	0	0	0	0	0	0	0	2.80373831775701	5.60747663551402	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	192	"AWI"	192	7292	7846	7592	0.671140939597315	0	15.4362416107383	0	0	1.34228187919463	0	2.68456375838926	0	0	0	0	0	5.36912751677852	0	0	0	0	3.35570469798658	0	0	0	0	0	0	0	5.36912751677852	0	0	0	0	44.9664429530201	0	0	9.39597315436242	0	4.69798657718121	0	0	0	0	0	2.01342281879195	0.671140939597315	0	0	0	0.671140939597315	3.35570469798658	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	193	"AWI"	193	7357	7865	7634	1.49253731343284	0	8.95522388059701	0	0	1.49253731343284	0	4.47761194029851	0	0.746268656716418	0	0	0	5.22388059701492	0	0.746268656716418	0	0	13.4328358208955	0	0	0	0	0	0	0	0.746268656716418	0	0	0	0	48.5074626865672	0	0	5.22388059701492	1.49253731343284	2.98507462686567	0	0	0	0	0	0	1.49253731343284	0	0	0	0	2.98507462686567	0	0
14514	46655	"Il Fuorn"	46.66286	10.20994	194	"AWI"	194	7403	7894	7680	0	0	11.6438356164384	0	0	2.05479452054794	0	3.42465753424658	0	0	0	0	0	4.79452054794521	0	2.05479452054794	0	0	14.3835616438356	0	0	0	0	0	0.684931506849315	0	2.05479452054794	0	0	0	0	47.945205479452	0	0	0.684931506849315	2.05479452054794	4.10958904109589	0	0	0	0	0	0	0	0	0	0	0	4.10958904109589	0	0
