"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Chamaerops"	"Cistaceae"	"Convolvulaceae"	"Coriariaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Malvaceae"	"Myrtaceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tamarix"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3399	4404	"San Rafael"	36.77361	-2.60139	10	"AWI"	10	-89	135	9	0	0	0	108	0	0	27	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	1	0	0	0	0	1	0	1	0	0	28	0	0	0	2	0	40	1	2	0	0	0	3	14	0	0	0	0	0	0	0	1	0	0	1	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	30	"AWI"	30	-54	429	102	0	0	0	14183	10	0	151	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	5	5	0	5	1	0	0	37	0	2	0	0	87	0	0	0	3	0	24	2	8	0	0	0	7	37	0	0	0	1	1	0	0	2	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	40	"AWI"	40	-42	577	149	0	0	0	24924	11	0	75	53	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	3	0	2	6	4	0	3	15	0	2	0	0	26	0	0	0	6	0	38	5	19	0	1	0	5	12	0	1	0	0	0	0	0	5	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	50	"AWI"	50	-15	689	201	0	0	0	772	36	0	202	85	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	2	1	2	0	7	1	0	1	3	0	0	0	0	15	0	0	0	5	0	3	2	6	0	1	0	0	15	1	0	0	0	0	0	1	11	0	0	0	0	0	1
3399	4404	"San Rafael"	36.77361	-2.60139	60	"AWI"	60	32	735	265	0	0	0	2175	10	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	1	3	0	0	1	5	0	0	0	0	21	0	0	0	5	0	14	0	1	0	0	0	2	19	0	0	0	0	1	0	0	8	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	70	"AWI"	70	61	799	332	0	0	0	1217	4	0	335	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6	4	0	7	3	0	0	2	0	0	0	0	0	0	1	0	0	0	7	0	3	0	0	0	3	20	0	1	0	0	0	0	0	3	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	80	"AWI"	80	84	877	395	0	0	0	2643	15	0	177	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	7	2	0	6	0	0	0	7	0	0	0	0	11	0	0	0	1	0	9	2	5	0	0	0	4	5	0	0	0	0	0	0	0	5	3	0	0	0	0	1
3399	4404	"San Rafael"	36.77361	-2.60139	90	"AWI"	90	104	976	452	0	0	0	512	4	0	283	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6	0	1	0	0	0	2	2	0	1	0	0	0	0	1	5	3	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	100	"AWI"	100	162	1019	509	0	0	1	1434	7	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	2	0	0	0	1	0	0	0	0	7	0	0	0	0	0	5	0	4	0	0	0	1	5	0	0	0	1	0	0	0	5	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	110	"AWI"	110	218	1045	566	0	0	0	478	11	0	147	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	3	0	3	0	0	0	3	0	0	0	0	7	0	0	0	1	0	9	1	4	0	0	0	2	19	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	120	"AWI"	120	255	1079	632	0	0	1	406	17	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	6	0	0	2	0	0	0	0	0	4	0	0	0	0	0	5	1	2	0	0	0	2	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	130	"AWI"	130	281	1151	691	0	0	0	1100	4	0	255	55	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0	2	0	0	0	0	3	0	0	0	1	0	3	0	3	0	0	0	4	11	0	1	0	0	0	0	0	4	2	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	140	"AWI"	140	312	1217	752	0	0	0	149	4	0	261	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	1	0	0	0	2	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	150	"AWI"	150	398	1241	811	1	0	0	296	12	0	365	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	3	0	1	0	2	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	160	"AWI"	160	463	1267	877	0	0	0	132	7	0	204	518	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	3	0	3	0	58	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	170	"AWI"	170	513	1301	942	0	0	0	256	17	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	7	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	180	"AWI"	180	544	1352	1007	0	0	0	323	9	0	181	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	15	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	0	2	0	0	0	2	11	0	0	0	0	0	0	0	12	0	0	0	0	0	0
3399	4404	"San Rafael"	36.77361	-2.60139	190	"AWI"	190	614	1395	1066	0	0	0	691	10	0	261	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	1	9	2	0	2	0	0	1	1	0	0	0	0	10	0	0	0	5	0	13	1	14	0	0	0	4	20	0	0	0	0	1	0	0	5	0	0	0	0	0	0
