"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Adoxaceae"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15799	24279	"Kulzer Moos"	49.3912	12.4482	0	"AWI"	0	-112	56	-35	0.226586102719033	0	0	0.6797583081571	0.0755287009063444	0	0	0.226586102719033	0	68.9577039274924	0	0	0	0	0.0755287009063444	0	0	0.453172205438067	0.0755287009063444	0	0	0	0	0	0	0.226586102719033	0.453172205438067	0	0	0	0	0	0	0.0755287009063444	0	0	0	0	0	0	1.51057401812689	5.96676737160121	0	20.166163141994	0	0	0	0.453172205438067	0	0	0	0.151057401812689	0.0755287009063444	0	0	0	0	0	0	0	0	0.151057401812689	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	2	"AWI"	2	-4	211	100	8.12757201646091	0.102880658436214	0	4.83539094650206	0	0	0	0	0	13.6831275720165	0.205761316872428	0	0	0	0	0	0	3.08641975308642	2.26337448559671	0	0	8.95061728395062	0	0	0	7.71604938271605	0	0.205761316872428	0	0	0	0	0.411522633744856	0	0	0	0	0	0.411522633744856	0	4.21810699588477	16.6666666666667	0	24.6913580246914	0	0	0	2.36625514403292	0	0	0	0.720164609053498	0.102880658436214	0	0	0	0	0	0	0.51440329218107	0.411522633744856	0.308641975308642	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	4	"AWI"	4	69	405	237	13.1086142322097	0	0	8.61423220973783	0	0.187265917602996	0	0	0	11.2359550561798	0.0936329588014981	0	0.0936329588014981	0	0	0	0	4.02621722846442	4.30711610486891	0	0	1.12359550561798	0	0	0	14.7003745318352	0	0.280898876404494	0	0	0	0	0.468164794007491	0	0	0	0	0	0.842696629213483	0	4.49438202247191	23.12734082397	0	7.20973782771536	0	0.0936329588014981	0	4.30711610486891	0	0	0	0.374531835205993	0.0936329588014981	0	0.0936329588014981	0	0	0	0	0.561797752808989	0.374531835205993	0.187265917602996	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	6	"AWI"	6	129	610	373	15.1663405088063	0.0978473581213307	0	9.49119373776908	0	0.0978473581213307	0	0.195694716242661	0.195694716242661	10.3718199608611	0	0	0	0	0	0	0	3.32681017612524	3.32681017612524	0	0	0.684931506849315	0	0	0	12.720156555773	0	0.391389432485323	0	0	0	0	0.587084148727984	0	0	0	0	0	1.17416829745597	0.0978473581213307	5.87084148727984	24.0704500978474	0	5.87084148727984	0	0.0978473581213307	0	3.91389432485323	0	0	0.195694716242661	0.195694716242661	0.391389432485323	0	0	0	0	0	0	0.978473581213307	0.489236790606654	0	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	8	"AWI"	8	185	819	510	13.2601351351351	0.0844594594594595	0	8.78378378378378	0.0844594594594595	0.0844594594594595	0	0.253378378378378	0	10.2195945945946	0.0844594594594595	0	0.337837837837838	0	0	0.0844594594594595	0	5.06756756756757	2.11148648648649	0	0	0.422297297297297	0	0	0	14.6114864864865	0	0.0844594594594595	0	0	0	0	0.506756756756757	0	0.0844594594594595	0	0	0	1.68918918918919	0	4.30743243243243	26.2668918918919	0	6.6722972972973	0	0.0844594594594595	0	3.04054054054054	0	0	0	0.844594594594595	0.0844594594594595	0	0	0	0	0	0	0.337837837837838	0.337837837837838	0.168918918918919	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	10	"AWI"	10	243	1028	647	12.3214285714286	0.0892857142857143	0	10.5357142857143	0.0892857142857143	0.0892857142857143	0	0.446428571428571	0.178571428571429	9.64285714285714	0	0	0.267857142857143	0	0	0	0	4.01785714285714	1.78571428571429	0	0	0.357142857142857	0	0	0	20.3571428571429	0	0	0	0.0892857142857143	0	0	0.267857142857143	0	0.267857142857143	0	0	0	2.05357142857143	0	3.57142857142857	24.0178571428571	0.446428571428571	3.92857142857143	0	0.178571428571429	0	3.92857142857143	0	0	0	0.267857142857143	0.0892857142857143	0	0.0892857142857143	0	0	0	0	0.267857142857143	0.267857142857143	0.0892857142857143	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	12	"AWI"	12	301	1243	783	20.4926108374384	0.0985221674876847	0	9.85221674876847	0	0.0985221674876847	0	0	0	7.58620689655172	0	0	0	0	0	0	0	3.34975369458128	1.08374384236453	0	0	0.492610837438424	0	0	0	21.2807881773399	0	0.0985221674876847	0	0	0	0	0.788177339901478	0	0	0	0	0	2.36453201970443	0	6.69950738916256	19.7044334975369	0	0	0	0.0985221674876847	0	4.23645320197044	0	0	0	0.295566502463054	0.197044334975369	0	0	0	0	0	0	0.492610837438424	0.295566502463054	0.394088669950739	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	14	"AWI"	14	357	1452	919	23.5294117647059	0.0980392156862745	0	9.70588235294118	0	0	0	0.0980392156862745	0	5.09803921568627	0	0	0.0980392156862745	0	0	0	0	2.64705882352941	2.15686274509804	0	0	0.294117647058824	0	0	0	24.1176470588235	0	0.490196078431373	0	0	0	0	0	0	0	0	0	0	2.25490196078431	0	5.7843137254902	15.7843137254902	0	0	0	0.0980392156862745	0	5.98039215686275	0	0	0.294117647058824	0.196078431372549	0.0980392156862745	0	0.0980392156862745	0	0	0	0	0.392156862745098	0.588235294117647	0.0980392156862745	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	16	"AWI"	16	569	1628	1116	19.6947674418605	0.145348837209302	0	7.41279069767442	0	0.218023255813953	0	0.145348837209302	0	5.37790697674419	0	0	0.0726744186046512	0	0	0	0	2.8343023255814	1.38081395348837	0	0	0	0	0	0	21.4389534883721	0	0.218023255813953	0	0	0	0	0	0	0	0	0	0	1.96220930232558	0	7.48546511627907	23.4738372093023	0	0	0	0	0	6.3953488372093	0	0	0	0.145348837209302	0	0	0	0	0	0	0	0.508720930232558	0.944767441860465	0.145348837209302	0	0
15799	24279	"Kulzer Moos"	49.3912	12.4482	18	"AWI"	18	893	1787	1357	5.39083557951483	0	0	6.19946091644205	0	0	0	0	0	11.769991015274	0.0898472596585804	0	0	0	0	0	0	0.898472596585804	1.16801437556155	0	0	0	0	0	0	12.3989218328841	0	0.269541778975741	0	0	0	0	0	0	0	0	0	0	0.808625336927224	0	3.50404312668464	55.0763701707098	0	0	0	0	0	1.79694519317161	0	0	0	0.0898472596585804	0	0	0	0	0	0	0	0.269541778975741	0.179694519317161	0.0898472596585804	0	0
