"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
16673	26507	"Zotensenk"	47.42234	11.875572	680	"AWI"	680	10793	11674	11244	5	2	0	0	6	0	77	0	0	0	1	0	0	0	0	52	0	0	0	0	0	0	0	1	9	0	2	0	0	0	721	0	49	0	0	0	0	0	0	2	3	1	0	0	1	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	685	"AWI"	685	10926	11786	11362	11	3	0	0	11	0	150	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	14	0	7	0	0	0	872	1	62	0	0	1	3	0	0	0	1	2	0	0	6	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	690	"AWI"	690	11061	11883	11482	18	2	1	0	7	0	88	0	0	0	0	0	0	0	1	62	0	0	0	0	0	0	0	0	15	0	8	0	0	1	969	0	50	0	0	1	2	0	0	2	2	6	0	0	1	0	0	2	0
16673	26507	"Zotensenk"	47.42234	11.875572	695	"AWI"	695	11196	11985	11601	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3	0	6	0	0	0	915	0	63	0	0	0	3	0	0	0	0	0	0	0	4	1	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	700	"AWI"	700	11330	12094	11727	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	2	0	6	0	0	0	611	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	705	"AWI"	705	11459	12207	11856	4	0	0	0	1	0	21	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1094	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	710	"AWI"	710	11594	12327	11984	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	6	0	1	0	0	0	1474	0	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	715	"AWI"	715	11734	12439	12108	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	4	0	3	0	0	0	464	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	720	"AWI"	720	11863	12556	12235	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1181	0	53	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	725	"AWI"	725	12011	12661	12362	0	0	0	0	1	0	6	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	0	1	0	2	0	0	0	607	0	33	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	730	"AWI"	730	12155	12761	12490	3	0	0	0	1	0	16	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	2	0	2	0	0	0	762	0	46	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	735	"AWI"	735	12294	12869	12613	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	3	0	5	0	0	0	492	0	64	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
16673	26507	"Zotensenk"	47.42234	11.875572	740	"AWI"	740	12431	12985	12738	2	0	0	0	7	0	617	0	0	0	0	0	0	0	0	49	1	0	0	0	0	1	0	0	3	0	0	0	0	0	600	0	86	0	0	3	2	0	0	0	7	6	0	0	3	2	0	1	0
