"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Iridaceae"	"Juglans"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26561	46447	"Poteryanny Zub"	68.82667	35.32822	1	"AWI"	1	-85	147	11	0.492610837438424	0	0	0	0.246305418719212	77.3399014778325	0	0	2.70935960591133	0	5.41871921182266	0	5.41871921182266	0	0	0	0	2.46305418719212	0	0.492610837438424	0	0	4.1871921182266	0.246305418719212	0	0.492610837438424	0	0	0.492610837438424	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	2	"AWI"	2	-68	296	60	1.04712041884817	0.261780104712042	0	0.523560209424084	0	76.7015706806283	0	0	2.87958115183246	0	3.66492146596859	0	3.92670157068063	0	0	0	0	4.45026178010471	0	0.523560209424084	0	0	5.49738219895288	0	0	0.261780104712042	0	0	0.261780104712042	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	4	"AWI"	4	-45	615	157	0	0.817438692098093	0.272479564032698	0	0	71.6621253405995	0	0	5.99455040871935	0	4.63215258855586	0	3.54223433242507	0	0	0	0	4.63215258855586	0	2.45231607629428	0	0	5.99455040871935	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	6	"AWI"	6	23	816	284	0.75	0	0	0.5	0	75.25	0	0	3.5	0	6.75	0	3	0.75	0	0	0	4	0	1.25	0	0	3.75	0.25	0	0	0	0	0	0	0	0	0	0.25
26561	46447	"Poteryanny Zub"	68.82667	35.32822	8	"AWI"	8	75	940	437	0	0	0.28169014084507	0	0	78.0281690140845	0	0	3.09859154929577	0	0	0	3.66197183098592	0	0	0	0	4.7887323943662	0	1.12676056338028	0	0	7.32394366197183	0	0	0	0	0.845070422535211	0.845070422535211	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	10	"AWI"	10	117	1175	575	0.254452926208651	0.254452926208651	0	0	1.01781170483461	74.0458015267176	0	0	1.52671755725191	0	7.37913486005089	0	4.83460559796438	0	0	0	0.254452926208651	4.83460559796438	0	1.27226463104326	0	0	3.81679389312977	0	0	0	0	0	0.508905852417303	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	12	"AWI"	12	246	1235	697	0	0	0	0.266666666666667	0.533333333333333	75.4666666666667	0.266666666666667	0	1.6	0	5.06666666666667	0	4	0	0	0	0	4	0	1.06666666666667	0	0	7.2	0	0	0	0	0	0.266666666666667	0	0	0.266666666666667	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	14	"AWI"	14	321	1341	831	0.258397932816538	0.516795865633075	0	0.516795865633075	0.516795865633075	76.4857881136951	0	0	1.80878552971576	0	3.87596899224806	0	3.87596899224806	0	0	0	0	5.16795865633075	0	0.775193798449612	0	0	5.42635658914729	0	0	0	0	0	0.258397932816538	0	0	0.258397932816538	0.258397932816538	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	16	"AWI"	16	433	1447	956	0.245098039215686	0.245098039215686	0	0	0.245098039215686	69.6078431372549	0	0.245098039215686	2.45098039215686	0	3.43137254901961	0	3.67647058823529	0	0	0	0	9.55882352941176	0	0.490196078431373	0	0	9.80392156862745	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	18	"AWI"	18	547	1522	1087	0.25706940874036	0.25706940874036	0	0.51413881748072	0	77.3778920308483	0	0	2.31362467866324	0	5.65552699228792	0	3.59897172236504	0	0	0	0	4.88431876606684	0	0.77120822622108	0	0	4.11311053984576	0	0	0	0	0	0	0	0	0.25706940874036	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	20	"AWI"	20	629	1640	1217	0.277777777777778	0	0	0.555555555555556	0.833333333333333	76.3888888888889	0	0	1.38888888888889	0	0	0	5.27777777777778	3.05555555555556	0	0	0	5.27777777777778	0	0.277777777777778	0	0	6.11111111111111	0	0	0	0	0	0	0	0	0	0	0.555555555555556
26561	46447	"Poteryanny Zub"	68.82667	35.32822	22	"AWI"	22	851	1694	1332	0.785340314136126	0	0	0.523560209424084	0	77.7486910994764	0	0	2.09424083769634	0	4.9738219895288	0	2.35602094240838	1.04712041884817	0	0	0.261780104712042	5.23560209424084	0	1.57068062827225	0	0	2.87958115183246	0	0	0	0	0	0.261780104712042	0	0	0	0	0.261780104712042
26561	46447	"Poteryanny Zub"	68.82667	35.32822	24	"AWI"	24	1008	1762	1456	1.04166666666667	0.260416666666667	0	0	0.260416666666667	80.7291666666667	0.260416666666667	0	1.30208333333333	0	4.6875	0	2.86458333333333	0	0	0	0	2.60416666666667	0	1.30208333333333	0	0	2.86458333333333	0.260416666666667	0	0	0	0	0	0	0	0	0	1.5625
26561	46447	"Poteryanny Zub"	68.82667	35.32822	26	"AWI"	26	1252	1845	1579	0.802139037433155	0	0	0.802139037433155	0.53475935828877	70.0534759358289	0	0	1.60427807486631	0	8.28877005347594	0	2.67379679144385	0	0	0	0.267379679144385	8.82352941176471	0	0.53475935828877	0	0	5.3475935828877	0	0	0	0	0	0.267379679144385	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	28	"AWI"	28	1546	1975	1714	0.48780487804878	0.975609756097561	0	0.48780487804878	0.24390243902439	75.609756097561	0.24390243902439	0	4.14634146341463	0	4.39024390243902	0	2.68292682926829	0	0	0	0	3.90243902439024	0	1.46341463414634	0	0	4.8780487804878	0.24390243902439	0	0	0	0	0.24390243902439	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	30	"AWI"	30	1617	2253	1849	0.540540540540541	0.27027027027027	0	0.540540540540541	0	78.1081081081081	0	0	1.89189189189189	0	4.32432432432432	0	2.7027027027027	1.08108108108108	0	0	0	5.13513513513514	0	2.16216216216216	0	0	2.97297297297297	0	0	0	0	0	0	0	0	0	0	0.27027027027027
26561	46447	"Poteryanny Zub"	68.82667	35.32822	32	"AWI"	32	1735	2554	2068	0	0.767263427109974	0	0.767263427109974	0.255754475703325	68.2864450127877	0	0	1.53452685421995	0	5.88235294117647	0	6.1381074168798	1.53452685421995	0	0	0.255754475703325	7.41687979539642	0	1.0230179028133	0	0	5.1150895140665	0	0	0.51150895140665	0	0	0.255754475703325	0	0	0	0	0.255754475703325
26561	46447	"Poteryanny Zub"	68.82667	35.32822	34	"AWI"	34	1804	3032	2265	0.606060606060606	0.303030303030303	0	1.21212121212121	0.303030303030303	76.6666666666667	0	0	1.81818181818182	0	4.54545454545455	0	3.93939393939394	0	0	0	0	3.03030303030303	0	0.909090909090909	0	0	5.75757575757576	0	0	0.606060606060606	0	0	0	0	0	0	0.303030303030303	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	36	"AWI"	36	1920	3388	2466	0.364298724954463	0	0	0.182149362477231	0	48.6338797814208	0	0	2.00364298724954	0	3.82513661202186	0	2.73224043715847	2.00364298724954	0	0	0	2.18579234972678	0	0.182149362477231	33.3333333333333	0	3.64298724954463	0	0	0	0	0	0	0	0	0	0	0.910746812386157
26561	46447	"Poteryanny Zub"	68.82667	35.32822	38	"AWI"	38	2024	3569	2701	0.551470588235294	0	0	0.551470588235294	0.367647058823529	46.1397058823529	0	0	1.28676470588235	0	5.14705882352941	0	2.20588235294118	0	0	0	0	0.919117647058824	0	0.551470588235294	38.7867647058824	0	3.30882352941176	0	0.183823529411765	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	40	"AWI"	40	2093	3911	2908	0	0	0	0.383877159309021	0	43.9539347408829	0	0	2.11132437619962	0	2.68714011516315	0	1.91938579654511	0	0	0	0	2.30326295585413	0	0.575815738963532	43.1861804222649	0	2.68714011516315	0	0	0.191938579654511	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	42	"AWI"	42	2285	4087	3128	0.193423597678917	0	0	0.193423597678917	0.193423597678917	43.5203094777563	0	0	0.386847195357834	0	2.12765957446809	0	2.12765957446809	0	0	0	0	1.74081237911025	0	0.193423597678917	47.1953578336557	0	1.93423597678917	0	0	0	0	0	0	0.193423597678917	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	44	"AWI"	44	2421	4343	3354	0.675675675675676	0	0	0	0.337837837837838	74.3243243243243	0	0	4.05405405405405	0	3.37837837837838	0	7.09459459459459	0	0	0	0	2.7027027027027	0	0.675675675675676	0	0.337837837837838	5.74324324324324	0	0	0	0	0	0	0	0	0	0.675675675675676	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	46	"AWI"	46	2625	4537	3585	1.11524163568773	0	0	0	0.185873605947955	40.7063197026022	0	0	0.557620817843866	0	2.41635687732342	0	4.46096654275093	0	0	0	0	2.23048327137546	0	0	43.1226765799257	0	4.83271375464684	0	0	0	0	0	0.185873605947955	0.185873605947955	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	48	"AWI"	48	2831	4679	3825	0.398406374501992	0	0	0	0	38.8446215139442	0	0	0	0	0	0	2.58964143426295	0	0	0	0	1.79282868525896	0	0.199203187250996	51.195219123506	0	4.18326693227092	0.398406374501992	0.199203187250996	0	0	0	0.199203187250996	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	50	"AWI"	50	2975	4927	4060	1.52963671128107	0.191204588910134	0	0	0	37.093690248566	0	0	0.382409177820268	0	2.67686424474187	0	1.33843212237094	0	0	0	0	1.7208413001912	0	0.191204588910134	51.434034416826	0	2.67686424474187	0	0	0	0	0	0.573613766730402	0	0	0	0.191204588910134	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	52	"AWI"	52	3339	5007	4299	0.195694716242661	0	0	0	0	34.2465753424658	0	0	0.391389432485323	0	0	0	2.73972602739726	0	0	0	0	0.782778864970646	0	0.195694716242661	58.9041095890411	0	2.34833659491194	0	0.195694716242661	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	54	"AWI"	54	3585	5144	4564	0.195694716242661	0	0	0	0	34.2465753424658	0	0	0.391389432485323	0	0	0	2.73972602739726	0	0	0	0	0.782778864970646	0	0.195694716242661	58.9041095890411	0	2.34833659491194	0	0.195694716242661	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	56	"AWI"	56	3961	5302	4791	0.590551181102362	0	0	0.196850393700787	0	33.2677165354331	0	0	0	0	0	0	3.54330708661417	0	0	0	0.196850393700787	0.78740157480315	0	0.196850393700787	58.4645669291339	0	2.36220472440945	0	0.196850393700787	0.196850393700787	0	0	0	0	0	0	0	0
