"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Iridaceae"	"Juglans"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26561	46447	"Poteryanny Zub"	68.82667	35.32822	58	"AWI"	58	4538	5358	4984	0.798403193612774	0	0	0.399201596806387	0	32.5349301397206	0	0	0	0	0	0	4.39121756487026	0	0	0	0.199600798403194	0.598802395209581	0	0	58.4830339321357	0	2.39520958083832	0	0	0.199600798403194	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	60	"AWI"	60	4926	5458	5215	1.25	0.178571428571429	0	0	0.178571428571429	37.3214285714286	0	0	0	0	2.5	0	3.03571428571429	0	0	0	0	1.78571428571429	0	0.357142857142857	51.25	0	1.96428571428571	0	0	0.178571428571429	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	62	"AWI"	62	5001	5521	5296	0.603621730382294	0	0	0.201207243460765	0	39.2354124748491	0	0	1.40845070422535	0	0	0	3.420523138833	0	0	0	0	1.00603621730382	0	0	51.5090543259557	0	2.61569416498994	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	64	"AWI"	64	5049	5614	5362	0.594059405940594	0	0	0	0	45.5445544554455	0	0	0.198019801980198	0	3.16831683168317	0	3.56435643564356	0	0	0	0	2.17821782178218	0	0	41.1881188118812	0	2.97029702970297	0	0.198019801980198	0.198019801980198	0	0	0	0	0	0	0.198019801980198	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	66	"AWI"	66	5110	5689	5421	1.76678445229682	0.353356890459364	0	0	0	86.2190812720848	0	0	0.353356890459364	0	1.41342756183746	0	4.24028268551237	0	0	0	0.353356890459364	2.12014134275618	0	0	0	0	2.47349823321555	0	0	0	0	0	0.706713780918728	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	68	"AWI"	68	5169	5743	5485	1.51228733459357	0	0	0	0.189035916824197	40.0756143667297	0	0	0	0	0	0	1.70132325141777	0	0	0	0	0.189035916824197	0	0.378071833648393	53.4971644612476	0	2.07939508506616	0	0.189035916824197	0	0	0	0.189035916824197	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	70	"AWI"	70	5208	5827	5549	1.15830115830116	0	0	0	0	39.96138996139	0	0	0.386100386100386	0	2.12355212355212	0	3.28185328185328	0	0	0	0	1.15830115830116	0	0	50.7722007722008	0	0.965250965250965	0	0	0.193050193050193	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	72	"AWI"	72	5311	5856	5612	0.361663652802893	0	0	0	0	38.1555153707052	0	0	0	0	1.44665461121157	0	3.97830018083183	0	0	0	0	1.62748643761302	0	0.361663652802893	51.7179023508137	0	2.16998191681736	0	0	0	0	0	0	0	0	0	0.180831826401447	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	74	"AWI"	74	5361	5904	5677	1.20240480961924	0	0	0	0.200400801603206	36.2725450901804	0	0	0	0	0.601202404809619	0	3.80761523046092	0	0	0	0	0.601202404809619	0	0.200400801603206	56.1122244488978	0	0.801603206412826	0	0	0	0	0	0.200400801603206	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	76	"AWI"	76	5454	5951	5736	0.549450549450549	0	0	0.183150183150183	0	35.5311355311355	0	0	0	0	1.0989010989011	0	1.83150183150183	0	0	0	0	0.732600732600733	0	0.366300366300366	57.6923076923077	0	1.83150183150183	0	0	0	0	0	0.183150183150183	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	78	"AWI"	78	5573	5983	5801	0.5859375	0	0	0	0.1953125	42.578125	0	0	0.390625	0	0	0	1.7578125	0	0	0	0	1.7578125	0	0.390625	51.7578125	0	0.390625	0	0	0.1953125	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	82	"AWI"	82	5723	6087	5917	0.806451612903226	0.201612903225806	0	0.201612903225806	0	48.3870967741936	0	0	1.61290322580645	0	0	0	1.81451612903226	0	0	0	0	1.20967741935484	0	0	43.9516129032258	0	1.41129032258065	0	0.201612903225806	0	0	0	0.201612903225806	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	86	"AWI"	86	5798	6199	6001	0.382409177820268	0	0	0.382409177820268	0	44.5506692160612	0.191204588910134	0	0.956022944550669	0	0	0	1.1472275334608	0	0	0	0	1.1472275334608	0	0.191204588910134	48.565965583174	0	2.10325047801147	0	0	0	0	0	0.191204588910134	0	0	0	0.191204588910134	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	90	"AWI"	90	5848	6321	6081	0	0	0	0.399201596806387	0.199600798403194	43.1137724550898	0	0	0.798403193612774	0	0	0	1.99600798403194	0	0	0	0	0.399201596806387	0	0	51.6966067864271	0	1.19760479041916	0	0	0	0	0	0.199600798403194	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	94	"AWI"	94	5926	6395	6164	1.20481927710843	0	0	0.803212851405622	0	87.14859437751	0	0	2.00803212851406	0	0	0	4.81927710843374	0	0	0	0	0.803212851405622	0	0.401606425702811	0	0	2.81124497991968	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	98	"AWI"	98	6009	6472	6250	1.15606936416185	0	0	0.192678227360308	0	39.4990366088632	0	0	0.770712909441233	0	1.54142581888247	0	2.11946050096339	0	0	0	0	0.963391136801541	0	0.192678227360308	52.7938342967245	0	0.770712909441233	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	102	"AWI"	102	6101	6551	6336	1.01626016260163	0.203252032520325	0	0.40650406504065	0.203252032520325	47.3577235772358	0	0	0.813008130081301	0	1.21951219512195	0	1.6260162601626	0	0	0	0	1.6260162601626	0	0.203252032520325	44.3089430894309	0	0.813008130081301	0	0.203252032520325	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	106	"AWI"	106	6213	6631	6421	0.806451612903226	0	0	0.201612903225806	0	36.8951612903226	0	0	0.403225806451613	0	0	0	1.00806451612903	0	0	0	0	0.806451612903226	0	0	58.6693548387097	0	1.20967741935484	0	0	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	110	"AWI"	110	6313	6711	6505	1.48698884758364	0.185873605947955	0	0.185873605947955	0	53.3457249070632	0	0	0.371747211895911	0	1.30111524163569	0	0.371747211895911	0	0	0	0	1.6728624535316	0	0	39.4052044609665	0	1.30111524163569	0	0.185873605947955	0	0	0	0	0	0	0	0.185873605947955	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	114	"AWI"	114	6454	6869	6631	1.35396518375242	0	0	0	0	45.8413926499033	0	0	1.93423597678917	0	3.4816247582205	0	0.193423597678917	0	0	0	0	1.1605415860735	0	0	43.5203094777563	0	1.74081237911025	0	0	0.193423597678917	0	0	0.580270793036751	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	118	"AWI"	118	6547	7175	6799	3.39622641509434	0	0	0.377358490566038	0	87.1698113207547	0	0	3.77358490566038	0	0	0	0.377358490566038	0	0	0	0	1.50943396226415	0	0.377358490566038	0	0	0.754716981132076	0	0.377358490566038	0.377358490566038	0	0	0	0	0	0	1.50943396226415	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	122	"AWI"	122	6644	7497	6976	0.767754318618042	0.191938579654511	0	0	0	47.4088291746641	0	0	0	0	0	0	0.191938579654511	0	0	0	0	0.575815738963532	0	0	49.1362763915547	0	1.15163147792706	0.383877159309021	0.191938579654511	0	0	0	0	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	126	"AWI"	126	6758	7800	7168	0.405679513184584	0	0	0	0.202839756592292	50.9127789046653	0	0	1.01419878296146	0	2.23123732251521	0	0.811359026369168	0	0	0	0	0.811359026369168	0	0	40.7707910750507	0	2.6369168356998	0	0	0	0	0	0	0	0	0	0.202839756592292	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	130	"AWI"	130	6872	8061	7364	1.92837465564738	0	0	0	0	83.4710743801653	0	0.550964187327824	2.75482093663912	0	2.20385674931129	0	0.275482093663912	0	0	0	0	1.37741046831956	0	0	0	0	6.8870523415978	0	0	0	0	0	0	0	0	0	0.550964187327824	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	132	"AWI"	132	6967	8135	7462	0	0	0	0.48780487804878	0	90	0	0	1.21951219512195	0	0	0	0	0	0.24390243902439	0	0	2.68292682926829	0	0	0	0	4.63414634146341	0	0	0.24390243902439	0	0	0.24390243902439	0	0	0	0.24390243902439	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	136	"AWI"	136	7092	8347	7664	0.23696682464455	0	0	0.23696682464455	0.23696682464455	88.6255924170616	0	0	1.18483412322275	0	0	0	0	0	0	0	0	6.39810426540284	0	0.23696682464455	0	0	2.3696682464455	0.23696682464455	0	0	0	0	0.23696682464455	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	140	"AWI"	140	7231	8579	7862	0.207900207900208	0	0	0	0.207900207900208	78.3783783783784	0	0	0.207900207900208	0	0	0	0	0	0	0	0	1.87110187110187	0	0	15.1767151767152	0	2.91060291060291	0.207900207900208	0	0	0	0	0.623700623700624	0	0	0	0.207900207900208	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	144	"AWI"	144	7394	8737	8069	0.731707317073171	0	0	0.731707317073171	0.48780487804878	85.3658536585366	0	0	0.731707317073171	0	0	0	0.731707317073171	0	0	0	0	2.19512195121951	0	0	0	0	7.5609756097561	0	0.24390243902439	0	0	0	0.48780487804878	0	0	0	0.48780487804878	0.24390243902439
26561	46447	"Poteryanny Zub"	68.82667	35.32822	148	"AWI"	148	7569	8895	8257	0.223214285714286	0.223214285714286	0	0.223214285714286	0.223214285714286	77.4553571428571	0	0.223214285714286	0.446428571428571	0	0	0	0.223214285714286	0	0	0	0	2.23214285714286	0	0	12.7232142857143	0	5.13392857142857	0	0	0.223214285714286	0	0	0.223214285714286	0	0	0	0	0.223214285714286
26561	46447	"Poteryanny Zub"	68.82667	35.32822	152	"AWI"	152	7767	9072	8451	0.212765957446809	0.212765957446809	0	0.638297872340425	0	90.6382978723404	0	0	0.851063829787234	0	0	0	0.425531914893617	0	0	0	0	0.425531914893617	0	0	0	0	5.1063829787234	0	0.212765957446809	0	0	0	0.638297872340425	0	0.212765957446809	0	0.212765957446809	0.212765957446809
26561	46447	"Poteryanny Zub"	68.82667	35.32822	156	"AWI"	156	7971	9253	8646	0.205338809034908	0	0	0.82135523613963	0.205338809034908	90.1437371663244	0	0	0.410677618069815	0	1.43737166324435	0	0.410677618069815	0	0	0	0	0.82135523613963	0	0	0	0	4.92813141683778	0.205338809034908	0.205338809034908	0	0	0	0.205338809034908	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	158	"AWI"	158	8077	9310	8742	0.201612903225806	0.201612903225806	0	0.403225806451613	0.201612903225806	91.3306451612903	0	0	0	0	0.403225806451613	0	0	0	0	0	0	0.604838709677419	0.403225806451613	0	0	0	5.24193548387097	0	0	0	0	0	1.00806451612903	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	160	"AWI"	160	8159	9396	8832	0.204918032786885	0	0	1.02459016393443	0	90.7786885245902	0	0	0	0	1.84426229508197	0	0.204918032786885	0	0	0	0.204918032786885	0	0	0	0	0	5.32786885245902	0	0	0	0	0	0.204918032786885	0	0.204918032786885	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	164	"AWI"	164	8400	9541	9042	0.616016427104723	0.205338809034908	0	0.616016427104723	0	82.7515400410678	0	0	0	0	0	0	0.410677618069815	0	0	0	0.205338809034908	2.6694045174538	0	0	7.80287474332649	0	4.10677618069815	0	0	0	0	0	0.616016427104723	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	168	"AWI"	168	8661	9676	9236	1.05485232067511	0	0	1.26582278481013	0.210970464135021	85.2320675105485	0.210970464135021	0	0	0	1.68776371308017	0	0.421940928270042	0	0	0	0	2.10970464135021	0	0	0	0	7.17299578059072	0	0	0	0	0	0.421940928270042	0	0	0	0.210970464135021	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	172	"AWI"	172	8908	9791	9423	0.202020202020202	0	0	0.606060606060606	0.202020202020202	88.0808080808081	0.202020202020202	0	0	0	2.62626262626263	0	0.808080808080808	0	0	0	0	0.202020202020202	0	0	0	0	6.06060606060606	0	0.202020202020202	0	0	0	0.606060606060606	0	0	0	0.202020202020202	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	176	"AWI"	176	9182	9905	9605	0	0.200400801603206	0	0.200400801603206	0	91.5831663326653	0.200400801603206	0	0	0	2.60521042084168	0	0.601202404809619	0	0	0	0	0.801603206412826	0	0	0	0	3.2064128256513	0	0	0	0	0	0.601202404809619	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	180	"AWI"	180	9566	10018	9785	0	0.402414486921529	0	0.402414486921529	0.201207243460765	90.1408450704225	0	0	0.201207243460765	0	2.21327967806841	0	0.402414486921529	0	0	0.402414486921529	0	0.402414486921529	0.201207243460765	0	0	0	4.02414486921529	0	0	0.201207243460765	0	0	0.603621730382294	0	0	0	0	0.201207243460765
26561	46447	"Poteryanny Zub"	68.82667	35.32822	184	"AWI"	184	9654	10082	9879	0.198019801980198	0.198019801980198	0	0.198019801980198	0	89.5049504950495	0.198019801980198	0	0.99009900990099	0.198019801980198	2.57425742574257	0	0.198019801980198	0	0	0	0	0.99009900990099	0.198019801980198	0	0	0	3.56435643564356	0	0	0	0	0.396039603960396	0.396039603960396	0	0	0	0	0.198019801980198
26561	46447	"Poteryanny Zub"	68.82667	35.32822	188	"AWI"	188	9759	10144	9968	0.404040404040404	0	0	0.404040404040404	0	90.5050505050505	0	0	0.606060606060606	0	1.61616161616162	0	0.404040404040404	0	0	0	0	0.606060606060606	0	0	0	0	4.24242424242424	0	0	0	0	0	0.606060606060606	0	0	0	0.404040404040404	0.202020202020202
26561	46447	"Poteryanny Zub"	68.82667	35.32822	192	"AWI"	192	9837	10242	10067	0	0	0	0.5859375	0.1953125	89.453125	0	0	1.171875	0	1.3671875	0	0.1953125	0	0	0	0	0.5859375	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0.1953125	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	196	"AWI"	196	9919	10420	10161	0	0.419287211740042	0	0.419287211740042	0	91.4046121593291	0.209643605870021	0	0	0	1.0482180293501	0	0.628930817610063	0	0	0	0	0	0	0	0	0	5.66037735849057	0	0	0	0	0	0.209643605870021	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	200	"AWI"	200	9983	10548	10256	0	0.420168067226891	0	0.630252100840336	0.210084033613445	91.3865546218487	0	0	0.420168067226891	0	1.26050420168067	0	0.210084033613445	0	0	0	0	0.840336134453782	0	0	0	0	3.78151260504202	0	0	0	0	0	0.630252100840336	0	0	0	0.210084033613445	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	204	"AWI"	204	10076	10637	10353	0	0	0.205338809034908	1.43737166324435	0	87.6796714579055	0	0	1.23203285420945	0	1.02669404517454	0	1.64271047227926	0	0	0	0	0.410677618069815	0.82135523613963	0	0	0	4.92813141683778	0	0	0	0	0	0.616016427104723	0	0	0	0	0
26561	46447	"Poteryanny Zub"	68.82667	35.32822	208	"AWI"	208	10183	10725	10458	0	0	0	1.4344262295082	0	82.9918032786885	0.204918032786885	0	0	0	3.07377049180328	0	2.04918032786885	0	0	0	0	0.409836065573771	0.204918032786885	0	0	0	9.01639344262295	0	0	0	0	0	0.614754098360656	0	0	0	0	0
