"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Ilex"	"Iridaceae"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Tilia"	"Ulmus"	"Vitaceae"
3354	4352	"Place du Commerce"	47.21389	-1.55611	1004	"AWI"	1004	6325	6959	6684	0	0	49.5412844036697	5.04587155963303	0	0	0	0	0	0	0	0	0	0	0	8.71559633027523	3.6697247706422	0	0	0	0	0	0	0	0	0	0	0	0	0	8.71559633027523	0	0	0	0	0	17.4311926605505	0	0	0	0	0	0	5.04587155963303	1.8348623853211	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1024	"AWI"	1024	6398	7011	6744	0	0	9.75609756097561	14.6341463414634	0	0	0	0	0	0	0	0	0	0	0	14.6341463414634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9512195121951	0	0	0	0	0	14.6341463414634	0	0	0	0	0	0	24.390243902439	0	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1043	"AWI"	1043	6473	7056	6802	0	0.33003300330033	50.8250825082508	3.3003300330033	0.33003300330033	0.99009900990099	0.33003300330033	0	0.99009900990099	0	0	0	0	0.33003300330033	0	5.94059405940594	0.66006600660066	0	0	0	0	0	0	0	0	0.33003300330033	0	0.33003300330033	0	0	4.62046204620462	0.33003300330033	0	0	0	0	24.7524752475248	0.66006600660066	0	0	0	0	0	3.96039603960396	0.99009900990099	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1068	"AWI"	1068	6579	7114	6879	0	0	41.5492957746479	7.04225352112676	0	0.704225352112676	0	0	1.40845070422535	0	0	0	0	0	0	5.63380281690141	2.8169014084507	0	0	0	0	0.704225352112676	0	0	0	0	0	0	0	0	6.33802816901408	0	0	0	0	0	26.7605633802817	2.11267605633803	0	0	0	0	0	2.8169014084507	2.11267605633803	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1088	"AWI"	1088	6672	7155	6939	0	0	40.5109489051095	5.10948905109489	0	0.364963503649635	0.364963503649635	0	0.72992700729927	0	0	0	0	0.364963503649635	0	2.55474452554745	9.48905109489051	0	0	0	0	0.72992700729927	0	0.364963503649635	0	0	0	0.364963503649635	0.364963503649635	0.364963503649635	10.5839416058394	1.09489051094891	0	2.55474452554745	0	0	21.1678832116788	0.364963503649635	0	0	0	0	0	1.45985401459854	1.09489051094891	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1108	"AWI"	1108	6762	7198	6997	0	0	49.3927125506073	3.64372469635628	0	1.61943319838057	0.809716599190283	0	1.21457489878543	0	0	0	0	0	0	3.64372469635628	11.7408906882591	0	0	0	0	0	0	0	0	0	0	0	0.809716599190283	0.809716599190283	10.5263157894737	0	0	0	0	0	10.9311740890688	0.404858299595142	0	0	0	0	0	3.64372469635628	0.809716599190283	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1135	"AWI"	1135	6881	7259	7073	0.37037037037037	0	33.3333333333333	7.40740740740741	0	0.740740740740741	0.37037037037037	0	0.740740740740741	0	0	0	0	0	0	5.92592592592593	4.44444444444444	0	0	0	0.37037037037037	0	0	0	0	0.740740740740741	0	0	0.37037037037037	0.37037037037037	10	0	0	0	0	0	31.1111111111111	0	0	0	0	0	0	2.96296296296296	0.740740740740741	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1148	"AWI"	1148	6933	7282	7107	0	0	47.2602739726027	7.53424657534247	0	0.342465753424658	0	0	0.342465753424658	0	0	0	0	0	0	6.50684931506849	3.76712328767123	0	0	0	0.342465753424658	0.342465753424658	0	0	0	0	0	0	0	0.342465753424658	10.2739726027397	0	0	1.02739726027397	0	0	14.7260273972603	0	0	0	0	0	0	6.84931506849315	0.342465753424658	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1155	"AWI"	1155	6952	7299	7127	0	0	46.7796610169492	11.1864406779661	0	0.677966101694915	0	0	0.677966101694915	0	0	0	0	0	0	2.71186440677966	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338983050847458	6.44067796610169	0	0	0	0	0	26.1016949152542	0	0	0	0	0.338983050847458	0	4.40677966101695	0.338983050847458	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1175	"AWI"	1175	7020	7335	7173	0.308641975308642	0	42.9012345679012	8.02469135802469	0	1.23456790123457	0	0	0.925925925925926	0	0	0	0	0	0	4.01234567901235	1.54320987654321	0.308641975308642	0	0	0	0	0	0	0	0.308641975308642	0	0	0.308641975308642	0.308641975308642	13.8888888888889	0.308641975308642	0	0	0	0	20.679012345679	0	0	0	0	0	0	4.01234567901235	0.925925925925926	0
