"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Ulmus"
3372	4372	"Råttuvarri"	69.35	20.31667	0	"AWI"	0	2207	4168	3300	13	0	0	0	171	0	0	0	1	21	0	6	1	1	117	0	7	1	0	0	0	1	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	10	"AWI"	10	2519	4377	3569	32	0	0	0	205	0	0	0	0	18	0	12	2	0	158	0	4	0	2	1	0	1	0	1	0
3372	4372	"Råttuvarri"	69.35	20.31667	20	"AWI"	20	2866	4574	3859	28	0	1	1	220	0	0	0	0	27	0	20	2	1	198	0	5	0	4	0	1	4	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	30	"AWI"	30	3279	4785	4134	19	0	0	0	237	0	0	0	0	28	0	10	2	1	152	0	4	0	2	0	0	0	0	2	0
3372	4372	"Råttuvarri"	69.35	20.31667	40	"AWI"	40	3672	4985	4414	27	0	0	1	277	0	0	1	0	33	0	12	4	2	139	0	7	0	0	0	0	1	0	1	0
3372	4372	"Råttuvarri"	69.35	20.31667	50	"AWI"	50	4218	5171	4674	27	0	0	1	281	0	0	0	0	29	0	14	3	0	202	0	4	0	0	0	0	4	1	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	60	"AWI"	60	4538	5413	4938	23	0	1	1	274	0	0	0	1	12	0	17	3	1	144	0	3	0	0	0	2	2	0	1	0
3372	4372	"Råttuvarri"	69.35	20.31667	70	"AWI"	70	4742	5773	5218	45	0	0	0	273	0	0	0	0	22	0	10	2	1	254	0	4	0	0	0	0	2	0	0	1
3372	4372	"Råttuvarri"	69.35	20.31667	80	"AWI"	80	4975	6049	5513	35	0	0	0	242	0	0	0	0	12	0	12	2	0	210	0	5	0	0	0	0	1	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	90	"AWI"	90	5211	6288	5797	29	0	0	0	223	0	0	0	0	10	0	7	1	0	174	0	6	1	0	0	2	1	0	1	0
3372	4372	"Råttuvarri"	69.35	20.31667	100	"AWI"	100	5545	6466	6082	38	0	0	0	220	0	0	1	1	18	0	19	2	0	255	0	4	0	3	0	1	1	0	0	2
3372	4372	"Råttuvarri"	69.35	20.31667	110	"AWI"	110	5999	6638	6340	46	0	0	0	227	0	0	0	0	16	0	9	1	0	190	0	0	0	0	0	1	0	0	0	0
3372	4372	"Råttuvarri"	69.35	20.31667	120	"AWI"	120	6170	7085	6579	32	0	0	0	203	0	0	0	1	12	0	3	1	0	203	0	5	0	0	0	0	3	0	0	1
3372	4372	"Råttuvarri"	69.35	20.31667	130	"AWI"	130	6387	7397	6863	31	0	0	0	171	0	0	0	0	10	0	4	3	0	195	0	3	0	0	0	0	2	0	0	2
