"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Iridaceae"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
14472	22658	"Waschhorn"	53.61498	8.7375	1	"AWI"	1	-142	20	-54	0	0	12	1	0	0	3	0	0	97	0	3	0	0	0	0	0	2	0	0	0	45	8	4	0	0	0	3	0	0	0	0	2	0	54	205	0	0	111	0	0	72	0	0	0	1	2	0	0	0	0	112	0	0	0	0	4	0
14472	22658	"Waschhorn"	53.61498	8.7375	5	"AWI"	5	-104	125	-13	0	0	19	2	0	0	0	0	0	91	0	1	0	0	0	0	0	6	1	0	0	60	2	0	0	0	0	3	0	0	0	0	0	0	63	217	0	0	0	0	0	45	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0
14472	22658	"Waschhorn"	53.61498	8.7375	9	"AWI"	9	-67	190	34	1	0	32	5	0	0	2	0	0	77	0	1	0	0	0	0	0	13	1	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	103	183	0	0	176	0	0	76	0	0	0	16	2	2	0	0	5	0	0	0	0	4	8	0
14472	22658	"Waschhorn"	53.61498	8.7375	13	"AWI"	13	-26	259	79	0	0	17	14	0	0	2	0	0	106	0	3	0	0	0	0	0	10	3	0	0	37	0	2	0	0	0	0	0	0	0	0	1	0	34	272	0	0	193	0	0	68	0	0	0	32	6	1	0	0	1	0	0	0	3	4	3	0
14472	22658	"Waschhorn"	53.61498	8.7375	17	"AWI"	17	33	349	139	0	0	15	5	0	1	4	0	0	257	0	5	0	0	0	0	0	22	0	0	0	10	1	7	0	0	0	0	0	0	0	0	4	0	73	571	0	0	202	0	0	56	0	0	0	32	1	0	0	0	0	0	0	0	2	4	1	0
14472	22658	"Waschhorn"	53.61498	8.7375	21	"AWI"	21	92	507	243	0	0	183	0	0	0	4	0	0	193	0	0	0	0	0	0	0	66	20	0	0	42	0	1	0	0	0	0	0	0	3	0	11	0	1	47	0	0	203	0	0	216	0	0	0	30	2	0	0	0	0	0	0	0	0	4	5	0
14472	22658	"Waschhorn"	53.61498	8.7375	25	"AWI"	25	149	840	393	0	0	40	6	0	0	2	0	0	42	0	19	0	3	0	0	0	25	33	0	0	122	6	0	0	0	0	0	0	0	7	0	4	16	2	54	0	0	215	0	0	224	15	0	0	38	11	0	0	0	0	0	0	0	0	1	0	0
14472	22658	"Waschhorn"	53.61498	8.7375	29	"AWI"	29	248	1042	572	1	0	69	7	0	0	4	0	0	67	0	7	0	1	0	0	0	48	31	0	0	72	1	3	0	0	0	0	0	0	4	0	4	2	1	40	0	0	164	0	0	240	0	0	1	32	2	0	0	1	0	0	0	0	1	2	4	0
14472	22658	"Waschhorn"	53.61498	8.7375	33	"AWI"	33	377	1241	751	0	1	128	3	0	0	4	0	0	159	0	4	0	0	0	0	0	55	20	0	0	89	0	15	0	0	0	1	0	0	1	0	25	1	0	37	0	0	157	0	0	237	0	0	0	20	3	0	0	0	0	0	0	0	1	5	5	0
14472	22658	"Waschhorn"	53.61498	8.7375	37	"AWI"	37	517	1400	929	1	1	221	11	0	0	5	0	0	130	0	1	0	0	0	0	0	63	29	0	0	118	0	9	0	0	0	1	0	0	1	0	33	0	1	33	0	0	195	0	0	446	0	0	0	22	5	0	0	0	0	0	0	0	0	4	3	0
14472	22658	"Waschhorn"	53.61498	8.7375	41	"AWI"	41	660	1562	1105	0	0	230	7	0	0	4	0	0	232	0	2	0	0	0	0	0	99	87	0	0	127	0	11	0	0	0	0	0	0	7	0	34	0	1	24	0	0	152	0	0	335	0	0	0	8	1	0	0	0	0	0	0	0	1	4	2	0
14472	22658	"Waschhorn"	53.61498	8.7375	45	"AWI"	45	802	1696	1284	0	1	383	15	0	0	6	0	0	140	0	0	0	0	0	0	0	116	230	0	0	92	0	16	0	1	0	1	0	0	1	0	43	0	0	33	0	0	162	0	0	284	0	0	1	15	3	0	0	0	0	0	0	0	0	6	5	0
14472	22658	"Waschhorn"	53.61498	8.7375	49	"AWI"	49	1000	1794	1465	0	0	358	5	0	0	3	0	0	229	0	2	0	0	0	0	0	52	133	0	0	59	0	14	0	0	0	0	0	0	2	0	21	0	1	31	0	0	0	0	0	277	0	0	0	4	3	0	0	0	0	0	0	1	1	7	0	0
14472	22658	"Waschhorn"	53.61498	8.7375	53	"AWI"	53	1225	1896	1637	0	1	182	1	0	0	2	0	0	497	0	0	0	1	0	0	0	34	55	0	0	17	0	4	0	0	0	1	0	0	4	0	6	0	1	29	0	0	0	0	0	256	0	0	0	7	2	0	0	0	0	0	0	0	2	4	2	0
14472	22658	"Waschhorn"	53.61498	8.7375	57	"AWI"	57	1531	1999	1799	0	0	128	3	0	0	6	0	0	299	0	1	0	0	0	0	0	52	87	0	0	6	1	5	0	0	0	0	0	0	31	0	3	0	0	24	0	0	0	0	0	229	0	0	0	11	1	0	0	1	0	0	0	0	1	5	2	0
14472	22658	"Waschhorn"	53.61498	8.7375	61	"AWI"	61	1813	2146	1971	1	0	321	9	0	0	14	0	0	112	0	8	0	0	0	0	0	137	111	0	0	24	0	9	0	0	0	0	1	0	12	0	2	0	0	35	0	0	776	0	0	188	0	0	33	36	4	0	0	0	0	0	0	0	1	8	3	0
14472	22658	"Waschhorn"	53.61498	8.7375	65	"AWI"	65	1909	2553	2162	0	0	312	3	2	0	10	0	0	207	0	0	0	0	0	0	0	101	91	0	0	13	0	14	0	0	0	0	0	0	3	0	4	0	1	28	0	0	0	0	0	116	0	0	0	20	1	0	0	0	0	0	0	0	1	4	2	0
14472	22658	"Waschhorn"	53.61498	8.7375	69	"AWI"	69	2065	2701	2408	0	0	245	7	0	0	4	0	0	115	0	2	0	0	0	0	0	134	52	0	0	31	0	19	0	0	0	0	0	0	12	0	11	0	1	28	0	0	0	0	0	230	0	0	0	25	1	0	0	0	0	0	0	0	5	14	0	0
14472	22658	"Waschhorn"	53.61498	8.7375	73	"AWI"	73	2302	2835	2632	1	2	263	9	0	0	13	0	0	137	0	2	12	0	0	0	0	250	76	0	0	25	0	8	0	0	0	2	0	0	6	0	3	1	1	32	0	0	0	0	0	204	0	0	0	68	1	0	0	0	0	0	0	0	7	17	0	0
14472	22658	"Waschhorn"	53.61498	8.7375	75	"AWI"	75	2380	2926	2748	0	0	388	4	0	0	7	0	0	161	0	0	9	0	0	0	0	221	112	0	0	24	0	9	0	0	0	0	0	0	0	0	6	0	1	35	0	0	0	0	0	357	0	42	0	16	5	1	0	0	0	0	0	0	2	12	4	0
14472	22658	"Waschhorn"	53.61498	8.7375	77	"AWI"	77	2460	2988	2811	1	0	293	1	0	1	4	0	0	192	0	0	0	0	0	0	0	138	99	0	0	22	0	25	0	0	0	0	0	0	6	0	3	0	1	12	0	0	0	0	0	439	0	0	0	10	1	0	0	0	1	0	0	0	2	10	1	0
14472	22658	"Waschhorn"	53.61498	8.7375	81	"AWI"	81	2574	3215	2921	0	0	244	3	0	0	1	0	0	394	0	0	0	0	0	0	0	121	14	0	0	2	0	13	0	0	0	0	0	0	8	0	0	0	1	19	0	0	0	0	0	319	0	0	0	4	1	0	0	0	0	0	1	0	2	6	1	0
14472	22658	"Waschhorn"	53.61498	8.7375	85	"AWI"	85	2666	3364	3032	0	0	302	2	0	0	3	0	0	421	0	0	0	0	0	0	0	166	84	0	0	6	0	12	0	0	0	0	0	0	3	0	1	0	1	19	0	0	0	0	0	229	0	0	2	13	2	0	0	0	0	0	0	0	0	7	0	0
14472	22658	"Waschhorn"	53.61498	8.7375	89	"AWI"	89	2799	3482	3156	0	0	260	3	0	0	2	0	0	456	0	0	0	0	0	0	0	167	0	0	0	1	0	7	0	0	0	0	0	0	6	0	1	0	1	20	0	0	0	0	0	241	0	0	2	13	0	0	0	0	0	0	0	0	5	9	0	0
14472	22658	"Waschhorn"	53.61498	8.7375	93	"AWI"	93	2933	3596	3283	0	0	277	4	0	0	8	0	0	396	0	1	0	0	0	0	0	153	32	0	0	10	0	14	0	0	0	0	0	0	0	0	2	0	2	32	0	0	0	0	0	256	0	0	0	12	1	0	0	0	0	0	0	0	1	9	0	0
