"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"
14565	22835	"Maly Suszek"	53.71617	17.77116	105	"AWI"	105	-83	155	20	0	76	21	0	0	8	0	168	6	0	0	0	0	0	0	1	0	12	26	0	0	13	0	0	14	0	5	0	10	0	0	0	1	0	0	24	0	7	675	17	0	0	0	0	32	0	0	0	0	0	2	0	0	0	0	0	0	2	3	0	1
14565	22835	"Maly Suszek"	53.71617	17.77116	115	"AWI"	115	-47	506	142	1	97	4	0	0	6	0	151	1	0	0	0	0	0	0	0	0	20	10	0	0	19	0	0	24	0	3	0	11	0	0	0	0	0	0	28	0	2	605	5	0	0	0	0	54	2	0	0	1	0	6	0	0	1	0	0	1	6	2	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	125	"AWI"	125	-28	869	263	0	61	0	0	0	14	0	201	0	0	0	0	0	0	0	0	0	28	14	0	0	29	0	0	10	0	0	0	7	0	0	0	0	0	0	26	0	0	693	7	0	0	0	0	80	3	0	0	0	0	5	0	0	1	0	0	0	6	0	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	135	"AWI"	135	-12	1232	388	0	59	2	0	0	11	0	148	6	0	0	0	0	0	0	0	0	22	18	0	0	30	0	0	4	0	2	0	3	0	0	0	0	0	0	28	0	1	717	4	0	0	0	3	74	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	145	"AWI"	145	83	1444	539	0	74	2	0	0	19	0	150	12	0	0	0	0	0	0	0	0	16	11	0	0	16	0	0	12	0	5	0	8	0	0	0	0	0	0	18	0	0	705	6	0	0	1	2	59	0	0	0	2	0	2	0	0	0	0	0	4	4	2	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	155	"AWI"	155	191	1536	721	0	109	0	0	0	4	0	299	0	0	0	0	0	0	0	0	0	23	18	0	0	12	0	0	20	0	4	1	6	0	0	1	0	0	0	61	0	1	434	3	0	0	0	1	84	3	0	0	0	0	9	0	0	0	0	0	0	4	3	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	165	"AWI"	165	260	1674	905	2	139	0	0	0	13	0	277	0	0	0	0	0	0	0	0	0	34	12	0	0	17	0	0	26	0	2	0	6	0	0	0	0	0	0	48	0	0	406	0	0	0	0	0	121	0	0	0	2	0	1	0	0	0	0	0	0	6	0	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	175	"AWI"	175	317	1888	1075	0	106	0	0	0	5	0	375	0	0	0	0	0	0	0	0	0	21	8	0	0	0	0	0	28	0	4	0	0	0	0	0	0	0	0	84	0	2	308	0	0	0	0	0	120	0	0	0	0	0	8	0	0	1	0	1	4	10	3	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	185	"AWI"	185	475	2030	1234	0	146	0	0	0	2	0	230	0	0	0	0	0	0	0	0	0	32	2	0	0	11	0	0	40	0	2	0	4	0	0	0	0	0	0	181	0	2	259	6	0	0	0	0	132	0	0	0	0	0	3	0	0	0	0	0	6	12	2	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	195	"AWI"	195	658	2087	1404	0	128	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	47	6	0	0	0	0	0	20	0	2	0	1	0	0	0	0	0	0	131	0	3	344	0	0	0	0	0	121	1	0	0	0	0	3	0	0	0	0	0	12	6	0	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	205	"AWI"	205	820	2170	1588	1	180	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	52	9	0	0	0	0	0	12	0	2	0	2	0	0	0	0	0	0	74	0	0	319	0	0	0	0	0	89	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	1
14565	22835	"Maly Suszek"	53.71617	17.77116	215	"AWI"	215	934	2310	1765	0	141	0	0	0	2	0	412	0	0	0	0	0	0	0	0	0	36	6	0	0	8	0	0	22	0	8	0	2	0	0	0	0	0	0	50	0	1	282	0	0	0	0	0	88	0	0	0	0	0	0	0	0	1	0	0	8	10	0	1	0
