"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	0	"AWI"	0	-118	51	-24	0	2.22841225626741	0	0.835654596100279	0	0	8.35654596100279	0.557103064066852	0	0.557103064066852	0	0	0	0	0.835654596100279	0	0.278551532033426	3.34261838440111	0	3.89972144846797	11.4206128133705	0	0	5.01392757660167	0	0.278551532033426	0	0	0.278551532033426	0.278551532033426	0	2.50696378830084	0	0	0	0	10.8635097493036	0	15.8774373259053	0	22.8412256267409	0.557103064066852	0	6.96378830083566	0	0	0	0	1.67130919220056	0	0.278551532033426	0	0.278551532033426	0	0	0	0
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	3	"AWI"	3	-86	106	12	0	0.561797752808989	0.561797752808989	0.842696629213483	0	0.280898876404494	5.61797752808989	0.842696629213483	0	0	0.280898876404494	0	0	0	2.52808988764045	0	0	1.96629213483146	0	10.6741573033708	6.74157303370786	0	0.842696629213483	3.93258426966292	0	0	0	0	0.280898876404494	0	0	2.52808988764045	0	0	0	0	6.46067415730337	0	15.4494382022472	0.280898876404494	27.8089887640449	0	0	7.86516853932584	0	0.280898876404494	0	0	1.96629213483146	0	0.280898876404494	0	0.280898876404494	0	0	0.561797752808989	0.280898876404494
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	5	"AWI"	5	-74	163	32	0	2	0	1.14285714285714	0	0.571428571428571	0	0.285714285714286	0.285714285714286	0	0	0.571428571428571	0	0	1.14285714285714	0	0	1.42857142857143	0	13.4285714285714	7.71428571428571	0	0.285714285714286	6	0.285714285714286	0	0.285714285714286	0.285714285714286	0.285714285714286	0	0.571428571428571	2.85714285714286	0	0	0	0.285714285714286	4	0	13.7142857142857	0	29.4285714285714	0	0	10.5714285714286	0	0.285714285714286	0	0	1.14285714285714	0	0.571428571428571	0.285714285714286	0	0	0	0	0.285714285714286
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	10	"AWI"	10	-28	245	90	0	1.14942528735632	0.28735632183908	2.01149425287356	0	0.28735632183908	0	0.574712643678161	0.28735632183908	0.28735632183908	0.28735632183908	0	0	0	2.01149425287356	0	0	4.02298850574713	0.28735632183908	12.0689655172414	10.3448275862069	0	0	6.60919540229885	0	0	0	0.28735632183908	0.28735632183908	0.28735632183908	0	1.72413793103448	0	0	0	0.28735632183908	4.88505747126437	0	10.0574712643678	0.28735632183908	20.4022988505747	0	0	13.2183908045977	5.45977011494253	0	0	0	1.14942528735632	0.574712643678161	0.28735632183908	0	0	0	0	0.28735632183908	0
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	15	"AWI"	15	19	321	149	0	2.13523131672598	0	1.42348754448399	0	2.49110320284698	0	1.42348754448399	0	0	0	0.711743772241993	0	0.355871886120996	0.711743772241993	0	0	2.84697508896797	0.355871886120996	8.18505338078292	11.7437722419929	0	0.355871886120996	13.8790035587189	0.711743772241993	0	0	0	0.355871886120996	0	0	1.06761565836299	0	0	0	0	2.84697508896797	0	5.69395017793594	0	23.4875444839858	0	0	16.3701067615658	0	0.355871886120996	0	0	0.711743772241993	0	0	0	0	0	0.355871886120996	0.711743772241993	0.711743772241993
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	20	"AWI"	20	67	383	211	0	2.56410256410256	0	1.13960113960114	0	2.84900284900285	0	1.99430199430199	0	0.284900284900285	0	0	0	0	1.42450142450142	0	0	5.6980056980057	0	9.68660968660969	9.68660968660969	0	0	18.8034188034188	0	0	0	0.284900284900285	0.56980056980057	0	0	1.42450142450142	0	0	0	0.284900284900285	3.7037037037037	0	3.13390313390313	0	13.960113960114	0.284900284900285	0	18.2336182336182	0	0	0	0.284900284900285	2.84900284900285	0	0	0.284900284900285	0	0	0	0.284900284900285	0.284900284900285
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	25	"AWI"	25	110	441	271	0	1.11524163568773	0.743494423791822	2.23048327137546	0	1.85873605947955	0	2.60223048327138	0	0	0	0	0	0.371747211895911	2.60223048327138	0	0	3.3457249070632	0	10.7806691449814	11.5241635687732	0	0	24.5353159851301	0.371747211895911	0	0.371747211895911	0	1.11524163568773	0.371747211895911	0	0.743494423791822	0	0	0	0	1.85873605947955	0	2.23048327137546	0	0	0	0	17.1003717472119	10.7806691449814	0.743494423791822	0	0.371747211895911	1.48698884758364	0	0.371747211895911	0	0	0	0	0.371747211895911	0
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	30	"AWI"	30	173	490	333	0	2.56410256410256	0.366300366300366	2.56410256410256	0	3.2967032967033	0	2.1978021978022	0	0	0	0.732600732600733	0	0	1.0989010989011	0	0	4.3956043956044	0	12.0879120879121	9.89010989010989	0	0.366300366300366	26.007326007326	0	0	0	0	0.366300366300366	0.366300366300366	0	1.83150183150183	0	0.366300366300366	0	0	2.93040293040293	0	2.93040293040293	0	0	0	0	20.1465201465201	0	0.732600732600733	0	0	3.2967032967033	0.366300366300366	0.366300366300366	0	0	0	0.732600732600733	0	0
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	35	"AWI"	35	250	546	393	0.432900432900433	3.03030303030303	0	0.865800865800866	0	0.865800865800866	0	2.16450216450216	0.432900432900433	0	0	0	0	0	0.865800865800866	0	0	8.22510822510823	0	8.22510822510823	12.1212121212121	0	0	33.3333333333333	0	0	0	0	3.03030303030303	0	0	0	0	0	0	0	2.16450216450216	0	1.2987012987013	0	0	0	0.432900432900433	19.047619047619	0	0.865800865800866	0	0.432900432900433	1.2987012987013	0.432900432900433	0.432900432900433	0	0	0	0	0	0
3473	4492	"Puerto de Los Tornos"	43.15	-3.43333	40	"AWI"	40	317	613	463	0	7.26643598615917	0	1.3840830449827	0	1.3840830449827	0	1.3840830449827	0	0	0	0	0	0	0.69204152249135	0	0	8.99653979238754	0	10.3806228373702	6.22837370242214	0	0	34.6020761245675	0.346020761245675	0	0	0.346020761245675	0.69204152249135	0	0	0	0	0	0	0	1.73010380622837	0	0	0	0	0	0	22.4913494809689	0	0	0	0	1.03806228373702	0	0.69204152249135	0	0	0	0	0	0.346020761245675
