"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Tilia"	"Ulmus"	"Urticaceae"
16267	25213	"Peyre peat-bog"	44.96028	2.71889	0	"AWI"	0	225	396	306	3	0	7	1	6	0	4	10	2	0	3	10	71	8	0	15	4	0	40	0	0	0	10	6	10	0	4	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	5	"AWI"	5	346	913	591	11	0	7	0	1	1	3	17	2	1	2	6	96	8	0	16	6	1	43	0	72	0	27	3	3	0	5	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	10	"AWI"	10	413	1509	866	6	0	12	0	1	1	0	4	2	0	4	9	74	12	0	7	0	2	24	0	0	0	6	2	3	0	4	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	15	"AWI"	15	582	1941	1131	7	0	12	1	2	1	4	2	1	1	8	6	25	40	2	9	0	2	4	0	57	1	13	2	4	0	3	0	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	20	"AWI"	20	872	2088	1417	1	0	9	0	4	2	3	4	0	1	0	5	2	152	0	22	0	2	1	0	90	0	11	2	3	0	10	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	25	"AWI"	25	1004	2301	1693	25	0	26	0	1	2	3	8	0	1	0	21	4	48	0	110	1	0	2	0	0	0	20	0	0	0	0	1	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	30	"AWI"	30	1390	2440	1954	12	0	10	0	0	0	0	10	0	1	0	7	4	7	0	198	3	0	3	0	0	0	40	0	4	0	1	1	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	35	"AWI"	35	1894	2480	2205	186	0	13	1	0	0	0	4	0	0	0	8	0	0	0	89	2	0	4	0	0	0	28	0	0	0	0	1	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	40	"AWI"	40	2346	2589	2429	124	0	15	0	0	1	0	4	0	0	0	4	4	0	0	120	0	0	1	0	0	0	12	0	1	0	0	0	2	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	45	"AWI"	45	2368	2618	2461	143	0	13	0	1	0	0	5	0	0	0	12	0	0	0	103	1	0	3	0	0	0	9	0	2	0	0	0	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	50	"AWI"	50	2378	2660	2496	97	0	11	0	0	0	0	2	0	0	0	7	1	0	0	157	0	0	2	0	0	0	28	1	0	0	0	3	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	55	"AWI"	55	2395	2702	2526	106	0	13	1	0	0	0	3	0	0	0	8	4	10	0	106	0	0	0	0	0	0	20	1	3	0	0	1	2	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	60	"AWI"	60	2415	2729	2556	86	0	6	0	1	0	0	33	0	0	0	7	4	0	0	125	2	0	2	0	0	0	21	0	1	0	0	2	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	65	"AWI"	65	2432	2769	2585	150	0	12	1	0	0	0	3	0	0	0	8	1	3	0	61	4	0	3	0	0	0	20	0	1	0	1	1	2	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	70	"AWI"	70	2466	2798	2612	175	0	23	0	0	0	0	2	0	0	0	12	1	5	0	60	1	0	3	0	0	0	18	0	1	1	0	1	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	75	"AWI"	75	2492	2833	2642	129	0	12	0	0	1	0	9	0	0	0	22	1	0	0	114	1	0	3	0	0	0	26	0	3	0	0	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	80	"AWI"	80	2515	2880	2670	149	0	11	0	0	0	0	0	0	0	0	35	2	4	0	98	2	0	4	0	0	0	31	0	2	0	0	0	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	85	"AWI"	85	2566	2907	2696	149	0	5	1	0	0	0	0	0	0	0	10	1	2	0	74	2	0	2	0	0	0	15	0	1	0	0	1	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	90	"AWI"	90	2595	2939	2723	127	0	12	0	0	0	0	0	0	1	0	9	3	13	0	90	3	0	1	0	0	0	14	0	3	0	0	2	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	95	"AWI"	95	2664	2983	2755	123	0	7	0	0	0	0	8	0	0	0	17	5	14	0	109	0	0	1	0	0	0	12	0	0	0	0	2	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	97	"AWI"	97	2708	3010	2774	27	0	1	0	0	0	0	6	0	0	0	6	0	0	0	69	1	0	0	0	0	0	4	0	0	0	0	1	5	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	105	"AWI"	105	2755	3112	2862	57	0	8	0	0	0	0	6	0	0	0	36	1	6	0	155	3	0	2	0	0	0	30	0	2	0	0	3	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	110	"AWI"	110	2802	3230	2961	160	0	2	0	0	0	0	1	0	0	0	9	4	9	0	56	1	0	2	0	0	0	20	0	2	0	0	0	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	115	"AWI"	115	2832	3443	3064	182	0	6	0	0	0	0	4	1	0	0	13	2	2	0	94	3	0	4	0	0	0	22	0	0	0	0	1	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	120	"AWI"	120	2872	3667	3161	82	1	8	0	0	0	0	4	0	0	0	17	5	7	0	115	1	0	5	0	0	0	14	1	1	0	0	6	5	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	125	"AWI"	125	2949	3764	3285	146	1	12	0	0	0	0	0	0	0	0	29	2	4	0	103	8	0	5	0	0	0	14	0	1	0	0	4	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	130	"AWI"	130	2985	3923	3395	61	0	9	0	0	1	0	3	0	0	0	6	1	4	0	113	5	0	2	0	0	0	16	0	1	0	0	2	6	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	135	"AWI"	135	3057	4060	3506	152	0	3	1	0	0	0	1	0	0	0	18	0	6	0	91	0	0	3	0	0	0	19	0	1	0	0	3	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	140	"AWI"	140	3127	4134	3627	176	0	4	0	0	0	0	5	0	0	0	13	1	12	0	95	1	0	6	0	0	0	16	0	0	0	0	2	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	145	"AWI"	145	3176	4239	3742	107	0	5	0	1	0	0	1	0	0	0	10	5	15	0	91	0	0	4	0	0	0	13	0	4	0	0	2	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	147	"AWI"	147	3222	4269	3781	80	0	11	1	0	0	0	2	0	0	0	12	0	13	0	128	4	0	5	0	0	0	17	0	0	0	0	1	2	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	155	"AWI"	155	3383	4365	3935	92	0	5	0	0	0	0	0	0	0	0	10	0	12	0	152	3	0	9	0	0	0	32	0	3	0	0	1	2	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	160	"AWI"	160	3484	4445	4036	84	0	14	0	0	0	0	6	0	0	0	12	1	20	0	134	3	0	0	0	0	0	18	0	3	0	0	2	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	165	"AWI"	165	3658	4486	4136	56	0	9	1	0	0	0	9	0	0	0	13	2	18	0	103	2	0	4	0	0	0	26	0	4	0	0	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	170	"AWI"	170	3773	4546	4255	72	0	4	0	0	0	0	7	0	0	0	17	1	4	0	156	3	0	9	0	0	0	32	0	2	0	0	3	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	175	"AWI"	175	3950	4613	4353	97	0	10	0	0	0	0	8	0	0	0	13	3	7	0	154	1	0	7	0	0	0	28	0	1	0	0	0	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	180	"AWI"	180	4193	4665	4439	36	0	10	0	0	0	0	10	0	0	0	27	1	16	0	190	2	0	4	4	0	0	34	0	0	0	0	0	2	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	185	"AWI"	185	4371	4751	4534	31	0	7	0	0	0	0	10	0	0	0	21	3	43	0	134	4	0	4	0	0	0	17	0	3	0	0	2	4	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	190	"AWI"	190	4455	4797	4593	17	0	5	0	0	0	0	6	1	0	0	0	3	7	0	101	3	0	7	0	0	0	10	0	3	0	0	2	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	195	"AWI"	195	4481	4850	4649	21	1	4	0	0	0	0	10	0	0	0	14	3	3	0	113	0	0	7	0	0	0	29	0	3	0	0	0	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	197	"AWI"	197	4492	4882	4671	17	1	8	0	0	0	0	16	0	0	0	7	3	9	0	118	8	0	3	0	0	0	14	0	5	0	0	1	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	205	"AWI"	205	4558	4959	4750	0	0	6	0	0	0	0	14	0	0	0	18	1	15	0	141	2	0	5	0	0	0	19	0	0	0	0	2	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	210	"AWI"	210	4581	5030	4800	26	0	7	0	0	0	0	6	0	0	0	23	4	10	0	131	6	0	2	0	0	0	19	2	1	0	0	2	6	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	215	"AWI"	215	4634	5076	4848	21	0	9	0	0	0	0	13	0	0	0	40	1	15	0	137	2	0	7	0	0	0	24	0	4	0	0	4	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	220	"AWI"	220	4689	5109	4899	1	0	5	0	0	0	0	2	0	0	0	14	0	4	0	120	0	0	0	0	0	0	11	0	0	0	0	1	4	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	225	"AWI"	225	4720	5167	4949	2	0	6	0	0	0	0	4	0	0	0	5	2	0	0	190	1	0	3	0	0	0	16	0	2	0	1	4	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	230	"AWI"	230	4796	5190	4996	30	0	2	0	0	0	0	7	1	0	0	5	3	10	0	133	2	0	5	0	0	0	25	1	5	0	1	7	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	235	"AWI"	235	4854	5215	5041	17	0	2	0	0	0	0	0	0	0	0	14	3	4	0	153	2	0	1	0	0	0	11	1	1	0	0	3	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	240	"AWI"	240	4908	5255	5084	36	0	5	0	0	0	0	5	0	0	0	19	1	17	0	148	4	0	4	0	0	0	36	1	1	1	0	4	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	245	"AWI"	245	4954	5283	5123	38	0	5	0	0	0	0	8	0	0	0	12	2	3	0	105	4	0	2	0	0	0	15	1	2	0	0	3	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	247	"AWI"	247	4968	5296	5140	13	0	7	0	0	0	0	12	0	0	0	27	0	17	0	120	13	0	3	0	0	0	19	1	2	0	0	1	21	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	255	"AWI"	255	5024	5367	5206	7	0	6	0	0	0	0	7	1	0	0	18	2	2	0	82	15	0	10	0	0	0	29	1	2	0	1	7	29	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	260	"AWI"	260	5059	5399	5245	10	0	4	0	0	0	0	3	0	0	0	11	0	2	0	66	6	0	3	0	0	0	0	0	2	0	0	9	17	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	265	"AWI"	265	5082	5449	5283	3	3	4	0	1	0	0	3	0	0	0	25	5	0	0	48	5	0	1	0	0	0	26	0	3	0	1	24	19	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	270	"AWI"	270	5137	5468	5319	9	0	4	0	1	0	0	9	1	0	0	39	1	0	0	33	9	0	0	0	0	0	30	0	1	0	2	18	9	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	275	"AWI"	275	5175	5495	5356	7	2	3	0	0	0	0	0	0	0	0	18	2	0	0	43	7	0	1	0	0	0	23	1	2	0	0	11	10	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	280	"AWI"	280	5217	5526	5392	3	0	4	0	10	0	0	11	0	0	0	29	0	9	0	37	6	0	1	0	0	0	28	0	2	0	0	26	4	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	285	"AWI"	285	5282	5541	5429	8	1	10	0	0	0	2	13	0	0	0	39	2	0	0	39	9	0	4	0	0	0	52	1	1	0	0	34	6	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	290	"AWI"	290	5323	5563	5468	0	0	4	0	0	0	0	4	0	0	0	25	1	6	0	12	6	0	2	0	0	0	26	0	2	0	0	17	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	295	"AWI"	295	5400	5601	5521	9	1	11	0	0	1	0	13	0	0	0	61	2	0	0	29	8	0	3	0	0	0	61	2	2	0	0	32	7	0
