"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Tilia"	"Ulmus"	"Urticaceae"
16267	25213	"Peyre peat-bog"	44.96028	2.71889	297	"AWI"	297	5420	5628	5545	20	0	11	1	0	0	0	10	0	0	0	22	8	0	0	9	17	0	5	0	0	0	44	1	0	0	0	25	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	305	"AWI"	305	5488	5853	5628	3	0	6	0	0	0	0	13	0	1	0	71	3	0	0	3	22	0	1	0	0	0	75	0	3	0	0	39	23	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	310	"AWI"	310	5538	5965	5711	13	1	1	0	0	0	0	2	2	0	0	28	7	8	0	23	12	0	5	0	0	0	40	3	1	0	0	25	6	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	320	"AWI"	320	5613	6320	5859	5	3	8	0	0	0	0	5	0	0	0	42	3	0	0	6	7	0	10	0	0	0	60	0	3	0	0	42	15	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	325	"AWI"	325	5659	6406	5944	2	0	1	0	2	2	0	4	1	0	0	40	19	0	0	0	17	0	8	0	0	0	70	2	1	1	0	30	18	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	330	"AWI"	330	5694	6537	6027	3	2	3	0	0	1	0	9	1	1	0	66	8	0	0	0	20	0	8	0	0	0	54	0	0	0	0	41	14	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	335	"AWI"	335	5757	6620	6118	2	2	0	0	0	0	0	4	1	0	0	68	10	0	0	1	29	0	11	0	0	0	62	0	3	0	0	33	15	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	340	"AWI"	340	5815	6711	6209	2	0	1	0	0	0	0	9	2	0	0	42	46	0	0	0	20	0	7	0	0	0	50	2	4	0	0	31	12	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	345	"AWI"	345	5861	6843	6298	1	1	2	0	0	0	0	8	0	0	0	37	87	0	0	0	14	0	7	0	0	0	32	4	5	0	0	24	10	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	347	"AWI"	347	5899	6866	6330	1	0	0	0	0	1	0	5	0	2	0	52	49	0	0	0	24	0	2	0	0	0	61	0	2	1	1	23	15	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	355	"AWI"	355	6005	6983	6467	0	0	1	0	0	0	0	3	0	0	0	23	35	0	0	0	3	0	4	0	0	0	23	0	1	0	0	10	8	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	360	"AWI"	360	6066	7062	6543	0	1	0	0	0	0	0	4	1	0	0	37	65	0	0	0	13	0	4	0	0	0	68	1	0	0	0	22	9	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	365	"AWI"	365	6137	7114	6623	1	0	0	0	1	1	0	4	0	0	0	36	74	0	0	0	9	0	3	0	0	0	53	0	4	0	0	21	21	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	370	"AWI"	370	6202	7189	6703	3	0	2	0	0	0	0	5	0	0	0	26	78	0	0	1	8	0	2	0	0	0	44	2	4	0	0	9	11	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	375	"AWI"	375	6296	7235	6792	0	2	0	0	0	0	0	11	0	0	0	30	52	0	0	0	10	0	1	0	0	0	77	0	3	0	0	27	16	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	380	"AWI"	380	6376	7286	6885	0	0	1	0	0	0	0	0	0	0	0	23	76	0	0	0	8	0	3	0	0	0	35	2	8	0	0	5	12	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	385	"AWI"	385	6465	7369	6972	0	1	3	0	0	0	0	1	0	0	0	13	54	0	0	0	1	0	6	0	0	0	12	0	2	0	0	4	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	390	"AWI"	390	6578	7406	7050	0	0	0	0	0	0	0	1	0	0	0	23	81	0	0	0	17	0	1	0	0	0	34	10	0	0	0	3	11	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	395	"AWI"	395	6663	7459	7137	0	0	0	0	0	0	0	0	0	0	0	7	121	0	0	0	6	0	7	0	0	0	17	1	4	0	0	7	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	397	"AWI"	397	6689	7491	7168	0	0	0	0	0	1	0	0	0	0	0	20	94	4	0	0	9	0	2	0	0	0	36	3	2	0	0	21	10	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	405	"AWI"	405	6890	7545	7311	0	0	2	0	0	0	0	2	0	0	0	16	224	0	0	0	12	0	5	0	0	0	24	0	0	2	0	8	8	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	410	"AWI"	410	6963	7600	7401	0	1	1	0	1	0	0	3	1	0	0	54	68	0	0	1	18	0	9	0	0	0	92	0	1	0	1	19	15	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	415	"AWI"	415	7189	7631	7477	0	1	0	0	1	0	0	2	0	2	0	68	19	0	0	0	33	0	7	0	0	0	102	3	2	0	0	33	13	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	420	"AWI"	420	7411	7657	7555	0	1	1	0	1	0	0	1	0	6	0	77	7	0	0	0	28	0	4	0	0	0	99	3	2	0	0	27	8	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	425	"AWI"	425	7515	7753	7640	1	2	0	0	4	0	0	1	0	1	0	104	4	0	0	0	21	0	10	0	0	0	96	3	2	0	0	21	16	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	430	"AWI"	430	7560	7947	7719	0	0	1	0	0	1	0	2	0	1	0	81	10	2	0	0	24	0	5	0	0	0	48	2	5	0	0	28	12	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	435	"AWI"	435	7586	8177	7791	0	2	0	0	2	3	0	1	0	0	0	91	4	0	0	1	25	0	7	0	0	0	82	2	6	0	1	24	10	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	440	"AWI"	440	7636	8326	7876	0	1	0	0	1	0	0	3	0	3	0	113	1	0	0	0	29	0	11	0	0	0	84	0	5	0	1	28	21	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	445	"AWI"	445	7688	8421	7974	0	2	0	0	1	1	0	5	0	4	0	103	0	0	0	0	12	0	12	0	0	0	55	1	4	0	0	24	13	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	450	"AWI"	450	7724	8576	8069	0	0	1	0	0	0	0	2	0	2	0	118	1	0	0	0	11	0	10	0	0	0	102	2	4	1	0	31	14	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	455	"AWI"	455	7809	8636	8161	0	0	0	0	0	0	0	2	0	0	0	114	1	0	0	0	7	0	5	0	0	0	103	0	2	0	2	22	12	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	460	"AWI"	460	7866	8731	8260	0	2	0	0	0	0	0	9	0	3	0	93	2	0	0	0	6	0	6	0	0	0	124	0	3	0	0	28	18	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	465	"AWI"	465	7933	8838	8349	0	1	0	0	1	0	0	2	1	1	0	93	1	0	0	0	0	0	13	0	0	0	114	0	7	0	0	35	17	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	470	"AWI"	470	8029	8894	8451	0	3	0	0	0	0	0	3	0	0	0	107	1	0	0	0	0	0	10	0	0	0	119	0	6	0	0	18	15	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	475	"AWI"	475	8097	8981	8551	0	0	1	0	1	0	0	4	0	2	0	129	1	0	0	0	0	0	8	0	0	0	118	0	9	0	1	36	23	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	480	"AWI"	480	8195	9056	8643	0	0	2	0	2	0	0	4	0	2	0	120	4	0	0	0	3	0	8	0	0	0	124	0	6	0	0	36	24	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	485	"AWI"	485	8280	9113	8736	1	2	0	0	0	0	0	3	0	2	0	119	1	0	0	0	0	0	12	0	0	0	115	0	1	0	0	26	12	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	490	"AWI"	490	8348	9204	8826	0	3	0	0	0	0	0	4	0	0	0	164	1	0	0	0	0	0	3	0	0	0	94	0	2	0	0	20	12	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	495	"AWI"	495	8521	9248	8910	0	1	0	1	0	0	0	1	0	0	0	149	0	0	0	1	0	0	2	0	0	0	81	1	2	0	0	13	5	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	500	"AWI"	500	8630	9301	8995	0	2	0	0	0	0	0	4	0	0	0	187	0	0	0	0	0	0	7	0	0	0	98	0	7	0	0	28	22	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	505	"AWI"	505	8743	9364	9083	0	2	0	0	2	0	2	1	0	0	0	166	3	0	0	0	1	0	4	0	0	0	89	0	2	0	0	8	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	510	"AWI"	510	8920	9400	9164	0	1	0	0	0	0	0	1	1	1	0	165	1	0	0	0	0	0	8	0	0	0	119	3	2	0	0	1	10	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	515	"AWI"	515	9027	9488	9252	0	2	0	1	0	0	0	1	0	1	0	125	2	0	0	0	0	0	8	0	0	0	85	1	3	0	0	0	7	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	520	"AWI"	520	9083	9593	9337	0	0	0	0	0	0	0	2	0	0	0	212	2	0	0	0	1	0	5	0	0	0	84	1	2	0	0	0	9	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	525	"AWI"	525	9126	9752	9418	1	0	0	0	2	0	0	4	1	0	0	172	2	0	0	0	0	0	8	0	0	0	91	0	3	0	0	1	9	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	530	"AWI"	530	9165	9953	9489	0	0	0	0	0	0	0	6	1	0	0	198	1	0	0	0	0	0	4	0	0	0	67	0	2	0	1	0	9	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	535	"AWI"	535	9238	10038	9573	0	0	0	0	0	0	0	6	0	1	0	222	1	0	0	0	0	0	3	0	0	0	79	0	1	0	3	0	11	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	540	"AWI"	540	9288	10158	9651	0	0	0	0	0	0	0	9	0	1	0	163	0	0	0	0	0	0	7	0	0	0	68	0	2	0	1	0	8	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	546	"AWI"	546	9358	10319	9743	0	0	0	0	0	0	0	8	0	2	0	300	0	0	0	0	0	0	5	0	0	0	17	1	0	0	0	0	21	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	550	"AWI"	550	9402	10394	9810	0	0	0	0	1	1	0	12	0	2	0	153	0	0	0	0	0	0	5	0	0	0	71	0	0	1	1	0	15	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	555	"AWI"	555	9456	10520	9892	0	0	0	0	1	2	0	14	0	3	0	290	3	0	0	0	0	0	5	0	0	0	150	0	2	2	0	0	17	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	560	"AWI"	560	9529	10608	9965	0	0	0	0	1	0	0	74	0	0	0	280	2	0	0	0	0	0	8	0	0	0	110	0	4	0	6	0	17	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	565	"AWI"	565	9606	10684	10044	0	0	0	0	0	5	3	70	0	1	0	177	2	0	0	0	0	0	11	0	0	0	95	1	5	0	9	0	2	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	570	"AWI"	570	9665	10801	10121	0	0	0	1	1	1	0	92	0	1	0	64	9	0	0	0	0	0	10	0	0	0	64	4	7	0	9	0	3	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	575	"AWI"	575	9790	10874	10197	0	0	0	0	1	0	5	68	0	0	0	88	3	0	0	0	0	0	24	0	0	0	70	5	7	3	11	0	5	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	580	"AWI"	580	9863	10960	10280	0	0	0	1	4	6	3	113	1	2	0	15	1	0	0	0	0	0	0	0	0	0	30	4	2	0	29	0	1	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	585	"AWI"	585	10007	11054	10391	1	0	0	1	5	8	4	93	1	1	0	1	8	0	0	0	0	0	29	0	0	0	11	3	6	1	26	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	590	"AWI"	590	10158	11206	10555	0	0	0	0	9	20	2	117	0	0	0	0	6	0	0	0	0	0	38	0	0	0	2	4	5	0	21	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	595	"AWI"	595	10232	11454	10712	0	0	0	1	8	20	6	89	1	2	0	0	7	0	0	0	0	0	90	0	0	0	2	3	1	1	31	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	600	"AWI"	600	10421	11619	10937	0	0	0	3	3	13	7	50	0	0	0	0	6	2	0	0	0	0	70	0	0	0	3	1	1	1	61	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	605	"AWI"	605	10544	11791	11198	0	0	0	0	6	9	10	25	0	0	0	0	16	0	0	0	0	0	94	0	0	0	2	1	1	2	24	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	610	"AWI"	610	10658	12070	11435	0	0	0	6	4	18	10	8	0	2	0	0	7	0	0	0	0	0	88	0	0	0	1	2	3	4	13	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	615	"AWI"	615	11108	12157	11659	0	0	0	3	2	18	15	5	0	2	0	0	4	0	0	0	0	0	88	0	0	0	0	0	3	2	7	0	0	0
16267	25213	"Peyre peat-bog"	44.96028	2.71889	620	"AWI"	620	11415	12249	11889	0	0	0	7	8	24	14	2	1	5	0	0	11	0	0	0	0	0	114	0	0	0	0	0	0	2	12	0	0	0
