"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cathaya"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Malvaceae"	"Myrtus"	"Olea"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Urticaceae"	"Vitaceae"
24038	41758	"Posidonia Lligat"	42.29222	3.29111	1	"AWI"	1	-128	21	-48	0	4.13793103448276	8.27586206896552	0	0	0	2.06896551724138	0	0	0	0	0	0	0	2.06896551724138	0	0	0	0	1.37931034482759	0	11.7241379310345	0	0	0	0	0	7.58620689655172	0	0	2.06896551724138	0	0	8.96551724137931	0	0	0	2.75862068965517	0	0	0	0	39.3103448275862	7.58620689655172	0	0	0	0	0	0	0	0	2.06896551724138	0
24038	41758	"Posidonia Lligat"	42.29222	3.29111	4	"AWI"	4	-108	56	-25	0	3.2258064516129	7.09677419354839	0	0	0	1.93548387096774	0	0	0.645161290322581	0	0	0	0	1.29032258064516	0	0	0	0	1.29032258064516	0	10.9677419354839	0	0	1.29032258064516	0	0	5.80645161290323	0	0	1.29032258064516	0	0	9.67741935483871	0	0	0	1.93548387096774	0	0	0.645161290322581	0	42.5806451612903	7.09677419354839	0	0	0	0	0	0	0	0	3.2258064516129	0
24038	41758	"Posidonia Lligat"	42.29222	3.29111	7	"AWI"	7	-88	86	-3	0	2.53164556962025	8.22784810126582	0	0	0	1.26582278481013	0	0	0	0	0	0	0	1.89873417721519	0	0	0	0.632911392405063	0.632911392405063	0	13.2911392405063	0	0	0	0	0	5.06329113924051	0	0	2.53164556962025	0	0	5.06329113924051	0.632911392405063	0	0	2.53164556962025	0	0	0.632911392405063	0	39.873417721519	10.7594936708861	0	0	0	0	0	0	0	0	4.43037974683544	0
24038	41758	"Posidonia Lligat"	42.29222	3.29111	13	"AWI"	13	-49	143	43	0	4.375	8.75	0	0	0	0.625	0	0	0	0	0	0	0	1.25	0	0	0	0	1.25	0	13.75	0	0	2.5	0	0	4.375	0	0	1.875	0	0	10.625	0	0	0	0	0	0	0	0	36.875	10	0	0	0	0	0	0	0	0	3.75	0
24038	41758	"Posidonia Lligat"	42.29222	3.29111	16	"AWI"	16	-29	172	67	0	0	6.50406504065041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4390243902439	3.2520325203252	0	7.31707317073171	0	0	0	0	0	10.5691056910569	0	0	0	0	0	12.1951219512195	0	0	6.50406504065041	0	21.1382113821138	0	0.813008130081301	0	19.5121951219512	0	0	0	0	0	0	0	0	0	9.75609756097561	0
24038	41758	"Posidonia Lligat"	42.29222	3.29111	19	"AWI"	19	-9	195	90	0	1.03092783505155	9.27835051546392	0	1.71821305841924	0	1.03092783505155	0.343642611683849	0.687285223367698	1.71821305841924	1.3745704467354	0	0	0	5.15463917525773	0	0	0	2.06185567010309	4.12371134020619	0	0	1.3745704467354	1.03092783505155	3.43642611683849	1.3745704467354	0	3.43642611683849	0.343642611683849	1.03092783505155	1.03092783505155	0.343642611683849	0	15.4639175257732	2.40549828178694	0	1.71821305841924	0	9.62199312714777	0.687285223367698	0.343642611683849	0	25.7731958762887	0	0	0.343642611683849	0	0.687285223367698	0	0	0	0	0.343642611683849	0.687285223367698
24038	41758	"Posidonia Lligat"	42.29222	3.29111	22	"AWI"	22	14	217	113	0.518134715025907	0.518134715025907	11.9170984455959	0	0	0	0	1.03626943005181	0.518134715025907	1.55440414507772	0	0	0	0	8.29015544041451	0	0	0	2.59067357512953	2.59067357512953	0.518134715025907	0	2.59067357512953	0.518134715025907	2.07253886010363	0	0	3.10880829015544	0	0	1.03626943005181	0	0	8.29015544041451	3.62694300518135	0	2.59067357512953	0	7.25388601036269	0	1.55440414507772	0.518134715025907	32.6424870466321	0	2.07253886010363	0	0	0	0	0	0	0	1.03626943005181	1.03626943005181
24038	41758	"Posidonia Lligat"	42.29222	3.29111	25	"AWI"	25	30	242	138	4	0	9.33333333333333	0	1.33333333333333	0	0	0	0	0	0	0	2.66666666666667	0	0	0	0	2.66666666666667	1.33333333333333	4	0	0	0	0	0	0	2.66666666666667	10.6666666666667	0	0	8	0	0	16	10.6666666666667	0	2.66666666666667	0	0	0	1.33333333333333	0	14.6666666666667	0	0	0	0	0	0	4	0	0	1.33333333333333	2.66666666666667
24038	41758	"Posidonia Lligat"	42.29222	3.29111	28	"AWI"	28	57	259	162	1.19047619047619	0.595238095238095	4.16666666666667	0	1.78571428571429	0	0	0	0.595238095238095	0	0	0	2.38095238095238	0	2.97619047619048	0	0	1.78571428571429	4.16666666666667	2.97619047619048	0	12.5	0	0.595238095238095	3.57142857142857	0	1.19047619047619	6.54761904761905	1.19047619047619	0	2.97619047619048	0.595238095238095	0	12.5	1.19047619047619	0	2.97619047619048	0	0	0	1.19047619047619	0	23.8095238095238	0	1.78571428571429	0	0	1.19047619047619	0	1.78571428571429	0	0	0.595238095238095	1.19047619047619
24038	41758	"Posidonia Lligat"	42.29222	3.29111	31	"AWI"	31	81	283	187	0	1.48148148148148	5.18518518518519	0	0.740740740740741	0	0	0	3.7037037037037	0	2.96296296296296	0	0	6.66666666666667	3.7037037037037	0	0	4.44444444444444	2.22222222222222	5.92592592592593	0	0	0	3.7037037037037	5.92592592592593	0	0	3.7037037037037	0	0	0.740740740740741	0	0	16.2962962962963	1.48148148148148	0	0.740740740740741	0	11.8518518518519	0	1.48148148148148	0	10.3703703703704	0	2.22222222222222	0	1.48148148148148	0	0	0	2.96296296296296	0	0	0
