"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3479	4498	"Tullerinsuo"	61.3398	21.95107	50	"AWI"	50	408	1345	925	0	25	0	0	0	0	349	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	288	332	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
3479	4498	"Tullerinsuo"	61.3398	21.95107	55	"AWI"	55	466	1426	1032	0	60	0	0	1	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	326	323	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1
3479	4498	"Tullerinsuo"	61.3398	21.95107	60	"AWI"	60	585	1507	1130	0	195	0	1	2	0	463	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	99	229	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	65	"AWI"	65	819	1544	1217	0	130	0	0	1	0	369	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	197	301	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	70	"AWI"	70	1025	1584	1305	0	214	0	2	2	0	463	0	0	0	0	0	0	0	2	9	0	1	0	0	1	1	1	0	1	71	235	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1
3479	4498	"Tullerinsuo"	61.3398	21.95107	75	"AWI"	75	1176	1641	1398	0	119	2	0	1	0	448	0	0	0	0	1	0	0	2	6	0	1	0	0	0	0	0	0	1	130	185	0	0	0	1	0	0	0	0	1	0	4	0	0	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	80	"AWI"	80	1268	1704	1476	0	223	0	0	3	0	258	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	219	282	0	0	0	1	8	0	0	0	3	0	0	0	5	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	85	"AWI"	85	1328	1766	1539	0	136	0	0	0	0	268	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	71	222	0	0	0	0	4	0	0	0	0	0	0	0	42	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	90	"AWI"	90	1359	1860	1598	0	188	0	0	3	0	239	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	251	112	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	95	"AWI"	95	1385	1979	1653	0	99	0	0	2	0	186	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	141	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	100	"AWI"	100	1440	2046	1706	1	126	0	0	2	0	308	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	2	352	197	0	0	0	0	2	0	0	0	1	0	0	0	1	3	3
3479	4498	"Tullerinsuo"	61.3398	21.95107	105	"AWI"	105	1485	2080	1765	0	90	0	0	1	0	165	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	134	99	0	0	0	0	4	0	0	0	1	0	0	0	0	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	110	"AWI"	110	1529	2135	1823	0	147	0	0	1	0	207	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	412	214	0	0	0	0	2	0	0	0	0	0	0	0	3	1	2
3479	4498	"Tullerinsuo"	61.3398	21.95107	115	"AWI"	115	1557	2218	1877	0	119	0	1	1	0	409	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	186	272	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	120	"AWI"	120	1633	2257	1931	0	135	0	1	1	0	283	0	0	0	0	0	0	0	1	7	0	0	0	0	1	0	0	0	1	275	291	0	0	0	0	4	0	0	0	0	1	0	0	0	2	1
3479	4498	"Tullerinsuo"	61.3398	21.95107	125	"AWI"	125	1701	2285	1989	0	163	0	0	0	0	335	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	265	217	0	0	0	0	4	0	0	0	1	0	0	0	1	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	130	"AWI"	130	1750	2329	2048	0	87	0	0	1	0	283	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	453	163	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	135	"AWI"	135	1789	2395	2105	0	148	1	2	3	0	378	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	295	177	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	140	"AWI"	140	1889	2426	2155	0	201	0	1	2	0	446	0	0	0	0	0	0	0	2	8	0	1	0	0	0	1	0	0	3	60	276	0	0	0	0	2	0	0	0	0	0	3	0	0	3	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	145	"AWI"	145	1956	2467	2211	0	185	1	0	1	0	427	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	212	155	0	0	0	0	5	0	0	0	1	0	0	0	2	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	150	"AWI"	150	2007	2522	2268	0	143	1	0	4	0	235	0	0	0	0	1	0	0	12	7	0	1	0	0	0	0	0	0	2	213	390	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	155	"AWI"	155	2041	2600	2322	0	222	0	0	2	0	347	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	22	185	0	0	0	0	6	0	0	0	2	0	1	0	1	3	1
3479	4498	"Tullerinsuo"	61.3398	21.95107	160	"AWI"	160	2101	2631	2369	0	177	0	0	2	0	333	0	0	0	0	0	0	0	4	15	0	1	0	0	1	0	0	0	0	251	202	0	0	0	0	13	0	0	0	0	0	0	0	6	3	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	165	"AWI"	165	2133	2671	2419	0	175	0	0	4	0	403	0	0	0	0	0	0	0	8	16	0	0	0	0	2	0	1	0	0	143	257	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	170	"AWI"	170	2169	2723	2466	0	122	0	0	0	0	440	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	77	341	0	0	0	0	6	0	0	0	0	1	0	0	1	3	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	175	"AWI"	175	2206	2785	2512	0	151	0	0	4	0	438	0	0	0	0	0	0	0	3	8	0	2	0	0	0	0	0	0	0	75	316	0	0	0	0	8	0	0	0	0	0	0	0	3	1	1
3479	4498	"Tullerinsuo"	61.3398	21.95107	180	"AWI"	180	2278	2803	2558	0	220	0	0	2	0	357	0	0	0	0	0	0	0	3	30	0	1	0	0	0	0	1	0	0	94	283	0	0	0	1	12	0	0	0	0	0	0	0	1	3	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	185	"AWI"	185	2322	2830	2608	0	130	0	0	2	0	478	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	1	0	3	139	237	0	0	0	0	2	0	0	0	0	2	1	0	2	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	190	"AWI"	190	2358	2867	2659	0	153	0	0	1	0	574	0	0	0	0	0	0	0	4	25	0	0	0	0	0	0	0	0	1	86	153	0	0	0	0	3	0	0	0	1	0	2	0	3	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	195	"AWI"	195	2409	2909	2704	0	123	0	1	3	0	612	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	72	174	0	0	0	1	6	0	0	0	0	0	0	0	1	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	200	"AWI"	200	2489	2930	2742	0	202	2	0	8	0	500	0	0	0	0	0	0	0	0	19	0	0	0	0	1	1	0	0	0	91	170	0	0	0	0	7	0	8	0	0	0	1	0	2	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	205	"AWI"	205	2535	2956	2780	0	167	0	0	4	0	438	0	0	0	0	0	0	0	6	8	0	3	0	0	0	0	0	0	0	123	252	0	0	0	0	11	0	4	0	1	0	2	0	1	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	210	"AWI"	210	2571	2994	2821	0	245	0	0	2	0	372	0	0	0	0	0	0	0	7	20	0	11	0	0	0	1	0	0	1	165	186	0	0	0	0	2	0	0	0	0	0	0	0	2	6	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	215	"AWI"	215	2614	3036	2856	0	133	0	0	3	0	359	0	0	0	0	2	0	0	2	13	0	1	0	0	0	2	0	0	3	2	227	0	0	0	0	4	0	0	0	0	0	0	0	5	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	220	"AWI"	220	2658	3063	2882	0	144	1	0	2	0	363	0	0	0	0	0	0	2	7	16	0	1	0	0	0	2	1	0	1	221	236	0	0	0	0	9	0	0	0	0	2	0	1	7	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	225	"AWI"	225	2694	3094	2906	0	145	1	0	1	0	272	0	0	0	0	0	0	0	1	15	0	1	0	0	0	0	0	0	1	357	197	0	0	0	0	9	0	0	0	0	0	0	1	2	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	230	"AWI"	230	2726	3139	2928	0	164	0	0	0	0	292	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	310	212	0	0	0	0	4	0	0	0	0	0	0	0	5	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	235	"AWI"	235	2766	3171	2956	0	94	0	0	0	0	316	0	0	0	0	0	0	0	7	9	0	2	0	0	0	0	0	0	1	344	223	0	0	0	0	5	0	0	0	0	0	0	0	3	5	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	240	"AWI"	240	2803	3209	2985	0	112	0	0	1	0	315	1	0	0	0	0	0	1	4	9	0	6	0	0	0	0	0	0	0	270	288	0	0	0	0	2	0	0	0	0	2	0	0	1	3	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	245	"AWI"	245	2826	3257	3014	0	146	0	0	2	0	480	0	0	0	0	0	0	0	16	28	0	5	0	0	0	2	0	0	1	129	203	0	0	0	0	3	0	0	0	0	0	2	0	5	4	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	250	"AWI"	250	2844	3315	3042	0	99	1	0	2	0	528	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	2	0	0	48	278	0	0	0	0	10	0	0	0	0	0	0	0	3	9	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	255	"AWI"	255	2872	3362	3080	0	179	0	0	1	0	511	0	0	0	0	0	0	0	6	22	0	9	0	0	0	0	0	0	0	58	219	0	0	0	0	7	0	0	0	0	1	0	0	1	3	1
3479	4498	"Tullerinsuo"	61.3398	21.95107	260	"AWI"	260	2898	3424	3122	0	211	0	34	2	0	544	0	0	0	0	0	1	0	15	33	0	14	0	0	0	3	0	4	0	36	153	0	0	0	1	12	0	0	0	3	0	1	0	3	4	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	265	"AWI"	265	2917	3515	3162	0	211	0	0	7	0	511	0	0	0	0	0	0	0	950	29	0	6	0	0	0	0	0	0	1	100	137	0	0	0	0	8	0	0	0	0	0	2	0	1	2	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	270	"AWI"	270	2930	3618	3200	0	176	0	2	3	0	512	0	0	0	0	2	0	0	250	36	0	18	0	0	0	0	0	0	1	90	179	0	0	0	0	10	0	0	0	1	0	2	0	2	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	275	"AWI"	275	2963	3673	3242	0	130	2	3	7	0	474	1	0	0	0	1	0	0	140	20	0	42	0	0	2	1	0	0	1	183	170	0	0	0	0	13	0	0	0	0	3	4	0	2	4	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	280	"AWI"	280	2989	3732	3282	0	118	0	7	2	0	211	0	0	0	0	1	0	0	12	27	1	8	0	0	0	1	0	0	0	88	43	0	0	0	0	7	0	0	0	0	0	1	0	0	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	285	"AWI"	285	3009	3801	3321	0	17	0	5	0	0	96	0	0	0	0	0	0	0	17	6	2	50	0	0	0	0	0	0	0	80	95	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	287.5	"AWI"	287.5	3015.5	3844	3341.5	0	82	0	1	2	0	392	1	0	0	0	0	0	0	2162	19	0	111	0	0	1	1	1	0	0	186	253	0	0	0	0	7	0	0	0	0	1	0	1	4	9	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	290	"AWI"	290	3022	3890	3362	0	99	0	3	4	0	426	2	0	0	0	0	0	0	3246	24	0	20	0	0	0	3	0	0	0	262	178	0	0	0	0	5	0	0	0	1	1	0	0	2	3	0
