"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3479	4498	"Tullerinsuo"	61.3398	21.95107	0	"AWI"	0	-137	36	-62	0	26	1	1	1	0	127	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	1	0	0	190	657	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	5	"AWI"	5	-87	203	31	0	0	0	0	1	0	36	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	67	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	10	"AWI"	10	-65	431	116	0	16	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	98	181	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	15	"AWI"	15	-48	667	199	0	23	1	0	1	0	52	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	173	362	0	0	0	1	1	0	0	0	7	0	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	20	"AWI"	20	-19	884	286	0	0	0	0	1	0	297	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	179	439	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	25	"AWI"	25	57	946	397	0	95	1	0	2	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	450	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	30	"AWI"	30	99	1020	510	0	83	1	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	357	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	35	"AWI"	35	131	1122	616	0	51	0	0	0	0	277	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	123	547	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	40	"AWI"	40	197	1249	718	0	28	0	0	0	0	225	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	201	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3479	4498	"Tullerinsuo"	61.3398	21.95107	45	"AWI"	45	325	1294	817	0	7	0	1	1	0	306	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	64	255	0	0	0	0	2	0	0	0	0	4	0	0	1	4	0
