"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Loranthaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
15705	24100	"Královec"	49.13194	18.02778	0	"AWI"	0	-105	66	-34	2.4	0	1.2	0.6	0	0	0.4	0	0	0.6	1.2	0	0	0	0	0	2.4	0	46.2	0	0	0.8	0	0	0	1	0	1.4	0	0	0	0.2	0.2	16.6	19.2	0	0	0	0	2.2	0	0	0	0	1	0	0	1.2	0	0	0.8	0.4
15705	24100	"Královec"	49.13194	18.02778	5	"AWI"	5	-65	128	15	1.02040816326531	0.612244897959184	1.42857142857143	0.816326530612245	0	0	0.408163265306122	0	0	1.22448979591837	1.42857142857143	0	0	0	0	0	2.24489795918367	0	46.530612244898	0.204081632653061	0	0.408163265306122	0.204081632653061	0	0	0.612244897959184	0	1.42857142857143	0	0	0	0	0	19.5918367346939	18.1632653061225	0	0	0	0	2.24489795918367	0	0	0.612244897959184	0	0.408163265306122	0	0	0.204081632653061	0	0	0	0.204081632653061
15705	24100	"Královec"	49.13194	18.02778	10	"AWI"	10	-25	188	66	2.64650283553875	0	0.756143667296786	0.945179584120983	0	0	0.56710775047259	0	0	1.89035916824197	1.13421550094518	0	0	0	0	0	1.70132325141777	0	39.5085066162571	0	0	0.945179584120983	0.56710775047259	0	0	1.89035916824197	0	1.70132325141777	0	0	0	0.189035916824197	0	22.4952741020794	21.17202268431	0	0	0	0	0.945179584120983	0	0	0	0	0.945179584120983	0	0	0	0	0	0	0
15705	24100	"Královec"	49.13194	18.02778	15	"AWI"	15	17	245	116	2.57611241217799	0	1.17096018735363	0.468384074941452	0.702576112412178	0	0.702576112412178	0	0	3.74707259953162	0.936768149882904	0	0	0	0	0	3.04449648711944	0	42.3887587822014	0	0	1.17096018735363	0	0.234192037470726	0	1.63934426229508	0	1.63934426229508	0	0	0	0.468384074941452	0.234192037470726	17.096018735363	19.4379391100703	0	0	0	0	0.702576112412178	0	0	0.468384074941452	0	0.702576112412178	0	0	0	0	0	0.234192037470726	0.234192037470726
15705	24100	"Královec"	49.13194	18.02778	20	"AWI"	20	63	297	166	3.8961038961039	0	0.649350649350649	0.865800865800866	0	0	0.432900432900433	0	0	4.32900432900433	1.2987012987013	0	0	0	0	0	1.51515151515152	0	38.3116883116883	0	0	1.08225108225108	0.216450216450216	0	0.216450216450216	2.38095238095238	0	0.649350649350649	0.432900432900433	0	0	0	0	16.2337662337662	23.5930735930736	0	0	0	0	1.73160173160173	0	0	0.432900432900433	0	0.216450216450216	0	0	0.432900432900433	0	0	0.649350649350649	0.432900432900433
15705	24100	"Královec"	49.13194	18.02778	25	"AWI"	25	109	350	212	3.65853658536585	0	1.70731707317073	1.70731707317073	0	0	0.48780487804878	0	0	2.19512195121951	1.46341463414634	0	0	0	0	0	2.92682926829268	0	46.3414634146341	0	0	1.21951219512195	0.24390243902439	0	0	0.731707317073171	0	0.731707317073171	0.24390243902439	0	0	0.24390243902439	0.24390243902439	8.29268292682927	21.7073170731707	0	0	0	0	3.17073170731707	0	0	0.24390243902439	0	0.731707317073171	0	0	0.731707317073171	0	0	0.48780487804878	0.48780487804878
15705	24100	"Královec"	49.13194	18.02778	30	"AWI"	30	153	397	265	4.88322717622081	0	1.91082802547771	0.849256900212314	0	0	0.849256900212314	0	0	0.636942675159236	0.849256900212314	0	0	0	0	0	3.18471337579618	0	36.9426751592357	0	0	1.06157112526539	0.424628450106157	0	0	1.48619957537155	0	1.69851380042463	0	0	0	0.424628450106157	0.212314225053079	13.1634819532909	26.7515923566879	0	0	0	0	2.76008492569002	0	0	0	0	0.636942675159236	0	0	0	0	0.636942675159236	0.424628450106157	0.212314225053079
15705	24100	"Královec"	49.13194	18.02778	35	"AWI"	35	197	448	317	8.22510822510823	0	0.865800865800866	0.865800865800866	0	0	1.2987012987013	0	0	5.19480519480519	1.2987012987013	0	0	0	0	0	9.95670995670996	0	18.6147186147186	0	0	1.73160173160173	0.432900432900433	0	0.432900432900433	1.2987012987013	0	0.865800865800866	0	0	0	3.46320346320346	0.865800865800866	8.22510822510823	25.974025974026	0	0	0	0	7.35930735930736	0	0	0	0	2.16450216450216	0	0	0	0	0.432900432900433	0	0.432900432900433
15705	24100	"Královec"	49.13194	18.02778	40	"AWI"	40	240	495	368	6.09318996415771	0	3.9426523297491	1.0752688172043	0	0	2.8673835125448	0	0	2.5089605734767	3.9426523297491	0	0	0	0	0	6.45161290322581	0	19.3548387096774	0	0	4.3010752688172	1.0752688172043	0	0.3584229390681	2.5089605734767	0	0	0	0	0	5.01792114695341	1.4336917562724	4.3010752688172	18.9964157706093	0	0	0	0	5.01792114695341	0	0	1.0752688172043	0	7.16845878136201	0	0	0.3584229390681	0	0.3584229390681	1.7921146953405	0
15705	24100	"Královec"	49.13194	18.02778	45	"AWI"	45	286	541	417	6.33333333333333	0	5.33333333333333	0	0	0	3.33333333333333	0	0	2	2	0.333333333333333	0	0	0	0	8.33333333333333	0	20.3333333333333	0	0	3.66666666666667	2.33333333333333	0	0	0.333333333333333	0	0.333333333333333	0	0	0	5	0	2.33333333333333	13.6666666666667	0	0	0	0	4	0	0	0.666666666666667	0	17.3333333333333	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667
