"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	5	"AWI"	5	-52	323	80	0	0	4.95169082125604	0.120772946859903	0	0.181159420289855	0	0.845410628019324	0	0.664251207729469	0	0	0	0	0	0.422705314009662	0.0603864734299517	0	0	0.181159420289855	0	34.1183574879227	0	0.0603864734299517	1.32850241545894	0	0	0.181159420289855	0.120772946859903	0	0	0	0.0603864734299517	0	0.120772946859903	0.36231884057971	0	0.181159420289855	0.241545893719807	0.0603864734299517	0	0	0	0.181159420289855	0	0	2.71739130434783	43.2971014492754	0	8.756038647343	0	0	0	0	0	0.0603864734299517	0.301932367149758	0.120772946859903	0.0603864734299517	0	0	0	0.0603864734299517	0	0.181159420289855	0	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	10	"AWI"	10	-28	664	182	0.463320463320463	0	6.33204633204633	0.231660231660232	0	0	0	1.08108108108108	0.694980694980695	1.31274131274131	0	0	0.0772200772200772	0	0	0.386100386100386	0.308880308880309	0	0	0.540540540540541	0	16.7567567567568	0	0	0.463320463320463	0	0	0.463320463320463	0	0	0	0	0.0772200772200772	0	0.154440154440154	0.154440154440154	0	0.231660231660232	0	0	0	0	0	0.308880308880309	0	0	5.55984555984556	50.03861003861	0	12.2007722007722	0	0.231660231660232	0	0	0	0	1.003861003861	0.0772200772200772	0.0772200772200772	0	0	0	0.231660231660232	0.0772200772200772	0	0.463320463320463	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	15	"AWI"	15	33	801	305	0.377714825306893	0	6.42115203021719	0	0	0.377714825306893	0	0.944287063267233	0	1.6052880075543	0	0	0	0	0	0.188857412653447	0.0944287063267233	0	0.0944287063267233	0.0944287063267233	0	6.23229461756374	0	0	0.56657223796034	0	0	0.661000944287063	0.0944287063267233	0	0	0.0944287063267233	0.0944287063267233	0	0.472143531633617	0	0	0.0944287063267233	0	0	0.0944287063267233	0	0	0.661000944287063	0	0	3.68271954674221	67.8942398489141	0	6.70443814919736	0	0.28328611898017	0	0	0	0	0.28328611898017	1.41643059490085	0	0	0	0	0.28328611898017	0	0	0.188857412653447	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	20	"AWI"	20	73	945	422	0.205761316872428	0	5.45267489711934	0	0	0	0	0.51440329218107	0	0.411522633744856	0	0	0.308641975308642	0	0	0.308641975308642	0.205761316872428	0	0	0.205761316872428	0	5.8641975308642	0	0	0	0	0	0.308641975308642	0	0	0	0	0	0	0.102880658436214	0.205761316872428	0	0.308641975308642	0.102880658436214	0	0	0	0	0.205761316872428	0	0	4.32098765432099	78.2921810699588	0	0	0	0.308641975308642	0	0	0	0	0.720164609053498	1.440329218107	0	0	0	0	0.102880658436214	0	0	0.102880658436214	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	25	"AWI"	25	152	1084	537	0.312174817898023	0	5.72320499479709	0	0	0	0	0.416233090530697	0	1.56087408949011	0	0	0	0.208116545265349	0	0	0.312174817898023	0	0.104058272632674	0.520291363163372	0	6.76378772112383	0	0	0.312174817898023	0	0	0.624349635796046	0.104058272632674	0	0	0	0	0	0	0.416233090530697	0	0	0.104058272632674	0	0	0	0	0.416233090530697	0	0	6.34755463059313	74.5057232049948	0	0	0	0.208116545265349	0	0	0	0	0.208116545265349	0.416233090530697	0.208116545265349	0	0	0	0.104058272632674	0	0.104058272632674	0	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	30	"AWI"	30	211	1237	655	0.270758122743682	0	7.31046931407942	0.0902527075812274	0	0	0	0.0902527075812274	0	0.902527075812274	0	0	0.180505415162455	0	0	0	0	0	0.0902527075812274	0	0	17.1480144404332	0	0	0	0	0	1.17328519855596	0	0	0	0	0	0	0	0.0902527075812274	0	0.270758122743682	0	0	0	0	0	0.36101083032491	0	0	4.51263537906137	63.9891696750903	0	2.70758122743682	0	0	0	0	0	0	0.180505415162455	0.36101083032491	0	0	0	0	0.180505415162455	0	0	0.0902527075812274	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	35	"AWI"	35	294	1371	767	0.413907284768212	0	6.87086092715232	0.0827814569536424	0	0	0	0.248344370860927	0	0.827814569536424	0	0	0.165562913907285	0	0	0.165562913907285	0.0827814569536424	0	0.0827814569536424	0.165562913907285	0	18.1291390728477	0	0	0.413907284768212	0	0	0.827814569536424	0	0	0	0	0.0827814569536424	0	0	0.165562913907285	0	0.745033112582781	0	0	0	0	0	0.413907284768212	0	0	6.12582781456954	62.0860927152318	0	0	0	0.33112582781457	0	0	0	0	0.910596026490066	0.413907284768212	0	0	0	0	0.248344370860927	0	0	0	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	40	"AWI"	40	378	1473	889	0.277520814061055	0	8.9731729879741	0	0	0	0	0.462534690101758	0	2.31267345050879	0	0	0.277520814061055	0	0	0.277520814061055	0.277520814061055	0.0925069380203515	0	0.0925069380203515	0	13.1359851988899	0	0	0	0	0	0.832562442183164	0.0925069380203515	0	0	0	0	0	0.277520814061055	0	0	0.925069380203515	0	0	0	0	0	1.38760407030527	0	0	4.16281221091582	62.8122109158187	0	0	0	0.647548566142461	0	0	1.38760407030527	0	0.185013876040703	0.740055504162812	0	0	0	0.0925069380203515	0.277520814061055	0	0	0	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	45	"AWI"	45	466	1618	1006	0	0	9.52797202797203	0.0874125874125874	0	0	0	0.0874125874125874	0	1.04895104895105	0	0	0	0	0	0.174825174825175	0.0874125874125874	0	0	0.174825174825175	0	13.986013986014	0	0	0.437062937062937	0	0	0.611888111888112	0	0	0	0	0.0874125874125874	0	0.0874125874125874	0	0	0.0874125874125874	0	0	0	0.0874125874125874	0	0.524475524475524	0	0	4.37062937062937	61.013986013986	0	3.40909090909091	0	0.174825174825175	0	0	0	0.174825174825175	0.0874125874125874	3.40909090909091	0	0	0	0	0.174825174825175	0	0	0.0874125874125874	0	0	0
3522	4549	"Zirbenwaldmoor"	46.85833	11.025	50	"AWI"	50	573	1691	1126	0.409416581371546	0	9.41658137154555	0	0	0	0	0.307062436028659	0	2.04708290685773	0	0	0.511770726714432	0	0	0.102354145342886	0	0	0	0.102354145342886	0	13.510747185261	0	0	0	0	0	0.102354145342886	0	0	0	0	0.102354145342886	0	0	0.204708290685773	0	0.102354145342886	0	0	0	0	0	0	0	0	3.7871033776868	64.2784032753326	0	0	0	0.921187308085977	0	0	0	0.102354145342886	0.409416581371546	2.2517911975435	0	0	0.102354145342886	0	0.307062436028659	0.204708290685773	0	0.716479017400205	0	0	0
