"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
16516	25839	"Krotenweiher"	47.076712	11.409142	620	"AWI"	620	4260	5480	4989	0	94	0	1	1	0	0	39	0	0	1	0	0	0	0	43	39	0	0	0	0	2	0	0	4	0	0	0	0	0	0	419	269	0	17	0	0	5	2	0	0	0	0	0	0	0	0	0	3	7	0	29	0
16516	25839	"Krotenweiher"	47.076712	11.409142	622.5	"AWI"	622.5	4627	5544.5	5123	1	185	0	0	3	0	0	151	0	0	1	0	1	0	2	48	17	0	0	0	0	2	0	0	5	1	2	0	0	0	0	339	340	0	15	0	0	10	3	0	0	0	0	1	6	0	0	3	4	29	0	92	0
16516	25839	"Krotenweiher"	47.076712	11.409142	625	"AWI"	625	4888	5657	5280	3	186	1	6	0	0	0	237	0	1	1	0	1	0	1	88	79	0	0	0	0	0	0	0	0	0	3	0	0	0	1	20	365	0	34	0	0	20	0	0	0	0	0	0	6	0	0	1	3	17	0	71	0
16516	25839	"Krotenweiher"	47.076712	11.409142	627.5	"AWI"	627.5	4998	5909.5	5431	7	93	0	8	1	0	0	103	0	0	1	0	0	0	0	56	67	0	0	0	0	1	0	0	2	0	3	0	0	0	3	19	471	0	33	0	0	22	0	0	0	0	0	1	1	0	0	0	1	10	0	87	0
16516	25839	"Krotenweiher"	47.076712	11.409142	630	"AWI"	630	5063	6258	5566	5	64	0	2	0	0	0	197	0	0	0	0	0	0	0	34	59	0	0	0	0	1	1	0	4	0	3	0	0	0	3	14	576	0	36	0	1	16	0	0	0	0	0	2	0	0	0	1	0	22	0	83	0
16516	25839	"Krotenweiher"	47.076712	11.409142	632.5	"AWI"	632.5	5112	6683.5	5695	3	74	0	2	5	0	0	141	0	0	0	0	1	0	0	46	198	0	0	0	0	2	0	0	3	1	4	0	0	0	1	1	349	0	36	0	0	19	0	0	1	0	0	1	3	0	0	0	4	10	0	71	0
16516	25839	"Krotenweiher"	47.076712	11.409142	635	"AWI"	635	5149	7116	5830	2	47	0	1	1	0	0	135	0	0	1	0	1	0	0	38	64	0	0	0	0	1	0	0	5	0	10	0	0	0	1	4	527	0	37	0	0	15	2	0	0	0	0	1	1	0	0	0	0	17	0	96	0
16516	25839	"Krotenweiher"	47.076712	11.409142	637.5	"AWI"	637.5	5236.5	7450	5983	7	39	0	1	3	0	0	216	0	0	0	0	0	0	1	19	35	1	0	0	0	0	1	0	0	0	4	0	0	0	1	13	529	0	19	0	1	5	1	0	0	0	0	1	2	0	0	0	0	23	0	59	0
16516	25839	"Krotenweiher"	47.076712	11.409142	640	"AWI"	640	5392	7592	6202	6	63	1	3	2	0	0	110	0	0	0	0	0	0	0	24	39	0	0	0	0	2	0	0	5	0	5	1	0	0	2	1	563	0	26	0	0	10	0	0	0	0	0	1	0	0	0	0	4	31	0	70	0
16516	25839	"Krotenweiher"	47.076712	11.409142	642.5	"AWI"	642.5	5500.5	7765	6416.5	4	66	0	1	6	0	0	324	0	1	1	0	0	0	0	26	79	1	0	0	0	5	1	0	3	0	5	0	0	0	2	3	450	0	43	0	0	17	1	0	0	0	0	3	4	0	0	2	0	63	0	32	0
16516	25839	"Krotenweiher"	47.076712	11.409142	645	"AWI"	645	5598	7992	6629	16	46	1	3	3	0	0	240	0	1	0	0	0	0	0	20	24	0	0	0	0	2	0	0	0	0	6	0	0	0	5	0	513	0	22	0	1	36	0	0	0	0	0	0	6	0	0	2	0	40	0	66	0
16516	25839	"Krotenweiher"	47.076712	11.409142	647.5	"AWI"	647.5	5660	8287	6827	2	47	0	8	3	0	0	308	0	0	1	0	0	0	0	35	24	0	0	0	0	1	0	0	2	0	5	0	0	0	0	1	420	0	27	0	1	11	0	0	0	0	1	0	5	1	0	3	0	46	0	70	0
