"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15975	24637	"Sauveterre"	46.54333	-1.80833	2	"AWI"	2	4219	4415	4312	0	0	15	2	1	1	5	0	0	4	0	0	0	0	0	0	75	0	12	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	47	2	1	0	139	2	1	0	1	0	0	0	0	0	0	1	2	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	4	"AWI"	4	4246	4438	4335	0	0	18	8	2	1	4	0	0	6	0	0	0	0	0	0	59	0	14	1	1	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	6	0	40	0	0	0	140	4	1	0	1	0	1	0	1	0	0	1	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	6	"AWI"	6	4268	4462	4358	0	0	15	5	1	1	1	0	0	2	2	0	0	0	0	0	56	0	12	0	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	38	0	0	0	138	8	1	0	1	0	0	0	1	0	0	1	2	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	8	"AWI"	8	4292	4486	4381	1	0	13	13	3	1	3	0	0	3	0	0	0	0	0	0	33	0	22	2	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	11	0	30	0	1	0	125	8	1	0	1	2	1	0	0	0	0	1	3	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	10	"AWI"	10	4316	4508	4404	0	0	7	13	1	0	1	0	0	1	1	0	0	2	0	0	32	0	16	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	10	0	40	0	0	0	121	4	2	0	1	0	1	0	0	0	1	2	2	1	0
15975	24637	"Sauveterre"	46.54333	-1.80833	12	"AWI"	12	4339	4532	4428	0	0	6	18	1	0	2	0	0	3	0	0	0	0	0	0	31	0	17	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	13	0	50	0	0	0	95	4	3	0	0	0	0	0	0	0	0	1	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	14	"AWI"	14	4363	4555	4451	0	0	6	23	1	0	3	0	0	2	0	0	0	0	0	0	20	0	9	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	40	0	1	0	84	4	3	0	0	0	1	0	1	0	0	0	2	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	16	"AWI"	16	4387	4578	4474	0	0	9	20	2	0	1	0	0	3	1	0	0	0	0	0	26	0	21	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	13	0	71	0	0	0	102	4	1	0	1	0	0	0	0	0	1	1	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	18	"AWI"	18	4413	4601	4498	0	0	5	29	3	1	1	0	0	3	2	1	0	0	0	0	16	0	32	0	1	0	0	2	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	4	13	0	58	0	0	0	122	1	5	0	2	0	0	0	1	0	0	1	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	20	"AWI"	20	4435	4624	4521	0	0	12	39	6	0	1	0	0	10	1	1	0	2	0	0	31	0	31	2	1	0	1	1	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	3	9	0	64	0	0	0	97	2	1	0	1	0	1	0	1	0	0	1	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	22	"AWI"	22	4457	4648	4543	0	0	6	44	4	2	3	0	0	4	2	0	0	0	0	0	37	0	20	2	2	0	2	3	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1	4	16	0	62	0	0	0	90	1	6	0	0	0	2	0	1	0	0	2	3	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	24	"AWI"	24	4477	4671	4565	0	1	10	42	5	2	2	0	0	10	0	1	0	2	0	0	17	0	26	2	0	0	2	2	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	4	6	0	0	0	1	3	99	4	3	0	1	2	0	0	1	0	0	2	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	26	"AWI"	26	4500	4695	4587	0	0	10	48	3	0	3	0	0	6	0	0	2	2	0	0	16	0	27	2	0	0	4	4	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	6	7	0	72	0	0	0	100	1	3	0	0	0	1	0	1	0	0	1	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	28	"AWI"	28	4521	4718	4609	0	0	12	39	1	1	2	0	0	12	1	1	0	0	0	0	28	0	22	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	18	0	84	0	0	2	82	1	9	0	1	0	1	0	1	0	1	1	2	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	30	"AWI"	30	4543	4741	4632	0	0	8	55	4	0	2	0	0	8	0	0	0	0	0	0	26	0	20	1	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	0	86	0	0	0	82	0	2	0	0	0	0	0	1	0	1	3	0	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	32	"AWI"	32	4565	4764	4655	0	0	11	58	3	0	1	0	0	7	2	0	0	0	0	0	29	0	25	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	3	7	0	0	0	1	0	78	3	2	0	1	0	0	0	1	1	0	1	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	34	"AWI"	34	4587	4787	4678	0	0	9	58	3	0	3	1	0	8	0	0	0	0	0	0	21	0	34	1	0	0	1	1	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	10	4	0	69	0	0	0	78	1	2	0	1	0	1	0	1	0	0	0	2	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	36	"AWI"	36	4610	4808	4700	0	0	12	52	3	1	1	0	0	7	1	0	0	0	0	0	32	0	21	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	3	0	86	0	0	0	74	2	2	0	1	0	1	0	1	0	0	3	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	38	"AWI"	38	4633	4830	4723	0	0	12	50	5	0	2	1	0	9	1	0	0	0	0	0	15	0	29	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	3	3	0	68	0	0	0	81	1	1	0	1	0	1	0	1	0	0	2	0	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	40	"AWI"	40	4656	4854	4746	0	0	9	69	4	0	1	0	0	7	1	0	0	0	0	0	21	0	16	2	1	0	3	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	10	0	91	0	1	0	70	2	1	0	0	0	0	0	0	1	0	3	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	42	"AWI"	42	4677	4880	4769	0	1	8	64	2	0	1	0	0	6	1	0	0	2	0	0	26	0	34	0	0	0	1	9	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	3	5	0	79	0	0	0	66	1	2	0	1	0	0	0	1	0	0	2	1	0	0
15975	24637	"Sauveterre"	46.54333	-1.80833	43	"AWI"	43	4688	4892	4780	0	1	12	62	4	1	1	0	0	5	2	0	0	2	0	0	21	0	19	2	1	0	2	3	0	1	0	1	0	1	2	0	0	1	2	0	0	0	0	1	12	0	92	0	1	0	70	2	1	0	1	0	1	0	1	1	1	1	2	0	1
15975	24637	"Sauveterre"	46.54333	-1.80833	44	"AWI"	44	4699	4904	4791	0	0	11	64	1	1	3	0	0	8	1	0	0	0	0	0	20	0	11	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	11	0	81	0	0	0	82	2	2	0	0	0	2	0	1	0	1	1	1	0	0
