"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	160	"AWI"	160	519	2311	1301	1	0	14	0	0	0	1	0	15	5	0	0	54	0	0	4	0	0	0	33	0	5	0	0	0	0	0	11	0	0	18	8	1	0	0	2	8	0	26	0	0	46	3	1	0	0	0	4	4	0	0	0	0	1	0	23	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	165	"AWI"	165	565	2330	1348	4	0	10	0	0	0	2	0	3	2	0	0	83	0	0	4	0	0	0	17	0	10	0	0	0	0	0	20	0	0	22	6	0	0	0	2	8	0	13	0	0	43	2	1	0	0	0	3	1	0	0	0	0	0	0	54	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	170	"AWI"	170	607	2354	1394	2	0	24	0	0	0	0	0	8	1	0	0	44	0	0	2	0	0	0	37	0	2	0	0	0	0	1	23	0	0	32	4	0	0	0	0	2	0	26	0	0	57	1	0	0	0	0	5	1	0	0	0	0	0	1	57	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	175	"AWI"	175	635	2375	1439	3	0	17	0	0	0	2	0	2	1	3	0	0	0	0	5	0	0	1	40	0	10	0	0	0	0	0	16	0	0	29	4	1	0	0	0	14	0	23	0	0	75	0	1	0	0	1	3	1	0	0	0	1	0	0	86	0	1
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	180	"AWI"	180	671	2411	1488	0	1	11	1	0	0	1	0	7	3	1	0	0	0	2	2	0	0	0	36	0	2	0	0	0	0	0	16	0	0	24	7	0	0	0	1	11	0	18	0	0	44	0	0	0	0	0	6	3	0	0	0	0	0	1	78	0	1
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	185	"AWI"	185	704	2439	1538	4	0	17	0	0	0	2	0	18	5	3	0	0	0	0	2	0	0	0	36	0	2	0	0	0	0	1	23	1	0	22	3	0	0	0	1	8	0	26	0	0	57	1	1	0	0	0	8	3	0	0	0	0	0	1	37	0	1
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	190	"AWI"	190	742	2479	1584	3	1	14	0	1	0	1	0	7	1	2	0	0	0	0	4	0	0	0	58	0	5	0	0	0	0	0	32	2	0	23	2	0	0	0	1	10	0	21	0	0	55	4	3	0	0	2	5	3	0	0	0	0	0	0	34	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	195	"AWI"	195	777	2514	1633	3	0	22	0	0	0	0	0	12	2	1	0	0	0	0	4	0	0	0	47	0	1	0	0	0	0	0	31	0	0	14	1	0	0	0	3	5	0	24	0	0	61	0	2	0	0	0	7	4	0	0	0	0	0	0	24	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	200	"AWI"	200	810	2560	1679	1	0	30	0	1	0	2	0	10	2	1	0	14	0	0	1	0	0	0	60	0	4	0	0	0	0	0	18	1	0	12	7	0	0	0	0	11	0	17	0	0	51	1	2	0	0	0	5	3	0	0	0	0	0	0	8	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	205	"AWI"	205	840	2606	1729	1	2	27	0	0	0	0	0	14	0	1	0	4	0	0	1	0	0	0	73	0	0	0	0	0	0	0	13	0	0	18	3	0	0	0	2	14	0	19	0	0	45	2	1	1	0	0	6	1	0	0	0	0	0	0	5	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	210	"AWI"	210	866	2670	1775	0	0	12	0	0	0	1	0	6	7	0	0	16	0	0	1	0	0	0	45	0	4	0	0	0	0	0	20	0	0	17	1	0	0	0	3	6	0	28	0	0	40	0	0	1	0	0	5	1	0	0	0	1	0	1	18	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	220	"AWI"	220	960	2788	1872	1	3	22	0	0	0	5	0	7	3	1	0	17	0	0	0	0	0	0	36	0	3	0	0	0	0	0	21	1	0	16	1	0	0	0	2	6	0	33	0	0	30	1	0	1	0	0	6	4	0	0	0	0	0	2	14	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	225	"AWI"	225	1109	2819	1928	4	1	19	2	0	0	2	0	6	3	0	0	15	0	0	2	0	0	0	30	0	3	0	0	0	0	0	26	0	0	20	0	2	0	0	1	5	0	28	0	0	60	2	0	0	0	0	2	3	0	0	0	1	0	0	20	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	235	"AWI"	235	1365	2888	2048	3	2	28	0	0	0	3	0	14	0	0	0	33	0	0	3	0	0	0	50	0	3	0	0	0	0	0	41	0	0	14	0	0	0	0	2	4	0	27	0	0	32	1	1	1	0	1	1	4	0	0	0	0	0	0	54	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	240	"AWI"	240	1469	2933	2111	2	0	14	0	0	0	2	0	5	1	0	0	64	0	0	3	0	0	0	21	0	5	0	0	0	0	0	36	1	0	6	1	0	0	0	0	2	0	30	0	0	14	0	0	0	0	0	0	5	0	0	0	0	0	0	43	1	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	245	"AWI"	245	1564	2988	2170	6	0	18	1	0	1	0	0	6	1	0	0	45	0	0	1	0	0	0	20	0	6	0	0	0	0	0	51	3	0	14	1	0	0	0	4	1	0	22	0	0	17	1	0	0	0	1	4	0	0	0	0	0	0	0	58	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	250	"AWI"	250	1643	3060	2236	5	0	21	0	0	0	1	0	9	1	0	0	57	0	0	0	0	0	0	30	0	6	0	0	0	0	0	25	0	0	2	3	0	0	0	2	3	0	28	0	0	28	1	0	0	0	0	7	0	0	0	0	0	0	3	75	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	255	"AWI"	255	1711	3120	2301	15	0	50	0	0	0	1	0	4	1	1	0	0	0	0	0	0	0	0	38	0	1	0	0	0	0	0	151	3	0	1	3	0	0	0	2	10	0	17	0	0	41	0	0	1	0	0	5	0	0	0	0	1	0	1	4	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	260	"AWI"	260	1762	3188	2367	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	265	"AWI"	265	1804	3292	2435	24	1	34	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	66	4	0	0	0	0	0	0	2	1	0	0	0	1	24	0	0	0	0	0	1	1	0	0	1	0	0	5	1	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	270	"AWI"	270	1849	3382	2504	29	0	59	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	145	1	0	0	0	0	0	0	1	2	0	0	0	0	23	1	0	0	0	0	2	0	0	0	2	0	0	4	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	275	"AWI"	275	1880	3478	2568	57	0	47	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	111	6	1	0	0	0	1	0	0	4	0	0	0	0	32	1	0	0	0	0	1	0	0	0	1	0	1	6	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	280	"AWI"	280	1924	3590	2635	35	0	37	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	131	5	0	0	0	0	0	0	0	1	0	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	285	"AWI"	285	1954	3727	2698	31	0	43	0	1	0	2	0	14	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	130	4	1	0	0	1	0	0	0	1	0	0	0	0	34	0	0	0	0	0	1	0	0	0	1	1	0	4	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	290	"AWI"	290	1985	3860	2755	33	3	80	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	146	4	0	0	0	0	0	0	0	1	0	0	0	2	27	1	0	2	0	0	0	0	0	0	0	0	1	8	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	295	"AWI"	295	2123	3955	2876	15	1	52	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	95	5	0	0	0	0	0	0	1	2	0	0	0	2	20	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	300	"AWI"	300	2262	4055	3013	33	0	64	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	130	4	0	0	0	0	0	0	0	4	0	0	0	0	42	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	310	"AWI"	310	2492	4266	3292	11	1	75	0	1	1	0	0	9	0	2	0	0	0	0	0	0	0	0	34	0	2	0	0	0	0	0	107	16	1	0	0	0	0	0	0	4	0	0	0	0	55	0	0	1	0	0	0	0	0	0	0	0	1	12	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	315	"AWI"	315	2582	4407	3436	46	1	53	0	1	0	2	0	8	1	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	125	7	1	0	0	0	0	0	1	2	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	320	"AWI"	320	2658	4554	3580	41	2	62	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	160	12	1	0	0	0	0	0	2	8	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	2	14	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	325	"AWI"	325	2721	4719	3724	55	1	34	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	122	6	0	0	0	0	0	0	1	3	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	335	"AWI"	335	2838	5053	3988	43	1	37	1	1	3	0	0	10	0	0	0	0	0	0	0	0	0	0	33	0	3	0	0	0	0	0	93	16	0	0	0	0	0	0	1	5	0	0	0	0	63	0	2	1	0	0	1	0	0	0	11	0	4	21	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	345	"AWI"	345	2957	5448	4260	42	2	26	0	1	3	3	0	10	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	180	16	0	0	0	0	0	0	1	5	0	0	0	0	50	1	1	1	0	0	0	0	1	0	6	0	4	33	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	355	"AWI"	355	3037	5888	4526	46	0	60	1	0	2	1	0	5	1	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	200	7	1	0	0	0	0	0	0	3	0	0	0	0	31	0	1	0	0	0	0	1	0	0	2	1	2	15	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	360	"AWI"	360	3081	6120	4657	63	1	27	0	0	5	1	0	6	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	110	6	0	0	0	0	0	0	0	3	0	0	0	0	40	0	2	0	0	0	1	0	0	0	11	0	18	46	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	365	"AWI"	365	3146	6286	4773	80	2	16	0	1	3	2	0	7	1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	50	17	2	0	0	0	0	0	0	10	0	0	0	0	37	1	0	1	0	0	0	0	0	0	6	0	10	35	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	370	"AWI"	370	3226	6336	4844	112	6	20	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0	6	0	0	0	0	32	2	0	1	0	0	0	0	0	0	6	0	8	20	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	380	"AWI"	380	3364	6461	4988	157	2	20	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0	3	0	4	0	0	34	0	0	0	0	0	1	0	0	0	17	0	16	17	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	385	"AWI"	385	3442	6535	5055	44	3	6	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	3	22	1	0	0	0	0	0	0	2	0	8	0	0	34	0	0	0	0	0	1	1	0	0	31	0	5	28	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	395	"AWI"	395	3547	6710	5209	115	2	10	0	1	1	0	0	13	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	4	16	0	0	0	0	0	0	0	4	0	0	0	0	43	0	1	0	0	0	0	1	0	0	17	0	15	36	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	400	"AWI"	400	3599	6820	5279	102	3	14	0	2	2	0	0	6	0	0	0	0	0	0	0	0	0	0	43	0	1	0	0	0	0	0	8	24	1	0	0	0	0	0	0	7	0	0	0	0	41	0	1	0	0	0	0	0	0	0	31	0	12	40	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	410	"AWI"	410	3696	7046	5430	0	3	23	0	0	1	0	0	2	2	0	0	0	0	0	0	22	0	0	40	0	3	0	0	0	0	0	0	44	0	0	0	0	1	2	3	4	0	0	0	0	41	0	2	1	0	0	0	0	0	0	81	1	10	53	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	415	"AWI"	415	3726	7177	5505	97	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	2	11	1	0	0	0	1	0	0	1	0	0	0	0	40	7	2	1	0	0	0	2	0	0	20	0	10	24	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	420	"AWI"	420	3769	7324	5572	115	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	4	10	1	0	0	0	0	0	0	1	0	0	0	0	20	1	0	0	0	0	0	0	0	0	30	1	10	24	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	425	"AWI"	425	3796	7479	5634	120	3	11	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	2	14	2	0	0	0	0	0	0	2	0	0	0	0	31	1	0	0	0	0	0	0	0	0	17	0	16	23	1	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	430	"AWI"	430	3838	7628	5701	115	1	14	0	1	3	0	0	14	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	6	15	0	0	0	0	0	0	0	4	0	0	0	0	30	0	0	0	0	0	0	1	0	0	14	0	9	40	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	435	"AWI"	435	3872	7786	5766	85	1	14	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	4	0	0	0	0	32	1	0	0	0	0	0	0	0	0	16	0	18	42	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	440	"AWI"	440	3929	7859	5837	60	1	6	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	25	0	0	2	0	0	0	0	0	0	2	0	12	30	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	445	"AWI"	445	4021	7901	5905	90	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	1	0	0	0	0	0	1	14	0	0	0	0	0	0	0	4	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	8	37	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	450	"AWI"	450	4082	7950	5975	98	3	10	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	75	0	1	0	0	0	0	0	7	41	0	0	0	0	0	0	0	6	0	0	0	0	45	1	3	0	0	0	2	0	0	0	10	0	18	47	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	455	"AWI"	455	4153	8018	6046	59	5	15	0	2	1	1	0	4	2	3	0	0	0	0	0	0	0	0	48	0	2	0	0	0	0	0	3	37	0	0	0	0	0	0	0	5	0	0	0	0	52	1	0	1	0	0	0	0	0	0	40	0	11	55	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	460	"AWI"	460	4220	8085	6110	86	0	10	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	7	0	0	0	0	27	0	0	0	0	0	0	0	0	0	5	0	10	22	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	465	"AWI"	465	4287	8158	6172	83	2	20	0	0	1	2	0	10	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	6	0	0	0	0	50	2	0	0	0	0	2	0	0	0	35	0	21	40	0	1	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	470	"AWI"	470	4358	8232	6241	137	1	12	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	6	0	0	0	0	30	1	1	0	0	0	0	0	0	0	26	0	16	45	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	475	"AWI"	475	4408	8301	6315	130	6	15	0	1	5	0	0	3	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	4	30	0	0	0	0	0	0	0	4	0	0	0	0	56	1	1	1	0	0	1	1	0	0	33	0	19	58	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	485	"AWI"	485	4498	8468	6459	25	1	9	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	1	37	0	0	0	0	0	0	0	3	0	0	0	0	35	0	0	0	0	0	1	0	0	0	5	0	2	41	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	495	"AWI"	495	4578	8665	6583	42	3	14	0	4	2	3	0	7	0	0	0	0	0	0	0	0	0	0	60	0	7	0	0	0	0	0	1	80	0	0	0	0	0	0	0	6	0	0	0	0	56	0	3	0	0	0	0	1	0	0	31	0	10	50	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	530	"AWI"	530	4990	9179	7042	144	2	3	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	7	0	0	0	0	32	0	0	0	0	0	0	0	0	0	2	0	16	35	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	535	"AWI"	535	5070	9224	7108	30	3	5	1	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	6	41	0	0	0	0	0	0	0	7	0	0	0	0	47	0	0	0	0	0	0	0	0	0	3	0	6	40	0	1	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	540	"AWI"	540	5125	9284	7185	105	3	8	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	19	0	0	0	0	51	2	0	0	0	0	0	0	0	0	4	0	11	44	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	545	"AWI"	545	5186	9333	7251	20	4	23	0	3	1	3	0	2	1	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	10	72	0	0	0	0	0	0	0	8	0	0	0	0	42	3	1	0	0	0	1	0	0	0	3	0	8	90	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	555	"AWI"	555	5280	9447	7397	82	4	17	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	58	0	2	0	0	0	0	0	24	31	0	0	0	0	0	0	0	8	0	0	0	0	52	1	0	1	0	0	0	1	0	0	4	0	15	52	2	1	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	560	"AWI"	560	5315	9515	7464	54	2	43	0	0	0	2	0	8	0	0	0	0	0	1	0	0	0	0	35	0	0	0	0	0	0	0	140	25	0	0	0	0	0	0	0	5	0	0	0	0	80	0	0	0	0	0	0	1	0	0	11	0	10	17	0	0	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	565	"AWI"	565	5354	9587	7535	82	1	7	0	0	3	1	0	4	0	0	0	0	0	0	0	0	0	0	46	0	2	0	0	0	0	0	4	56	0	0	0	0	0	0	0	10	0	0	0	0	51	1	2	1	0	0	2	2	0	0	12	0	11	46	0	1	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	570	"AWI"	570	5405	9645	7602	60	7	3	0	1	3	0	0	4	0	0	0	0	0	0	0	0	0	0	100	0	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	20	0	0	0	0	65	1	0	0	0	0	0	0	0	0	0	0	28	100	0	1	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	580	"AWI"	580	5480	9844	7731	100	3	5	0	0	6	2	0	4	1	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	3	74	0	0	0	0	1	0	0	11	0	0	0	0	52	1	0	0	0	0	0	0	0	0	6	0	19	86	0	3	0
3373	4373	"Saint Julien de Ratz"	45.34833	5.65528	585	"AWI"	585	5565	9905	7801	93	5	18	0	1	5	2	0	6	0	0	0	0	0	0	0	0	0	0	81	0	4	0	0	0	0	0	7	53	0	0	0	0	0	0	0	9	0	0	0	0	80	0	2	0	0	0	0	0	0	0	6	0	20	87	0	1	0
